cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
28,A hx--,"L--
`-",a----,"S
---
e",k--,cC`--.--.-  ---:-r--,LA--3,L----,"C---e
L",.--,--f,1---- IH,"Y '
W,--r
7-x
'","L--
`",---rciseizzz--,,,,,,,
29,gardes-du-corps,Neuf-des-Papes,"Chateau-
Neuf-des-Papes",ZY,F-=,,,,,,,,,,,,,,,,,
30,aIl,humilie,LIl,Chili,lilas,E,Cecilia,,,,,,,,,,,,,,,
31,voyais,sais,Is1,ecoutais,MIais,aimais,etais,niais,W,,,,,,,,,,,,,
32,Frangais,Theatre-Frangais,"Theatre-
Frangais",Theatre-Frangcais,theatre,Theatre-Francais,frangcais,,,,,,,,,,,,,,,
33,m-,Pacheco,seche,Bach',Pachecon,,,,,,,,,,,,,,,,,
34,Palais-Mazarin,Cristaux,Arrivee,paraft,Paris,Parisiens,Chauve-Souris,tristel...,Parisl,Parfaitl,Parisien,,,,,,,,,,,
35,le soleil,La creole,soleil,,,,,,,,,,,,,,,,,,,
36,.L,.l,,,,,,,,,,,,,,,,,,,,
37,-C,gr-c-,Est-ce,,,,,,,,,,,,,,,,,,,
38,I99,Montparnasse,I,boulevard Montparnasse,theatre Montparnasse,h Montparnasse,Gymnase,a Montparnasse,J4,,,,,,,,,,,,,
39,"sI. -
I
-
5:
i","I

-
i",".G

-

'","I


-'  t",".'-
-re-c
I n J
eA
A--",,,,,,,,,,,,,,,,,
40,ISL5,LN,amisln,Bourgeoisln,,,,,,,,,,,,,,,,,,
41,"A
 A

 
I




.Y","A 4


d
'","W

I,5
V. W",A -.s,,,,,,,,,,,,,,,,,,
42,Muguets,Muguet,Y,,,,,,,,,,,,,,,,,,,
43,la Bretagne,d'Espagne,Cassagne,sagne,Bretagne,champagne,pagna,,,,,,,,,,,,,,,
44,Coucou-bBlanc,Coucou-,Micou,Coucou-Blanc,Coucou-Blancl,"K

.-1coUcoU-BLANC",Accoude,CoUCoU-BLANC,Coucou,essouffle.coUcoU-BLANC,"Coucou-
Blanc",Annou,Coucou-Blancl Est,,,,,,,,,
45,REvE,"Musc
severe",reveillon,Revolutionl,vecu,treve,reveillee,RAEvE,,,,,,,,,,,,,,
46,pensezl,enerve,tenezl,Tenezl,Venez,,,,,,,,,,,,,,,,,
47,MIimi-Pinson,mitra,Midi,MI,le Midi,,,,,,,,,,,,,,,,,
48,Quartier Latin,quartier,Quartier,Moustier,Quartier-Latin,,,,,,,,,,,,,,,,,
49,Retourne,Touraine,Amour,aTout,Soudain,,,,,,,,,,,,,,,,,
50,Rosel,Rosellen,Grenelle,passerelle,Mademoiselle.6,Le Rosellen,miserablel,Rose,,,,,,,,,,,,,,
51,avenue,Voyez,RBvE,Avez,bravel,Savez,Jugez,Caveau,Bravo,savezl,,,,,,,,,,,,
52,ratatinee,hate,Vatel,grand Baghavat,Chateau-,Bhagiratha,,,,,,,,,,,,,,,,
53,Cevenole,"rOle
d'Ocean",Cevennes,violente,Cevenol,,,,,,,,,,,,,,,,,
54,ner la-bas,la-bas,"16 J
as4",Ld-bas,Bas,ld-bas,Anastasie,Cuba,Bamban,as4  -,lh-bas,,,,,,,,,,,
55,"rue
Saint-Guillaume",rue Saint-Guillaume,rue Saint-Guillaumel,Saint-Guillaume,,,,,,,,,,,,,,,,,,
56,rez-de-chaussee,Lh-dessus,1E.,LA-dessus,par-dessus,,,,,,,,,,,,,,,,,
57,venere Lalouette,Fouette,palotte,Mee Lalouette,aA,Lalouette,"vieux
Lalouette",Kalatala,Lalouettel,,,,,,,,,,,,,
58,mont-de-piete,Mont-,Montmartre,wagon,Montez,,,,,,,,,,,,,,,,,
59,A,rien.- A,menage,exageree,menagerie,vages,Genies,tragedienne,,,,,,,,,,,,,,
60,victoria de la dame,ronfla,palais de la fee Porcelaine,Lamartine d'Elvire,Porcelaines,Palais-Royal,,,,,,,,,,,,,,,,
61,Rh6ne,Vienne,Robinson,chiffonnee,MASoN,Lyon,Rhone,connaft,Sonne,Bonsoir,Nh,l1'Odeon,annongca,,,,,,,,,
62,Egypte,tempete,Tes,"Es-tu betel
Si la tete te tourne",bete,srete,Arretez,Pentecote,tete,tete empanachee,tetes,Promettez,betes,c6te,La Bete,flte,discrete,tE,croirais-tu poete,Pretez,BeteI74,Angleterre
63,separa,depit,fardees,depart,Parthenon,deplume,Cunocepa,dpart,,,,,,,,,,,,,,
64,AY,egayer,pays-lh,,,,,,,,,,,,,,,,,,,
65,"college modele de
Sarlandel",Sarlandais,Marsala,Sar-,Bandit,Sarlande,larmcs,aSans,,,,,,,,,,,,,,
66,"3z-E
E
Wr
A","xee
-","E
R","hM
r
J
L",,,,,,,,,,,,,,,,,,
67,Cachotier,Chutl,hesiter,du cher,Perrache,Cher,Mon cher,Cherchons,,,,,,,,,,,,,,
68,noms.r6z,r6gI,,,,,,,,,,,,,,,,,,,,
69,Danielo,Daniel,Danielln,,,,,,,,,,,,,,,,,,,
70,P,,,,,,,,,,,,,,,,,,,,,
71,grace,Ls,Alsacien,Alsace,aC',,,,,,,,,,,,,,,,,
72,Desir-de-plaire,eclairee,Pecairel,soiree,,,,,,,,,,,,,,,,,,
73,Chenilles,fillesen,Les Chenilles,les Debuts,iles Marquises,Naples,les86,asphyxie les etrangle,,,,,,,,,,,,,,
74,R-L,sur-le-champ,-L,"P' -L
- 
=",,,,,,,,,,,,,,,,,,
75,a'-a,.--ac-'-,C-,t-'-,,,,,,,,,,,,,,,,,,
76,4--,4-,,,,,,,,,,,,,,,,,,,,
77,voirl,Vois,emouvoir,voila,Quoil,Voilh,voill,,,,,,,,,,,,,,,
78,Apres,representee,kakatoes,gresil,Pres,"maitres,-",precipite,"sous-prefectureln
Est-ce",rang.- Presentez,,,,,,,,,,,,,
79,Pres-Saint-Gervais,faubourg Saint-Germain,Saint-Germainl,horloge de Saint-Germain,romains,"Saint-Germain-des-
Pres",Saint-Germain,clocher de Saint-Germain,Maine,Saint-Germain-des-Pres,,,,,,,,,,,,
80,du Nord,trompe-la-mort,dore,Alfort,Or,Infortunes,Emporte,victoria,,,,,,,,,,,,,,
81,buis,Marquises,lisezl,suisse,Pise,assis,abbe ruisselle,Laisse,,,,,,,,,,,,,,
82,eteignez,Seigneur,Notre-Seigneur,Guigne,neud,,,,,,,,,,,,,,,,,
83,Muse badine,cheminee,Chinois,Colombine,Polichinelle.n,Chine,Philistine,,,,,,,,,,,,,,,
84,place d'Armes,Carmelites,Carmelites -,,,,,,,,,,,,,,,,,,,
85,ecria,Necro-,execre,,,,,,,,,,,,,,,,,,,
86,Grand-Cercle,celebrer,celebres,,,,,,,,,,,,,,,,,,,
87,Fanfan-la-Tulipe,la manche,Blancs,Blanc,Languedoc,Langlumeau,,,,,,,,,,,,,,,,
88,vIOT,Expansion,io,Rio,S,Religion,,,,,,,,,,,,,,,,
89,baguettel,Barbette,Barbetten,Barbettel,garde-robel,,,,,,,,,,,,,,,,,
90,Musette,Eyssettel,Eyssette,Eyssettte,Mee Eyssette,,,,,,,,,,,,,,,,,
91,I.E,mefie-toil,Souviens-toi,F,toitl,mastoides,toi.n,,,,,,,,,,,,,,,
92,rLL---LL-LLL-L.L.L-LL,lLs-,LLLLLLLLLLLLL.LL-.L-,LLLLLLL-LLLLLLLL-,"L.LLL
-
W",LL7sLL-LL-L-L3,"LLLLLLLLLLLLLLL-LL-LLLLLLLL-LLLLL-LL-L
Dieu",,,,,,,,,,,,,,,
93,got,rY,tolocototignan,Tolocototignan,,,,,,,,,,,,,,,,,,
94,Helasl,Ohl,Heinl,Boheme,Ohel,Helas,He,,,,,,,,,,,,,,,
95,Pruneaux,bordeaux,Faust,Sceaux,Beaux,Beaucaire,,,,,,,,,,,,,,,,
96,Embrasse,fort Loyasse,Loyasse,,,,,,,,,,,,,,,,,,,
97,"W
I
2

re","P
L","P
N .5","W
1P
I","W
g.

r.' F","J

-'
1
x
1",,,,,,,,,,,,,,,,
98,l1'Academie,caraibe,canape,Escargots,Cadet,ca,Cap,Ca,,,,,,,,,,,,,,
99,TU vENDRAS DE LA,Vendredil,WL,Grand-Orient,vENDRAS,Vendredi,Cudra,,,,,,,,,,,,,,,
100,Combien,Eh,W1,Bientot,Eh bien,Tiens,,,,,,,,,,,,,,,,
101,allezl,Allez,guide-ballon,Mlle Pier-,laLE ROMIAN,val,Palerme,Mlle,alle,Vallee,Allonsl,talle,,,,,,,,,,
102,Iacques,Jacquesl,Jacques,,,,,,,,,,,,,,,,,,,
103,echantillon,"PAPILLON
Ehl",Papillon,"PAPILLON
Grimpe",Grillon,PAPILLON,"PAPILLON
Quoil","PAPILLON
Ehl bienl",,,,,,,,,,,,,,
104,aJ',J'ai,J',,,,,,,,,,,,,,,,,,,
105,aUn Espa-,Ma-,Espa-,Raspail,,,,,,,,,,,,,,,,,,
106,frenesie,givre,Sevres,levre,fievres,IEst,fievre,e,,,,,,,,,,,,,,
107,gnol,Mlol,"Bati-
gnolles",Batignolleslo,,,,,,,,,,,,,,,,,,
108,punch,NC2,unc,,,,,,,,,,,,,,,,,,,
109,SAUMON,Saumon,,,,,,,,,,,,,,,,,,,,
110,dictce,ceda,Nice,,,,,,,,,,,,,,,,,,,
111,veloursl,"rs
-",5I,rs,,,,,,,,,,,,,,,,,,
112,malheureusel,Horreurl,guipure,Malheureuse-,Eux,Malheu-,Malgre,Malheureu-,,,,,,,,,,,,,,
113,Laf,Pl,deplaft,plaft,,,,,,,,,,,,,,,,,,
114,Luxembourg,NJ,bouteille debouchee,Boucoyran,Tribou,"Boucoyranln
- Bonjour",,,,,,,,,,,,,,,,
115,melopee,Dames,eleves,merl Le ciel,pele-mele,meLEsS,bleme,,,,,,,,,,,,,,,
116,N-,L.R,.f,L.-iw,c:::cz:=:t,L.sdin--,,,,,,,,,,,,,,,,
117,1N,Ferrouillat,Ebloui,luil,Pilouittl,Ouil,,,,,,,,,,,,,,,,
118,Germane,"abbe
Germane",abbe,abbe Germane,,,,,,,,,,,,,,,,,,
119,rue des Dames,pyramide d'Egypte,boue de Paris,rue de Lille,baie de Naples,M. de,joufflus de douze,rue des,,,,,,,,,,,,,,
120,l'Italie,Italiens,Italien,Hospitalier,d'Italie,moitie,Italie,,,,,,,,,,,,,,,
121,tenonslo,Bernerette,resister,f,Consterna-,consternes,,,,,,,,,,,,,,,,
122,Souwaroff,Fougeroux,eperdus,Peyrol,Broum-Broum,Soubeyrol,apergcu,Perou,,,,,,,,,,,,,,
123,menton,benl,"Limoux
Seulement",Vraiment,faiblement.z=-,Confusement,L'ENLEvEMENT,,,,,,,,,,,,,,,
