cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
17,Surveillée,sailles,Versailles,mérveille,château de Versailles,"| -
Vers le soir la comtesse","château
de Versailles",,,,,,,,,
18,Beaupré,Dangeau,GEAR,j’,mmaudant,Yage,vingtans,,,,,,,,,
19,perlé,Orléans,perle,RL,LÉ,,,,,,,,,,,
20,Väimera,subjügüer,Jé,supporterai,NH,po,,,,,,,,,,
21,La Vallière,"Haï-
val",Derrière,"49

Vallière",Lavallère,,,,,,,,,,,
22,—- J',J',,,,,,,,,,,,,,
23,Ï,Ïl,Chaïlés,baïlli,,,,,,,,,,,,
24,ef,Rochefort,Hautefort,Cherche,Rochetort,,,,,,,,,,,
25,Grois-tu,croisée,Sais-tu ce,Louis-le-Grand,Grois,Louis-le-Gros,,,,,,,,,,
26,AIMÉE JUSQU'A LA MORT,La Mothe,HE,Mothe,,,,,,,,,,,,
27,Quoiqu,Etqu,qu’,Quincy,vêque,,,,,,,,,,,
28,Ga-,Na-,matu,Ma-,Ja-,Maures,,,,,,,,,,
29,Vois,Anisy,pälissant,Sis=,vis-à-,Is,Jaquais,Venise,Choïisissez-en,sais,YISEON,Paris,"Sis-
I",Cavois,blis,Dubois
30,"Écu

de France",tyranme,la France,Cour de France,Écu de France,dence,Fr,D,Providence,de France,France,"Cour de France dans.le vieux
château de François",,,,
31,écuriés,Thurin,CU,,,,,,,,,,,,,
32,Albret,Etsi,Albret etle,Etle,Retz,,,,,,,,,,,
33,cousine ger-,Ver-,verroux,verras,Enfer-,,,,,,,,,,,
34,LE,quellesil,Carrousel,Klle,tonnelle,selle,brielle,Tcielle,crièreni-elles,Quelle,,,,,,
35,Trouvez-,Avez,Venez,avac,Savez,,,,,,,,,,,
36,Flandre,Vousprendrez,Fépondre,s’,rendré,"237

— Encore",Rentrée,Comprendre,,,,,,,,
37,selle de Roucy,auberge de Saint-Gabriel,Champagne de Navarre,"place de Jo-

guet",Mademoiselle de Roucy,chambre de mademoiselle de Roucy,"théâtre de
Corneille",moiselle de Roucy,palais de la reine,"énée

L

des mains",TE Se,proménade,,,,
38,"Cr

66",Cr,lüi,,,,,,,,,,,,,
39,I,,,,,,,,,,,,,,,
40,"I ee

Ô",N E,pp ee Emme,P,,,,,,,,,,,,
41,PEL TE,nel,el,Fayel,Ellé,,,,,,,,,,,
42,CHATAU,CHATEAU DE,GHATEAË DE,CHATEAU,CHATÉAU,LE.CHATFAU,,,,,,,,,,
43,piers,Villers-Cotterets,Villers-Cotierets,Jo-,Villeroi,,,,,,,,,,,
44,AÀ,"repliqua Pi-

326",|,plir,nir,Plût,,,,,,,,,,
45,Causa,FautAl,au-,Faut,Lauzun,Nsetut,,,,,,,,,,
46,Carmélites,Gardez,Picarde,Garde-moi,Picardie,,,,,,,,,,,
47,Bussy-La-,M. de Bussy,feuse,"M. de
Bussy",Bussy-Laméth,Bussy,"Bussy
d'Amboise",nôus,arquebuse,Argus,,,,,,
48,longues,sallon,allät,Allons,Monsei-,fallüt,postillon,,,,,,,,,
49,sur-le-champ,chard,Tonnay-Charente,chavannes,Char-,Piéhard,,,,,,,,,,
50,Mortagne,Pignerol,pagna,Craignez,Espagne,Allemagne,gne,Champagne,Bourgogne,,,,,,,
51,Clany,"auberge

de la Croix-Blanché",Croix-Blanché,Croïx-Blanche,Choi-,,,,,,,,,,,
52,Lopison,sou,Soyons,SOISSONS,SOINS,Sissone,Soissons,Louison,,,,,,,,
53,Ursulines,Ursulines de,jardin des Hespérides,couvent des Ursulines,,,,,,,,,,,,
54,jéunesse,Céries,dese,gesie,gie,Ramasse,"com-

-

tesse",iesse,Fiesque,La!comtesse,Abbesse,,,,,
55,Bohémiens,vienne,nemie,Tarenie,Imsensée,miens,Conscience,,,,,,,,,
56,DO,adorable Hen.,Adorable Charlotte,,,,,,,,,,,,,
57,Fêtre,Lambertremit,TR,étre,,,,,,,,,,,,
58,Houx,houx,,,,,,,,,,,,,,
59,Adien,Normandie,ladie,,,,,,,,,,,,,
60,Îls,Îlme,Îles,Îl,,,,,,,,,,,,
61,Henrietie,Henneite,terie,riette,Moyenbrie,homrie,Attends,Delette,Henriette,,,,,,,
62,Saint-Jean-d'Acre,Maintenant,rue Saint-Honoré,Terre-Sainte,continua-t,galantin,Saint-Quentin,,,,,,,,,
63,Roï,M. de Roucy,M,Coucy,Roucy,Rou-,Cy,,,,,,,,,
64,Où,Séulemiënt,Où voulez,,,,,,,,,,,,,
65,Am-,Lamibeït,Laon,sès,Lam-,,,,,,,,,,,
66,abbaye de Prémoniré,"Hon-

grie",Desmonté,Rémond,rémonie,,,,,,,,,,,
67,Parfaitement,Hement,raccommoda,Comrient,Comment,,,,,,,,,,,
68,Grâces,Cerbères,St,Majesté,ES,Estrées,Estrée,Cest,,,,,,,,
69,Lejeune,Jui,Le - Une,Aucunes,June,,,,,,,,,,,
70,AE,ae Ven nae,,,,,,,,,,,,,,
