cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
42,"énée

L

des mains",Maintenant,maine,Madainè,Fontainebleau,Aixin,,,,,,,,,,,
43,Où voulez,Séulemiënt,LE,Etle,Îles,Klle,,,,,,,,,,,
44,vêque,quellesil,crièreni-elles,Quelle,selle,tonnelle,brielle,Tcielle,,,,,,,,,
45,"237

— Encore",Conscience,Providence,dence,J2À.,,,,,,,,,,,,
46,Thurin,écuriés,CU,,,,,,,,,,,,,,
47,"I ee

Ô",N E,pp ee Emme,b59,,,,,,,,,,,,,
48,Imsensée,Bohémiens,miens,nemie,,,,,,,,,,,,,
49,j’,dese,Ï,Desmonté,Majesté,longues,gesie,Carmélites,jardin des Hespérides,Cest,ES,Grâces,Cerbères,chavannes,Demandes,,
50,jura,Ilaura,Lauzun,,,,,,,,,,,,,,
51,AIMÉE JUSQU'A LA MORT,Où,La Mothe,Mothe,,,,,,,,,,,,,
52,Jamais,aimais,NH,Jaquais,sais,Sais-tu ce,,,,,,,,,,,
53,Choïisissez-en,Venise,vis-à-,blis,YISEON,Is,Sis=,Paris,pälissant,"Sis-
I",Anisy,,,,,,
54,Yage,Beaupré,GEAR,mmaudant,Dangeau,vingtans,,,,,,,,,,,
55,Tonnay-Charente,Chapelain,AÀ,chard,Char-,Piéhard,,,,,,,,,,,
56,postillon,allät,sallon,Allons,fallüt,Monsei-,,,,,,,,,,,
57,moiselle,moi,proménade,mademoiselle,Mademoiselle,Mesdemoiselles,Made-,,,,,,,,,,
58,St,Estrée,M,Rentrée,Estrées,,,,,,,,,,,,
59,Normandie,ladie,D,vienne,Adien,Î,,,,,,,,,,,
60,Etsi,Villers-Cotterets,Villeroi,Villers-Cotierets,piers,,,,,,,,,,,,
61,Am-,Laon,Lam-,Lamibeït,,,,,,,,,,,,,
62,J',—- J',,,,,,,,,,,,,,,
63,Maures,bure,nature.de,noîre,,,,,,,,,,,,,
64,M. de Roucy,moiselle de Roucy,Roucy,"place de Jo-

guet",chambre de mademoiselle de Roucy,TE Se,selle de Roucy,Mademoiselle de Roucy,,,,,,,,,
65,HE,Parfaitement,Comment,Hement,,,,,,,,,,,,,
66,Albret etle,Retz,"AI-

bret",Albret,"mys-
Bre",Bre,,,,,,,,,,,
67,Allemagne,Bourgogne,Pignerol,gne,Craignez,Mortagne,,,,,,,,,,,
68,Louis-le-Grand,Louison,Louis-le-Gros,Oui,,,,,,,,,,,,,
69,confianée,Ia,,,,,,,,,,,,,,,
70,cousine ger-,Émineñce,Devinez,sion,Rhin,sine,Bouvines,,,,,,,,,,
71,Dubois,Cavois,Voilà,Vois,,,,,,,,,,,,,
72,auberge de Saint-Gabriel,Terre-Sainte,Saint-Jean-d'Acre,continua-t,rue Saint-Honoré,galantin,Saint-Quentin,,,,,,,,,,
73,Savez,Venez,avac,Trouvez-,Avez,,,,,,,,,,,,
74,Lanissecourt,Mothe-Houdancourt,léur,Courval,Coucy,Hennecourt,Couëy,Cour,Heudicourt,Couey,,,,,,,
75,Bussy-La-,nôus,"Bussy
d'Amboise","M. de
Bussy",M. de Bussy,arquebuse,Bussy,Argus,Bussy-Laméth,,,,,,,,
76,Carrousel,verras,Rou-,Ver-,verroux,,,,,,,,,,,,
77,Manquerai,Jé,Väimera,subjügüer,po,supporterai,,,,,,,,,,,
78,Partez,A TE,Écoutez,Acceptez,Jo-,Ajoutez,lout,,,,,,,,,,
79,Hautefort,Cherche,Rochetort,ef,Rochefort,,,,,,,,,,,,
80,Ansizy-le-Châtel,château de Fayel,d’,château d'Anizy,Anizy,Aniy,château d’Anizy,,,,,,,,,,
81,Chaïlés,baïlli,Ïl,,,,,,,,,,,,,,
82,Ellé,Fayel,nel,PEL TE,el,,,,,,,,,,,,
83,Champagne de Navarre,sur-le-champ,pagna,Espagne,Champagne,,,,,,,,,,,,
