cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
29,Ma-,Fr,,,,,,,,,,,,,,,,,
30,maine,sine,125,Émineñce,gie,palais de la reine,sès,Devinez,Bouvines,Fontainebleau,,,,,,,,,
31,Etqu,Bohémiens,Imsensée,miens,,,,,,,,,,,,,,,
32,Am-,Ilaura,Etil,Etils,Plût,,,,,,,,,,,,,,
33,Corcy,"237

— Encore",,,,,,,,,,,,,,,,,
34,m’,Prononcez,Jé,dence,Providence,proménade,Conscience,,,,,,,,,,,,
35,LE,St,,,,,,,,,,,,,,,,,
36,Voyez,sayez,Croyez-,Pi-,Fayel,Cédéz,,,,,,,,,,,,,
37,Parfaitement,Hement,Comment,Passionnément,,,,,,,,,,,,,,,
38,Où,nemie,Séulemiënt,I,Argus,,,,,,,,,,,,,,
39,Fêtre,étre,blis,,,,,,,,,,,,,,,,
40,Venise,Venez,YISEON,Tarenie,ae Ven nae,,,,,,,,,,,,,,
41,longues,GEAR,sallon,Allons,postillon,,,,,,,,,,,,,,
42,Jaquais,aimais,sais,Jamais,,,,,,,,,,,,,,,
43,Lopison,Na-,SOISSONS,SOINS,Sissone,Soissons,,,,,,,,,,,,,
44,Väimera,supporterai,Îlme,Manquerai,vêque,Fiesque,,,,,,,,,,,,,
45,t’,,,,,,,,,,,,,,,,,,
46,Trouvez-,po,Avez,lüi,Savez,,,,,,,,,,,,,,
47,Suivrez,noîre,au-,1l,léur,,,,,,,,,,,,,,
48,"I ee

Ô",s’,pp ee Emme,sion,,,,,,,,,,,,,,,
49,Surveillée,Îls,"théâtre de
Corneille",mérveille,plir,soleil,,,,,,,,,,,,,
50,j’,Iln',verroux,verras,Rou-,,,,,,,,,,,,,,
51,—- J',Choïisissez-en,Ramasse,passe-t-1l,Lassée,assassm,,,,,,,,,,,,,
52,jura,piers,Ilen,Villers-Cotterets,Villers-Cotierets,Villeroi,,,,,,,,,,,,,
53,ef,pIXON,Etle,,,,,,,,,,,,,,,,
54,confianée,Journée,DO,,,,,,,,,,,,,,,,
55,FautAl,Hautefort,Faut,,,,,,,,,,,,,,,,
56,Bussy-La-,M. de Bussy,"M. de
Bussy",Bussy-Laméth,Bussy,"Bussy
d'Amboise",,,,,,,,,,,,,
57,Mortagne,b59,J2À.,pagna,Champagne de Navarre,Espagne,Allemagne,Champagne,,,,,,,,,,,
58,Ï,allät,fallüt,,,,,,,,,,,,,,,,
59,La Vallière,Cerbères,"Haï-
val",Derrière,"49

Vallière",Lavallère,d’,baïlli,Cy,,,,,,,,,,
60,PEL TE,gesie,A TE,,,,,,,,,,,,,,,,
61,chard,Tonnay-Charente,Adorable Charlotte,Char-,Piéhard,,,,,,,,,,,,,,
62,Cour,Courval,Hennecourt,Lanissecourt,Heudicourt,ES,,,,,,,,,,,,,
63,Pignerol,Craignez,gne,Bourgogne,,,,,,,,,,,,,,,
64,"auberge

de la Croix-Blanché",Quoiqu,Croix-Blanché,Croïx-Blanche,,,,,,,,,,,,,,,
65,Clany,pälissant,continua-t,galantin,,,,,,,,,,,,,,,
66,Sis=,vis-à-,"Sis-
I",,,,,,,,,,,,,,,,
67,moi,Gardez,Thurin,Picarde,Garde-moi,,,,,,,,,,,,,,
68,Ursulines,Ursulines de,Où voulez,couvent des Ursulines,,,,,,,,,,,,,,,
69,Vois,Sire,Voilà,Cavois,Dubois,,,,,,,,,,,,,,
70,D,AE,,,,,,,,,,,,,,,,,
71,avac,chavannes,,,,,,,,,,,,,,,,,
72,jéunesse,"com-

-

tesse",c1,iesse,"| -
Vers le soir la comtesse",La!comtesse,Abbesse,,,,,,,,,,,,
73,Roï,Houx,houx,,,,,,,,,,,,,,,,
74,Adien,Normandie,ladie,Picardie,,,,,,,,,,,,,,,
75,AIMÉE JUSQU'A LA MORT,Je,matu,Rochefort,Cherche,"75

Ilsortit",Yage,Rochetort,,,,,,,,,,,
76,abbaye de Prémoniré,Cr,M,Rémond,rémonie,,,,,,,,,,,,,,
77,Henrietie,riette,Attends,Delette,Henriette,,,,,,,,,,,,,,
78,Lamibeït,Lambertremit,AS,Lam-,,,,,,,,,,,,,,,
79,Pas,| Pauvre,LT Pas,,,,,,,,,,,,,,,,
80,cousine ger-,Tout-à-coup,Couey,Coucy,Couëy,,,,,,,,,,,,,,
81,carioledeM. Cœur-de-Roy,Cœur-de-Roy,,,,,,,,,,,,,,,,,
82,Rentrée,Estrées,Estrée,,,,,,,,,,,,,,,,
83,Écoutez,lout,Nousdemeureronstouteslesdeux,Ajoutez,,,,,,,,,,,,,,,
84,Majesté,Cest,,,,,,,,,,,,,,,,,
85,séduire,Lejeune,Le - Une,Aucunes,June,,,,,,,,,,,,,,
86,IL,quellesil,Klle,tonnelle,selle,brielle,Tcielle,nôus,Ellé,crièreni-elles,Quelle,,,,,,,,
87,Flandre,Cossé,Vousprendrez,Fépondre,rendré,raccommoda,Comprendre,,,,,,,,,,,,
88,Quincy,Peur,meuré,,,,,,,,,,,,,,,,
89,Ver-,Enfer-,,,,,,,,,,,,,,,,,
