cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
39.0,Albret,Albret etle,Etle,Retz,,,,,,,,,,,
40.0,longues,sallon,allät,Allons,fallüt,postillon,,,,,,,,,
41.0,Tout-à-coup,Couey,Coucy,Couëy,,,,,,,,,,,
42.0,Väimera,supporterai,Manquerai,,,,,,,,,,,,
43.0,Ver-,Enfer-,,,,,,,,,,,,,
44.0,Trouvez-,Avez,Savez,,,,,,,,,,,,
45.0,FautAl,Faut,,,,,,,,,,,,,
46.0,continua-t,confianée,galantin,,,,,,,,,,,,
47.0,selle de Roucy,Mademoiselle de Roucy,M. de Roucy,chambre de mademoiselle de Roucy,moiselle de Roucy,Roucy,,,,,,,,,
48.0,"I ee

Ô",pp ee Emme,,,,,,,,,,,,,
49.0,Surveillée,"théâtre de
Corneille",mérveille,soleil,,,,,,,,,,,
50.0,Carrousel,verroux,verras,Rou-,,,,,,,,,,,
51.0,Suivrez,| Pauvre,LT Pas,,,,,,,,,,,,
52.0,piers,Villers-Cotterets,Villers-Cotierets,Villeroi,,,,,,,,,,,
53.0,sion,Passionnément,,,,,,,,,,,,,
54.0,écuriés,Thurin,,,,,,,,,,,,,
55.0,homrie,Comrient,,,,,,,,,,,,,
56.0,Picarde,Picardie,,,,,,,,,,,,,
57.0,Bussy-La-,M. de Bussy,"M. de
Bussy",Bussy-Laméth,Bussy,"Bussy
d'Amboise",,,,,,,,,
58.0,Mortagne,pagna,span,Espagne,Allemagne,,,,,,,,,,
59.0,nel,"Haï-
val",Chaïlés,baïlli,,,,,,,,,,,
60.0,Venez,Devinez,Bouvines,vingtans,,,,,,,,,,,
61.0,La Vallière,Cerbères,Derrière,"49

Vallière",Lavallère,,,,,,,,,,
62.0,chard,Tonnay-Charente,Char-,Piéhard,,,,,,,,,,,
63.0,séduire,Sire,,,,,,,,,,,,,
64.0,Corcy,"237

— Encore",,,,,,,,,,,,,
65.0,Cour,Courval,Hennecourt,Lanissecourt,Heudicourt,Mothe-Houdancourt,,,,,,,,,
66.0,Pignerol,Craignez,gne,Bourgogne,,,,,,,,,,,
67.0,Etil,Etils,"75

Ilsortit",,,,,,,,,,,,
68.0,Klle,tonnelle,selle,brielle,Tcielle,Ellé,,,,,,,,,
69.0,"auberge

de la Croix-Blanché",Jo-,Croix-Blanché,Croïx-Blanche,,,,,,,,,,,
70.0,Sis=,vis-à-,"Sis-
I",,,,,,,,,,,,
71.0,Jaquais,aimais,Jamais,,,,,,,,,,,,
72.0,sur-le-champ,Champagne de Navarre,Champagne,,,,,,,,,,,,
73.0,SOISSONS,SOINS,Sissone,Soissons,,,,,,,,,,,
74.0,moi,Gardez,Garde-moi,,,,,,,,,,,,
75.0,Ursulines,palais de la reine,Ursulines de,couvent des Ursulines,,,,,,,,,,,
76.0,jéunesse,"com-

-

tesse",iesse,Abbesse,,,,,,,,,,,
77.0,Grois-tu,croisée,Grois,,,,,,,,,,,,
78.0,adorable Hen.,Adorable Charlotte,,,,,,,,,,,,,
79.0,Pas,Ramasse,passe-t-1l,,,,,,,,,,,,
80.0,Cossé,Imsensée,Lassée,assassm,,,,,,,,,,,
81.0,"| -
Vers le soir la comtesse",La!comtesse,TE Se,,,,,,,,,,,,
82.0,CHATAU,CHATEAU,CHATÉAU,LE.CHATFAU,,,,,,,,,,,
83.0,Fêtre,Lambertremit,Yage,étre,,,,,,,,,,,
84.0,Houx,houx,,,,,,,,,,,,,
85.0,Adien,Normandie,ladie,,,,,,,,,,,,
86.0,Henrietie,riette,Delette,Henriette,,,,,,,,,,,
87.0,feuse,vêque,Fiesque,arquebuse,,,,,,,,,,,
88.0,Lopison,Oui,Louison,,,,,,,,,,,,
89.0,Chavignon,avac,chavannes,,,,,,,,,,,,
90.0,Rentrée,Estrées,Estrée,,,,,,,,,,,,
91.0,Am-,Lamibeït,Roï,Lam-,,,,,,,,,,,
92.0,Monsei-,Nsetut,,,,,,,,,,,,,
93.0,Anisy,Aniy,,,,,,,,,,,,,
94.0,sailles,Versailles,château de Versailles,"château
de Versailles",ae Ven nae,,,,,,,,,,
95.0,Écoutez,lout,Ajoutez,,,,,,,,,,,,
96.0,Grâces,Majesté,Cest,,,,,,,,,,,,
97.0,Soyons,Noyon,,,,,,,,,,,,,
98.0,Lejeune,Le - Une,Aucunes,June,,,,,,,,,,,
99.0,Peur,Nousdemeureronstouteslesdeux,meuré,,,,,,,,,,,,
100.0,Choïisissez-en,Choi-,,,,,,,,,,,,,
