cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26
41,CHATEAU DE INON,E CHATEAU DE PINON,CIHATRAU DE,CHEATEAU DE PINON,circonstan-E CHATEAU DE PINON,IE CHATEAU DE PINON,la134,Père-120  LE CHATEAU DE PINON,folatre et gra-LE CHATEAU DE PINON,CHATEAU DE PINON,LI CHATEAU DE PINON,Ls CHATEAU DE PINON,CHATEAU DE PrNo,hol-LE CHATEAU DE PINON,chateau de Fayel,CRATEAU DE PINON,CHATEAU DE P1NON,elleLE CHATEAU DE P1NON,F0t-LL CHATEAU- DE PINON,deLE CHATEAU DE PINON,CHATEAU E PINON,gardeE CIATEAU DE PINON,CHATEAU DkR PINON,EE CIIATEAU DE PINON,LL CHATEAU DE PINON,LB CHATEAU DE PINON,lelaine.128 LE CHATEAU DE PIN0N.
42,-IIenriettel,Hlenriette,Ienriette,riette,Henriette,,,,,,,,,,,,,,,,,,,,,,
43,Sion,sion,refuset,"va-
sion","ckaA E IioN.
bas0il `de permissioi",,,,,,,,,,,,,,,,,,,,,,
44,II,allee,aller-,fallt,Allemagne,leerire,,,,,,,,,,,,,,,,,,,,,
45,Nonsieur,Mlonsieur,pensie,messieurs?190 r. c2A E INoy,,,,,,,,,,,,,,,,,,,,,,,
46,galantin,elana,casde,Lanuit,Clany,s--,,,,,,,,,,,,,,,,,,,,,
47,apparemmenl,Partez,Veu epars,Parisf,cupee,Paris,,,,,,,,,,,,,,,,,,,,,
48,MAi-,Sis-,jaMais-,Mais-,aimais,Ayohs,MAis-290,,,,,,,,,,,,,,,,,,,,
49,hOtellerie,elle-mee eontre,belle-fille',ellE,EllE,Elleaimait,tonnelle,- Est-elle,qulelle,,,,,,,,,,,,,,,,,,
50,jardin des Hlesperides,Monlespan,monL,,,,,,,,,,,,,,,,,,,,,,,,
51,AA,lunt,voilh,.-Eh,voila,Voil,,,,,,,,,,,,,,,,,,,,,
52,melier  Saint-Quentin,sAInt-Jean-d'Ancre,rue Saint-Honore,Saint-Gahriel,Saint,Terre-Sainte,,,,,,,,,,,,,,,,,,,,,
53,Francois I,esperance,deFrance,la France,france,de France,Cour de France,C0nnaissance,Providence,,,,,,,,,,,,,,,,,,
54,Dieuni,demanda,Normandie,L.L,,,,,,,,,,,,,,,,,,,,,,,
55,Aureu,Maures,PImNo,,,,,,,,,,,,,,,,,,,,,,,,
56,lavaitpas repetee,surete,jetee,lete,tete,,,,,,,,,,,,,,,,,,,,,,
57,HIen-,Ienaimepsbeuu,sujels,Bohemiens,Bohemienne,cheminee,,,,,,,,,,,,,,,,,,,,,
58,Picarde,vecu,Picardie,Picsrdie,,,,,,,,,,,,,,,,,,,,,,,
59,mÊmes,messagerl,visage1LE,Yisage,,,,,,,,,,,,,,,,,,,,,,,
60,Rendez,jattendrai,dfend,I',,,,,,,,,,,,,,,,,,,,,,,
61,- Tres,bondissaut coile,autrE,Autre,trattre.-,-Ilfaut,,,,,,,,,,,,,,,,,,,,,
62,Quincy,quie,equipagcs,Jusquici,,,,,,,,,,,,,,,,,,,,,,,
63,Lamethen,Lam-,Bussy-Lameth,Lameth,,,,,,,,,,,,,,,,,,,,,,,
64,- Ilaura,murmura,jura,,,,,,,,,,,,,,,,,,,,,,,,
65,Accoutumee,l188,jE,lavoute,Tout-,--Tout,toul,,,,,,,,,,,,,,,,,,,,
66,palais de la reine,place auprs de la fentetre,"169
- La",,,,,,,,,,,,,,,,,,,,,,,,
67,Mlade-,Mladame,Mludame.1,ladame,Maame,,,,,,,,,,,,,,,,,,,,,,
68,Fiere,Valliere,Laalliere,"chealier de
Grignan",,,,,,,,,,,,,,,,,,,,,,,
69,carioledeM. Ceux-de-Roy,Cour-de-Roy,Coeur-de-Roy,Ceur-de-Roy,,,,,,,,,,,,,,,,,,,,,,,
70,M. de Bussy,iussy,Biissy,Y0yee,el,"Bussy
d'Amboise",Bussy,Bussy-La-,Aussitbt,Bussy-Lumeth,,,,,,,,,,,,,,,,,
71,Piehard,chares,chard,Chardu,,,,,,,,,,,,,,,,,,,,,,,
72,Mortagne,gne,compagnles,Espagne,Champagne,,,,,,,,,,,,,,,,,,,,,,
73,sire de Coucy,fete de Coucy,Sire,,,,,,,,,,,,,,,,,,,,,,,,
74,MIa-,-MIa chre Corcy,,,,,,,,,,,,,,,,,,,,,,,,,
75,cOurage,Cour,Lanissecourt,Coural,".,-",Cour7,"Cour'
Vous avez done oublie",Hennecourt,,,,,,,,,,,,,,,,,,,
76,s0upconne,"Ai-
y.",Quedois-jefairedonnez-moivos ordres,dres,,,,,,,,,,,,,,,,,,,,,,,
77,Puis',Puisqu,Fiesque,,,,,,,,,,,,,,,,,,,,,,,,
78,r-----.-.-,--- Oui,--Je,---Je,,,,,,,,,,,,,,,,,,,,,,,
79,Fidoncl,weLdon-,,,,,,,,,,,,,,,,,,,,,,,,,
80,HIautefort,- Fort,Rochefort,Hautefort,L1774,,,,,,,,,,,,,,,,,,,,,,
81,JUS0I1 IlI III,perduelIIIIIIII,II 10III,III0iL.,,,,,,,,,,,,,,,,,,,,,,,
82,Mothe-Houdancourt,La Mothe,Mothe,,,,,,,,,,,,,,,,,,,,,,,,
83,Cest,- Oih,Est,Majeste,- lJe,Ouest,geste282,qiestiohher,,,,,,,,,,,,,,,,,,,
84,Jo-,Tours,tour,luitournt,,,,,,,,,,,,,,,,,,,,,,,
85,Villers-Cotterets,clle,notrefamille,ieille,yille,Illes,Oreille,,,,,,,,,,,,,,,,,,,,
86,Pa-,mouy,uN,Rouy,Couy,Mouy,,,,,,,,,,,,,,,,,,,,,
87,LL CHAIEAU DE 1 NON,CHAIEAU DE IINON,M,CHA'IEAU DE P1NON,CAR1EAU DE PINON,CHAIEAU DE PIINON,aLIL CHAIEAU DE PINON,CHAIEAU DE PINON,CHAIEAU,alors7,CHAIEAU DB PINON,IE CHAIEAU,,,,,,,,,,,,,,,
88,Enfer-,maine,"cousine ger-
maine",,,,,,,,,,,,,,,,,,,,,,,,
89,Croix-Blanche,jE crois,Dubois,cRois,Croix-Blantchie,,,,,,,,,,,,,,,,,,,,,,
90,"église'
- Certainement",certainemenl,Fontainebleau,philosophiquemenl,,,,,,,,,,,,,,,,,,,,,,,
91,abbaye de Premontre,Desmonte,Premontre,,,,,,,,,,,,,,,,,,,,,,,,
92,L CHTATEAU,CEATEAU,CIIATEAU,CATEAU,A62,beate,t1,CHRATEAU,ple,CIATEAU,CHIATEAU Ds PINOa,IIE GIIATEAU,,,,,,,,,,,,,,,
93,CATLAU bDE PINON,LU CHRATLAU,Lauzun,ra-LE CATLAU,CATLAU bDE,,,,,,,,,,,,,,,,,,,,,,
94,Rentree,Tonnay-Charente,il4e,Tarente,,,,,,,,,,,,,,,,,,,,,,,
95,Helasl,Chapelainf,Helas,,,,,,,,,,,,,,,,,,,,,,,,
96,Eusse,Lassee,passee,Ramasse,Cosse,ne234,,,,,,,,,,,,,,,,,,,,,
97,CHA1EAU,CHAEAU DE,CGHAEAU,I.E,CHAEAU,,,,,,,,,,,,,,,,,,,,,,
98,etrangeres,lyrannie,range,,,,,,,,,,,,,,,,,,,,,,,,
99,Monsei-,monseigneur'e-LE CAZTEAU,Grignan,Pignerol,konseigneur,,,,,,,,,,,,,,,,,,,,,,
100,PINON,Pinon h Anizy,DL PINON,IINO,dePinon,Ehiol,P1NON,PiNON,"terre,206  L cHATA p PINoN.",DII PINON,larmee,Pinonl,PINO,Pinon,,,,,,,,,,,,,
101,C0te,IISI0I.,Lacomtesse,comtessen',c0mtesse,raccommoda,,,,,,,,,,,,,,,,,,,,,
102,grace,maniat,la22,Aizy,Anizy,,,,,,,,,,,,,,,,,,,,,,
103,biehi,linterrogea,Carrousel,verroux,verrou,,,,,,,,,,,,,,,,,,,,,,
104,adresse  Lamhert,"Coucy ' Y-eut-
ilun possesseur",ressemblancc,"tresses,104",abbe,Abbesse,,,,,,,,,,,,,,,,,,,,,
105,Argus,s0nt tous e Ilouvement,"chosedepuarfaitementdis-
tingue",mentce,,,,,,,,,,,,,,,,,,,,,,,
106,montre272  LE CHATEAU D PINON,CHATEUA D PINON,Sire.220 LL CHATEAU D PINON,le chteau,Emi-.LE CHATIEAU,LE CnIATEAU D PINOM,CHIIATSAU D PINON,Vraiment?LE CHATEAU D PINON,,,,,,,,,,,,,,,,,,,
107,roi pres de mademoiselle,LHE,Made-,Mesdemoiselles,moiselle,mademoiselle,,,,,,,,,,,,,,,,,,,,,
108,Coucy,oucy,Roucy,RoUcY.,,,,,,,,,,,,,,,,,,,,,,,
109,aiti,"importel
- Vous etes un grand enfant",Rappelez-vousLE,vousaitE,,,,,,,,,,,,,,,,,,,,,,,
