cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
61,guenarde,Regardez,Ml3,Regardez ;lui ,regar—,gard de suprême,gard,,,,,,,,,,,
62,bron—,statues de bron—,défon—,bro—,prison—,pronon—,,,,,,,,,,,,
63,DE L'ABKANSÀS,"Gel

DE L‘ABKANSAS",DE L‘ABKANSAS,"QUÉ-

DE L‘ABKANSAS",L‘ABKANSAS,"Cœur

DE L‘ARRANSAS",l‘2,"remplis—-

' _ DE L‘ÀÎiKMSAS",L”ABKANSAS,-DE L‘ABKANSAS,L‘ABIÇANSAS,,,,,,,
64,fati—,eﬂ‘et,retom—,reti—,retiré—,criti—,,,,,,,,,,,,
65,lanceros,Plateros,cendero,Lanceros,,,,,,,,,,,,,,
66,Votre salut,Votre,"au-
tre",mer Notre,,,,,,,,,,,,,,
67,Mericains,Mexico,camp des Mexicains,cathédrale de Mexico,Mexi—,Mexicains,Lanceros mexicains,Ginctcs mexicains,Mexicaine,,,,,,,,,
68,G“£PIGUB,prodigué—,DIGKBNS,préfé—,prodi—,,,,,,,,,,,,,
69,inten—,hacen—,répliquai-je naïvement,Ken—,"cédente,—",enten—,Décidément,éten—,bien—aimé,Bentles,baig1mientl’,silen—,Maintenant,trente—,entraîne—,A1’entrée,Entendons,fréquen—
70,dana Jesusita,dona Jesusita,Jesusita,Don,,,,,,,,,,,,,,
71,Avez,éven—,aven—,Imprimerie Êiinins‘r Maven,,,,,,,,,,,,,,
72,sarmés,Unis,Rosario,NISARD,Isa,,,,,,,,,,,,,
73,40 fr,"50

—","75

—",,,,,,,,,,,,,,,
74,subite—,Faites,Parfaitement,parfaite—,,,,,,,,,,,,,,
75,conﬁnée,Enﬁn,Enﬁn l’,,,,,,,,,,,,,,,
76,eﬂ‘ray,tempéra—,aupara—,libéra—,Ra—,cara—,favora—,égra—,,,,,,,,,,
77,repren—,ressen—,repré—,Prends,oﬁ‘re,repri—,rencon—,repen—,pren—,,,,,,,,,
78,chas—,chaus—,"chas—
seur",Leschasseurs,,,,,,,,,,,,,,
79,confédéra—,onclion,Confédération,Malédiction,,,,,,,,,,,,,,
80,rugisse—,Laisse,mugisse—,dissé—,murmu—,,,,,,,,,,,,,
81,Bafaël!,Rafael,Iiafaël,Ba-,Bafaël jusqu’,Bafaël,Rafaël,,,,,,,,,,,
82,Océans,Paciﬁque,océan Paciﬁ-,2A,san té,,,,,,,,,,,,,
83,souVenez,Venez,Tenez,,,,,,,,,,,,,,,
84,ger,gers,Régences d’Alger,songerais-tu,,,,,,,,,,,,,,
85,hâte-toi,Hâte—toi,Hâtez,tOi,,,,,,,,,,,,,,
86,mala,palan—,Guadalaæw*a,la-,TllAl’,Ala,malheu—,al',CUGHEVAL-GLAMGNY,,,,,,,,,
87,complé—,relé—,compléte—,,,,,,,,,,,,,,,
88,Hermosillo,FULLERTON,Ill—8,&v. ill—S,Veillerai,Vieille,ille,Familles,Cordillères,Illefaut,sillon-—,,,,,,,
89,philoso—,colo—,Phébé,philo—,,,,,,,,,,,,,,
90,Moyen,Moyen Age,Maven Age,,,,,,,,,,,,,,,
91,Guaymas,piste des jaguars,aguars,Aguilar,Guadeloupe,,,,,,,,,,,,,
92,SBUI‘S,quit—,Antiquite,A minuit,acquiesce—,lit—12,,,,,,,,,,,,
93,Sacrebleul,Cric,sacriﬁer,sacri—,criﬁer,,,,,,,,,,,,,
94,Cà,Az‘gle,Aigle,AIGLE,fig,,,,,,,,,,,,,
95,reve—,mouve—,IV,vive—,préve—,vive—-,excessive—,,,,,,,,,,,
96,Frauçoisl,La France,Français,Histo'ied France,fran—,la France,fr,France,ancê—,l‘assistance,G’,,,,,,,
97,La Providence,"Providence

DE",provisoire—,Providence,provi—,,,,,,,,,,,,,
98,réjouis—,ruis—,su1s,suis—,pis—-,suyé,cuis—,,,,,,,,,,,
99,Mississipi,musi—,possé—,possi—,rési—,POST-FACE,impossi—,w—,,,,,,,,,,
100,nonchalam—,Nonchalamment,,,,,,,,,,,,,,,,
101,"TBAPPEURS

—",peuple—,I,TBAPPEUPtS,LES TBAPPEUPtS,,,,,,,,,,,,,
102,Habitués,Babillard s’,Babillard,Babil-,,,,,,,,,,,,,,
103,Ï.‘ARKANSAS,ARKA‘JSAS,L‘AIiKANSAS,AKKANSAS,AliKARSAS,ARKANSA5,L‘ARKANSA5,ARKANSAF,L‘AI\KANSAS,Arkansas,ARKANSAS,L‘ARRANSAS,,,,,,
104,Élan,mélanco—,plan—,t’,,,,,,,,,,,,,,
105,imper—,propor—,impor—,suppor—,,,,,,,,,,,,,,
106,vingt—,Vieux Chêne,Vivaéité,VI,violem—,civili—,vic—-,visi—,,,,,,,,,,
107,débar—,couar—,V——,ar——,appar—,,,,,,,,,,,,,
108,ABKAN3AS,ABK A,L'ABKAN3AS,L'A,L'ABKANSÀS,,,,,,,,,,,,,
109,La terre,ternel,terri—,Angleterre,Sierra Madre,Egypte,terre,tète,l‘Angleterre,,,,,,,,,
110,demanda—,Grand Chef,Grand,GRANDS CHEFS,WRANGEL,Grande,grandis—,Grandeur pr15silil(: dela,,,,,,,,,,
111,Élevée,s‘éleva,,,,,,,,,,,,,,,,
112,probléma—,probable—,proba—,Baht,,,,,,,,,,,,,,
113,j’,"°

-—",-—J’,-—C’,,,,,,,,,,,,,,
114,brous—,Mouss ;x,jus—-,indus—,réus—,sous—,soup—,brus—,us,A,,,,,,,,
115,plongé—,long—,Coulon ®.—ÆÈÊ,,,,,,,,,,,,,,,
116,lune,Aucun,Lune,qu‘une,mune,,,,,,,,,,,,,
117,CIÊnÇn,D‘ici,ici—12,Iii—12,,,,,,,,,,,,,,
118,facile—-,facile—,,,,,,,,,,,,,,,,
119,aﬂidé,détache—,déta—,végéta—,,,,,,,,,,,,,,
120,meil—,oreil—,dore,,,,,,,,,,,,,,,
121,ln-8' ts fr,Ein-ape,in-l‘l,in-8,,,,,,,,,,,,,,
122,Syracuse,insoucieuse—,silencieuse—,gracieuse—,audacieu—,,,,,,,,,,,,,
123,vigoureuse—-,breuse,Heureusement,vigoureuse—,,,,,,,,,,,,,,
124,nedy,Vienne,Kennedy,enne—,,,,,,,,,,,,,,
125,join—,éloi—,in—12,loin—,cein—,Loin,,,,,,,,,,,,
126,soyez sage,Essayez,voyez—,Soyez,,,,,,,,,,,,,,
127,ISRAÉLI,tisfaît,ISR,,,,,,,,,,,,,,,
128,l'Europe,vieille Europe,Europe,Créateur,,,,,,,,,,,,,,
129,Vages,Usages,Visages,Visage,,,,,,,,,,,,,,
130,gambusinos mexicains,Gambusinos,Gambusîno,gambusinos,,,,,,,,,,,,,,
131,semblaientmet—,anti—,entiére—,sentinel—,pressenti—,senti—,,,,,,,,,,,,
132,princi—,Caspita,les Incas,castors,Incas,,,,,,,,,,,,,
133,Voyons,Allons,Montrons,Ramon,mons,Monté,Sermon,monu—,,,,,,,,,,
134,Prompt,prome—,Rome,,,,,,,,,,,,,,,
135,Salvator Rosa,ler,Allez,alluma,Caballeros,Leperos,caballero—,,,,,,,,,,,
136,Vet,Vert de gris,Ver,conver—,,,,,,,,,,,,,,
137,convoiiîse,convaicu,Convaincu,Vaincue,,,,,,,,,,,,,,
138,Tête d’ Aigle,Tête,"Tête
d’Aigle",Tête d’Aigle,J ’ai,piste de la Tête d’Aigle,La Tête,d’,La Tête d’Aigle,la Tête d’Aigle,,,,,,,,
139,prierez,HI,Hier,,,,,,,,,,,,,,,
140,diri—,chagri—,gui—-,Tri—,martyri—,hori—,,,,,,,,,,,,
141,timide—,évidem—,rapide—,avide—,,,,,,,,,,,,,,
142,celavaut,"285

Le Cœur","Cœur
Loyal",Cœur Laval,"Cœur
Laval",,,,,,,,,,,,,
143,Slt LES TRAPPEURS,"fran—

302 LES TRAPPEUBS","TRAPPEURS

—- Ooak!","TRAPPEUHS

—-—",rappel—,peut—,"TRAPPEUBS

Dés","TRAPPEUBS

—",trappes,"TRAPPEUHS

—",TRAPPEUBS,,,,,,,
144,adres—,tres—,pres—-,pres—,Vipères,,,,,,,,,,,,,
145,refu—,profondé—,profu—,,,,,,,,,,,,,,,
146,voulez,Voix,Pz'1z'c,dévote—,vo,,,,,,,,,,,,,
147,Croit,eﬂ'roi,froide-—,eﬁroi,Moi—même,MG,troi—,,,,,,,,,,,
148,Continuez,A l’,continua l’inconnu,continua l’,,,,,,,,,,,,,,
149,glléra1,accablée,dételées,lée,mée,,,,,,,,,,,,,
150,AMOUR,Pompadour,assour—,four—,etpour,épouvaute,pour—,tour—,Pourquoi,sour—,,,,,,,,
151,Durango,M°- d,"États de Durango '
et de",États de Durango,,,,,,,,,,,,,,
152,Tâchez,appro—,Oc,Approchez,,,,,,,,,,,,,,
153,Rio Gila,N 6 Eusébio,Bio Gila,,,,,,,,,,,,,,,
154,reconnaî—,reconnu—,recom—,,,,,,,,,,,,,,,
155,résis—,insis—,Quisis,parais—,paisible—,saisis—,,,,,,,,,,,,
156,Pana—,wampums,campana,,,,,,,,,,,,,,,
157,Turcs,TUE,bituelle,Tue,,,,,,,,,,,,,,
158,Pimas,Passé,surpas—,impassible—,Opatas,Scotté le'gwas,Sebastopol,Pas,Passage,,,,,,,,,
159,d‘hom-,Sommes,Femme,Hommes,,,,,,,,,,,,,,
160,tercushenan,AUBENAS,waybenan,,,,,,,,,,,,,,,
161,elïet,ques—,la plu&fantasüque,GI_SQUET,quel—-,quel—,Quelles,,,,,,,,,,,
162,"ABBANSAS- 295

je vais",Anglais,Vais aviserà,Va,Reculerais,devais—,venaison,Pouvais,Savais-tu,Vais,,,,,,,,
163,couvent de la Merced,Merced,Merci,,,,,,,,,,,,,,,
164,bois—chandelle,réel—,—elle,hale—,réelle—,,,,,,,,,,,,,
165,comber,Combien,abat—,tomba,combat—,,,,,,,,,,,,,
166,aiÏaire,Versaires,rue du Rosaire,alïaires,,,,,,,,,,,,,,
167,A l’indienne,Un Indien,indif—,indispen—,Indiens,l’Indien,indienne,vieuxichef indien,Les Indiens,Indien,Indiennes,,,,,,,
168,Arrêtez,Partons,apparte—,Cortez,Carthage,Parts,Partez,"si—
gnal du départ",,,,,,,,,,
169,lors—,L‘on,Lorsqu‘on,,,,,,,,,,,,,,,
170,rigènes qu’,puisqu’,Québec,usqu’,qu’,,,,,,,,,,,,,
171,som—,com—-,innom—,som—-,,,,,,,,,,,,,,
172,Elle l’,Luz s’aperçut de l’,Que l’,Je m’,Je l’,,,,,,,,,,,,,
173,État de Sonora,honora—,HUDSON LOWB,Sont,Sonora,Sonore,,,,,,,,,,,,
174,Sept,Russie,Poussé,seîl,Russe,,,,,,,,,,,,,
175,Bassurez,rassu—,assezlourd,Figurez,Rassurez,,,,,,,,,,,,,
176,Rien,Mocksens,Pensantqu',Clziens,DIPLOMATIE,Chiens,Tiens,,,,,,,,,,,
177,Tli\5—gr0s,grats,grave—,gre,grotte,Congrès,gr,,,,,,,,,,,
178,N_ul,—- Pardieul,difﬁculté,Pardonnez,Pardieu,Pardieul,,,,,,,,,,,,
179,lzatto,Izatto,,,,,,,,,,,,,,,,
180,Ghimborazo,énor—,senorita,senorîta,senora,,,,,,,,,,,,,
181,Naples,ﬁes,lissades,bulﬁes,Yankees,Êtes,tignures,Les_Delawares,espè—,Dites,Etes,Es,,,,,,
182,la posses—,Cesse,Chose,déses—,posses—,,,,,,,,,,,,,
