cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
29,Amérique du Sud,Eh,Utique,améri—,Amérique,l'Amérique,Amérique du Nord,nes de l’Amérique,Aucun,l’Afrique,Améri—,Amérique des ﬂuctuations inﬁnies,Afrique,Amérique méridionale,
30,bles—,blessu—,"la—

ble","nobles,-",blables,"percepti—
bles",,,,,,,,,
31,Le soleil,le soleil,le specta—,leil,soleil,Soleil,le Soleil,Le Soleil,violem—,t’,,,,,
32,Oh,lzatto,ISRAÉLI,ln,so—,Izatto,,,,,,,,,
33,s‘écria—t-îl,Acôté,Cric,criti—,criﬁer,,,,,,,,,,
34,Attendre,Attends,dre,attendrisse—,m‘endormir,,,,,,,,,,
35,"géné—
ral prie",très—,"géné—
ral",géné—,,,,,,,,,,,
36,brous—,jus—-,indus—,réus—,chaus—,sous—,brus—,,,,,,,,
37,Peinture,inté—,Vet,mysté—,exté—,intré—,,,,,,,,,
38,Voix,convoiiîse,convaicu,Convaincu,conver—,,,,,,,,,,
39,Mississipi,Russie,Poussé,Russe,,,,,,,,,,,
40,ln-8' ts fr,40 fr,fig,G’,,,,,,,,,,,
41,Gomanche,Comanohee,coman—,Comauches,Comanches,Blanche,Les Comanches,Gomanches,manche,Camanc,œil du Comanche,Comanches s’,piste des Comanches,DIPLOMATIE,Comanche
42,refu—,Italie,Caspita,AliKARSAS,Vali6rs,Fatalitél,beau—,,,,,,,,
43,"°

-—",J ’ai,l’ai oirun i,Pz'1z'c,j’ai l’,,,,,,,,,,
44,immédia—,péon,immédiate—,dévote—,Créateur,,,,,,,,,,
45,Ein-ape,in-l‘l,in-8,,,,,,,,,,,,
46,confédéra—,tempéra—,néral,glléra1,libéra—,,,,,,,,,,
47,rivière Rouge,juge—,Derrière,Œnvtos,,,,,,,,,,,
48,"hacienda del
Milagro",cienda,maianza de!,hacienda del Milagro,,,,,,,,,,,
49,eiTet,yisiter,"395

pit",ternel,Jupiter,"50

—",oﬁ‘re,,,,,,,,
50,hacen—,Ba-,Ken—,insen—,bien—aimé,ressen—,tourmen—,silen—,repen—,immen—,fréquen—,,,,
51,mettez l’,luguhre,Mettez,Cette,Mettons,,,,,,,,,,
52,Salvator Rosa,sarmés,Rosario,NISARD,rue du Rosaire,,,,,,,,,,
53,Frauçoisl,Sois,Danois,Voisins,,,,,,,,,,,
54,Parle,paru—,serleursnoms,Parlez,Nord dela Siberle,,,,,,,,,,
55,Gambusinos,Gambusîno,gambusinos,,,,,,,,,,,,
56,SBUI‘S,Regardez,Regardez ;lui ,regar—,gard,A26,,,,,,,,,
57,Apaches,j’,baga—,machete,détache—,sa.—,Caché,Hurry,,,,,,,
58,tr0p,bron—,statues de bron—,d’,défon—,bro—,pronon—,Baht,relé—,,,,,,
59,Rio Gila,-—C’,Aguilar,Bio Gila,,,,,,,,,,,
60,fati—,reti—,.0,retiré—,,,,,,,,,,,
61,lanceros,Slt,Élan,ÈU,mélanco—,Lanceros,,,,,,,,,
62,b0ut,Votre salut,Votre,I,mer Notre,,,,,,,,,,
63,expé—,hutte,ditle,l‘ha—,grotte,,,,,,,,,,
64,L‘Autriche,38vçl,torche,Tâchez,B;chei,enchevê—,liège,Approchez,,,,,,,
65,inten—,"cédente,—",enten—,éten—,trente—,Entendons,,,,,,,,,
66,dana Jesusita,dona Jesusita,Jesusita,Don,,,,,,,,,,,
67,Avez,l’-,éven—,aven—,Imprimerie Êiinins‘r Maven,Maven Age,,,,,,,,,
68,diri—,chagri—,Tri—,martyri—,hori—,,,,,,,,,,
69,el Cerro,Cerro,,,,,,,,,,,,,
70,"Gel

DE L‘ABKANSAS",DE L‘ABKANSAS,"QUÉ-

DE L‘ABKANSAS",L‘ABKANSAS,"Cœur

DE L‘ARRANSAS","remplis—-

' _ DE L‘ÀÎiKMSAS",-DE L‘ABKANSAS,,,,,,,,
71,subite—,Phébé,Faites,Parfaitement,parfaite—,,,,,,,,,,
72,ler,parais—,Reculerais,Serait,prai11es,songerais-tu,,,,,,,,,
73,aupara—,Ra—,cara—,favora—,égra—,,,,,,,,,,
74,Arrêtez,Tête,Êtes,Dites,Etes,,,,,,,,,,
75,Espagne,L‘Espagne,d’Espagne,magni—,Espagnols,,,,,,,,,,
76,repren—,repré—,Prends,repri—,pren—,,,,,,,,,,
77,fai—-,philoso—,Anglais,plai—,prai—,éclai—,,,,,,,,,
78,Elle l’,bois—chandelle,—elle,bituelle,réelle—,Quelles,,,,,,,,,
79,"269

Loyal",tre àla recherche du Cœur Loyal,"Cœur
Loyal",Cœur—Loyal,"2h}.

Loyal",,,,,,,,,,
80,Croit,difﬁculté,Ml3,eﬂ'roi,froide-—,eﬁroi,,,,,,,,,
81,Bafaël!,Rafael,Iiafaël,Bafaël jusqu’,Bafaël,Rafaël,suyé,,,,,,,,
82,Apac,Paciﬁque,océan Paciﬁ-,,,,,,,,,,,,
83,souVenez,D‘ici,Venez,philo—,Tenez,,,,,,,,,,
84,voulez,Allez,L‘Allemagne,alluma,,,,,,,,,,,
85,nedy,ger,gers,Régences d’Alger,,,,,,,,,,,
86,Mericains,Américaine,Américains,Oc,Américaines,,,,,,,,,,
87,tOut,colo—,lissades,Pensantqu',Tout—Puissant,san té,,,,,,,,,
88,Ill—8,&v. ill—S,Veillerai,Vieille,ille,tisfaît,Familles,Illefaut,,,,,,,
89,Va,Usted,piste des jaguars,aguars,,,,,,,,,,,
90,Belhumeur,Belhumenr,"59

Belhumeur",Belhumeurl,maﬁœçVt6,seîl,,,,,,,,,
91,guer—,guenarde,guet—à—pens,Iéguer,,,,,,,,,,,
92,elïet,Quisis,quit—,Antiquite,coquins,A minuit,acquiesce—,A—,,,,,,,
93,Trêve,S,al',murmu—,,,,,,,,,,,
94,Sacrebleul,ln-lQ,sacriﬁer,sacri—,,,,,,,,,,,
95,eﬂ‘ray,lê.—,Vivaéité,vive—,vive—-,excessive—,,,,,,,,,
96,Ehl,l‘agonie,fornie,Fort,,,,,,,,,,,
97,L‘on,l'Europe,vieille Europe,Europe,,,,,,,,,,,
98,La France,Français,Histo'ied France,fran—,la France,—— C’,France,ancê—,l‘assistance,,,,,,
99,La Providence,"Providence

DE",provisoire—,lâ-,Providence,provi—,,,,,,,,,
100,"ABBANSAS- 295

je vais",Océans,L‘AIiKANSAS,AKKANSAS,L‘AI\KANSAS,ISR,L”ABKANSAS,L‘ABIÇANSAS,L‘ARRANSAS,,,,,,
101,bril—,feuil—,veuil—,Egypte,bouil—,Chose,,,,,,,,,
102,impassible—,w—,Assiniboz‘ns,paisible—,,,,,,,,,,,
103,possé—,possi—,impossi—,,,,,,,,,,,,
104,Cà,"TBAPPEURS

—",jé,enga—,peuple—,V——,TBAPPEUPtS,VI,LES TBAPPEUPtS,,,,,,
105,lors—,castors,Sebastopol,,,,,,,,,,,,
106,Ï.‘ARKANSAS,ARKA‘JSAS,ARKANSA5,L‘ARKANSA5,ARKANSAF,Arkansas,ARKANSAS,,,,,,,,
107,Habitués,Babillard s’,TllAl’,Babillard,Babil-,,,,,,,,,,
108,Az‘gle,Aigle,AIGLE,,,,,,,,,,,,
109,DE L'ABKANSÀS,ABKAN3AS,ABK A,L'ABKAN3AS,L'A,L'ABKANSÀS,,,,,,,,,
110,G“£PIGUB,propor—,impor—,suppor—,énor—,,,,,,,,,,
111,Vieux Chêne,malheu—,lieu—,,,,,,,,,,,,
112,La terre,terri—,Angleterre,terre,l‘Angleterre,,,,,,,,,,
113,consi—,musi—,rési—,visi—,transi—,,,,,,,,,,
114,demanda—,Grand Chef,grats,Grand,GRANDS CHEFS,Grande,grandis—,Grandeur pr15silil(: dela,,,,,,,
115,J',Les États—Unis,États—Unis,Unis,États,ha—,États—,État,États-Unis,États Barbaresques,,,,,
116,éloi—,Moi—même,Ca—,troi—,,,,,,,,,,,
117,lil—12,in—12,ici—12,Iii—12,lit—12,,,,,,,,,,
118,hale—,facile—-,POST-FACE,facile—,,,,,,,,,,,
119,contre—,"au-
tre",maître—,trem—,quatre—vingts,,,,,,,,,,
120,l’heure,fr,chas—,su1s,"chas—
seur",Leschasseurs,,,,,,,,,
121,vingt—,Sins,singu—,,,,,,,,,,,,
122,Ils s’,la-,Que l’,Que s’,,,,,,,,,,,
123,meil—,oreil—,dore,,,,,,,,,,,,
124,gaie—,CUGHEVAL-GLAMGNY,s‘éleva,,,,,,,,,,,,
125,insoucieuse—,silencieuse—,gracieuse—,audacieu—,,,,,,,,,,,
126,respectueuse—,vigoureuse—-,Syracuse,N 6 Eusébio,breuse,Heureusement,alfectueuse—,vigoureuse—,,,,,,,
127,Resté,Est,s‘est,Est!,SAINT-PRIEST,l‘Ouest—,Qu‘est,Est—ce,Ernest,destruc—,HI,Bestez-y,,,
128,Vienne,Kennedy,mignonne,"75

—",enne—,,,,,,,,,,
129,join—,loin—,cein—,Loin,,,,,,,,,,,
130,Moyen,L’,soyez sage,Moyen Age,Essayez,voyez—,Soyez,,,,,,,,
131,Luz s’aperçut de l’,Vert de gris,gard de suprême,Ver,,,,,,,,,,,
132,reve—,grave—,préfé—,préve—,prépa—-,,,,,,,,,,
133,Vages,Usages,Visages,Visage,Isa,Passage,,,,,,,,,
134,anti—,entiére—,sentinel—,pressenti—,senti—,,,,,,,,,,
135,venaison,HUDSON LOWB,prison—,Sont,,,,,,,,,,,
136,Comen-,Prompt,prome—,Rome,,,,,,,,,,,
137,onclion,Confédération,Malédiction,,,,,,,,,,,,
138,FULLERTON,Plateros,abat—,Caballeros,Leperos,caballero—,,,,,,,,,
139,recomman—,reconnaî—,A,reconnu—,recom—,,,,,,,,,,
140,Chinois,réﬂéchir,chine,,,,,,,,,,,,
141,répliquai-je naïvement,Décidément,nonchalam—,Nonchalamment,,,,,,,,,,,
142,l’,agita—,déta—,végéta—,indompta—,,,,,,,,,,
143,Tête d’ Aigle,"Tête
d’Aigle",Tête d’Aigle,piste de la Tête d’Aigle,La Tête,La Tête d’Aigle,la Tête d’Aigle,,,,,,,,
144,coup—d’œil,cou—-,CIÊnÇn,parcou—,écoutez—,décou—,,,,,,,,,
145,prierez,Sierra Madre,Hier,,,,,,,,,,,,
146,Je m’,Je l’,Le mayoral_s’,,,,,,,,,,,,
147,lune,Jeunes,Lune,qu‘une,mune,H,gr,,,,,,,,
148,timide—,évidem—,rapide—,gre,avide—,,,,,,,,,,
149,Compagnon,incompréhensi—,Pompadour,complé—,Accompagnerai,gui—-,compa—,compléte—,N,,,,,,
150,La Havane,celavaut,"285

Le Cœur",Cœur Laval,"Cœur
Laval",,,,,,,,,,
151,d‘hom-,"golfe de Cali-
fornie",rue de I‘Ahl,golfe de Cali-,,,,,,,,,,,
152,Partons,Carthage,Parts,Partez,"si—
gnal du départ",,,,,,,,,,
153,adres—,tres—,pres—-,........,pres—,,,,,,,,,,
154,Continuez,A l’,continua l’inconnu,continua l’,contem—,,,,,,,,,,
155,M°- d,accablée,dételées,lée,,,,,,,,,,,
156,Durango,WRANGEL,Scotté le'gwas,"États de Durango '
et de",États de Durango,,,,,,,,,,
157,réjouis—,ruis—,DIGKBNS,suis—,pis—-,cuis—,,,,,,,,,
158,vou—-,insou—,soup—,sou—-,,,,,,,,,,,
159,légère—,ténèbres l’,Cordillères,tignures,Vipères,,,,,,,,,,
160,Voyons,ﬁt,effroya—,voya—,,,,,,,,,,,
161,besogne,gne,,,,,,,,,,,,,
162,rigènes qu’,puisqu’,GI_SQUET,us,usqu’,Lorsqu‘on,qu’,,,,,,,,
163,camé—,Pana—,wampums,campana,,,,,,,,,,,
164,probléma—,probable—,prodigué—,profondé—,appro—,éprou—,proba—,profu—,prodi—,,,,,,
165,Tli\5—gr0s,Ba—,,,,,,,,,,,,,
166,etpour,épouvaute,pour—,Pourquoi,,,,,,,,,,,
167,TUE,Tue,,,,,,,,,,,,,
168,Passé,surpas—,Pas,,,,,,,,,,,,
169,commen—,Sommes,commentvont,Femme,Hommes,,,,,,,,,,
170,semblaientmet—,aboiemeuts,remet—,,,,,,,,,,,,
171,tercushenan,Maintenant,AUBENAS,waybenan,,,,,,,,,,,
172,réel—,Ohl c’,ques—,quel—-,quel—,,,,,,,,,,
173,Vais aviserà,T,devais—,Pouvais,Savais-tu,Vais,,,,,,,,,
174,Linnée,couvent de la Merced,Merced,Merci,,,,,,,,,,,
175,Pimas,ﬁes,senorita,senorîta,nor-bay nogomé,senora,,,,,,,,,
176,comber,Combien,tomba,combat—,,,,,,,,,,,
177,aiÏaire,Versaires,alïaires,,,,,,,,,,,,
178,Hermosillo,Allons,Ch,sillon-—,,,,,,,,,,,
179,trahis,letras,événe—,entraîne—,A1’entrée,,,,,,,,,,
180,A l’indienne,Un Indien,indif—,indispen—,Indiens,l’Indien,indienne,vieuxichef indien,Les Indiens,Indien,Indiennes,,,,
181,apparte—,-—J’,appar—,appa—,,,,,,,,,,,
182,som—,retom—,com—-,trom—,innom—,som—-,,,,,,,,,
183,Cortez,douce—,Cordoue,,,,,,,,,,,,
184,gambusinos mexicains,camp des Mexicains,Mexicains,Lanceros mexicains,Ginctcs mexicains,Mexicaine,,,,,,,,,
185,Montrons,Ramon,mons,Monté,Sermon,monu—,,,,,,,,,
186,Ghimborazo,État de Sonora,honora—,Sonora,Sonore,,,,,,,,,,
187,Bassurez,rassu—,Figurez,Rassurez,,,,,,,,,,,
188,Rien,eﬂ‘et,Mocksens,Clziens,baig1mientl’,Chiens,Tiens,,,,,,,,
189,Naples,stacles,les Incas,Bentles,Les_Delawares,h51,les occupa—,LES TI‘,ﬁ dèles,,,,,,
190,—- Pardieul,Pardonnez,Pardieu,Pardieul,,,,,,,,,,,
191,jardin des Oli—,Oli,appli—,solitu—,civili—,Oli—,,,,,,,,,
