cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
80.0,difﬁculté,ler,parais—,Reculerais,Serait,songerais-tu,,,,,,,,,
81.0,Ils s’,Luz s’aperçut de l’,Vert de gris,Luz l’,,,,,,,,,,,
82.0,aupara—,Ra—,cara—,favora—,égra—,,,,,,,,,,
83.0,lil—12,in—12,cein—,lit—12,,,,,,,,,,,
84.0,Arrêtez,Tête,Êtes,Dites,Etes,,,,,,,,,,
85.0,Espagne,L‘Espagne,d’Espagne,Espagnols,,,,,,,,,,,
86.0,L‘Autriche,s‘écria—t-îl,Cric,criti—,,,,,,,,,,,
87.0,Elle l’,bois—chandelle,—elle,bituelle,réelle—,Quelles,,,,,,,,,
88.0,aﬂidé,répliquai-je naïvement,Décidément,,,,,,,,,,,,
89.0,etpour,épouvaute,assezlourd,pour—,Pourquoi,,,,,,,,,,
90.0,confédéra—,Confédération,,,,,,,,,,,,,
91.0,rugisse—,Laisse,mugisse—,,,,,,,,,,,,
92.0,ha—,l‘ha—,,,,,,,,,,,,,
93.0,Océans,Paciﬁque,océan Paciﬁ-,san té,,,,,,,,,,,
94.0,souVenez,Venez,Tenez,,,,,,,,,,,,
95.0,ger,gers,Régences d’Alger,,,,,,,,,,,,
96.0,Mericains,Américaine,Américains,Américaines,,,,,,,,,,,
97.0,Boni,Bonjour,bon—-,défon—,prison—,rencon—,,,,,,,,,
98.0,complé—,relé—,compléte—,,,,,,,,,,,,
99.0,tOut,lissades,Pensantqu',Tout—Puissant,,,,,,,,,,,
100.0,Veillerai,Vieille,ille,Familles,Illefaut,,,,,,,,,,
101.0,Usted,piste des jaguars,aguars,,,,,,,,,,,,
102.0,philoso—,colo—,philo—,,,,,,,,,,,,
103.0,Moyen,Moyen Age,Maven Age,,,,,,,,,,,,
104.0,guer—,guet—à—pens,Iéguer,,,,,,,,,,,,
105.0,quit—,Antiquite,A minuit,,,,,,,,,,,,
106.0,pa.—,sa.—,,,,,,,,,,,,,
107.0,Bafaël!,Rafael,Iiafaël,Bafaël,Rafaël,,,,,,,,,,
108.0,Sacrebleul,sacriﬁer,sacri—,criﬁer,,,,,,,,,,,
109.0,Az‘gle,Aigle,AIGLE,,,,,,,,,,,,
110.0,Vivaéité,vive—,vive—-,excessive—,,,,,,,,,,,
111.0,Cesse,insen—,ressen—,,,,,,,,,,,,
112.0,l'Europe,vieille Europe,Europe,Créateur,,,,,,,,,,,
113.0,La France,Français,Histo'ied France,fran—,la France,France,ancê—,l‘assistance,,,,,,,
114.0,La Providence,"Providence

DE",provisoire—,évidem—,Providence,provi—,,,,,,,,,
115.0,réjouis—,Quisis,ruis—,suis—,pis—-,cuis—,,,,,,,,,
116.0,l‘agonie,Allez,L‘Allemagne,alluma,violem—,magni—,,,,,,,,,
117.0,impassible—,Assiniboz‘ns,paisible—,,,,,,,,,,,,
118.0,possé—,possi—,POST-FACE,impossi—,,,,,,,,,,,
119.0,nonchalam—,Nonchalamment,,,,,,,,,,,,,
120.0,"TBAPPEURS

—",peuple—,TBAPPEUPtS,LES TBAPPEUPtS,,,,,,,,,,,
121.0,G“£PIGUB,Figurez,fig,,,,,,,,,,,,
122.0,castors,Sebastopol,,,,,,,,,,,,,
123.0,guenarde,Regardez,Regardez ;lui ,regar—,gard,,,,,,,,,,
124.0,Ï.‘ARKANSAS,ARKA‘JSAS,L‘AIiKANSAS,AKKANSAS,ARKANSA5,L‘ARKANSA5,ARKANSAF,L‘AI\KANSAS,Arkansas,ARKANSAS,L‘ARRANSAS,,,,
125.0,Habitués,Babillard s’,TllAl’,Babillard,Babil-,,,,,,,,,,
126.0,Frauçoisl,Voix,Sins,Sois,Voisins,,,,,,,,,,
127.0,repré—,préfé—,prépa—-,,,,,,,,,,,,
128.0,Élan,mélanco—,plan—,,,,,,,,,,,,
129.0,Italie,AliKARSAS,Vali6rs,Fatalitél,Opatas,,,,,,,,,,
130.0,Enﬁn,Enﬁn l’,HUDSON LOWB,,,,,,,,,,,,
131.0,débar—,couar—,oligar—,ar——,,,,,,,,,,,
132.0,DE L'ABKANSÀS,ABKAN3AS,ABK A,L'ABKAN3AS,L'A,L'ABKANSÀS,,,,,,,,,
133.0,propor—,impor—,suppor—,,,,,,,,,,,,
134.0,rigènes qu’,jeun,Jeunes,,,,,,,,,,,,
135.0,La terre,terri—,Angleterre,terre,l‘Angleterre,,,,,,,,,,
136.0,Que l’,Que s’,Je l’,,,,,,,,,,,,
137.0,demanda—,Grand Chef,Grand,GRANDS CHEFS,Grande,grandis—,Grandeur pr15silil(: dela,,,,,,,,
138.0,Rien,Clziens,Chiens,clzicote,Tiens,,,,,,,,,,
139.0,réel—,GI_SQUET,quel—-,quel—,,,,,,,,,,,
140.0,probléma—,probable—,proba—,Ba—,,,,,,,,,,,
141.0,dénoû—,énor—,nor-bay nogomé,,,,,,,,,,,,
142.0,lune,Lune,qu‘une,mune,,,,,,,,,,,
143.0,princi—,D‘ici,ici—12,Iii—12,,,,,,,,,,,
144.0,hale—,facile—-,facile—,,,,,,,,,,,,
145.0,contre—,"au-
tre",tisfaît,maître—,trem—,,,,,,,,,,
146.0,chas—,"chas—
seur",Leschasseurs,,,,,,,,,,,,
147.0,meil—,bril—,oreil—,dore,,,,,,,,,,,
148.0,Cordillères,Vipères,Cordoue,,,,,,,,,,,,
149.0,Syracuse,insoucieuse—,silencieuse—,gracieuse—,audacieu—,,,,,,,,,,
150.0,Coq,insou—,coquins,acquiesce—,,,,,,,,,,,
151.0,vigoureuse—-,breuse,Heureusement,vigoureuse—,,,,,,,,,,,
152.0,nedy,Vienne,Kennedy,enne—,,,,,,,,,,,
153.0,eﬂ‘ray,join—,loin—,Loin,,,,,,,,,,,
154.0,soyez sage,Essayez,Slt,voyez—,Soyez,,,,,,,,,,
155.0,gui—-,condui—,"se—
conde",,,,,,,,,,,,
156.0,ISRAÉLI,eﬂ‘et,ISR,,,,,,,,,,,,
157.0,Vages,Usages,Visages,Visage,,,,,,,,,,,
158.0,Gambusinos,Gambusîno,gambusinos,,,,,,,,,,,,
159.0,anti—,entiére—,sentinel—,pressenti—,senti—,,,,,,,,,,
160.0,les Incas,Incas,,,,,,,,,,,,,
161.0,Voyons,Montrons,mons,Monté,Sermon,monu—,,,,,,,,,
162.0,Prompt,prome—,Rome,,,,,,,,,,,,
163.0,"atta—

DE",atta—,,,,,,,,,,,,,
164.0,voulez,baga—,Parle,serleursnoms,Parlez,,,,,,,,,,
165.0,recomman—,reconnaî—,reconnu—,recom—,,,,,,,,,,,
166.0,agita—,déta—,végéta—,indompta—,,,,,,,,,,,
167.0,convaicu,Convaincu,Vaincue,,,,,,,,,,,,
168.0,lanceros,Plateros,Lanceros,Leperos,,,,,,,,,,,
169.0,prierez,Sierra Madre,Hier,,,,,,,,,,,,
170.0,peut—,aboiemeuts,abomina—,,,,,,,,,,,,
171.0,Compagnon,incompréhensi—,Pompadour,Accompagnerai,compa—,,,,,,,,,,
172.0,celavaut,"285

Le Cœur","Cœur
Loyal",Cœur Laval,"Cœur
Laval",,,,,,,,,,
173.0,Pardonnez,grigno—,mignonne,,,,,,,,,,,,
174.0,Partons,paru—,Carthage,Parts,Partez,"si—
gnal du départ",,,,,,,,,
175.0,Slt LES TRAPPEURS,"fran—

302 LES TRAPPEUBS","TRAPPEURS

—- Ooak!","TRAPPEUHS

—-—",rappel—,"TRAPPEUBS

Dés","TRAPPEUBS

—",trappes,"TRAPPEUHS

—",TRAPPEUBS,"Pé-
rou aux grappes rouges",,,,
176.0,adres—,tres—,pres—-,pres—,,,,,,,,,,,
177.0,refu—,profondé—,profu—,,,,,,,,,,,,
178.0,Luz,dana Luz,Doua Luz,douce—,,,,,,,,,,,
179.0,Arrivés,priva—,arrivè—,,,,,,,,,,,,
180.0,Continuez,A l’,continua l’inconnu,continua l’,contem—,,,,,,,,,,
181.0,accablée,dételées,lée,,,,,,,,,,,,
182.0,Durango,WRANGEL,"États de Durango '
et de",États de Durango,,,,,,,,,,,
183.0,Bermudez,murmu—,,,,,,,,,,,,,
184.0,convoiiîse,Ver,conver—,,,,,,,,,,,,
185.0,effroya—,voya—,,,,,,,,,,,,,
186.0,Utique,l’Afrique,Afrique,,,,,,,,,,,,
187.0,Tâchez,appro—,Approchez,,,,,,,,,,,,
188.0,Rio Gila,N 6 Eusébio,Bio Gila,,,,,,,,,,,,
189.0,Bafaël jusqu’,puisqu’,usqu’,qu’,,,,,,,,,,,
190.0,hutte,Scotté le'gwas,grotte,,,,,,,,,,,,
191.0,onclion,no—,physiono—,,,,,,,,,,,,
192.0,camé—,Pana—,wampums,campana,,,,,,,,,,,
193.0,très—,Congrès,,,,,,,,,,,,,
194.0,TUE,Tue,,,,,,,,,,,,,
195.0,Passé,surpas—,Pas,Passage,,,,,,,,,,,
196.0,d‘hom-,Sommes,Femme,Hommes,,,,,,,,,,,
197.0,Oak!,Oak,,,,,,,,,,,,,
198.0,Élevée,CUGHEVAL-GLAMGNY,s‘éleva,,,,,,,,,,,,
199.0,tercushenan,Maintenant,AUBENAS,waybenan,,,,,,,,,,,
200.0,"ABBANSAS- 295

je vais",Anglais,Vais aviserà,devais—,venaison,Pouvais,Savais-tu,Vais,,,,,,,
201.0,couvent de la Merced,Merced,Merci,,,,,,,,,,,,
202.0,Mocksens,senorita,senorîta,senora,,,,,,,,,,,
203.0,comber,Combien,abat—,tomba,combat—,,,,,,,,,,
204.0,aiÏaire,Versaires,alïaires,,,,,,,,,,,,
205.0,Hermosillo,Allons,sillon-—,,,,,,,,,,,,
206.0,Cortez,Fort,,,,,,,,,,,,,
207.0,trahis,letras,événe—,entraîne—,A1’entrée,,,,,,,,,,
208.0,Tête d’ Aigle,"Tête
d’Aigle",Tête d’Aigle,piste de la Tête d’Aigle,La Tête,La Tête d’Aigle,la Tête d’Aigle,,,,,,,,
209.0,assour—,four—,so—,tour—,sour—,,,,,,,,,,
210.0,A l’indienne,Un Indien,indif—,indispen—,Indiens,l’Indien,indienne,vieuxichef indien,Les Indiens,Indien,Indiennes,,,,
211.0,FULLERTON,Caballeros,caballero—,,,,,,,,,,,,
212.0,Sept,lors—,L‘on,Lorsqu‘on,,,,,,,,,,,
213.0,apparte—,appar—,appa—,,,,,,,,,,,,
214.0,gambusinos mexicains,camp des Mexicains,Mexicains,Lanceros mexicains,Ginctcs mexicains,Mexicaine,,,,,,,,,
215.0,som—,com—-,innom—,som—-,,,,,,,,,,,
216.0,État de Sonora,honora—,Sont,Sonora,Sonore,,,,,,,,,,
217.0,Bassurez,rassu—,Rassurez,,,,,,,,,,,,
218.0,Naples,stacles,Bentles,Les_Delawares,les occupa—,LES TI‘,ﬁ dèles,,,,,,,,
219.0,—- Pardieul,Vieux Chêne,enga—,Pardieu,lieu—,Pardieul,,,,,,,,,
220.0,J ’ai,l’ai oirun i,ténèbres l’,j’ai l’,,,,,,,,,,,
221.0,jardin des Oli—,Oli,appli—,solitu—,civili—,Oli—,,,,,,,,,
222.0,"269

Loyal",tre àla recherche du Cœur Loyal,Cœur—Loyal,"2h}.

Loyal",,,,,,,,,,,
223.0,Ghimborazo,Je m’,Le mayoral_s’,,,,,,,,,,,,
224.0,repren—,Prends,pren—,,,,,,,,,,,,
