cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
26.0,Mélanie,La grosse,grosse Mélanie,La grosse Mélanie,Méanie,,,,,,,,,,,,,,,,,,
27.0,com,bien—,Combien,,,,,,,,,,,,,,,,,,,,
28.0,rappelez—,appré—,appr—,,,,,,,,,,,,,,,,,,,,
29.0,Marie.—Aimée,Sœur Marie-Aimée,Aimée,Marie—Aimée,,,,,,,,,,,,,,,,,,,
30.0,vachœ,chœœ,,,,,,,,,,,,,,,,,,,,,
31.0,vous—,Elkreùtvæsmä,repous—,,,,,,,,,,,,,,,,,,,,
32.0,engage—,gagea,,,,,,,,,,,,,,,,,,,,,
33.0,aper—,ser—,cher—,,,,,,,,,,,,,,,,,,,,
34.0,üyadægædæmæpoæra—,auddetfm‘lesﬁgædeæù,,,,,,,,,,,,,,,,,,,,,
35.0,Tiens,sensei—,Ien',Iens,miens,,,,,,,,,,,,,,,,,,
36.0,commu—,Communs,,,,,,,,,,,,,,,,,,,,,
37.0,champ de lé,puriﬁer,chauﬁer,funﬁer,,,,,,,,,,,,,,,,,,,
38.0,huis—,buis,,,,,,,,,,,,,,,,,,,,,
39.0,é101gna,cognac,,,,,,,,,,,,,,,,,,,,,
40.0,château du Gué Perdu,Gué Perdu,"Gué-
Perdu",,,,,,,,,,,,,,,,,,,,
41.0,tournai,Jour,Journée,Jours,unée,,,,,,,,,,,,,,,,,,
42.0,Ma1tine,nart(1,Martine,Augustine,,,,,,,,,,,,,,,,,,,
43.0,Geneviève,"Gué
Per u.

La petite rivière","Gué
Per u.",,,,,,,,,,,,,,,,,,,,
44.0,lais—,onne,connais—,,,,,,,,,,,,,,,,,,,,
45.0,Laisse,beau—,iävais,"Iesouﬁvaisseau—
œupduﬁde",,,,,,,,,,,,,,,,,,,
46.0,marchais,lors—,mars—,,,,,,,,,,,,,,,,,,,,
47.0,Elk www,atten—,enten—,,,,,,,,,,,,,,,,,,,,
48.0,Acheminer,Cache,Bitche,,,,,,,,,,,,,,,,,,,,
49.0,dﬁrentra,intra—,entralna,,,,,,,,,,,,,,,,,,,,
50.0,manche,la Blanche,la manche,la terre,manière;Sæ manoirs,,,,,,,,,,,,,,,,,,
51.0,cestàpeine,restais,avüest‘,,,,,,,,,,,,,,,,,,,,
52.0,de France,grand your,Tirande,gandæ,,,,,,,,,,,,,,,,,,,
53.0,mademoiselle,hurle—,poche;elle,dentelle,—elle,elle—,,,,,,,,,,,,,,,,,
54.0,Sologne,,,,,,,,,,,,,,,,,,,,,,
55.0,"13

Parfois",Paris,appar—,par-,,,,,,,,,,,,,,,,,,,
56.0,heur—,heure—,,,,,,,,,,,,,,,,,,,,,
57.0,Sologne.ll,,,,,,,,,,,,,,,,,,,,,,
58.0,le soleil,soleil,,,,,,,,,,,,,,,,,,,,,
59.0,Quelque,Quelquefois,Quelquæ-unænæe,Quelquesîs,ques—,,,,,,,,,,,,,,,,,,
60.0,Douze,douœment—,,,,,,,,,,,,,,,,,,,,,
61.0,A demain,aimais,main—,,,,,,,,,,,,,,,,,,,,
62.0,Aussitôt,aussi—,,,,,,,,,,,,,,,,,,,,,
63.0,genouülai,ourhis,tour—,nour—,expri—,nourri—,,,,,,,,,,,,,,,,,
64.0,trou—,trous—,Rouge,retrouv—,,,,,,,,,,,,,,,,,,,
65.0,Titre,trem—,,,,,,,,,,,,,,,,,,,,,
