cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
24,l’,L’,,,,,,,,,,,,,,,,,,,,,,,
25,28 MARIE—CLAIRE,120 MARIE—CLAIRE,"MARIE—CLAIRE 99

Pâques",40 MARIE—CLAIRE,102 MARIE—CLAIRE,20 MARIE—CLAIRE,IL MARIE—CLAIRE,MARIE—CLAIRE 89,notre Marie-Claire,36 MARIE—CLAIRE,largœ,Marie—Claire,54 MARIE—CLAIRE,rir,30 MARIE—CLAIRE,"MARIE—CLAIRE

Maintenant",8 MARIE—CLAIRE,Marie—Clair,MARIE-CLAIRE,MARIE—CLAIRE,100 MARIE—CLAIRE,48 MARIE—CLAIRE,24 MARIE—CLAIRE,44 MARIE—CLAIRE,106 MARIE—CLAIRE
26,é101gna,Sologne,Sologne.ll,cognac,,,,,,,,,,,,,,,,,,,,,
27,trem—,reve—,regard—,reprend—,Pauvre,Elkreùtvæsmä,Titre,heure—,Prends,,,,,,,,,,,,,,,,
28,dix—neuf,ﬁnesse,Eugène,onne,.ne,Jaune,,,,,,,,,,,,,,,,,,,
29,.-—v,.-J.‘u,m”.-$‘.wæw-&,,,,,,,,,,,,,,,,,,,,,,
30,Deslois,ri Deslois,auddetfm‘lesﬁgædeæù,,,,,,,,,,,,,,,,,,,,,,
31,"Gué
Per u.","Gué
Per u.

La petite rivière","Gué-
Perdu",château du Gué Perdu,Gué Perdu,,,,,,,,,,,,,,,,,,,,
32,I,,,,,,,,,,,,,,,,,,,,,,,,
33,leuse,Orgueﬁleuse,meﬁla,A,,,,,,,,,,,,,,,,,,,,,
34,mägréungﬂnd,Brabant,grand your,chan—,gran—,plan—,de France,Tirande,gandæ,quan—,ﬂanœ,,,,,,,,,,,,,,
35,manière;Sæ manoirs,manche,la Blanche,Es-tu malade,la manche,s’,,,,,,,,,,,,,,,,,,,
36,créa—,"Mﬂh=,mua—,—-",a—,intra—,üyadægædæmæpoæra—,sépa—,,,,,,,,,,,,,,,,,,,
37,"…-

w.—.—u—-",.—œ_—=-o—,._,.—.—.___‘4-4,._.kn__.,,,,,,,,,,,,,,,,,,,,
38,l‘a,È:.l,l.lal\n.vîl‘l,,,,,,,,,,,,,,,,,,,,,,
39,ﬂcon,Chicon,funﬁer,conﬁer,conﬁance,puriﬁer,,,,,,,,,,,,,,,,,,,
40,repous—,décro—,trou—,trous—,Rouge,vous—,m’,retrouv—,,,,,,,,,,,,,,,,,
41,Quelquesîs,jusqu’,Quelquæ-unænæe,Quelquefois,ques—,Quelque,qu’,qu‘au,,,,,,,,,,,,,,,,,
42,beau—,gagea,engage—,,,,,,,,,,,,,,,,,,,,,,
43,Unisœet,voﬂà,voyais,buis,Vois,Vol,Voilà,".""1",Sois,,,,,,,,,,,,,,,,
44,cestàpeine,indiffé—,Ma1tine,nart(1,Martine,mars—,Augustine,,,,,,,,,,,,,,,,,,
45,Désirée—des—Anges,Désirée,Desirée—des-Anges,des-Anges,avüest‘,Anges,Désirée—des-Anges,Désirée-des-Anges,,,,,,,,,,,,,,,,,
46,traî—,traînéæ transparents,entralna,"traî—
nant",Eh,,,,,,,,,,,,,,,,,,,,
47,aœut,appré—,aper—,expri—,appr—,appar—,,,,,,,,,,,,,,,,,,,
48,inﬂiger,Hier,É,Geneviève,lingerie,bergüe€,Vierge,,,,,,,,,,,,,,,,,,
49,huis—,genouülai,Laisse,connais—,lors—,lais—,,,,,,,,,,,,,,,,,,,
50,arrê—,"13

Parfois",brindülæ,par-,Paris,,,,,,,,,,,,,,,,,,,,
51,Acheminer,Châtaigniers,chauﬁer,heur—,Brioche,Bitche,Merci,ser—,ﬁfer,Bichkek,cher—,,,,,,,,,,,,,,
