cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
60,maiaon,"oette
maiaon","N
M",,,,,,,,,,,,,,,,
61,Tixisr,Tixiar,Iixiar,matra Tixiar,,,,,,,,,,,,,,,
62,Diaeu,Diau,Ia,iiaa,IA,Grias,oflloiar,depuia,,,,,,,,,,,
63,Aprbs,aprbes,Aprbes,,,,,,,,,,,,,,,,
64,Bourges,bourgt,da Bourges,,,,,,,,,,,,,,,,
65,qul,quoiquil,quelguo,Quelques-,quelquo,quelqe,Quelquofois,tqui,A quelqus temps,uo,,,,,,,,,
66,loanno,"II

---
Jeane",suf-JEANNR EPOLB EP MInE.,BANNR,NFaN B JIEANNR,Jeanno,s3EANN,IANNk,jeanne7,Jeanne.]ENANCI D JEANNH,Jeanne6tait,Jeann,SZR,lJeanuet,betes3EANNR REN,Jeannel,jE,Ieanno,JEANINR
67,Heinl,provins,Lin nisu,In,nankin,ain,linquitulo,chin,vinttn,FIN,Combin,rin,Infin,,,,,,
68,pribre,bref6,chbnevibre,,,,,,,,,,,,,,,,
69,pltre,maltresse,maltre,maftre,,,,,,,,,,,,,,,
70,bergbre,hargbr,bergbr,,,,,,,,,,,,,,,,
71,I',si',impossiblo,,,,,,,,,,,,,,,,
72,Ieanne vellle,Etianne,avonslEANNE,lean,n6anne,leanne,Ieanne,lennneet,Iaanne,Iesnne,Jaeanne,,,,,,,,
73,heura,aur6,eure,eur6,aeur  Ia,seeurit6l,,,,,,,,,,,,,
74,plaft,maes,plaes,place,,,,,,,,,,,,,,,
75,"ontta puillo uu vot
uatte",chbvrfauille,ille anit ikee dei,d6barbouillait,Iailleurs,vEille,Guillauma,truavaillentl,puille,Feuillet,Mapuuvrefille,Guilluume,puillasse at une oouverture,,,,,,
76,luil,i]1,lUi]1,,,,,,,,,,,,,,,,
77,f,Afrique,fr,la France,oolfre,,,,,,,,,,,,,,
78,Vons,Isure,monsisur,Monsisur,,,,,,,,,,,,,,,
79,ohigrin,grimuce,ohagrin quon,ahagrin,Grind-Hail,ohagrin,hagrin,,,,,,,,,,,,
80,m6decins,mdecin,,,,,,,,,,,,,,,,,
81,hamps,fumer tes champs.-,"Eh bionl js prendruais un de tss champs on
pnyemnent",champ de lanne,,,,,,,,,,,,,,,
82,oen voudraias pus,jaurais,etablirai,rai,sora,aime.l0,,,,,,,,,,,,,
83,t80,dress6,bless6,lespsi,,,,,,,,,,,,,,,
84,Tiensl,ly,Etienne,vtie,Tiens,slietiee,Dien,Conviens,"tieNs -
titsft",,,,,,,,,,
85,Ormenux,Ormeuux,Ormaeuux,,,,,,,,,,,,,,,,
86,"au-
troes",au-,"au-
trefois",u,"au-
tres",fand tres,,,,,,,,,,,,,
87,seule.3RANN RN SEVI6OR,SEVI6OR,n18,,,,,,,,,,,,,,,,
88,san mari,Isanre,meissan,san nonrrimson,asans,san ohupeau,san,sane uger,dar asans rion,san viilage,,,,,,,,,
89,"E

E",- Es,".Est-

I
 
E

E",ceu si e v-,,,,,,,,,,,,,,,
90,amouR,hourg,marhal du hourg,Pourquaoi,our6f,Noug,journe,jardin mpour,aussI6t soulo asur,rssouree,oulture,hourse,our,journie,labourenrs,murut,I,ourRIEMIR,
91,sIrE,ssir,"-,J",Sire,vire,"pltisirquae
iai",couvertuire,t0 Sire6,,,,,,,,,,,
92,mre Nanntte,mre Nainnette,mbre Nanaetts,aa mMre,mbre Nannetto,mra Nanntte,mre Nannette,mbre Nannette,mre Nannett,mbre Nannetta,mre Nannette;A6,,,,,,,,
93,aommonoamont des vandunges,montee,ont6,,,,,,,,,,,,,,,,
94,"IL -
II 
iL
l
III
S

iL
A

a
t
E
Ci
JE

CI

I
IIM
L

III 
L
I

 
I
E","N
 I","A

I
II1
I
----l","I
E","ii

I
I

II
E
E",,,,,,,,,,,,,,
95,Mannotte,Aette,Mettez,quittee,ocette,eonluit avau une bgutte,tte,Mannstte,wtt,Cstte,,,,,,,,,
96,Prvt,present]110,v8pres,lepre,Apres,proflt,propes,Aps,"puuvres
uo",Aprs,,,,,,,,,
97,valt,travalil,Vars,je nae valais,val,,,,,,,,,,,,,,
98,TUlsIkMk 1ANII,"III 

II
 Si",iinnutp votshar entse,Iixisr,ARIIR,ii,II,Oii,PAIII,"II

L",,,,,,,,,
99,t8te,leeturo de laete,oompte,Et0I,eharpete,tete,tetel,Aehetez,l etegeet,,,,,,,,,,
100,vutra,Notre Pere,Nutre,d6autre,Faut.n,Autre,veux-auTre,lautrl,,,,,,,,,,,
101,tta hussa at la,tta hussa,tta,,,,,,,,,,,,,,,,
102,Cala,Ca,ca,,,,,,,,,,,,,,,,
103,"Grand-
Bail",Grand-ai l,east h prandre,Grand-Il,Grand-ai,Durand,Granil,Grand-Hal,Grand-Ai,eourt grand risuo,Grand-,Gruand-llail,grange el,Grand Bil,Grund-il,granle,,,
104,voeus,beusg,troeuva,ai-noeus bion,leuseuse,,,,,,,,,,,,,,
105,IL0ISIkME,Ilt,habill6e,-F,aesoueil,il6e-la,ILaA,"IL M.

2
 
IL
 L
i
 
eT:E",ILn,IL,ILo,Ilchu,,,,,,,
106,y10,se106,S,,,,,,,,,,,,,,,,
107,Iaine,usine6,Sylvain,foire proehaine,maieo,dEmain,maine,,,,,,,,,,,,
108,ESt,hestiaux,Cost,ESt-ce,parceeque cest,est6e,Est,maresta plush dannaer,,,,,,,,,,,
109,Paris,paruatt,paros,nit do parlsr,Par-,,,,,,,,,,,,,,
110,Outanir,vioux,tout6 do,biioux,iut,aecoutumee,Iout,iout,,,,,,,,,,,
111,armoie,MOI2RR,petitl,moitie,antre moiti6,pitir,moiti6,,,,,,,,,,,,
112,cehargea,gea,gehns,Argent-,ge,gene,,,,,,,,,,,,,
113,nnl,Mn,Chamnnlhrs,,,,,,,,,,,,,,,,
114,caeher,coffhe,Maehere,herg,Lherbe,ceher,chereher,bouher uno pibdeoe de,hergra,ehevet da,hereher,etle poreher,,,,,,,
115,pr6s,nayor,or6f,orue,Or6,eorps,,,,,,,,,,,,,
116,veir,lir,mhmeIBANKR VYtVE,chneire,pya-eit,dshir6,eir,,,,,,,,,,,,
117,nuttre Tixior,"f
- Muattre Tixier",Mre Tixier,pre Iixier,"pre
Tixier",Muitre Tixer,pre ixier,pre Tixier,"ndri  matue
ixier du",Tixier,,,,,,,,,
118,asyhine a san hrae,raegut,san hrae,l hraselst,,,,,,,,,,,,,,,
119,aimais-tu,Vois-tu,Sais-tu,TU,dras-tu,Crois,Crois-tu,,,,,,,,,,,,
120,bl6,Hlal,hl6,,,,,,,,,,,,,,,,
121,r6ehauff,Etehaeun,shaeune,Etchaeun,aueun,ehaeun,gaeho,,,,,,,,,,,,
122,l'italie,Ls,suita,M,LiEelE,italie,,,,,,,,,,,,,
123,demandus  la maitress,dtresse de eanne,Mattresse,Mattre,mattr Tixior,mattref A leglise,mattresss,,,,,,,,,,,,
124,nuudes,ambeniwsrez,jumbe,rembedes,,,,,,,,,,,,,,,
125,pus to contraindro,Muitra,naftra,aharga do asun antratian,llan'y rontrarapus,trouvara,Remantranaes,ountra,,,,,,,,,,,
126,moisso,Issouimn,Inourables d'Issoudun,psisso,soupof,Issoudun,Laissons,,,,,,,,,,,,
127,P,N-,uund,Cun-,,,,,,,,,,,,,,,
128,PRBMIIRRE,trs-fort,fortPRMIIRRE,,,,,,,,,,,,,,,,
129,Ir6chauderiel,terse pei,-Merci,ner  sua,EER,femma da Gerbaud,de les lyer,eerivit,Berry,blmer,mero,ner,eonsere,terrOB,reluamer,mereie,ER,Gerband,
130,lembarras,tarrang,lomhnrras,Piarra,tarras,,,,,,,,,,,,,,
131,marehanderai,mareh6 lo beurro,ehanvre ataltettohe pat tarre,mari6,chanvsre,marehand,,,,,,,,,,,,,
132,anna,mre Nnnnatto,mbre Nannatte,Poonnae,Nannatte,Nunnatta,Nannottat,,,,,,,,,,,,
133,Ioshine,Jasphino,Jo,Josiphine,,,,,,,,,,,,,,,
134,farae do,- Veux-tu,Veux-tu done faire,,,,,,,,,,,,,,,,
135,ellE,mademoiselle,Mesdemoiselles,vaele,ELlE--,lshelle,ELLE2,grele,EllE,,,,,,,,,,
136,PAHYTIk,cntimes,ANTIR,Panl,PANTIk,,,,,,,,,,,,,,
137,lean Jusserand,etJRANR APOUSE,Jusserand,,,,,,,,,,,,,,,,
138,PATI,aratt,bAtir,VWatan,proat,Eatce,at,,,,,,,,,,,,
