cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
18,Sauvez,Avez,lo truaversin,uvece,Aven,AVez,aveo,,,,,,,,,,,,,,,,
19,lann6e,n6,ann6es,Iesnne,,,,,,,,,,,,,,,,,,,
20,o6t6,S6t6,,,,,,,,,,,,,,,,,,,,,
21,S,Pierres-,"N
M",Saint-Pierre,truver Pierre,MIERR,"Pierres-
Folles",,,,,,,,,,,,,,,,
22,lUi]1,luil,i]1,,,,,,,,,,,,,,,,,,,,
23,voulez,lez,voulao,Loule,e',-:t:=,st houl,voulez-vaus,VOus,,,,,,,,,,,,,,
24,Dn,trs-fort,porto,Ilsporta,Rt,torro,Porte s.,port6,,,,,,,,,,,,,,,
25,Fuuche,Ir6chauderiel,Touches,empecher,Cher,huche,du Cher,s6cher,l.,Blancheo,,,,,,,,,,,,,
26,Mamnnetta,Etionnel,Mannette,Mannotte,"oette
maiaon",Nannettel,mare Mannette,Nunnette,Mannstte,betes3EANNR REN,Nannette,-,Mannette idsvant dngarensement,,,,,,,,,,
27,dshir6,sora,Or6,corn0s,SEVI6OR,or6f,pr6s,orue,eorps,,,,,,,,,,,,,,
28,parceeque cest,Hautes-kloches,ESt,m-,Est,P,nuudes,ESt-ce,hestiaux,est6e,Cost,,,,,,,,,,,,
29,Monsisur,Isaure,uu bisn lurl,jaurais,Isure,misbre,auri,ruissau,monsisur,,,,,,,,,,,,,,
30,mre Nanntte,mbr Nunnette,mre Nannette;A6,mbre Nannette,mbr Nannette,mre Nannette,mbre Nannetta,"mre
Nannette",t80,mbre Nannatte,mre Nannett,mbre Nunnette,mre Nainnette,mbre Nannetto,mre Nnnnatto,chbnevibre,"charit6 d
lua mbre Nunnetta",mbre Nanaetts,"mbre
Nannette",,,,
31,san mari,sart,sane uger,san ohupeau,asyhine a san hrae,meissan,san,san viilage,Isanre,asans,dar asans rion,san hrae,,,,,,,,,,,
32,Aidez,Y,mnains,ain,Sylvain,rai,Iaine,dEmain,aid6,maine,aime.l0,,,,,,,,,,,,
33,cus,oen voudraias pus,Nousla,puvont pus,pus,pus to contraindro,ipussoeiee,,,,,,,,,,,,,,,,
34,Colis,Is,maisen,aisn,a0,faisais,horuais,venais do,maisan,"pltisirquae
iai",-Mais,- Mtais,Iaisse,Laissons,aimais-tu,Sais-tu,,,,,,,
35,y10,se106,,,,,,,,,,,,,,,,,,,,,
36,eharpete,leeturo de laete,htes,l etegeet,oompte,tete,prte,Et0I,Aehetez,t8te,tetel,Tes,,,,,,,,,,,
37,tta hussa at la,E,tta hussa,tta,,,,,,,,,,,,,,,,,,,
38,LZ nnoi,honnos,ohoso,bhonn,,,,,,,,,,,,,,,,,,,
39,miliau,humili6,tra humili6,,,,,,,,,,,,,,,,,,,,
40,"st tu prlers fisu
aveus",leglise,beusg,etJRANR APOUSE,leuseuse,ai-noeus bion,voeus,,,,,,,,,,,,,,,,
41,oinquanta,d6fendu,Penduant,cEpendant,aendurantae,vendange,aommonoamont des vandunges,uand,,,,,,,,,,,,,,,
42,vnie,w,runie,mereie,meuniere,lDieu,ambeniwsrez,,,,,,,,,,,,,,,,
43,I',si',,,,,,,,,,,,,,,,,,,,,
44,Eatce,proat,PATI,paruatt,at,aratt,d6rangeAt,VWatan,,,,,,,,,,,,,,,
45,SERVICE,seule.3RANN RN SEVI6OR,RN sERVICE,RERVICR,RANNE BN SERVIGR,RN sRVICR,serviee,rn,,,,,,,,,,,,,,,
46,iut,tout6 do,biioux,ah,raegut,Outanir,vioux,iout,aecoutumee,Iout,,,,,,,,,,,,,
47,croyez,Abbaye,Voyez,envoy6,voyagek,soyes,n6tsre Voyons,joyeu,,,,,,,,,,,,,,,
48,paros,Grise,nit do parlsr,Écris,Par-,Narie,mari6,Paris,egarde,bris6,prisr,,,,,,,,,,,,
49,alle,allar,alluma,Rlle,quolle lo put,llle,vollh,tlllas,truavaillentl,Llle,fmllleg,LL E,klle,Iailleurs,vEille,,,,,,,,
50,Mre Tixier,"pre
Tixier",nuttre Tixior,Tixier,pre Iixier,pre Tixier,"f
- Muattre Tixier",pre ixier,"ndri  matue
ixier du",Muitre Tixer,,,,,,,,,,,,,
51,"au-
trefois",au-,"au-
tres","au-
troes",fand tres,,,,,,,,,,,,,,,,,,
52,ehanvre ataltettohe pat tarre,bouher uno pibdeoe de,ort de sa mhro,je nae valais,pise de terre,puillasse at une oouverture,de les lyer,ille anit ikee dei,terse pei,In terre,dtresse de eanne,,,,,,,,,,,,
53,jolio,Iols,Ls,,,,,,,,,,,,,,,,,,,,
54,pas8e,rasenmmoda,passunt,asast,diset east,buas,Chasun,As,Grias,as-Or,l hraselst,llas,Ce pAs,jy vasl,,,,,,,,,
55,Saint-Jean,"Saint-
Jean",Saint-jean,Saint-lean,,,,,,,,,,,,,,,,,,,
56,ocette,Cstte,"ontta puillo uu vot
uatte",Mettez,tte,quittee,lJ,wtt,eonluit avau une bgutte,Aette,,,,,,,,,,,,,
57,rendtt,lepre,chvre,bref6,repondre,cumphre,approndre,aa mMre,vindre,eonsere,viwreP,,,,,,,,,,,,
58,llan'y rontrarapus,naftra,ountra,travaillaer,Vars,Muitra,trouvara,troeuva,,,,,,,,,,,,,,,
59,- Es,ceu si e v-,".Est-

I
 
E

E","E

E",,,,,,,,,,,,,,,,,,,
60,heura,aeur  Ia,seeurit6l,pEut6,eur6,aur6,eure,,,,,,,,,,,,,,,,
61,M,eeui,noee,tomhee,vee A,.'Geeseeeeee,psgnsee,montee,EER,,,,,,,,,,,,,,
62,Hautes-SEG0NDR PARTIB,nePMIR PARTIR,bAtir,"actes.oR0N PATIR
Marguertte vut rentrar",ATRIMIR PARTIR,ARIIR,srtir,jy,e,,,,,,,,,,,,,,
63,ly,bheaueoup,shAteau,ieau,Ieau,u,Mmie,,,,,,,,,,,,,,,,
64,IANNk,Remantranaes,maresta plush dannaer,eonnaissanee,Nannottat,Poonnae,nankin,Nunnatta,lMnnaips,loanno,anna,nnl,Nannatte,BANNR,mra Nanntte,,,,,,,,
65,aumne,Mn,Chamnnlhrs,,,,,,,,,,,,,,,,,,,,
66,Tixisr,Iixiar,Tixiar,mattr Tixior,matra Tixiar,,,,,,,,,,,,,,,,,,
67,airmonie,antre moiti6,moiti6,pitir,armoie,f,moitie,MOI2RR,petitl,,,,,,,,,,,,,,
68,Ioshine,Jo,usine6,Josiphine,Jasphino,,,,,,,,,,,,,,,,,,
69,leunne,Meunet,lunno,aueun,Lejeun,--La jeunesse,Lejeun oolporteur,Neunet-sur-,Junne,Jeunne,Jounne,launne,je.ne,,,,,,,,,,
70,"anfhntsl lle
v 8tre bien contente",SZR,Tene,ten,En0,entendro,,,,,,,,,,,,,,,,,
71,fortPRMIIRRE,A foree,foree,,,,,,,,,,,,,,,,,,,,
72,chbvrfauille,Guilluume,Guillauma,d6barbouillait,Mapuuvrefille,puille,Feuillet,,,,,,,,,,,,,,,,
73,champ de lanne,lennneet,n6anne,tane6,leanne,Jane,Iaanne,lanne,avonslEANNE,Jaeanne,lean,Ieanne,,,,,,,,,,,
74,nuho,bhoire,hoir,foiro,,,,,,,,,,,,,,,,,,,
75,Etehaeun,shaeune,ehaeun,r6ehauff,-F,Etchaeun,gaeho,,,,,,,,,,,,,,,,
76,yeu eomma,la somme,Commae,Comment,Comment dane,coIme,,,,,,,,,,,,,,,,,
77,- Veux-tu,Ormenux,Ormaeuux,Ormeuux,,,,,,,,,,,,,,,,,,,
78,Mange,maieo,manquAt,demand6,maman,Maman,madamel,ommana,,,,,,,,,,,,,,,
79,Ilchu,"IL M.

2
 
IL
 L
i
 
eT:E",Voilh,ILo,ILaA,Ilt,IL,habill6e,voil,il6e-la,milla,ILn,IL0ISIkME,,,,,,,,,,
80,Ctharino,Grind-Hail,ahagrin,ohagrin quon,hagrin,ohagrin,grimuce,ohigrin,,,,,,,,,,,,,,,
81,Diau,maiaon,Diaeu,depuia,IA,oflloiar,Ia,,,,,,,,,,,,,,,,
82,mareh6 lo beurro,chanvsre,marehand,marehanderai,cehargea,,,,,,,,,,,,,,,,,,
83,peino,lapeine,chin,Infin,Heinl,vinttn,mdecin,linquitulo,FIN,m6decins,Combin,Lin nisu,In,veines,rin,provins,,,,,,,
84,s6-,m6-,J6,d6-,''L,J6-,,,,,,,,,,,,,,,,,
85,aprbes,present]110,Aprbes,propes,v8pres,rembedes,Aprbs,Jappris,Aprs,Apres,Prvt,"puuvres
uo",Aps,pribre,,,,,,,,,
86,pya-eit,lir,chneire,veir,eir,,,,,,,,,,,,,,,,,,
87,Ieanne vellle,lshelle,ellE,vaele,Mesdemoiselles,mademoiselle,ellae,grele,ELlE--,ELLE2,EllE,LiEelE,,,,,,,,,,,
88,moisso,Iois,So-,Vois,sois,psisso,Fois,,,,,,,,,,,,,,,,
89,G,travalil,fallt,val,proflt,maltre,valt,,,,,,,,,,,,,,,,
90,ku pasaunt,suupauda,pau,auprh,st Paul,,,,,,,,,,,,,,,,,,
91,Jeanne.]ENANCI D JEANNH,NFaN B JIEANNR,Jeanne6tait,jE,Jeannel,jeanne7,Jeanno,Jeuan,"II

---
Jeane",suf-JEANNR EPOLB EP MInE.,lJeanuet,Jeann,s3EANN,JEANINR,Ieanno,,,,,,,,
92,l'italie,lisie,suita,italie,etablirai,,,,,,,,,,,,,,,,,,
93,N-,uund,Cun-,,,,,,,,,,,,,,,,,,,,
94,eNviee,Conviens,Etienne,Tiensl,Dien,slietiee,Tiens,vtie,"tieNs -
titsft",,,,,,,,,,,,,,
95,ceher,coffhe,etle poreher,chereher,Bluanehe,herg,Maehere,caeher,ehevet da,hergra,pthers,Lherbe,hereher,ER,,,,,,,,,
96,mhmeIBANKR VYtVE,surveillanee,S',s'6éveillant,,,,,,,,,,,,,,,,,,,
97,h Diu,ai d6 Dit,,,,,,,,,,,,,,,,,,,,,
98,KEt Catherine,Gatharine,Catharine,ner,Prinnerie,autherino garto,I,ner  sua,Catherina,therine,,,,,,,,,,,,,
99,Nutre,Faut.n,Notre Pere,vutra,d6autre,lautrl,Autre,pltre,maftre,veux-auTre,,,,,,,,,,,,,
100,"Sainte-S-
Ange",Sainte-Solange,sainte-Solange,,,,,,,,,,,,,,,,,,,,
101,Crois,Vois-tu,TU,Crois-tu,dras-tu,,,,,,,,,,,,,,,,,,
102,Cala,Ca,ca,,,,,,,,,,,,,,,,,,,,
103,Veux-tu done faire,vire,t0 Sire6,PRBMIIRRE,n18,ssir,T0IsIMIR,fiivre asi,couvertuire,Sire,sIrE,J',,,,,,,,,,,
104,Quelquofois,quelguo,qul,tqui,A quelqus temps,quelqe,uo,quoiquil,Afrique,quelquo,Quelques-,,,,,,,,,,,,
105,Oii,B,II,Iixisr,"III 

II
 Si",iinnutp votshar entse,iiaa,TUlsIkMk 1ANII,"II

L",ii,PAIII,,,,,,,,,,,,
106,toil,mets-toi,eoiffa,tombsr,foid,stonttot,toi,,,,,,,,,,,,,,,,
107,amouR,l'6curie,aussI6t soulo asur,marhal du hourg,depurt,murut,Bourges,labourenrs,da Bourges,hourse,journe,Pourquaoi,oulture,our6f,bourgt,Inourables d'Issoudun,jardin mpour,Noug,journie,rssouree,hourg,ourRIEMIR,our
108,"mbre
Nannetto",exueto,nettoyee,tto,Nannettoe,Etianne,Nannettef,Nunnetto,Nannetts,Nannetto,,,,,,,,,,,,,
109,lembarras,farae do,tarrang,lomhnrras,Piarra,RT MRRR,tarras,,,,,,,,,,,,,,,,
110,hargbr,Berry,jumbe,"-,J",bergbre,bergbr,,,,,,,,,,,,,,,,,
