cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
116.0,farae do,Vars,aratt,trouvara,troeuva,,,,,,,,,,
117.0,depurt,depuia,,,,,,,,,,,,,
118.0,ceher,etle poreher,Aehetez,Maehere,caeher,Haues-loehes,ehevet da,hereher,gaeho,,,,,,
119.0,Iixiar,Tixiar,oflloiar,matra Tixiar,,,,,,,,,,,
120.0,Mapuuvrefille,"puuvres
uo",,,,,,,,,,,,,
121.0,mdecin,m6decins,,,,,,,,,,,,,
122.0,Eatce,gea,Mange,grange el,d6rangeAt,,,,,,,,,,
123.0,chin,Ioshine,Josiphine,Jasphino,,,,,,,,,,,
124.0,maisen,aisn,maiaon,faisais,maieo,maisan,-Mais,- Mtais,aimais-tu,,,,,,
125.0,pus,ipussoeiee,joeie,,,,,,,,,,,,
126.0,Etehaeun,shaeune,ehaeun,Etchaeun,,,,,,,,,,,
127.0,"anfhntsl lle
v 8tre bien contente",puvont pus,Dumiont,ont6,stonttot,aommonoamont des vandunges,montee,,,,,,,,
128.0,la somme,Comment,Comment dane,,,,,,,,,,,,
129.0,oen voudraias pus,Grias,grimuce,,,,,,,,,,,,
130.0,Lon,lon,,,,,,,,,,,,,
131.0,demand6,demandus  la maitress,dEmain,,,,,,,,,,,,
132.0,"Sainte-S-
Ange",Sainte-Solange,sainte-Solange,,,,,,,,,,,,
133.0,Ormenux,Ormaeuux,Ormeuux,,,,,,,,,,,,
134.0,sane uger,Bluanehe,tane6,Jane,,,,,,,,,,,
135.0,Grind-Hail,ahagrin,ohagrin quon,hagrin,ohagrin,rin,ohigrin,,,,,,,,
136.0,maman,Maman,,,,,,,,,,,,,
137.0,marhal du hourg,Bourges,labourenrs,da Bourges,bourgt,hourg,,,,,,,,,
138.0,asast,san,Isanre,asans,dar asans rion,,,,,,,,,,
139.0,frthos,ohoso,,,,,,,,,,,,,
140.0,dangar,cEpendant,vendange,,,,,,,,,,,,
141.0,exueto,"II

---
Jeane",lJeanuet,JEANINR,,,,,,,,,,,
142.0,mareh6 lo beurro,marehand,marehanderai,,,,,,,,,,,,
143.0,habill6e,il6e-la,,,,,,,,,,,,,
144.0,gns,.'Geeseeeeee,eonsere,psgnsee,,,,,,,,,,,
145.0,Ordinaire,lordinuaire,Narie,ILo,Ilordinarie,,,,,,,,,,
146.0,"mbre
Nannetto",Mamnnetta,Mannette,nankin,mbr Nannette,"mre
Nannette",Nannettel,mare Mannette,Nannettoe,Nannettef,"mbre
Nannette",Nannette,Nannetts,Mannette idsvant dngarensement,Nannetto
147.0,ehanvre ataltettohe pat tarre,chvre,vee A,fiivre asi,,,,,,,,,,,
148.0,chneire,veir,eir,,,,,,,,,,,,
149.0,croyez,Voyez,soyes,joyeu,,,,,,,,,,,
150.0,torro,pise de terre,terrOB,terse pei,In terre,,,,,,,,,,
151.0,val,valt,,,,,,,,,,,,,
152.0,bref6,misbre,chbnevibre,pribre,,,,,,,,,,,
153.0,suupauda,pau,st Paul,,,,,,,,,,,,
154.0,ner,bouher uno pibdeoe de,ner  sua,,,,,,,,,,,,
155.0,tlllas,puillasse at une oouverture,llas,,,,,,,,,,,,
156.0,IANNk,n6anne,Etianne,iiaa,Iaanne,lanne,,,,,,,,,
157.0,l'6curie,Isaure,jaurais,aur6,auri,,,,,,,,,,
158.0,lespsi,dress6,bless6,,,,,,,,,,,,
159.0,Conviens,Etienne,Tiensl,Dien,slietiee,Tiens,vtie,"tieNs -
titsft",,,,,,,
160.0,Chasun,nnl,Chamnnlhrs,,,,,,,,,,,,
161.0,Berry,MIERR,Mmie,,,,,,,,,,,,
162.0,surveillanee,s'6éveillant,vEille,,,,,,,,,,,,
163.0,KEt Catherine,autherino garto,pthers,Catherina,therine,,,,,,,,,,
164.0,Sauvez,uvece,couvertuire,,,,,,,,,,,,
165.0,asyhine a san hrae,raegut,l hraselst,san hrae,,,,,,,,,,,
166.0,mbr Nunnette,nettoyee,Nunnette,tto,"charit6 d
lua mbre Nunnetta",Nunnetto,,,,,,,,,
167.0,heura,aeur  Ia,oulture,eur6,eure,,,,,,,,,,
168.0,Crois,Vois-tu,Crois-tu,Sais-tu,,,,,,,,,,,
169.0,lir,rai,etablirai,,,,,,,,,,,,
170.0,mhmeIBANKR VYtVE,femma da Gerbaud,Gerband,,,,,,,,,,,,
171.0,chbvrfauille,eeui,"ontta puillo uu vot
uatte",puille,Iailleurs,ille anit ikee dei,Feuillet,,,,,,,,
172.0,mero,mereie,reluamer,blmer,-Merci,,,,,,,,,,
173.0,Nunnatta,mbre Nannatte,anna,mre Nnnnatto,Nannatte,,,,,,,,,,
174.0,foid,foire proehaine,foiro,,,,,,,,,,,,
175.0,cntimes,aime.l0,coIme,,,,,,,,,,,,
176.0,Ionis,noee,bioen,uu bisn lurl,ai-noeus bion,voeus,,,,,,,,,
177.0,vire,t0 Sire6,Sire,sIrE,,,,,,,,,,,
178.0,yeu eomma,Commae,ommana,,,,,,,,,,,,
179.0,toil,mets-toi,toi,,,,,,,,,,,,
180.0,Argent-,egarde,gargon,,,,,,,,,,,,
181.0,amouR,hourse,Pourquaoi,our6f,jardin mpour,ourRIEMIR,our,,,,,,,,
182.0,Solngo,Cost,Solungo aost li-bas,,,,,,,,,,,,
183.0,Gruand-llail,Jeuan,uand,,,,,,,,,,,,
184.0,eerivit,EER,,,,,,,,,,,,,
185.0,lembarras,tarrang,lomhnrras,Piarra,tarras,,,,,,,,,,
186.0,hargbr,bergbre,bergbr,,,,,,,,,,,,
187.0,h Diu,ai d6 Dit,,,,,,,,,,,,,
188.0,rasenmmoda,as-Or,dras-tu,,,,,,,,,,,,
189.0,vollh,lDieu,"volonta da
Dieu",,,,,,,,,,,,
190.0,chanvsre,rembedes,jumbe,ambeniwsrez,,,,,,,,,,,
191.0,T0IsIMIR,TUlsIkMk 1ANII,IL0ISIkME,,,,,,,,,,,,
192.0,"st tu prlers fisu
aveus",Avez,lo truaversin,Aven,AVez,aveo,,,,,,,,,
