cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
76,"II

---
Jeane",suf-JEANNR EPOLB EP MInE.,NFaN B JIEANNR,Jeanno,s3EANN,Jeanne.]ENANCI D JEANNH,Jeanne6tait,Jeann,lJeanuet,JEANINR,,,,,,,
77,Lon,lon,,,,,,,,,,,,,,,
78,ANTIR,PANTIk,,,,,,,,,,,,,,,
79,eonnaissanee,meissan,ruissau,M,,,,,,,,,,,,,
80,J6,-F,EER,uund,,,,,,,,,,,,,
81,oen voudraias pus,io,etablirai,Dn,rai,,,,,,,,,,,,
82,pltre,maltresse,maltre,ii,Cun-,,,,,,,,,,,,
83,bergbre,hargbr,bergbr,,,,,,,,,,,,,,
84,VOus,Prvt,Noug,Nousla,etJRANR APOUSE,,,,,,,,,,,,
85,heura,coffhe,Is,eure,eur6,aeur  Ia,Isaure,oulture,djh,,,,,,,,
86,n6tsre Voyons,voyagek,envoy6,,,,,,,,,,,,,,
87,quoiquil,luil,lUi]1,,,,,,,,,,,,,,
88,aratt,trouvara,farae do,pya-eit,raegut,,,,,,,,,,,,
89,Ilt,Hlal,m-,,,,,,,,,,,,,,
90,ssir,aussI6t soulo asur,impossiblo,mdecin,e,,,,,,,,,,,,
91,Solungo aost li-bas,dshir6,st houl,Solngo,,,,,,,,,,,,,
92,"st tu prlers fisu
aveus",AVez,Avez,lo truaversin,aveo,Aven,ah,,,,,,,,,,
93,a0,Bourges,bourgt,da Bourges,labourenrs,,,,,,,,,,,,
94,ommana,manquAt,Maman,maman,,,,,,,,,,,,,
95,Voyez,i]1,soyes,nettoyee,joyeu,croyez,,,,,,,,,,,
96,cntimes,coIme,y-,aime.l0,,,,,,,,,,,,,
97,aumne,19S,aid6,,,,,,,,,,,,,,
98,Vons,Lin nisu,Isure,A,monsisur,sora,eonsere,Monsisur,,,,,,,,,
99,asast,Isanre,Y,asans,san,dar asans rion,,,,,,,,,,,
100,Tiensl,Etienne,Tiens,Conviens,"tieNs -
titsft",,,,,,,,,,,,
101,"au-
troes",au-,Vars,"au-
trefois","au-
tres",ILn,fand tres,,,,,,,,,,
102,nnl,hamps,fumer tes champs.-,FIN,"Eh bionl js prendruais un de tss champs on
pnyemnent",Chamnnlhrs,Chasun,,,,,,,,,,
103,Eatce,,,,,,,,,,,,,,,,
104,"E

E","IL M.

2
 
IL
 L
i
 
eT:E",".Est-

I
 
E

E",ceu si e v-,,,,,,,,,,,,,
105,amouR,Pourquaoi,our6f,journe,jardin mpour,our,journie,ourRIEMIR,,,,,,,,,
106,Hautes-kloches,Tes,Io,htes,,,,,,,,,,,,,
107,lDieu,"volonta da
Dieu",Dien,,,,,,,,,,,,,,
108,sIrE,e',Sire,vire,S,t0 Sire6,,,,,,,,,,,
109,mre Nanntte,mre Nainnette,mbre Nanaetts,mbre Nannetto,mra Nanntte,mre Nannette,mbre Nannette,mre Nannett,mbre Nannetta,mre Nannette;A6,,,,,,,
110,de les lyer,bless6,lespsi,lesameliorer,tomhee,,,,,,,,,,,,
111,ESt,hestiaux,ESt-ce,parceeque cest,est6e,Est,maresta plush dannaer,gene,,,,,,,,,
112,Louiso,Louial,grdantlLouis,Louist,buis,louede,Louisjouissait,Iouis,oui80,Louisl,,,,,,,
113,valt,travalil,je nae valais,IA,val,,,,,,,,,,,,
114,t80,runie,meuniere,viwreP,vnie,wtt,frthos,airmonie,,,,,,,,,
115,-Merci,blmer,mero,reluamer,mereie,,,,,,,,,,,,
116,corn0s,ner  sua,Prinnerie,ner,,,,,,,,,,,,,
117,tta hussa at la,tta hussa,tta,,,,,,,,,,,,,,
118,misbre,pribre,SEVI6OR,bref6,n6,chbnevibre,,,,,,,,,,,
119,exueto,allar,alle,alluma,fallt,,,,,,,,,,,,
120,Sauvez,uvece,couvertuire,,,,,,,,,,,,,,
121,leeturo de laete,RT MRRR,aa mMre,iut,ort de sa mhro,,,,,,,,,,,,
122,vaele,grele,LiEelE,,,,,,,,,,,,,,
123,tete,tetel,l etegeet,,,,,,,,,,,,,,
124,"Grand-
Bail",Grand-ai l,Grand-Il,Grand-ai,buas,Durand,Granil,Grand-Hal,Grand-Ai,eourt grand risuo,Grand-,Gruand-llail,Grand Bil,Grund-il,granle,,
125,quolle lo put,vollh,,,,,,,,,,,,,,,
126,voeus,beusg,leuseuse,,,,,,,,,,,,,,
127,t8te,faisais,jaurais,aisn,venais do,- Mtais,Iaisse,horuais,,,,,,,,,
128,pus,joeie,ipussoeiee,,,,,,,,,,,,,,
129,pise de terre,In terre,Berry,terrOB,torro,"N
M",,,,,,,,,,,
130,vtie,petitl,J',slietiee,,,,,,,,,,,,,
131,provins,proat,Ca,proflt,propes,,,,,,,,,,,,
132,IL,s6-,,,,,,,,,,,,,,,
133,tto,vinttn,stonttot,,,,,,,,,,,,,,
134,paruatt,paros,nit do parlsr,Par-,oolfre,,,,,,,,,,,,
135,vioux,biioux,Lo,aecoutumee,Iout,iout,,,,,,,,,,,
136,Ilordinarie,daecord,So-,Ordinaire,lordinuaire,,,,,,,,,,,,
137,moitie,antre moiti6,moiti6,,,,,,,,,,,,,,
138,veir,chneire,eir,uo,,,,,,,,,,,,,
139,maiaon,gehns,maisen,maieo,II,Mn,-Mais,maisan,,,,,,,,,
140,nuttre Tixior,"f
- Muattre Tixier",Mre Tixier,pre Iixier,"pre
Tixier",Muitre Tixer,pre ixier,Ilchu,pre Tixier,"ndri  matue
ixier du",Tixier,,,,,,
141,aimais-tu,Vois-tu,Sais-tu,dras-tu,Crois-tu,,,,,,,,,,,,
142,Iols,Etehaeun,shaeune,Etchaeun,ehaeun,,,,,,,,,,,,
143,gargon,IJae,egarde,dangar,,,,,,,,,,,,,
144,l'italie,italie,,,,,,,,,,,,,,,
145,puvont pus,montee,Dumiont,ont6,,,,,,,,,,,,,
146,Catharine,o6t6,Ctharino,Gatharine,,,,,,,,,,,,,
147,ly,bioen,Ionis,troeuva,ai-noeus bion,uu bisn lurl,,,,,,,,,,,
148,ees ides,nuudes,ambeniwsrez,jumbe,rembedes,,,,,,,,,,,,
149,pus to contraindro,vutra,aharga do asun antratian,llan'y rontrarapus,Remantranaes,ountra,,,,,,,,,,,
150,ten,P,fr,entendro,"anfhntsl lle
v 8tre bien contente",Tene,,,,,,,,,,,
151,llle,fmllleg,u,Rlle,Llle,,,,,,,,,,,,
152,PRBMIIRRE,trs-fort,fortPRMIIRRE,,,,,,,,,,,,,,
153,san mari,asyhine a san hrae,san nonrrimson,san ohupeau,san hrae,san viilage,,,,,,,,,,,
154,marehanderai,mareh6 lo beurro,chanvsre,marehand,,,,,,,,,,,,,
155,Nai,Sylvain,m6decins,ain,lMnnaips,mnains,,,,,,,,,,,
156,uand,LL E,mhmeIBANKR VYtVE,femma da Gerbaud,Gerband,,,,,,,,,,,,
157,mre Nnnnatto,mbre Nannatte,Nannatte,Nunnatta,,,,,,,,,,,,,
158,Diaeu,Ormenux,Ia,maes,Ormeuux,Ormaeuux,,,,,,,,,,,
159,Ieanne vellle,Etianne,avonslEANNE,jeanne7,lanne,n6anne,leanne,Ieanne,dtresse de eanne,Iaanne,betes3EANNR REN,champ de lanne,Jeannel,Jaeanne,,,
160,Ioshine,As,Jasphino,usine6,chin,Josiphine,,,,,,,,,,,
161,- Veux-tu,Veux-tu done faire,,,,,,,,,,,,,,,
162,ellE,io m6-,klle,mademoiselle,Mesdemoiselles,ELlE--,ellae,lshelle,ELLE2,EllE,,,,,,,
163,dress6,Mattresse,Mattre,mattr Tixior,mattref A leglise,mattresss,,,,,,,,,,,
