cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
31,bete ailee,bete crispee,bete,betes,N,,,,,,,,,,,,,
32,d'Italie,Rosalie,g85,rto  IT1,Italie,Rosaliel,italie,,,,,,,,,,,
33,Lllesentit,onle,"n
Lllesentit",Iressentit,Paiul,S1,uo,,,,,,,,,,,
34,"propriet
lene",penetra,Ianene,gane,Athenes,,,,,,,,,,,,,
35,voyagela,deelara,Iy,Elas,Las,IL,Lastique,,,,,,,,,,,
36,maree,rusl cbaree,Paree,Ia,barue,Barbes,,,,,,,,,,,,
37,Ileut,mobile,ILes,EIle,Ilet,,,,,,,,,,,,,
38,meche,caleche,empecher,,,,,,,,,,,,,,,
39,eperdus,Lepere,L,superbel,Leperthuis,CI,,,,,,,,,,,,
40,Laisseles,LAisse-,ilsse,Encaissee,laissantvide,01C1,t0t,,,,,,,,,,,
41,oN,qulon,S',Londres,mequlon,,,,,,,,,,,,,
42,la-bas,".,-",bastia,Jas,,,,,,,,,,,,,,
43,abbé?s,abbe,Abbaye,Ca,rGn,,,,,,,,,,,,,
44,cettelarve,Cettepauvre,Commecette,,,,,,,,,,,,,,,
45,Voyez,Fuyez,Croyez-,,,,,,,,,,,,,,,
46,.G,defaillir,Yontivilliers,taillis,failt,cueillie,,,,,,,,,,,,
47,yIE,YIE,NE YIE,,,,,,,,,,,,,,,
48,val d'Ota,nl,Y,Val,val,d'0Ota,,,,,,,,,,,,
49,Viloise,Pois,hoisie,Crois,Chinois,va',,,,,,,,,,,,
50,Cana,Piana,Ganaehe,e,etluidemana,,,,,,,,,,,,,
51,Lautren',Alautre,bade,s6,Autre-de-chaussée,,,,,,,,,,,,,
52,Ashomnme,E1,ET,soleil surle galet,Le soleil,picd,desole,t le soleil,le soleil,isolees,,,,,,,,
53,Iature,torturee daneoisse,courbaturee,torturee,D,"AI
-",,,,,,,,,,,,
54,coloree,Iit,goree,Chicorees,oree,etole doree,Kg,dore,reel,,,,,,,,,
55,.Et,resignee,éloigneR,JE,Voius vous resignez,,,,,,,,,,,,,
56,Vrillette,Lieille,.88,amille,Yersailles,fmille,eperle  Narseille,Marseille,ille,seveiller,II,loreille,mre Couillard,ouville,VWrillette,,,
57,Adlatde,eternuer.-,ajones,alaternes,Mornes,Verneuil,,,,,,,,,,,,
58,Vois-tu,vOis-a,Trois-Mares,Vois,vOis-a-vis,as304,,,,,,,,,,,,
59,Avee,avee,servee,jE,Savez,,,,,,,,,,,,,
60,colere,Lereste,Leestendres,bruyeres,ler,ceuir a des mysteres,,,,,,,,,,,,
61,Gloderville,Goderville,Fourville,Barville,terre de Barville,Goder-,Va,,,,,,,,,,,
62,Iais,MIais,LMIais,y-,Iaissait,,,,,,,,,,,,,
63,aussit0,"mon-

mniten",hesiter,"t

.E.
2

t",ofice afn d liniter,Mediterranee,hesita,,,,,,,,,,,
64,Comptez,Comprenez,"complai-
nce",,,,,,,,,,,,,,,
65,Varfleur,Soiceur,Deur,ooeur,jeur,ceurs,,,,,,,,,,,,
66,Oubli6,severe,seve,severement enfermee,,,,,,,,,,,,,,
67,Batteville,Attenl,Batte-,attelees,"Batteville.29
UNE VIE
Puis",Qr eombattre,Iabattit,,,,,,,,,,,
68,noueau,Es,beaudoup,e21,la158,10eau,,,,,,,,,,,,
69,Etretat,Eretat,Étretat,,,,,,,,,,,,,,,
70,roninlanoligue,Lehron,Leharen,I208,cslehge,Iii:.i,,,,,,,,,,,,
71,suva,gs,rue du Sauvage,felure du mont,d6-,,,,,,,,,,,,,
72,recut,vecu,Elerecut,,,,,,,,,,,,,,,
73,uelqe troit vallon oh,Allonsl,allongeaitjusqu,alluma,Couillon,,,,,,,,,,,,,
74,Eletot,Iiee,Lttot,Tot,,,,,,,,,,,,,,
75,yiheuar,grace,glacee,fratcheur glacee,Lac,laceouchee,,,,,,,,,,,,
76,pre l,"I
a3
2
L
Wit",apres,Sevres,Apres,l6preuve,Aprks,,,,,,,,,,,
77,candelabres,"menu
labroue",labroue,Rouen,,,,,,,,,,,,,,
78,Cigogne,champagne,Niolo,Cologne,,,,,,,,,,,,,,
79,Dit',T,Dit,Midi,,,,,,,,,,,,,,
80,abregea,siege,gagea,,,,,,,,,,,,,,,
81,h Julien,liemasi-e,Julien,Lieu,blie,,,,,,,,,,,,,
82,hargee,"dejia
hargee",Cargese,,,,,,,,,,,,,,,
83,Pieot,cherie,serdes,miserieorde,calinerie,nousaviserons,,,,,,,,,,,,
84,as-tu,Es-tu,-  Querepondras-tu,,,,,,,,,,,,,,,
85,declara-UNE D1E,une306,lune,ieune,Ljeune,,,,,,,,,,,,,
86,Lltutes,Tes,tetes,Etes,fetes,jetee,,,,,,,,,,,,
87,jEanne,E.isembla a Jeanne,EtJIeanne,anne,Jeannemurmura,UI,Teanne,Or Jeanne,Ieanne,lAPeyre,Jeannel,EH,,,,,,
88,Moi,moiselle,Puiselle,Chambre-aux-Demoiselles,,,,,,,,,,,,,,
89,heuressans,demeuree,uneeure,serrure,eure,dureie,,,,,,,,,,,,
90,remieres ereatures,qtlil,Reminil,Lepremier,premiere,Mie,ca,,,,,,,,,,,
91,Mtais,saisit126,Nais,Puais,fSais,implora;mais,G,etais,,,,,,,,,,
92,coup.-,secouee,"écoutez-moi
ien  Yous",accoutumee,Coutelier,abimee,,,,,,,,,,,,
93,Saint-Leonard,Donoe,Napoleonl,Leopold-,eonn,Aeondes,,,,,,,,,,,,
94,jetee blanche,AH,"uneaie tete de
poule  huppe blanche",la manche,manche,Inchit,,,,,,,,,,,,
95,"sit0t.
Est",Cest,abestan,domestiqes,ESt-ce,Est,,,,,,,,,,,,
96,vOulez,e.,vOulez-,vOUlez,soulevee,Paulet,Poulet,,,,,,,,,,,
97,aims,dormante de cetle,Pas de lune,pays de Caux,Lpays,golfe de Sagone,,,,,,,,,,,,
98,Sainte-Hélène,- Ah,Romaines,Dn,Demain-,yetx,Maie,I maiaon,Soudain,,,,,,,,,
99,breviaire,revolteo,imprevue,rev6s,,,,,,,,,,,,,,
100,auraitbesoin,noes,Aucunbesoin,lesoitriers,a-t-ilbesoin,,,,,,,,,,,,,
101,Etusnd,"or-
nierela",Darriere,barriereblanehe auxpiliersde hrique,Darriere blanche,barriere,,,,,,,,,,,,
102,Amerique,Pyrame,Madame.on,hameau de,,,,,,,,,,,,,,
103,esgenoux,genS,Ies genoux,,,,,,,,,,,,,,,
104,Ientlans,tienT,Uiente,Ami,tiede,Bientot,C'6étaienT,,,,,,,,,,,
105,Qestla Corse,v1E,Corse,Corsel,la Corse,l-bas en Corse,La Corse,,,,,,,,,,,
106,Ilne,Ledlner,rai-LNE VE,,,,,,,,,,,,,,,
107,abbe Tolbiac,Tolbiac,Tolbias,,,,,,,,,,,,,,,
108,Enjamber Un Fleuve,mer par-dessus,mer sem6e,liAes,m1,el,omer,,,,,,,,,,,
109,Beelzebuth,Ilbalbutia,balbutiont,,,,,,,,,,,,,,,
110,le-I,perret,Angleterre,atterres,ns  terre,Qrti,,,,,,,,,,,,
111,outle,etle,Laroute,,,,,,,,,,,,,,,
112,Grâce,Yport,Importe,fort rouge,m-,h Yport,Ykport,,,,,,,,,,,
113,mariez-les,marmiton,Mars,"moi.n

marguisese",,,,,,,,,,,,,,
114,fecondee,F6camp,Fecamp,phare de Fecamp,,,,,,,,,,,,,,
115,unle Havre,le Havre,rue du Havre,au Havre,du Havre,,,,,,,,,,,,,
116,aec,leuse,bonte,meuse,honteuse,montee,,,,,,,,,,,,
117,Meis,nnie,loinUNIE,Aloin,"loi,-la",,,,,,,,,,,,,
118,conge,Songe,Picot,Vauds,ongeur,Songez,S-,,,,,,,,,,,
119,sonnern,aee,mignonne,Mignonne,,,,,,,,,,,,,,
120,Quittez-le,G55,Cequilui,P,tqui,rosinquil,quie,saleequi,,,,,,,,,,
121,plus?n,Is proehe,BOis,boiS,bois bruni,bois du siege,,,,,,,,,,,,
122,teten,tete egaree,tete,tete  labri,Ia tete,,,,,,,,,,,,,
123,Donc,renonc6,,,,,,,,,,,,,,,,
124,SesCiSea,auxeglises,Lise,Leglise,amollis,alIS,,,,,,,,,,,,
125,Ilbattait,Itraitait,Cgtait,un320,guoi,Bentait,Ltait,,,,,,,,,,,
126,becota,Is,pibece,Bolbec,piece,,,,,,,,,,,,,
127,tourh,couruta,Pourriez-,AmOUR,mourpra,,,,,,,,,,,,,
128,paeo,gie,el haut,LÀ-haut,"I
Haut
G2",Ilfaut,Hauts jusqul,,,,,,,,,,,
129,collee,Bassolle,Folle,Rollebose,,,,,,,,,,,,,,
130,ns,fSacre-Cœur,Aassacre,baptisa  Massacre,Sacre-Coeurelle,,,,,,,,,,,,,
131,Crott,Yauseotte,gotts,Oh2,,,,,,,,,,,,,,
132,Ee,chateau,ehateau,hate,ehatealu jusu',,,,,,,,,,,,,
133,tomb6,cambree,Ombre,,,,,,,,,,,,,,,
134,"I
Eux",exageree,Eux,ceremonie,beret,Ladultere,ereux,hereher,,,,,,,,,,
135,teauqui,au chteau,chteau,teat,le chteau,,,,,,,,,,,,,
136,"I
N
A",Normande,Normandie,S0ui,ormir,Normand,,,,,,,,,,,,
137,G',Maleleines,I140,seio,.l,hein,Seine,la Seine,,,,,,,,,,
138,nne,Inne,enne,,,,,,,,,,,,,,,
139,Rienne,RIen,Oriental,,,,,,,,,,,,,,,
140,ayssnsimpaesiblesIa,Saorebleu,Ble,,,,,,,,,,,,,,,
141,laant remarue,mont Riboudet,repise ar n psesant,Pis,TAnt Pis,,,,,,,,,,,,,
142,detail,Iktailx,Pail,,,,,,,,,,,,,,,
143,Voyons,mons,Réponds,onsulte,Lapons,,,,,,,,,,,,,
144,ai eu froid,OUi-,buis,RRoi-Louis,"I 
1P",Roi-Louis,,,,,,,,,,,,
145,Allemagne,Blle,Allez,lle,alleroir,lle apercut,Rlle,c0,Llle,llene,,,,,,,,
146,greniern,Grece,Malgre,gre,,,,,,,,,,,,,,
147,teut,Attiree,attiree peut-etre,,,,,,,,,,,,,,,
148,c0t,0tel,C0te  cbte,c0tu,C0te,,,,,,,,,,,,,
149,-  Pas,Iisoslie,MIis,Iis,,,,,,,,,,,,,,
150,souenir,Provence,venirs,Llouvenit,,,,,,,,,,,,,,
151,Loir,soiree,choire,eroire,,,,,,,,,,,,,,
152,Lor,Aors,aLOrs,,,,,,,,,,,,,,,
153,oach6,laches,Ganache,Sachez,,,,,,,,,,,,,,
154,"nereeonnis
i petite mre",artit,I petite Corse,Ila  Petite,be-,,,,,,,,,,,,,
155,san regard,gardE,gardee,egarde,,,,,,,,,,,,,,
156,Autrot,trot,sasrrot,,,,,,,,,,,,,,,
157,I,,,,,,,,,,,,,,,,,
158,PuIs,ssison,Lison,Puison,,,,,,,,,,,,,,
159,uand,guand,,,,,,,,,,,,,,,,
160,Drnee,Chine,Divine Mansue-,ostinee,eosinee,,,,,,,,,,,,,
161,Alber-,Gilherte,comtesse Gilberte,O,rs,Gilberte,,,,,,,,,,,,
162,calm6,calme-toi,,,,,,,,,,,,,,,,
163,au-,detNE viE.,"au-
I
L
214
UNE vIE
tour de cette chair inanimee",tina,,,,,,,,,,,,,,
164,venements,gemeht,frolement,,,,,,,,,,,,,,,
165,"I

L.0",Is traversbrent,tvers,Lhiver,vert-de-gris,Versneuf,,,,,,,,,,,,
166,Ls,veux-tu,s6-,Veux-tu,,,,,,,,,,,,,,
167,"fosse des
oillard",gaiete,grosse gaiete,,,,,,,,,,,,,,,
168,chezla,Roche-Aubert,Corniche,lche,,,,,,,,,,,,,,
169,A,aspeet,cmpeene,oceupees,enveloppee,,,,,,,,,,,,,
170,Inntre,cntra,Notre-Dame du Gros-Ventre,Rentrons,concentree,sentr',L176,Entrezl,bete eventree,entrE,,,,,,,,
171,Iardin,rdin,,,,,,,,,,,,,,,,
172,EH Bien,Bien,Bien.il,"II
I","II
I
N
BIen",,,,,,,,,,,,,
