cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
64,eperle  Narseille,Lieille,Fourville,seveiller,Marseille,ille,Barville,Batteville,Yersailles,VWrillette,fmille,loreille,ouville,amille,Varneville,Vrillette,,
65,resignee,éloigneR,Cologne,Éloignait,,,,,,,,,,,,,,
66,Niolo,Lor,aLOrs,implora;mais,,,,,,,,,,,,,,
67,Auun,au-,nouveau-nes piaulants,Vauds,,,,,,,,,,,,,,
68,Naples,Les,Ble,ayssnsimpaesiblesIa,mariez-les,lesoitriers,Ryales,ILes,Peples,,,,,,,,,
69,comtesse Gilberte,Roche-Aubert,Gilberte,5Z,Gilherte,Alber-,,,,,,,,,,,,
70,domestiqes,"sit0t.
Est",Est,Cest,ESt-ce,abestan,,,,,,,,,,,,
71,labaronne,haron,haronne,,,,,,,,,,,,,,,
72,Grece,L176,rev6s,I94,gre,greniern,Grâce,Malgre,,,,,,,,,,
73,"uneaie tete de
poule  huppe blanche",revolteo,Cettepauvre,eternuer.-,Ia tete,tetes,cettelarve,tete egaree,tete,teten,tete  labri,0tel,teut,jetee,cbte,g85,,
74,Londres,fecondee,Aeondes,paeo,,,,,,,,,,,,,,
75,Poulet,vOUlez,soulevee,vOulez,vOulez-,,,,,,,,,,,,,
76,CI,Ajaccio,Cigogne,,,,,,,,,,,,,,,
77,mequlon,qulon,,,,,,,,,,,,,,,,
78,Croyez-,Voyez,Fuyez,voyagela,,,,,,,,,,,,,,
79,Saorebleu,dore,reel,goree,exageree,oree,P,Chicorees,etole doree,coloree,,,,,,,,
80,rdin,Iardin,,,,,,,,,,,,,,,,
81,guoi,uo,,,,,,,,,,,,,,,,
82,Julien,h Julien,,,,,,,,,,,,,,,,
83,nenetre,"propriet
lene",Ianene,penetra,,,,,,,,,,,,,,
84,seve,mer sem6e,severe,severement enfermee,Lhiver,Sevres,,,,,,,,,,,,
85,noes,mer par-dessus,Lltutes,Mornes,Athenes,pides,Es,Barbes,esespeir,Vues,liAes,Ies,Tes,ajones,,,,
86,artit,psrt,Qrti,,,,,,,,,,,,,,,
87,RRoi-Louis,Roi-Louis,,,,,,,,,,,,,,,,
88,histeire,breviaire,obeir,rirE,Desire,SIre,l'Empire,O,bir,,,,,,,,,
89,Importe,fort rouge,h Yport,Yport,Ykport,,,,,,,,,,,,,
90,ssison,Lison,PuIs,Puison,,,,,,,,,,,,,,
91,"nereeonnis
i petite mre",I petite Corse,Ila  Petite,,,,,,,,,,,,,,,
92,Mediterranee,Midi,Dit',Dit,,,,,,,,,,,,,,
93,Peuple,oceupees,Peul,Peuplesl,,,,,,,,,,,,,,
94,chezla,.sa,laches,Ganache,oach6,Sachez,Sa336,,,,,,,,,,,
95,Cri-,san,boulangere,Ptrange,Crisange,echangee,,,,,,,,,,,,
96,baptisa  Massacre,Aassacre,fSacre-Cœur,Aa,,,,,,,,,,,,,,
97,"AI
-","I
a3
2
L
Wit","I
L","I
N
A",,,,,,,,,,,,,,
98,Oh2,Provence,Providence,,,,,,,,,,,,,,,
99,bosquet,Lrsquon,Lrsque,sa`easquette,".,-",Quelquefois,m1,,,,,,,,,,,
100,consolait:-,prep araitsa  botte,Bentait,Ieehait,Itraitait,vaitueet,Ltait,Cgtait,voyaiti,Allait-Royal,faitl,Ilbattait,,,,,,
101,E,Attiree,Iabattit,attiree peut-etre,,,,,,,,,,,,,,
102,courbaturee,Iature,torturee,torturee daneoisse,,,,,,,,,,,,,,
103,labroue,souenir,Laroute,Rouen,noueau,Roeuent,"menu
labroue",,,,,,,,,,,
104,laceouchee,fratcheur glacee,Lac,grace,glacee,,,,,,,,,,,,,
105,Teanne,Jeannel,anne,gane,jEanne,EtJIeanne,Or Jeanne,E.isembla a Jeanne,Ieanne,,,,,,,,,
106,Etouvent,venirs,Llouvenit,,,,,,,,,,,,,,,
107,le-I,E-,be-,calme-toi,,,,,,,,,,,,,,
108,AH,D,- Ah,,,,,,,,,,,,,,,
109,Cana,Ca,ca,calm6,,,,,,,,,,,,,,
110,aec,pibece,Pieot,piece,,,,,,,,,,,,,,
111,uelqe troit vallon oh,suva,"val d'0t.
En arrivant",val,va',Va,Val,val d'Ota,G55,,,,,,,,,
112,amazone,alluma,Flamands,Damas,Divine Mansue-,maman,etluidemana,Ami,Mamanln,,,,,,,,,
113,failt,E5s,Il-:2,qtlil,Ilfaut,IL,ilsse,Pail,D1IL,,,,,,,,,
114,jauirai,S0ui,Quittez-le,tqui,quie,01C1,Cequilui,OUi-,UI,igugui,,,,,,,,
115,"5:,:.G",.G,,,,,,,,,,,,,,,,
116,la Seine,hein,Maleleines,Seine,seio,Chine,,,,,,,,,,,,
117,Inchit,Romaines,Sainte-Hélène,Demain-,In,Soudain,sapins,tina,,,,,,,,,,
118,Autre-de-chaussée,Lautren',Latre,Alautre,apparaltre,,,,,,,,,,,,,
119,tiede,frolement,entie-.-,Dentu,Ientlans,tienT,C'6étaienT,Uiente,Oriental,venements,,,,,,,,
120,"écoutez-moi
ien  Yous",Vousne,nousaviserons,Voius vous resignez,VOus,us,,,,,,,,,,,,
121,rd dola,roninlanoligue,nola,,,,,,,,,,,,,,,
122,Comptez,Comprenez,imprevue,"complai-
nce",,,,,,,,,,,,,,
123,alleroir,m-,ai eu froid,choire,eroire,soiree,,,,,,,,,,,,
124,jetee blanche,manche,la manche,France,,,,,,,,,,,,,,
125,Llenfant,enFant0m,enfants?n,,,,,,,,,,,,,,,
126,d'Italie,italie,Italie,,,,,,,,,,,,,,,
127,loinUNIE,Loir,Aloin,"loi,-la",,,,,,,,,,,,,,
128,tvers,Verneuil,Versneuf,,,,,,,,,,,,,,,
129,"lalande
 Parfois",Paris,Parfois,enlaceesparfois,,,,,,,,,,,,,,
130,empecher,caleche,lche,meche,,,,,,,,,,,,,,
131,Brise-,Rriseville,Briseville,"Batteville.29
UNE VIE
Puis",gare de Beuzeville,Brisseville,,,,,,,,,,,,
132,SesCiSea,auxeglises,Leglise,alIS,"moi.n

marguisese",Lise,,,,,,,,,,,,
133,10eau,le chteau,au chteau,chteau,teauqui,beaudoup,,,,,,,,,,,,
134,aideo,Adlatde,deide,candelabres,Adelaide,bade,deelara,,,,,,,,,,,
135,coup.-,"curé.n
Huit jours",Bourse,couruta,Coursil,,,,,,,,,,,,,
136,isolees,t le soleil,desole,Le soleil,soleil surle galet,Kg,le soleil,,,,,,,,,,,
137,aueun,Ljeune,ieune,lune,declara-UNE D1E,une306,,,,,,,,,,,,
138,Ledlner,Ln,rai-LNE VE,Ilne,,,,,,,,,,,,,,
139,AmOUR,fSurprise,L,mourpra,,,,,,,,,,,,,,
140,siege,rue du Sauvage,bois du siege,,,,,,,,,,,,,,,
141,ofice afn d liniter,aussit0,hesita,hesiter,,,,,,,,,,,,,,
142,entemps,S',temps',,,,,,,,,,,,,,,
143,mont Riboudet,bonte,haron monterent avee,felure du mont,montee,,,,,,,,,,,,,
144,"I
Eux",yiheuar,ereux,Eux,I140,,,,,,,,,,,,,
145,Trois-Mares,marmiton,Paree,rusl cbaree,barue,Mars,maree,,,,,,,,,,,
146,"I 
1P",l.,"I

L.0",,,,,,,,,,,,,,,
147,heuressans,Soiceur,Deur,ceurs,Ildemeura,demeuree,jeur,dureie,Sacre-Coeurelle,Varfleur,eure,serrure,ooeur,uneeure,,,,
148,Hauts jusqul,"I
Haut
G2",el haut,LÀ-haut,,,,,,,,,,,,,,
149,Mignonne,mignonne,,,,,,,,,,,,,,,,
150,bete ailee,bete crispee,bete,fetes,Ls,betes,Etes,,,,,,,,,,,
151,laissantvide,Laisseles,Encaissee,LAisse-,,,,,,,,,,,,,,
152,terre de Barville,Gloderville,Goderville,Goder-,,,,,,,,,,,,,,
153,voilÀ,voitre,Voilh,Evoie,Bravo,Voil,,,,,,,,,,,,
154,sasrrot,Crott,Ro-,Autrot,trot,,,,,,,,,,,,,
155,veux-tu,E1,Veux-tu,,,,,,,,,,,,,,,
156,I.I,"E
E'
I",G',"R.:I


E
i.
t.A
I",,,,,,,,,,,,,,
157,becota,S1,picd,Picot,,,,,,,,,,,,,,
158,guand,uand,,,,,,,,,,,,,,,,
159,tomb6,abregea,cambree,Qr eombattre,Ombre,,,,,,,,,,,,,
160,Réponds,eonn,I maiaon,Donoe,Madame.on,Donc,eaon,Religion,onle,renonc6,oN,,,,,,,
161,lle apercut,Rlle,Folle,Rollebose,Allemagne,Llle,Bassolle,Blle,collee,llene,Allez,lle,,,,,,
