cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
56,Burnet,Luxembourg,Journals,Melbourne,,,,,,,,,
57,Mauritania,Neapolitan,Hindostan,,,,,,,,,,
58,De Lome,Mahomet,Rome,,,,,,,,,,
59,Cadiz,Piccadilly,,,,,,,,,,,
60,Wilkie,Cottage,Potts,Wotton,,,,,,,,,
61,Melton,Shabbyton,Brighton,Palmerston,Eaton,Carlton Gardens,,,,,,,
62,Inferno,Monmouth,Heroes,Italy,Southern Italy,South,,,,,,,
63,St. James’ Street,"St. James’s
Square",Nemesis,"St. James’s
Street",St. James’s,St. James,,,,,,,
64,Leontius,Windsor rang,"Windsor
Park",Study,Windsor,,,,,,,,
65,Chudleigh,Clarendon,Babylon,LoNdon,LONDON,Barcelona,Blenheim,London,,,,,
66,St. Petersburg,Edinburgh,Augsburg,"St.
Petersburg",,,,,,,,,
67,Torquamada,Saxon,Aquatic,Louis Qua-,,,,,,,,,
68,Forum,Oxford,Dartford,Bradford,,,,,,,,,
69,midland county,the County Chronicle,the County of,,,,,,,,,,
70,Venetian Republic,the Republic of Paris,the Venetian Republic,,,,,,,,,,
71,Barony,Lazaroni,Byron,Troy,Throne,,,,,,,,
72,Naples Sidonia,Siponia,Medina Sidonia,Rigbys,Sidonia,,,,,,,,
73,Lucretia,Loretta,,,,,,,,,,,
74,Ill.,Salt Hill,Philip,Phillippics,"Salt
Hill",Hilloa,,,,,,,
