text,cluster
in-3,46
In-1E,46
in-8-,46
Sautant,47
d6-,47
ecouta,47
Cordoue,47
nutah,47
lout,47
liennes,48
Donnez,48
Iennedy,48
Vienne,48
chene-liege,48
nedy,48
curubine,49
Och 1l,49
chine,49
Chinois,49
chichikoues,49
fievre,50
aeuvre,50
euvre,50
tete,51
nu-tete,51
Azteques,51
Iete,51
c6te,51
jaccepte,51
deterine,51
tete haute,51
- Arretez,51
ciell Etes,51
LaTete,51
Tete,51
inveteree,51
nete,51
- Remettez,51
srete,51
suite2,51
machete,51
anxiete,51
ter  cette operation delicate,51
surete,51
Jesu-,52
au-,52
"au-
cun",52
"au-
tre",52
Lu-,52
Babillard7,53
Ab59,53
Babillard,53
Bar,53
Babil-,53
laboya,53
I09,53
Tete d'higle,54
Iete d'Aigle,54
Tete d'Aigle etle Ceur,54
piste de la Tete d'Aigle,54
La Tete d'Aigle,54
Tete d'Aigle,54
"Tete
l'Aigle",54
"Tete
d'Aigle",54
Tete d'Aiglel,54
Tele d'Aigle,54
Iete dAigle,54
La Tele d'Aigle,54
Tete d' Aigle,54
achet8,55
Tachez,55
Caches,55
Apaches,55
Chacun,55
Eh,56
Ouaklehno,56
noux,56
Ouaktehno,56
Oualtehno,56
l'aieul,57
reunis,57
reunie,57
DieuI,57
lagonie,57
reunion,57
brunie,57
Dieune,57
Pawnies,57
Le soleil,58
Soleil,58
le soleil,58
le Soleil,58
Le Soleil,58
soleil,58
bellel,59
chevel,59
Guadeloupe,59
Helasl,59
et6e relabli,59
delices,59
el,59
Elan,59
vengel,59
justel,59
Rafael,59
Dej,60
depit,60
-DE,60
de226,60
pe-DE,60
a-DE,60
Mexique,61
Pacifique,61
l'Amerique,61
l'Afrique,61
Utique,61
Amerique,61
I107,61
sophiquementle,61
l'Amerique du Sud,61
"A-
merique",61
Amerique du Nord,61
Aerique,61
Amerique du Sud,61
Buluque,61
Merced,61
forlune,62
lune,62
mune,62
etaitune,62
Aucune,62
Lejeune,62
Lune,62
quelajeune,62
jetne,63
orne,63
gne,63
lsa duegne,63
mignonne,63
batie,64
nation258,64
Natosh,64
Denomination,64
sgnt9 piation,64
Caeur Loyal,65
Ceur Loal,65
"Cer
Loyal",65
Ceur Loyal,65
Cceur Loyal,65
Gaeur Loyal,65
eur Loal.ts,65
Ceur Ioyal,65
hacienda del Milagro,66
LHACIENDA DEL MILAGR0,66
A minuit,66
del Milagro,66
Iadiens,67
ganado,67
Canadienne,67
Flora meicana,67
Canadien,67
Canadisn,67
3r,67
Canalien,67
TAPPEURS,68
"quelques386
LES TMAPPEURS",68
ILES TRAPPEUR9,68
ITAPPEUR9,68
IES ITAPPEURS,68
LES T3APPEURS,68
"prairie168
LES TAPPEURS",68
IES TAPPEURS,68
".--EeA20
LEs TRAPPEURS",68
IES TAPPEURS DE L'AIKANSAS,68
ILES TAPPEURS,68
"TAPPEURS
- Voici",68
"dupe,60 tES TAPPEURS DE LAKANSAS",68
ecria,69
decoloree,69
decrire,69
Derrire,69
45 I.,70
-iiiiiii.ii,70
yII,70
MAUDII,70
Loyl,71
Allons,71
Mlon,71
falo,71
Lon,71
fagon,71
lons,71
on118,71
bon3,71
Lorsqe,71
- Allonsl,71
grats,72
songrand,72
Abandonnera,72
conde,72
demander7,72
Grand Chef des Aueas,72
Grande,72
bandilts,72
A6,72
gand,72
Tres-bien,73
mornes,73
entrecoupee de montagnes,73
Quale pcrsonnes pirent,73
nenl,73
frenesie,73
I39,73
cene,73
Fenes,73
renes,73
renonca,73
cetle,74
etle,74
Etle,74
et6e,74
et106,74
metropole,74
Sermon,75
Hermosillo,75
dHermosillo,75
Hatez,76
hate,76
Plateros,76
Iateros,76
Createur,76
hatto,76
z':;.-,77
"-
-",77
"..-
-",77
Espagnols,78
d'Espagne,78
1Espagnol,78
Espagnol,78
Espa-,78
C,78
Coutrairement,79
meme360,79
extremitles,79
extreme,79
trempee,79
Guadalazara,80
"capitaiue
Aguilar",80
Aguilar,80
Rio Gila,80
palais quil,80
piste des Comanches,81
Comancnes,81
BAzANcor,81
Coman-,81
Comanchessont,81
Comanche,81
Les Comanches,81
"Coman-
ches",81
Comanches,81
manche,81
degont,82
Monte,82
"TRAPPEUIS
- Et sur quoi l'interrogeait-il, mon enfant",82
Conment,82
tont,82
montee,82
Aussit0,83
lassassin,83
Assini0oins,83
Mississipi,83
possible7,83
Assis,83
Sij,83
desert deroulait,84
sert7,84
Bermudez,84
Etudes,84
desertee,84
desert,84
.1n,84
ovol,85
Voulez,85
lez,85
volez,85
Voyez,85
Revoluuon,85
colere,85
TIAPPEUS,86
TIAPEUS,86
IAPPEUnS,86
Ia,86
TAPEUS,86
TAPPEU9,86
rue du Rosaire,87
Etats de Durango,87
grotte du vert de gris,87
CAYERNE DU YERT DE GRIS,87
grotte oh lejour,87
Vert de gris,87
Linterieur,88
conteni,88
"demarche
tentee",88
escortee,88
textevenu,88
lentree,88
tentee,88
Quarante,88
nantes,88
dentee,88
piste des jaguars,89
teau de I'ouest,89
piste de la,89
grolte de la riviere,89
golfe de Cali-,89
rue de l'Ahhaye,89
c0te du Cerro de la campana,89
nes de l',89
avecun sang,90
vecu,90
gsece,90
comber,91
"accoutumes a bra-
ver",91
- Accompagnerai,91
accompagnes,91
p e,92
Hoyiu,92
Ilisoia e la Hoyiu,92
- Partez,93
partenanl,93
Partez,93
iransporter,94
7I,94
regler,94
Angleter e claux,94
regle,94
Angleter,94
Angleterre,94
Anglelerre,94
Quoi7,95
emouvoir,95
lapercevoir,95
hravo,95
vo,95
voi,95
Devois,95
Voil,95
Voilh,95
Gambusino,96
nosn,96
Gambusinos,96
gambusinos,96
poussat,97
assezlourd,97
Pompadour,97
Russe,97
us,97
vousinteressez,97
Pousse,97
cmp,98
campague,98
cambree,98
campagae,98
camp,98
campana,98
"campI
- Pardieul",98
"Tele
d'Aigle",99
l'Aigle,99
Aiglel,99
Aigle,99
LAlIKANSAS5,100
LARKANSAS5,100
Aransas,100
Psysans,100
Arkansas,100
sarrange,100
ARKANSAS5,100
IAKANSAS5,100
J1,100
AIKANSAS5,100
"celle-l.
Dona Luz",101
Iuz,101
DonaLuz,101
Luz,101
somme ren-DE L'AIIKANSAS,102
interrom-DE LARKANSAS,102
mortlDE ILARKANSAS,102
oublielDE LARKANSA,102
pre-DE LAIANSAS,102
LAKAN5AS,102
complele-DE LAHRANSAS,102
LL-DE LARKANSAS,102
ani-DE L'AlANSAS,102
pa-DE L'AKANSAS,102
g-----,103
--Je,103
---,103
.--c,103
senora,104
ssor,104
Etat de Sonora,104
Sonora,104
raisonl936,104
sion indienne,105
Indiennes,105
Les Indiens,105
Inde,105
joindre.16,105
L'Indien,105
Indiens,105
Indies,105
Dienu,105
Indien,105
Indens,105
Lapluie,106
tqui,106
alluma,106
puisqae,106
alc0ve,106
luil,106
traluit du banois,106
alumet,106
alui,106
Jupiter,107
hesita,107
Nhesitez,107
tercushenan,107
hesiter,107
VI,108
lavie,108
vie?Je,108
vie.vI,108
viel,108
Vieme,108
La Providence,109
"ha-
cendero",109
Prompt,109
Providence,109
ge-t38,110
t38,110
Phebe,111
le btcher,111
echo,111
Quebec,111
cher,111
Lherbe,111
breche,111
beche,111
commuaute,112
s0mme8,112
Nonchalamment,112
commengca,112
so,112
nomer,112
Hommes,112
somme,112
nousvoulonsjouir,113
ecroula,113
couleau,113
etouffe,113
toul,113
T0RTUHL,114
Ooah,114
Ooouhl,114
cetle expedition,115
Pitic,115
Conditiou,115
lexpedition,115
IES,116
le-,116
Familles,116
J',116
Cordilleres,116
uyes,116
t.es,116
ABBILLEs,116
Miracle,116
Eshis,116
arreles,116
Tousles,116
les96,116
les Incas,116
LES,116
stacles,116
Ls,117
porls,117
Chimborazo,117
orlre,117
borls,117
CGana-,118
m-,118
Pana-,118
sa-366,118
Ba-,118
Ra-,118
"la-
ble",118
A-,118
guer-,119
trigue,119
- Guerriers,119
severe,119
juez,119
Guere,119
perils,120
Leperos,120
perdu1,120
ler,120
lepero,120
Cl,121
laprairie,121
prairie168,121
I o,121
Negrier,121
choire,121
plusvariee etla,121
clairiere oi,121
