cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
45.0,g-----,,,,,,,,,,,,
46.0,pa-DE L'AKANSAS,ani-DE L'AlANSAS,LAKAN5AS,somme ren-DE L'AIIKANSAS,,,,,,,,,
47.0,nutah,Sautant,ecouta,,,,,,,,,,
48.0,"Eh bien 
- Il",Bientt,Tres-bien,"anveeraoosent
-",Bientot,Combien,bient0ts',CcHATIIENT,bientot,,,,
49.0,sauvee.3:8,sauverail,,,,,,,,,,,
50.0,Societ,anxiete,Iete,,,,,,,,,,
51.0,yres,vousinteressez,Congres,Eures,Mlcoires,,,,,,,,
52.0,d'Espagne,Espagnols,1Espagnol,Espa-,Espagnol,,,,,,,,
53.0,Phebe,ephemere,nomer,meme360,rancon de ma mere,,,,,,,,
54.0,Ra-,"accoutumes a bra-
ver",,,,,,,,,,,
55.0,jaccepte,cepays,,,,,,,,,,,
56.0,nantes,tercushenan,Quarante,,,,,,,,,,
57.0,---,,,,,,,,,,,,
58.0,garon,egaree,Regardez,Bermudez,Accordez,,,,,,,,
59.0,Caballero,calle San-Agustin,Allemagne,alle,alluma,,,,,,,,
60.0,retirez,Etil,"pre-
caire",choire,,,,,,,,,
61.0,lhacienda,LHACIENDA,cienda,,,,,,,,,,
62.0,lons,mons,nousvoulonsjouir,Lon,- Allonsl,Allons,Mlon,,,,,,
63.0,hravo,complele-DE LAHRANSAS,pre-DE LAIANSAS,complele,,,,,,,,,
64.0,Voyez,moyen3,c0loyer,,,,,,,,,,
65.0,"la-
ble",possible7,opposee,Aussit0,,,,,,,,,
66.0,prairie168,"prairie168
LES TAPPEURS",parole168,laprairie,,,,,,,,,
67.0,A15,A157,,,,,,,,,,,
68.0,Mlalheureusement,"n0
Eusebio",precieuse,Syracuse,breuse,"rendaientsongeuse
i190",,,,,,,
69.0,- Guerriers,guer-,trigue,Guere,,,,,,,,,
70.0,le-,Luz,"celle-l.
Dona Luz",DonaLuz,,,,,,,,,
71.0,extremitles,trempee,extreme,- Remettez,Coutrairement,,,,,,,,
72.0,sarrange,Frangais,Francais,Durango,France,,,,,,,,
73.0,vages,CGes,Carthage,yisage3,,,,,,,,,
74.0,lexpedition,cetle expedition,,,,,,,,,,,
75.0,dentee,escortee,tentee,"demarche
tentee",,,,,,,,,
76.0,LaTete,Tete,nu-tete,tete haute,tete,,,,,,,,
77.0,Plateros,Iateros,,,,,,,,,,,
78.0,Pana-,ganado,CGana-,gand,,,,,,,,,
79.0,porls,borls,orlre,,,,,,,,,,
80.0,"capitaiue
Aguilar",Aguilar,Rio Gila,,,,,,,,,,
81.0,interrom-DE LARKANSAS,IAKANSAS5,mortlDE ILARKANSAS,LARKANSAS5,Arkansas,AIKANSAS5,LL-DE LARKANSAS,ARKANSAS5,Aransas,oublielDE LARKANSA,LAlIKANSAS5,,
82.0,appuyee,uyes,,,,,,,,,,,
83.0,campagae,camp,campana,campague,,,,,,,,,
84.0,i-12,In-12,In-1E,,,,,,,,,,
85.0,Babillard7,Babil-,Babillard,,,,,,,,,,
86.0,deterine,Angleter,Angleterre,inveteree,Anglelerre,Angleter e claux,,,,,,,
87.0,Pitic,depit,Jupiter,- Caspita,,,,,,,,,
88.0,Conment,Nonchalamment,renonca,,,,,,,,,,
89.0,Gambusino,gambusinos,nosn,Gambusinos,,,,,,,,,
90.0,"-
-","..-
-",,,,,,,,,,,
91.0,beche,echo,breche,,,,,,,,,,
92.0,penetra,frenesie,Fenes,renes,cene,,,,,,,,
93.0,in-8,2v.in-8-,in-8-,,,,,,,,,,
94.0,Americains,Lanceros mexicains,Iexicaine,Mlexicains,Les Mlexicains,Mexicains,Meicains,gamUusinos mexicains,camp des Mlexicains,,,,
95.0,lance avanl,Yivant,Avantde,avanca,,,,,,,,,
96.0,mornes,orne,,,,,,,,,,,
97.0,Mrisait,faitl,etaitune,,,,,,,,,,
98.0,Llan,Elan,Cepenlant,Helasl,,,,,,,,,
99.0,jetne,prets,jets.3l,,,,,,,,,,
100.0,lepero,Leperos,,,,,,,,,,,
101.0,- General,general3,general,,,,,,,,,,
102.0,Leil,Le soleil,soleil,le Soleil,Soleil,le soleil,Le Soleil,,,,,,
103.0,ILe,ILES TRAPPEUR9,LEs TRAPPEUS,ILES TRAPPEUnS,".--EeA20
LEs TRAPPEURS",IAPPEUnS,,,,,,,
104.0,Mezcal,triarcal,,,,,,,,,,,
105.0,Peaux Rougesetles,"Pe-
rou",Peaux Ronges,Peaux Rouges7,Peaux Rouges,,,,,,,,
106.0,LES,Tousles,ABBILLEs,"conseil.278
LES",arreles,les96,Familles,,,,,,
107.0,lequilibre,tqui,palais quil,,,,,,,,,,
108.0,vOyais,Anglais,gnais,Mlais,etais sr,sais,venaison,MIais,raisonl936,jaais,jamais1,connaissez,
109.0,Merced,lapercevoir,Devois,emouvoir,,,,,,,,,
110.0,euvre,fievre,aeuvre,,,,,,,,,,
111.0,Chacun,vecu,avecun sang,,,,,,,,,,
112.0,Belhumenr,Bellumeur,Belhu-,Belhumeur,ditBelhumeur,Belhumeurl,Huml,Belhueur,,,,,
113.0,partenanl,Partez,- Partez,,,,,,,,,,
114.0,Canalien,Italie,talaa,valiers.8l,colie,,,,,,,,
115.0,chappereni,echappe,echapper,,,,,,,,,,
116.0,"autre,3l0",bleutre,,,,,,,,,,,
117.0,LHACIENDA DEL MILAGR0,hacienda del Milagro,del Milagro,,,,,,,,,,
118.0,"ha-
cendero",joindre.16,Indens,Inde,,,,,,,,,
119.0,La Providence,Providence,,,,,,,,,,,
120.0,assezlourd,Seurs,ashahas,Leschasseurs,,,,,,,,,
121.0,benil,beni,,,,,,,,,,,
122.0,Comanchessont,comber,Coman-,Comancnes,manche,Comanches,piste des Comanches,Les Comanches,Comanche,"Coman-
ches",,,
123.0,c0te du Cerro de la campana,el Cerro,Cerro,,,,,,,,,,
124.0,feuillee,reveillee,eveillees,reille,,,,,,,,,
125.0,armes.a6,s0mme8,commengca,Hommes,somme,commuaute,,,,,,,
126.0,Chimborazo,curubine,chichikoues,chine,Chinois,,,,,,,,
127.0,puisqae,lissades,Trnce,Puissance,Lenfance,,,,,,,,
128.0,mee resultat,amesure,Jesu-,,,,,,,,,,
129.0,Ooouhl,T0RTUHL,,,,,,,,,,,
130.0,nete,- Arretez,srete,ciell Etes,surete,,,,,,,,
131.0,Ouaktehno,Ouaklehno,Oualtehno,,,,,,,,,,
132.0,arriveel,Arrivesur,river7,Lives,arrivel,Arrive,Arrives,,,,,,
133.0,entrecoupee de montagnes,teau de I'ouest,golfe de Cali-,0li-,,,,,,,,,
134.0,D0CTEUR,Geur,SAUEUR,Createur,sepulcre,,,,,,,,
135.0,Apaches,Caches,machete,achet8,Tachez,,,,,,,,
136.0,chevel,Lherbe,le btcher,chene-liege,cher,empecher,,,,,,,
137.0,Pompadour,accompagnes,- Accompagnerai,,,,,,,,,,
138.0,Ceur Loal,Loyl,Gaeur Loyal,eur Loal.ts,"Cer
Loyal",Cceur Loyal,Caeur Loyal,Ceur Loyal,Ceur Ioyal,,,,
139.0,Aprbs,epreues,Apres,pres,"2--
aupres",,,,,,,,
140.0,"malade7
- Pas moi","I
Pas",pasto,pas,,,,,,,,,
141.0,Cordoue,colere,Cordilleres,,,,,,,,,,
142.0,lanceros,Tte Blanche,BAzANcor,Blancs,,,,,,,,,
143.0,Flora meicana,Lorsqe,decoloree,,,,,,,,,,
144.0,Europe,l'Europe,Euope,Gouveruemeuls de l'Europe,,,,,,,,,
145.0,ecroula,etouffe,toul,,,,,,,,,,
146.0,In-l2,in-3,,,,,,,,,,,
147.0,apparaltre,baltre,piralte,disparaltre,dis-2l,Maltre,,,,,,,
148.0,Abandonnera,mignonne,Quale pcrsonnes pirent,Donnez,,,,,,,,,
149.0,t27,et270,,,,,,,,,,,
150.0,TRAPPEUIS,trappeutr,trappes,"TRAPPEUIS
- Et sur quoi l'interrogeait-il, mon enfant",TRAPPEIURS,,,,,,,,
151.0,Lendroit,calecon etroit,moitie fou,Croit,crois7,,,,,,,,
152.0,Tele d'Aigle,"Tete
d'Aigle",Tete d'higle,Iete d'Aigle,piste de la Tete d'Aigle,Tete d' Aigle,La Tele d'Aigle,Iete dAigle,La Tete d'Aigle,Tete d'Aigle,Tete d'Aigle etle Ceur,Tete d'Aiglel,
153.0,au-,"au-
cun",lentree,"au-
tre",,,,,,,,,
154.0,mune,lune,forlune,Aucune,Lune,,,,,,,,
155.0,Guaymas,Pimas,t0t  Guaymas,t0t,,,,,,,,,
156.0,rue du Rosaire,"calle del Rosario,-",Natosh,Salvator Rosa,,,,,,,,,
157.0,Lapluie,luil,alumet,alui,traluit du banois,,,,,,,,
158.0,- Repondez,conde,Conditiou,,,,,,,,,,
159.0,hatto,Hatez,hate,,,,,,,,,,
160.0,beissons,ssor,Pnis,Finissons-en,,,,,,,,,
161.0,sophiquementle,Mexique,l'Afrique,Quebec,Buluque,Pacifique,Utique,,,,,,
162.0,les Incas,Incas,,,,,,,,,,,
163.0,demander7,grace,songrand,Grand Chef des Aueas,Grande,,,,,,,,
164.0,Assini0oins,lassassin,Assis,Mississipi,,,,,,,,,
165.0,hesiter,hesita,suite2,Nhesitez,,,,,,,,,
166.0,Aigle,l'aieul,"Tele
d'Aigle",Aiglel,"Tete
l'Aigle",l'Aigle,,,,,,,
167.0,Russe,poussat,Pousse,,,,,,,,,,
168.0,Pawnies,IES,,,,,,,,,,,
169.0,Hoyiu,Ilisoia e la Hoyiu,,,,,,,,,,,
170.0,plusvariee etla,cetle,etle,Etle,,,,,,,,,
171.0,sansaimer,mepris,reprimer,,,,,,,,,,
172.0,nes de l',justel,pise,piste des jaguars,grolte de la riviere,piste de la,rue de l'Ahhaye,,,,,,
173.0,Quoi7,tue1,habituee,Etudes,petuee,,,,,,,,
174.0,senorita,Moclsens,Sonora,Etat de Sonora,senora,,,,,,,,
175.0,Par-,ar-,,,,,,,,,,,
176.0,ain,Convaincu,Vaincue,,,,,,,,,,
177.0,Lejeune,"campI
- Pardieul",DieuI,quelajeune,Dieune,,,,,,,,
178.0,sgnt9 piation,Denomination,batie,ter  cette operation delicate,nation258,,,,,,,,
179.0,sert7,desert deroulait,desertee,desert,,,,,,,,,
