cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20
66,Peaux Rougesetles,"Pe-
rou",Peaux Ronges,Peaux Rouges7,Peaux Rouges,,,,,,,,,,,,,,,,
67,regle,regler,.1n,Angleter,Angleterre,Anglelerre,Angleter e claux,,,,,,,,,,,,,,
68,cambree,campagae,"campI
- Pardieul",cmp,camp,campana,campague,,,,,,,,,,,,,,
69,plusvariee etla,Negrier,prairie168,I o,clairiere oi,Cl,choire,laprairie,,,,,,,,,,,,,
70,interrom-DE LARKANSAS,pa-DE L'AKANSAS,complele-DE LAHRANSAS,mortlDE ILARKANSAS,ani-DE L'AlANSAS,LL-DE LARKANSAS,pre-DE LAIANSAS,LAKAN5AS,oublielDE LARKANSA,somme ren-DE L'AIIKANSAS,,,,,,,,,,,
71,A minuit,LHACIENDA DEL MILAGR0,hacienda del Milagro,del Milagro,,,,,,,,,,,,,,,,,
72,La Providence,"ha-
cendero",Providence,Prompt,,,,,,,,,,,,,,,,,
73,IAKANSAS5,sarrange,LARKANSAS5,Arkansas,AIKANSAS5,ARKANSAS5,Aransas,Psysans,LAlIKANSAS5,,,,,,,,,,,,
74,Comanchessont,Coman-,Comancnes,BAzANcor,manche,Comanches,piste des Comanches,Les Comanches,Comanche,"Coman-
ches",,,,,,,,,,,
75,vages,CGes,CG',,,,,,,,,,,,,,,,,,
76,0 c.,Merced,el Cerro,Cerro,,,,,,,,,,,,,,,,,
77,Chimborazo,curubine,chichikoues,chine,Chinois,,,,,,,,,,,,,,,,
78,Ooah,Ooouhl,T0RTUHL,,,,,,,,,,,,,,,,,,
79,noux,Ouaktehno,Ouaklehno,Eh,Oualtehno,,,,,,,,,,,,,,,,
80,Chacun,Apaches,Caches,machete,achet8,Tachez,,,,,,,,,,,,,,,
81,Ceur Loal,Gaeur Loyal,eur Loal.ts,"Cer
Loyal",Cceur Loyal,Caeur Loyal,Ceur Loyal,Ceur Ioyal,,,,,,,,,,,,,
82,"malade7
- Pas moi",Opatas,"I
Pas",ashahas,pasto,pas,Pimas,cepays,,,,,,,,,,,,,
83,A23,t27,t23,et270,,,,,,,,,,,,,,,,,
84,canp,Mezcal,Carthage,Ca,ca,- Caspita,Incas,,,,,,,,,,,,,,
85,nice,moyen3,benil,beni,Finissons-en,,,,,,,,,,,,,,,,
86,ecroula,etouffe,nousvoulonsjouir,couleau,toul,,,,,,,,,,,,,,,,
87,ovol,Voulez,Voyez,colere,lez,Revoluuon,volez,,,,,,,,,,,,,,
88,d'Espagne,Espagnols,1Espagnol,Espa-,Espagnol,,,,,,,,,,,,,,,,
89,Lendroit,calecon etroit,Acropolis,moitie fou,crcix,Croit,crois7,Linproiisioro,,,,,,,,,,,,,
90,Tele d'Aigle,"Tete
d'Aigle",Tete d'higle,Iete d'Aigle,piste de la Tete d'Aigle,Tete d' Aigle,La Tele d'Aigle,"Tete
l'Aigle",Iete dAigle,La Tete d'Aigle,Tete d'Aigle,Tete d'Aigle etle Ceur,Tete d'Aiglel,,,,,,,,
91,laboya,Babillard7,Ab59,Babil-,Babillard,Bar,,,,,,,,,,,,,,,
92,paratt,sempara,A99,Par-,parole168,ar-,,,,,,,,,,,,,,,
93,a375,J',jea32,,,,,,,,,,,,,,,,,,
94,Quoi7,Voil,Voilh,hravo,lapercevoir,Devois,voi,emouvoir,vo,,,,,,,,,,,,
95,Lejeune,mune,lune,forlune,etaitune,Aucune,Lune,quelajeune,,,,,,,,,,,,,
96,TAPPEURS,"TAPPEURS
- Voici","dupe,60 tES TAPPEURS DE LAKANSAS",ILES TRAPPEUR9,"prairie168
LES TAPPEURS",LES T3APPEURS,IES ITAPPEURS,IES TAPPEURS DE L'AIKANSAS,IES TAPPEURS,"quelques386
LES TMAPPEURS",ITAPPEUR9,".--EeA20
LEs TRAPPEURS",ILES TAPPEURS,,,,,,,,
97,T F,Guaymas,t0t  Guaymas,t0t,,,,,,,,,,,,,,,,,
98,"z:::,;::;:;:IGz",z::::-,trc::r,z::::z,zc:.:z::cc,,,,,,,,,,,,,,,,
99,Lapluie,alluma,luil,alumet,tqui,alui,traluit du banois,,,,,,,,,,,,,,
100,Plateros,Iateros,hatto,Createur,Hatez,hate,,,,,,,,,,,,,,,
101,nomer,s0mme8,Nonchalamment,so,commengca,Hommes,somme,commuaute,,,,,,,,,,,,,
102,malgre,gr,grin,retirez,Malgre,Congres,gre,,,,,,,,,,,,,,
103,Aprbs,Etats Barbaresques,yres,mee resultat,prets,epreues,amesure,Apres,Eures,pres,"pre-
caire","2--
aupres",Mlcoires,,,,,,,,
104,bandilts,Abandonnera,demander7,grats,songrand,Grand Chef des Aueas,gand,Durango,conde,Grande,,,,,,,,,,,
105,beissons,Sij,possible7,Assini0oins,lassassin,Aussit0,Assis,Mississipi,,,,,,,,,,,,,
106,grace,Frangais,Francais,fr,Trnce,Puissance,Lenfance,France,,,,,,,,,,,,,
107,assezlourd,Pompadour,Russe,vousinteressez,poussat,Pousse,us,,,,,,,,,,,,,,
108,z':;.-,"-
-","..-
-",,,,,,,,,,,,,,,,,,
109,PROtCUE.LE,otr,trot,lagrotte,,,,,,,,,,,,,,,,,
110,Hoyiu,p e,Ilisoia e la Hoyiu,,,,,,,,,,,,,,,,,,
111,Guadeloupe,et6e relabli,justel,Rafael,delices,Elan,vengel,el,Helasl,bellel,,,,,,,,,,,
112,cetle,et6e,etle,Etle,et106,,,,,,,,,,,,,,,,
113,ephemere,mepris,reprimer,,,,,,,,,,,,,,,,,,
114,nes de l',c0te du Cerro de la campana,piste des jaguars,teau de I'ouest,golfe de Cali-,grolte de la riviere,piste de la,rue de l'Ahhaye,,,,,,,,,,,,,
115,Pana-,"la-
ble",Ra-,sa-366,Ba-,CGana-,A-,,,,,,,,,,,,,,
116,Mlalheureusement,chambre separee,"n0
Eusebio",precieuse,sepulcre,Syracuse,breuse,"rendaientsongeuse
i190",,,,,,,,,,,,,
117,comber,"accoutumes a bra-
ver",accompagnes,- Accompagnerai,,,,,,,,,,,,,,,,,
118,ain,Convaincu,Va,Vaincue,,,,,,,,,,,,,,,,,
119,- Guerriers,guer-,severe,juez,trigue,Guere,,,,,,,,,,,,,,,
120,Cordoue,nutah,Sautant,lout,ecouta,,,,,,,,,,,,,,,,
121,sgnt9 piation,Denomination,batie,Natosh,3r,nation258,,,,,,,,,,,,,,,
122,sert7,Bermudez,desert deroulait,Etudes,desertee,desert,,,,,,,,,,,,,,,
