cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10
38,calle San-Agustin,alle,Allemagne,Allez,alluma,,,,,,
39,Amerique,Amerique du Nord,Aerique,Damei,americain,Ooah1,l'Amerique,nes de l' Amerique,Amerique du Sud,,
40,Le soleil,le soleil,Soleil,le Soleil,Le Soleil,suini sos neietnee,Aacleia,,,,
41,Houge,i83,I29,Iy,,,,,,,
42,- Ah,tete,LaTete,Tete,tete baissee,1Z,C,,,,
43,J'aurais,J'aimerais,be-,J'aurais tort,raisonl936,,,,,,
44,Iennedy,trc::r,Vienne,inne,liennes,,,,,,
45,A157,TFt,nER,general,,,,,,,
46,Sacrebleui,regions le crepuscule,crepus,sepulcre,,,,,,,
47,lune,t9,Lune,forlune,,,,,,,
48,Bellumeur,Belhumeur,Belhu-,fumee,Belhumeurl,Belhueur,gr,,,,
49,Pawnies,genie,ca,benil,,,,,,,
50,Gambusinos,Gambusi-,gambusinos,,,,,,,,
51,nevous200,"Loin 
- Non",nous7 Non,ashahas,,,,,,,
52,lorsue,Lorsqe,castors,Lnuz,,,,,,,
53,aeil,leil,laeil,OEil,eil,Leil,,,,,
54,eur Loal.ts,Ceur Loyal,Cueur Loyal,Caeur Loyal,Caeur Loal,si-,Gaeur Loyal,Caeur,,,
55,ciell Etes,inquiete,fermete,bete,Iete,deterine,srete,,,,
56,fievre,crcix,-Oui,"suite2
- Oui",eux1,ouil,Jouissant,inouie,,,
57,IARKAN5AS,interrom-DE LARKANSAS,LARKANSAS5,LL-DE LARKANSAS,IARKANSAS,ARkANSAS,etDE,Arkansas,ARKANSAS,ARKANSAS5,somme ren-DE L'AIIKANSAS
58,Bientt,bient0ts',tentieent.9,Combien,lecartaient,Bientot,".e-oa
- Bient0t",Yaient,Serpent,"bient0t.
Son air",
59,EE.::1EciGZ,In-1E,In-12,in-8,,,,,,,
60,Americains,gamUusinos mexicains,Mexico,Mlexicains,Meicains,Ginetes mexicains,camp des Mlexicains,Mexicains,Lanceros mexicains,Ne crains-tu pas la mort,
61,.--c,.--EeA20,.:-.--,s0ns,so,,,,,,
62,"campI
- Pardieul",Ieu,"I
-","campI
- Pardieul du ctte",,,,,,,
63,"PARDoN.
Lentreue",le v0tre,Maltre,Treve,Votre salut,lentree,"au-
tre",trentel,etre decouverts,,
64,ler,--Reculerais-tu,Veillerai,blait preter loreille,reveillee,Cordilleres,,,,,
65,Quale,- Rends-toil,Prends,,,,,,,,
66,Hermosillo,aulre le Sermon,dHermosillo,eel376,,,,,,,
67,7 i.,DE,,,,,,,,,
68,ns,dona Jesusita,dona Luz,Don,,,,,,,
69,ternel,dei-cercle,tercushenan,Y.i,Ih-,wLL,Merced,,,,
70,lassassin,CG',sins.l6,Assini0oins,gre,,,,,,
71,campagae,wampums,campague,campana,,,,,,,
72,Allons,Allonsl,,,,,,,,,
73,longleps,longteps,Lon,,,,,,,,
74,Sierra,Frece,Sierra IIadre,Sierra Madre,,,,,,,
75,Mlais,faisantjaillir,Anglais,etais sr,nais,Cne,venaison,jaais,vOyais,saislt,avoirjamais
76,Aucune,Jeunes,mune,Lejeune,,,,,,,
77,frenesie,Moven,Venez,cene,,,,,,,
78,LEs Y0YAGEUR9,les Incas,Les Delawvares,Incas,,,,,,,
79,lissades,Etudes,modeslie,designe,,,,,,,
80,Guere des Psysans,Usted,piste des jaguars,pise,piste des Comanches,,,,,,
81,Arrivesur,Arrives,Lives,arriveel,,,,,,,
82,- A moil,Voil,voil,Voilh,emouvoir,,,,,,
83,Ouak-,Aigle,AIGLE,regle,,,,,,,
84,Euope,Ooouhl,l'Europe,vieille Europe,Acropolis,Europe,,,,,
85,La Providence,on118,Prompt,Providence,Regences d'Alger,Trnce,,,,,
86,statue de la desolation,rivieres,courant de la riviere,couvent de la Merced,grolte de la riviere,,,,,,
87,Iuz,figurez,Figurez,lure,Rassurez,,,,,,
88,Denomination,Confederation,Ooah,,,,,,,,
89,luil,alui,Lapluie,foruie,t27,,,,,,
90,Apaches,Tachez,machete,Caches,,,,,,,
91,ger,gers,renverser1 Eh,,,,,,,,
92,Syracuse,Mlalheureusement,breuse,blait reveuse,,,,,,,
93,"Ceus-
Loyal",Loyal,7I,"Ceur
oyal",Loyl,Le CurLoyal-,"Caur
Loyal",Ceur-Loyal,"Cer
Loyal",,
94,lequilibre,I o on Ilio,Ilisoia e la Hoyiu,a77,,,,,,,
95,grand etang,Ir.0,Grand Chef,Grand,Grande,songrand,,,,,
96,TAPEUS,T3APPEURS,IAPPEUnS,TAPPEURS,ITAPPEUR9,TAPPEU9,,,,,
97,moen,iii'' iii,iiii,-iiiiiii.ii,,,,,,,
98,Inde,glandee,bandilts,bois-chandelle,anDE,,,,,,
99,I,et6e,,,,,,,,,
100,pourpree,etpour,Quoi7,pourgquoi,Dicu,,,,,,
101,lues,habitee,Habitues,Babil-,,,,,,,
102,Albaceyte,talaa,Alaceyte,Nonchalamment,,,,,,,
103,Normans,Oceans,,,,,,,,,
104,Salvator Rosa,Rio Gila,Rosario '- rue du Rosaire,t23,calle del Rosario '-,rue du Rosaire,caire,,,,
105,accoutumee,couyrit,Ecoutezl,Coutrairement,,,,,,,
106,trahis,FODRAS,letras,,,,,,,,
107,garon,parole168,lout,Babillard,laroute,Aguilar,,,,,
108,Gouveruemeuls,seulemenl,Vieme,lavie,,,,,,,
109,chappereni,perdu1,vo,perils,,,,,,,
110,cher,chel,btche,leurapproche,,,,,,,
111,i-12,San-Agustin,batie,poteau atin,ss eaueeae,,,,,,
112,insu,el,tqui,coquins,,,,,,,
113,muetle,Etle,cetle nuit,cetle,A-,,,,,,
114,saccadee,cepays,jaccepte,,,,,,,,
115,soyez sage,Soyez,Voyez,,,,,,,,
116,circonstau-33,connatt,ygee,Hatons,Nions,N0,conlre,Consei,mons,confinee,
117,Mettez,chouette,Cordoue,,,,,,,,
118,J',Il1,Jupiter,depit,Pitic,- Caspita,,,,,
119,nelee,sang-mele,mele,La Tele,melis,meles,pele-mele,et106,Tele,,
120,reprimer,Mrisait,mepris,,,,,,,,
121,Chacun,cambree,chambre separee,chabre,,,,,,,
122,Linproiisioro,Lendroit,Croit-il,,,,,,,,
123,Apes,reunis,reunie,,,,,,,,
124,Ee,ain,Certain,convaicu,Convaincu,Vaincue,,,,,
125,voulez,toul,Parlez,Voulez,,,,,,,
126,Angleterre,Anglelerre,,,,,,,,,
127,hesiteront,Nhesitez,teront,,,,,,,,
128,IRAPPEUIS,"Pe-
rou aux grappes rouges et pimentees",trappes,TRAPPEUIS,suis sr,"TRAPPEUIS
- Et sur quoi l'",cmp,trappeutr,TRAPPEUnS,LES TRAPPEUIS,
129,egaree,Kankees,dorees,,,,,,,,
130,accompagnes,besogne,complele,compagne,,,,,,,
131,"golfe de Cali-
foruie",rue de l'Ahhaye,0li-,raye de vermillon,golfe de Cali-,Phebe,Mezcal,aventure de Mexico,,,
132,J1,ephemere,-Que ma mere pale,A minuit,Et ma mere,,,,,,
133,NYI,soupgonner,mignonne,Oh1 mignonne,,,,,,,
134,yisage3,Carthage,CGes,vages,,,,,,,
135,Luz,desertee,sert7,desert,Le desert,,,,,,
136,Iete dAigle,Tete d',"Tete d'Aigle revolta
l'orgueil des pirates","Tete d'Ai-
gle",Tete d' Aigle,puisqae la Tete d'higle,Tele d'Aigle,piste de la Tete d'Aigle,Tete d'Aigle,Iete d'Aigle,Tete d'Aiglel
137,degont,lagonie,fagon,,,,,,,,
138,orne,aussit0,Aussit0,,,,,,,,
139,Pimas,Plateros,Lanceros,Iateros,Leperos,,,,,,
140,pre-DE LAIANSAS,Niian,I'AIANSAS,Aransas,LAIANSAS,,,,,,
141,curubine,Chinois,P,Chimborazo,Imperatrice Josdnhine,chichikoues,chine,,,,
142,Eures,Ceur,Createur,sa-366,Linterieur,D0CTEUR,,,,,
143,epouvante,avanca,avanl,pas00,Yivant,Avantde,,,,,
144,somme,commengca,hommnes,Hommes,,,,,,,
145,ayec,Ahhaye,,,,,,,,,
146,Espa-,copagnons,gnol,d'Espagne,Espagnols,,,,,,
147,Italie,Canalien,viers,guerrierstrop,Hier,valiers.8l,,,,,
148,OurS.,bourreaul,-Bonjour,A99,,,,,,,
149,prepara,disparaltre,Carai,sempara,,,,,,,
150,Etat de Sonora,ee5,Les Etats-Unis,"..-
-.",Etat,Etats de Durango,Etats,Etats-Unis,,,
151,Silencel interrompitl'Indien,Un Indien,Indiens,Indies,A15,Dienu,DIE,Indien Osage,lincendie,Indien,Indiennes
152,Hatez,Partons,"cui-
vrTes",--- Jen,Rapportez,Partez,,,,,
153,Grace,grats,grace,grAce,,,,,,,
154,Tte Blanche,Comanches,Comanchessont,Les Comanches,manche,eil du Comanche,Comanche,,,,
155,Assezl,Pousse,Russe,,,,,,,,
156,nantes,Montrons,Ramon,bonte,Monte,,,,,,
157,traluit du banois,cte A,el Cerro,Cerro,"terre du c0te du
camp",c0te du Cerro,,,,,
158,assieges,Ouaklehno,chene-liege,piege,,,,,,,
159,"hacienda
del Milagro",porte de lhacienda,lagrotte,lhacienda,LHACIENDA DEL MILAGR0,hacienda del Milagro,,,,,
160,Pana-,gand,ganado,Na-,ccccc,CGana-,,,,,
161,senorita,Sonora,senora,,,,,,,,
