cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
61,llle,olle,fit-lle,clle,Clle,Illle,sueces1 Blle,A,triomphel Plus olle,Blle,famlle,Dulley,,,,
62,los ebz,ridee,noblos idees,noblo,,,,,,,,,,,,
63,Lecou-,Ou-,cou-sins roquges,beacoup,,,,,,,,,,,,
64,la Comtoise,tOi-,toiseme feis,chezla comtesso,Heloise,,,,,,,,,,,
65,Ayg,Ilmontrait,Mont-,Gramont,Beauffremont,Clermont-Mont-Saint-Jean,Montons,Montcornet,MIa-,Mont-Cenis,,,,,,
66,- Pourqnoi,pouR,turna pouir entreir,nuit2,Tenez-vous-le pour dit,,,,,,,,,,,
67,lupin,sonnie,monie,Sidonie,Moniteur,Monvel,lironie,,,,,,,,,
68,Grande Chartreuse,C6t6,Chartreux,Chartreuse,De la Grande-Chartreuse,Chartreax,,,,,,,,,,
69,niens,ensoe,torrens,Ruhens,metaphysiciens,serpens,largens,"pensa-t-
- Poterol",renseignemens,adiu,momens,,,,,
70,Quillet,ontpre-UNE FILLE D'EL,Raille,vicilles,Iillet,Tillel,ti brille,Yersailles,dx-huit cent mille trancs,Tillet,Gentillet,,,,,
71,Reslauralion,reputalionsee,Trivualio,Restauralion,,,,,,,,,,,,
72,Campes-Hailyssdes,alpes,occupes,Alpes,,,,,,,,,,,,
73,nI,celi,Reli-,Religion,,,,,,,,,,,,
74,avatt,IL,patti,la Havane,,,,,,,,,,,,
75,piece,preiero piece apres,la piece,,,,,,,,,,,,,
76,Marietle,rini etait mariee,Marie-,Marielte,Marie-Eugnie,,,,,,,,,,,
77,Amedee de Soulas,Amedee,Amede,Medee,,,,,,,,,,,,
78,Danle,enchanles,Desenchanfe-,Abranles,chanccs,,,,,,,,,,,
79,Brie,brin,thurins,Briinen,.(nee princesse Soderin,,,,,,,,,,,
80,loeis,el,leioenseisfeton,Frnse,,,,,,,,,,,,
81,EL.E2E,N1ai,CpDmpte,,,,,,,,,,,,,
82,A Besangon,h Besangon,Iod,Besangon,Besan-,"Pa  e es
meuse heritiere de Besangon",giitantBesangan,acsa,Besangcon,,,,,,,
83,Normandie,gand,Ci5G.IL,Qand,Ferdnand,,,,,,,,,,,
84,Yarese,Sentez,presenter,presentil,argenterio do tamille,N-,,,,,,,,,,
85,Etats romnains,Etat,etat,État,,,,,,,,,,,,
86,blable auxt Anglaises,Anglaise,euaisee,coulume anglaise,Anglais,,,,,,,,,,,
87,railleusement,Gouvernement,menton,Impartial,Dpartemental,tintemens,Appartement,bapteme,veemeni,proligieuxs cbangement,,,,,,
88,la somme,amout,toutola soeiete,soeiete,,,,,,,,,,,,
89,Godenars,denle,enin,denil,Eden,Lh,tenic,deenir,oiecproeneni,,,,,,,
90,Autre,"a3
.:;,:,,,,,.:A",autriche,autremenl,Utrecht,Autriche,,,,,,,,,,
91,gg;g-,mol mystee I,egee ge btlu los ebz],etiee zee g,g.F,eiee  aest yvggntsuee,ieeye,,,,,,,,,
92,6naro5rose,cœur1Un,Rossni,Cimaros,,,,,,,,,,,,
93,aanoeu,deix,Deia,,,,,,,,,,,,,
94,Philomeno,Philomene,Pbilomene,Ah6meno,Philomen,Philomene]. - A,lomene,Hhilomene,,,,,,,,
95,vued',Revue,,,,,,,,,,,,,,
96,Chavon-,Chavonicourt,chavcourt,Chavoncourt,Chaoncourt,Cour,Comite-Chavoncourt,Chavocourt,,,,,,,,
97,blessee,Noblesse,Noblesso,blesse,Nobles,,,,,,,,,,,
98,Dauphine,Dauphin,Gandolphini,le Rhin,Rhin,Phi-,,,,,,,,,,
99,altiree,veu de la reunion preparatoire,soiree,lasoirde,aeecssoire,Loire,ecria,,,,,,,,,
100,Celte severe,Nevers,Celte,severe,Io,,,,,,,,,,,
101,Eternel,Lucerne,trne,Vernou,,,,,,,,,,,,
102,Barbe-Bleue,Be-,be-,,,,,,,,,,,,,
103,pognie,Lamporaui,campogne,aceompogne,hl,Camps,,,,,,,,,,
104,faus-e muette,Lettes,cetto,ftte,riette,,,,,,,,,,,
105,pemiere ioie ue,ESCALIER,entiere,singuliere,salieres,Mloliere,culiero,lumieressur,,,,,,,,
106,Dudley,Epictele at Spar-,gteleygee,,,,,,,,,,,,,
107,vivons dns,ons as ctourt,vonsses,,,,,,,,,,,,,
108,Iis,iiisi iya ns anroci,,,,,,,,,,,,,,
109,gggegg,geegggeegee,gggegee,egee e,eigge,gAgegeeg2,,,,,,,,,,
110,Neuve,Neue-es-,Neuve-des-Ma-,rue Neuve-des-,,,,,,,,,,,,
111,st s rt es l,sees lesytege,ilge,st sa,fes,,,,,,,,,,,
112,osaa aais-ipaine,I',milaine,Napolilain,Milaiais,Cmedis Mumaine.)86,,,,,,,,,,
113,Desir,ade Lennoi,seides,Mu,ades,deserte,a-adessi,grndes,Desque,,,,,,,
114,pn,,,,,,,,,,,,,,,
115,trsos,Corso,le Corso,daecord,,,,,,,,,,,,
116,Lambitieuk,pitie67,mOi-,moitie,,,,,,,,,,,,
117,Eoulogne,ouloir,bois de Boulogne,Boulogne,e,de Boulogne,,,,,,,,,,
118,tourientc,toul,Coulis-,surloul,Tout-,vOulez,vroulut,,,,,,,,,
119,aeil,Leil,Cus,eoleil,Soleil,soleil,,,,,,,,,,
120,du Doubs,Dour,Doubs,douzibeme annee,,,,,,,,,,,,
121,pelsoue,jouee,youee,mouel Y,,,,,,,,,,,,
122,rpelaient  Rodolpheles,Rololphe,Rloiolphe eutalirs ] creuture,Rodolpheles,gtt,,,,,,,,,,,
123,Laisse,Palais,Laissez-,,,,,,,,,,,,,
124,Ghapitre,maftre,Peut-9êtrE,deentree,meltre,strete,,,,,,,,,,
125,Ilaliene,Ilalie,de l Ilalie,Ilalienne,Pilale,,,,,,,,,,,
126,suls,ner,Bgypan,Nerlve,,,,,,,,,,,,
127,louna,decoloree,Colouua,,,,,,,,,,,,,
128,--Gina,sinau aesnior,,,,,,,,,,,,,,
129,La Roche,Rocher,La Roche Hugon,,,,,,,,,,,,,
130,Genbve,Genbeve,Genye,,,,,,,,,,,,,
131,Jardin des Plantes,Lomhardie,jardih,Lombardie,tour dujardin,,,,,,,,,,,
132,elendie,atlend,Lendres,EntEndre-,"lende-
des monceaux",,,,,,,,,,,
133,sian,gafte,ffianie,tyranie,niaianaaani.aniiiGit',,,,,,,,,,,
134,SIBCLE,"ge,;g",Cle,moustacles,s6,L SIkcLE,,,,,,,,,,
135,Iaoul,Raonl,Raooul,Raoul,aoul,,,,,,,,,,,
136,A iiraia-l as ioiiiiiiannioieaiiiraniaiisinisioniALERT,T6,GinGiiiiGGiti,iiiiG,gPeeggA iiiiiiE.GiGGaiG,wiiiipisd,viiiille,iiiia,cGGEiiiGG,,,,,,,
137,somme,lesac aux commeragoes,Iemme,commeragoes,Communal,commerco,,,,,,,,,,
138,monsicur do Grancey,Nancey,Grance,Grancey,Granceyt,abbe de Grancey,,,,,,,,,,
139,y-,Allemand,allee,allees,,,,,,,,,,,,
140,Croissant,rue du Croissant,tomhe,Crois-tu,enissant  io u ssg,,,,,,,,,,,
141,Piemont el d'Espagne,Shyloek,espe-3iL,Espard,Espagnols,L'Espagne,,,,,,,,,,
142,trehte-trois ans,ckroix,Irois,oroiuio,,,,,,,,,,,,
143,Rodolhe interloque,Rodol-,Rodolhe,Rodophe,,,,,,,,,,,,
144,haiter,fievre,hesiter,cesi1,Terme,,,,,,,,,,,
145,Saihnt-,Saint des Saints.-Il,Saint-Germain bouda,Saint-,rue Saint-Lazare,Saint-Honore,Sainte-Alliance,Saint-Germain,intrigue2,Sainte-Elle,Saint-Gothard,,,,,
146,Btrangers,range,lrange,melangee,letranger,,,,,,,,,,,
147,Barque,chnaroneourt,baronno,varon,cbamhre,sv onnuyes,,,,,,,,,,
148,maltraitee,traijusqu,nailt,attrailt,,,,,,,,,,,,
149,Art,martrs,mart,laye,,,,,,,,,,,,
150,appa-]-Bt,paratt,apparal,,,,,,,,,,,,,
151,Savarus,Svarus,SAYARU,,,,,,,,,,,,,
152,F iiCGiG,Iir,i ii,iorsl iir,,,,,,,,,,,,
153,Suisse,jouissailt,Suisses,suii,,,,,,,,,,,,
154,o-,Lovelace,Frace u beaunom,Graces,grace,Frace,,,,,,,,,,
155,varitablo,S'etablir,etablis,,,,,,,,,,,,,
156,enlrer,menl,cenl,send ssne st l piiei,posenl,sen,,,,,,,,,,
157,Florence,la Provence,Providence,proflt,provincee,Leloquence,,,,,,,,,,
158,pretendil,pretendue travsux,pretendus,,,,,,,,,,,,,
159,Theatre,atre,laatreI A,,,,,,,,,,,,,
160,Charnathan,aNathan,mrs,Nathan,Mathurns,Ies de Nathan,Nathn,,,,,,,,,
161,Bourgeois,bDe,Strasbourg,g2âge,Bourse,Bourg,,,,,,,,,,
162,Wandenesse,bandenne,Yandenesse,comtesse de Vande-,Vandenesse,Vandenessse,Vande-,,,,,,,,,
163,Accpt,,,,,,,,,,,,,,,
164,Hier,"naiia iihi
Iere",io ae tier,Nl,NEE VIIERCAII,fier,Acier,Arcier,,,,,,,,
165,voyent,craoye,Voyez,Moyen-Âge,voyis,,,,,,,,,,,
166,R MIcuB,Dicu,,,,,,,,,,,,,,
167,Mairie,Muriec,boiugies,Tuileries,Arries,Ies,ye,Tuilaries,,,,,,,,
168,Marseille,Marsay,Mars,,,,,,,,,,,,,
169,hau,haut-le-corps,hauto,Cuton,,,,,,,,,,,,
170,ambilieux,Humilie,familiarite,Emilio,,,,,,,,,,,,
171,niiuie,inouie,cuduie,cuie,,,,,,,,,,,,
172,Ilrmee,4 L,hilmee,,,,,,,,,,,,,
173,nii di a inpenare,Iareille,A Iareille,,,,,,,,,,,,,
174,breche,très-allachee h miss Fanny,Cache,cachemire,,,,,,,,,,,,
175,ase abt6 do la Dent de Vilard,Dent de Vilaird,,,,,,,,,,,,,,
176,Serais,Marais,Jaurais,Irais,,,,,,,,,,,,
177,Tre Monasteri,caratere d'in yjoe,"P' jE t- nss
onnii id prester",contrister,Ministere,mystere,Jutts,Interets,,,,,,,,
178,yisont le eaer,Bisontins no ly,Bisontins,Tnti,Bee,,,,,,,,,,,
179,tieux de la literature,riolece de lorag,rohe de chambre de merinos,evue de 'Est,manege de la vie,baie de Nuples,venez  lhotel de Rupl,toile de Ilollandel,oup de deux heu-,fl,Ia tte de san,rue de Ne-,A]g,,,
180,ivartisseent,Russe,Rmssee,ylg esees,brossee,,,,,,,,,,,
181,Alert lla,atisve,llla,Nilla-Diolati,brillanta,Ia,,,,,,,,,,
182,serieux,Andrieux,rieuse,sieuse,danseuse,,,,,,,,,,,
183,alhanut,Nahan,Nalhan,,,,,,,,,,,,,
184,Apprenez,comprenez:-,Comprenez,,,,,,,,,,,,,
185,bard6,aec,Leonarde,Hasard,gard,Gothard,,,,,,,,,,
186,st ous aveepeur d'una lnttel,avee,jE,Avee,,,,,,,,,,,,
187,Rivarol,ariver,Charivari,SI',,,,,,,,,,,,
188,Irappent,dranaes,m-,Irancs,rantiras,iran,Girar-,,,,,,,,,
189,Milanais,Milan,Yiland,milan,"G1:::,%",Mlilan,Ila,,,,,,,,,
190,Franais,"yeu
e narais ianais cru",.L,nais,"ana-
 ysitl",Fanais,,,,,,,,,,
191,lBsperance,de France,"Fran-
aflection",Francesta,GANCY,la France,Fran-,france,France,lix,p6-,,,,,
192,Floria,Flori-,point-Florine,Florine,Florineet,,,,,,,,,,,
193,avez,Avez,Je N,,,,,,,,,,,,,
194,"g.leeggegg,,g,-,g,]L","y,,g",n-,"eeegg,,gg","g,,gg",,,,,,,,,,,
195,Allons,lons,blonde,Simplon,Barcelone,canlon,,,,,,,,,,
196,oxceple,Ple,sculple,Spleen,tiaple,,,,,,,,,,,
197,esistanee,atee  e semut,esistanee e,,,,,,,,,,,,,
198,bete,etea,lchete,requetes,tete,etee,nete,tetel,,,,,,,,
199,Jerome,Ainsi-,aqueduc des Romains,romaire,Romains,,,,,,,,,,,
200,Genese,Geneve,Genevo,lae e Geneve,viendrvez  Geneve,Genee,Genevojs,geneniogies,Gii,,,,,,,
201,Tes,gte-saues erontes,luiont,Lo,bau-,cliont,"au-
Iontes",,,,,,,,,
202,Italiens,Italiennes,Italiensl,deFai,Italie,l'Italie,Italien,ltaliennes,d'Italie,SG G6inr,Ialienines,Italienne,,,,
203,meurtrirs,Mlonsieur,nnsie,Asilotinsie,NSIEUR,"mensieuri0

DE ALZAC",,,,,,,,,,
204,volers,La Mole-,eceole,Rehecea,,,,,,,,,,,,
205,sa]- Oui,EIle nest ouiouirs pss nee,Raouil,OUi-,,,,,,,,,,,,
206,lac des Quatre-Cantonsa,Quatre-Can-,Si-,lac des Quatre-Cantons,lac de ] ture,,,,,,,,,,,
207,Jungrau,agrafees,grammire,gradce,,,,,,,,,,,,
208,uno mobilite feb ile,Io monet rexr ao vndenese30,mone,Io monet,En-,,,,,,,,,,,
209,Lindulgence,Str,PEg,lIndustrie,,,,,,,,,,,,
210,do Rupt,upt,A0,eg,Rupt,,,,,,,,,,,
211,diocbese,Agnbes,Besnoh,,,,,,,,,,,,,
212,Pais,La Paia,Paia,Pailez,,,,,,,,,,,,
213,Beatrix,avoeat,avoeats,,,,,,,,,,,,,
214,Fantaisie,sausaiianta,enfant.-,renoncant,Nantua,Brabant,,,,,,,,,,
215,les letlres,nlre,aulres,thelres,,,,,,,,,,,,
216,Pouvoir,Mafoil,Voil,Voilh,,,,,,,,,,,,
217,Thetre-,etres-unis,Thettre,Thetre,pout-etre,,,,,,,,,,,
218,sanva,Pas,passage Sandrie,Ansbac,Massol,Assis,passans,,,,,,,,,
219,fodre iside pir plis ke fos vrandes I1,Grandlieu,fronldes grands hommes,grandeiur,offtrandes,,,,,,,,,,,
220,Francescea,C9SCa,FrancescaI,Francescn,naivemenl Francesca,caleche Francesca `divinemiint mise,Tances,it Francesca,Francesca,,,,,,,
221,poele,Celebrite,Ee,Cele,Aeele,pele-mele,gaee,,,,,,,,,
222,rast,Marlignac,astignac,Rastignac,Raslignac,,,,,,,,,,,
223,sanctuaire Yoici lai,Desancon,Bosanco,A Besancon,griseltes de Besancon,Besancon,,,,,,,,,,
224,Rhelore,Rhetore,fenelre d sa hamhre,Honore,Eneore,,,,,,,,,,,
225,Talma,tALzAic,A h0pital,,,,,,,,,,,,,
226,Cygne,gnagne,gne,loba,monlagnes,Agnes,uo,,,,,,,,,
227,justile,Il-,sortileges,Dilet,Tilet,,,,,,,,,,,
228,dillicilo,Felicien Vernou,Clichy,ICI,felicite,Felix,,,,,,,,,,
229,Argaiolo,aGaiGrGGi,Lekain,legr,legain,,,,,,,,,,,
230,Granet,Medilerranee,Franeesca,Graneey,point deraneer,Graneey-,Granes,,,,,,,,,
231,Franche-Comle,AH,el blanche,hranche,,,,,,,,,,,,
232,de Belgique,Belzebulh,Belgirate,z:::t,poliuique,Belgique,,,,,,,,,,
233,curiosile,Aiosi,Fnai niosiiininaanieetne,,,,,,,,,,,,,
234,Naples,nohles,do Niples,ples,In,,,,,,,,,,,
235,Lopold,irola,Solas,Leopola,,,,,,,,,,,,
236,Riceys,Hiaeys,Scey,tceys,,,,,,,,,,,,
237,Vousetes,TuSe,Penuse,Aoeel,.Nous,vousen,Mulhouse,,,,,,,,,
238,nouvelle mariee,Nouvelle publiee,Mouvele,Nouvelles,Nouvelle,,,,,,,,,,,
239,germanico-gallique,Marie-Angelique de Granville,dAnegeliue,aristocraliques,Marie-Angelique,Republique,Angeliquo,Angelique,,,,,,,,
240,harque,Quels,obtaeles,requeles,,,,,,,,,,,,
241,Irable chaleur,diableI,abbe,meie esimable,Irable,,,,,,,,,,,
242,envosre ar Ia,Ia frisre,misre,,,,,,,,,,,,,
243,Contat,condimens,quai Conli,Conli,contigu,confratermte,coniugal,Con-,connaflt,,,,,,,
244,ePseeee,"P%2,g,,,,,%;;%,eee",eeee,,,,,,,,,,,,,
245,Sicile,2:2::EECI,Sije,Saintes-Ceciles,Iuliles,Ceciles,,,,,,,,,,
246,asese,braset lamena,Gymnase,,,,,,,,,,,,,
247,viie,nimosamnis,Iimniiie,,,,,,,,,,,,,
248,ralliee,Libral,J-,entralne,meltra,tralna,,,,,,,,,,
249,A dis-sept,sot vis-i-vis,uis,Suis-che,Puis-,,,,,,,,,,,
250,rue do cliehs,rue asseu-Rempart,rue du Rocher,rue du Perron,porte du boudoir,,,,,,,,,,,
251,Comite-Boucher,oher,Mon cher,Vauchel-,Touchee,.'f,Touches,Boucher,Aa,,,,,,,
252,iGs Gi,gggA,",gggA.el FGnG'a'iGs Gi
-,,1Ci",,,,,,,,,,,,,
253,Ceinre,Seine,caleinee,iineIs,n5ineidinais,vergiss-mein,einei,,,,,,,,,
254,Sicle,de la Sicle,E SICLE,B SIcLE,,,,,,,,,,,,
255,caresse6,Chlthbre,duehesse,trattresse,Presse,etle tndresse,gondesse,Adresse-,2;.je,Bresse,,,,,,
256,Hleuxe-,Bayeux,deuxinterlo--,Heureuxt,Ioeux,,,,,,,,,,,
257,Parisiennes,Paris,Parisicns,Parisien,,,,,,,,,,,,
258,- Oii,Prefeclure eprouva lo,bu-,Prefecture,Prefeclure,,,,,,,,,,,
259,Champfort,chapitr,Cham-,Champmesle,Champagne,io,sœur-le-champ,Champs-Élysées,,,,,,,,
260,Boheme,septiemeiour,ble,bleme,,,,,,,,,,,,
261,Philombne,Philomno,hilomae,Philombene,Philo-,Philomee,c0,Philomn,Philomlne,Philomue,,,,,,
262,lAnglelerre,terrasso,aeugle,Angleterre,,,,,,,,,,,,
263,Sociele des Naufrages,suffages,efraya,Naufrages,,,,,,,,,,,,
264,Cercle,ceRtes-,cerclo,Cerci,,,,,,,,,,,,
265,Europeen,rope,l'Europe,Europe,,,,,,,,,,,,
266,colere,inlerels do l'Est,riviberes,leslevres,gsle,leresle,,,,,,,,,,
