cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
132,du Doubs,Doubs,,,,,,,,,,,,,,,,,,,,,,,
133,meltre,maltraitee,meltra,,,,,,,,,,,,,,,,,,,,,,
134,eeee,oecupee,ieeye,ridee,Aoeel,gaee,Poppee,ellE - eee eeegi e]   ueae yeuessea,egaree,Bee,lnee,Ate.s eeeg,deentree,ePseeee,deenir,aspeet,Ee,gr  eoereee s mr y-s y-,hilmee,eiee  aest yvggntsuee,fleuree,ae ien aire eee,Ilrmee,etiee zee g,2:2::EECI
135,Nalhan,alhanut,,,,,,,,,,,,,,,,,,,,,,,
136,ase abt6 do la Dent de Vilard,Dent de Vilaird,ft devinee,,,,,,,,,,,,,,,,,,,,,,
137,comtesse de Vande-,comtesse de Granville,Marie-Angelique de Granville,chezla comtesso,Granville,,,,,,,,,,,,,,,,,,,,
138,Prefeclure,Nure,oiture,Prefeclure eprouva lo,Prefecture,peinlure,,,,,,,,,,,,,,,,,,,
139,Ferdnand,Andantsz,aanoeu,Normandie,Gandolphini,GANCY,gand,.'f,Qand,,,,,,,,,,,,,,,,
140,PEg,l1,eg,legr,,,,,,,,,,,,,,,,,,,,,
141,Communal,commerco,lesac aux commeragoes,commeragoes,,,,,,,,,,,,,,,,,,,,,
142,enissant  io u ssg,ckroix,Irois,Croissant,rue du Croissant,Crois-tu,,,,,,,,,,,,,,,,,,,
143,Angeliquo,germanico-gallique,aristocraliques,dAnegeliue,Angelique,Marie-Angelique,Republique,,,,,,,,,,,,,,,,,,
144,travaileur,Yersailles,attrailt,ontpre-UNE FILLE D'EL,Raille,railleusement,,,,,,,,,,,,,,,,,,,
145,Nouvelle publiee,Nouvelles,nouvelle mariee,Nouvelle,Mouvele,,,,,,,,,,,,,,,,,,,,
146,terrasso,aeugle,Angleterre,lAnglelerre,,,,,,,,,,,,,,,,,,,,,
147,caleche Francesca `divinemiint mise,it Francesca,Francescn,FrancescaI,naivemenl Francesca,Francesca,Franeesca,Tances,Francescea,,,,,,,,,,,,,,,,
148,niens,Ruhens,metaphysiciens,Tiens,Combien,largens,ensoe,,,,,,,,,,,,,,,,,,
149,astignac,Raslignac,Rastignac,Marlignac,rast,,,,,,,,,,,,,,,,,,,,
150,Genbve,Genevojs,lae e Geneve,Genese,Geneve,Genevo,Genbeve,Genee,Nevers,viendrvez  Geneve,,,,,,,,,,,,,,,
151,Experience,Lindulgence,provincee,Providence,proflt,la Provence,,,,,,,,,,,,,,,,,,,
152,poliuique,poliliquo,Napolilain,,,,,,,,,,,,,,,,,,,,,,
153,Lu-,ru-es,Lecou-,beacoup,Ou-,bu-,cou-sins roquges,,,,,,,,,,,,,,,,,,
154,Chartreux,Chartreuse,De la Grande-Chartreuse,Grande Chartreuse,Chartreax,,,,,,,,,,,,,,,,,,,,
155,paratt,Jutts,avatt,gtt,patti,attentioi,,,,,,,,,,,,,,,,,,,
156,sajeu-,lac Majeur,Lae Majeur,,,,,,,,,,,,,,,,,,,,,,
157,Besnoh,"Pa  e es
meuse heritiere de Besangon",giitantBesangan,A Besangon,h Besangon,Besan-,Besangcon,Besangon,,,,,,,,,,,,,,,,,
158,Rocher,La Roche Hugon,rue du Rocher,La Roche,,,,,,,,,,,,,,,,,,,,,
159,ciet,Sociele,Societe,soeiete,,,,,,,,,,,,,,,,,,,,,
160,Balthasar,Hasard,gard,,,,,,,,,,,,,,,,,,,,,,
161,ntel,comnime pet,Comle,Comnte,Mn,,,,,,,,,,,,,,,,,,,,
162,pelsoue,mouel Y,youee,jouee,,,,,,,,,,,,,,,,,,,,,
163,Strasbourg,Bourse,Bourg,Bourgeois,,,,,,,,,,,,,,,,,,,,,
164,NEE VIIERCAII,i ii,"naiia iihi
Iere",Gii,- Oii,iiisi iya ns anroci,suii,neeitaii,nii di a inpenare,F iiCGiG,s6,viie,Iir,II,Iimniiie,iorsl iir,Iis,Diion,,,,,,,
165,Eternel,CpDmpte,nete,etee,confratermte,bete,gafte,faus-e muette,etea,strete,ftte,lchete,teut,riette,tete,e,tetel,,,,,,,,
166,Lucerne,trne,Nerlve,Rhne,ner,pn,scne,serva,,,,,,,,,,,,,,,,,
167,C9SCa,Ca,sugca,,,,,,,,,,,,,,,,,,,,,,
168,Mont-Cenis,Clermont-Mont-Saint-Jean,Gramont,Mont-,Montcornet,Ilmontrait,Beauffremont,Montons,,,,,,,,,,,,,,,,,
169,Quels,requetes,requeles,obtaeles,Bruel,,,,,,,,,,,,,,,,,,,,
170,pretendil,pretendus,pretendue travsux,lIndustrie,,,,,,,,,,,,,,,,,,,,,
171,.L,N,,,,,,,,,,,,,,,,,,,,,,,
172,Io monet rexr ao vndenese30,mone,Io monet,eune monsiour do Soulas,,,,,,,,,,,,,,,,,,,,,
173,rue Feydeau,Beau-,chteau,Eau,bau-,,,,,,,,,,,,,,,,,,,,
174,aeil,- Ilne,teil,auteuil,uno mobilite feb ile,Ci5G.IL,Mail,luil,Il-,denil,Ila,ilge,IL,espe-3iL,,,,,,,,,,,
175,Mfadr,Desir,seides,bDe,a-adessi,Desque,ade Lennoi,deserte,ades,.m',grndes,Campes-Hailyssdes,,,,,,,,,,,,,
176,severe,atee  e semut,Celte severe,Celte,,,,,,,,,,,,,,,,,,,,,
177,ralliee,Allemand,allees,allee,,,,,,,,,,,,,,,,,,,,,
178,Est Juste,Est-e oes tedeschi,".,est",- Est,Str,Est,,,,,,,,,,,,,,,,,,,
179,Floria,point-Florine,Flori-,Florineet,fl,Florence,Florine,,,,,,,,,,,,,,,,,,
180,braset lamena,cenl,menton,denle,posenl,autremenl,avaienl,menl,Ah6meno,,,,,,,,,,,,,,,,
181,Rehecea,la piece,Muriec,E,eceole,piece,,,,,,,,,,,,,,,,,,,
182,reunion,veu de la reunion preparatoire,tieux de la literature,,,,,,,,,,,,,,,,,,,,,,
183,iois aoi,Bois,la Comtoise,Ioi,iois,,,,,,,,,,,,,,,,,,,,
184,gne,Fgfnes,nesiue,monlagnes,nnes,Agnbes,Agnes,gnagne,Cygne,,,,,,,,,,,,,,,,
185,"Fe-
Ln",fes,fe,Federal,,,,,,,,,,,,,,,,,,,,,
186,Granceyt,Grance,Grandlieu,Nancey,Grancey,abbe de Grancey,monsicur do Grancey,,,,,,,,,,,,,,,,,,
187,tortune,tunel,ieune,forlune,Lune,brune,,,,,,,,,,,,,,,,,,,
188,n5ineidinais,caleinee,deix,vergiss-mein,iineIs,chein do,Seine,einei,Ceinre,,,,,,,,,,,,,,,,
189,indiquanlt,Quoiue,Quoiqu,uo,,,,,,,,,,,,,,,,,,,,,
190,aeecssoire,Loire,altiree,lasoirde,soiree,,,,,,,,,,,,,,,,,,,,
191,Paris,Parisiennes,Parisicns,Parisien,,,,,,,,,,,,,,,,,,,,,
192,Rodophe,Rodolhe interloque,Rodolhe,rpelaient  Rodolpheles,Rloiolphe eutalirs ] creuture,Rololphe,Rodol-,Rodolpheles,,,,,,,,,,,,,,,,,
193,occupes,alpes,Alpes,,,,,,,,,,,,,,,,,,,,,,
194,fronldes grands hommes,la somme,Iemme,tomhe,somme,,,,,,,,,,,,,,,,,,,,
195,mrs,Corso,trsos,le Corso,,,,,,,,,,,,,,,,,,,,,
196,pitie67,moitie,ambilieux,Lambitieuk,,,,,,,,,,,,,,,,,,,,,
197,Sentez,argenterio do tamille,deuxinterlo--,presentil,S,Yarese,presenter,,,,,,,,,,,,,,,,,,
198,Lomhardie,jardih,tour dujardin,bard6,Lombardie,,,,,,,,,,,,,,,,,,,,
199,gota,Gothard,got,,,,,,,,,,,,,,,,,,,,,,
200,esistanee e,esistanee,cesi1,,,,,,,,,,,,,,,,,,,,,,
201,btit,Legitimistes,Legitimite,haiter,,,,,,,,,,,,,,,,,,,,,
202,francais,"Fran-
aflection",lBsperance,Francesta,Fran-,Francais,Franche-Comle,Frauce,de France,france,hranche,la France,France,efraya,dx-huit cent mille trancs,,,,,,,,,,
203,vued',Revue,,,,,,,,,,,,,,,,,,,,,,,
204,grammire,cheminee,breche,cachemire,Cache,Boheme,,,,,,,,,,,,,,,,,,,
205,ahbe,abbe,Barbe-Bleue,Ge-,Be-,be-,,,,,,,,,,,,,,,,,,,
206,T6,C6t6,,,,,,,,,,,,,,,,,,,,,,,
207,Ro-,Suppo-,o-,,,,,,,,,,,,,,,,,,,,,,
208,A1,A,a1,,,,,,,,,,,,,,,,,,,,,,
209,Pailez,chiambre des pairs,Pais,La Paia,Paia,AimE',,,,,,,,,,,,,,,,,,,
210,Ma-,Neue-es-,rue Neuve-des-,Neuve,Neuve-des-Ma-,,,,,,,,,,,,,,,,,,,,
211,entiere,singuliere,salieres,lumieressur,pemiere ioie ue,Mloliere,niere,Teniers,,,,,,,,,,,,,,,,,
212,Reli-,felicite,lix,Felix,,,,,,,,,,,,,,,,,,,,,
213,2;.je,--Je,Je N,Sije,"je,-';;g",Jerome,jE,,,,,,,,,,,,,,,,,,
214,Eden,Amede,Medee,Amedee de Soulas,suceederun,Amedee,,,,,,,,,,,,,,,,,,,
215,Gouvernement,Felicien Vernou,Vernou,,,,,,,,,,,,,,,,,,,,,,
216,Leloquence,Celebrite,CE1a,gteleygee,poele,celi,pele-mele,EL.E2E,Aeele,Cele,Epictele at Spar-,,,,,,,,,,,,,,
217,Cerci,cerclo,Cercle,,,,,,,,,,,,,,,,,,,,,,
218,Opéra,Girar-,Irancs,rantiras,tyranie,Brabant,iran,dranaes,Irappent,,,,,,,,,,,,,,,,
219,SAYARU,Ayg,Gersau,Mars,Marsay,,,,,,,,,,,,,,,,,,,,
220,Cus,traijusqu,.Nous,Russe,TuSe,pordus,us,,,,,,,,,,,,,,,,,,
221,Per-,Perugin,derouter,Rouxrer,"pensa-t-
- Poterol",Perou,,,,,,,,,,,,,,,,,,,
222,Mulhouse,Vousetes,Penuse,sen,vousen,,,,,,,,,,,,,,,,,,,,
223,aGaiGrGGi,gg;g-,"g;;gggggg,:,g",yettee-ggeyggggy,",gggA.el FGnG'a'iGs Gi
-,,1Ci",gggg;;g,gggA,Agggge,GG,gg,gggL,,,,,,,,,,,,,,
224,Effort,apon,porte du boudoir,T'aport,,,,,,,,,,,,,,,,,,,,,
225,Desenchanfe-,chanccs,Danle,echanper,Abranles,enchanles,,,,,,,,,,,,,,,,,,,
226,.(nee princesse Soderin,Bresse,etle tndresse,duehesse,Adresse-,"P' jE t- nss
onnii id prester",trattresse,Presse,caresse6,,,,,,,,,,,,,,,,
227,atlend,EntEndre-,elendie,"lende-
des monceaux",Lendres,,,,,,,,,,,,,,,,,,,,
228,dillicilo,curiosile,vicilles,ICI,Ceciles,Sicile,,,,,,,,,,,,,,,,,,,
229,irola,Lopold,Leopola,,,,,,,,,,,,,,,,,,,,,,
230,Nucingon,Nuciogen,pingeuieues,cingen,Nucinge,Nucingen,,,,,,,,,,,,,,,,,,,
231,Belgirate,de Belgique,Belgique,,,,,,,,,,,,,,,,,,,,,,
232,de Saxe,Saxarn,do Saxe,Saxe,,,,,,,,,,,,,,,,,,,,,
233,volers,colere,gsle,leslevres,leresle,,,,,,,,,,,,,,,,,,,,
234,Iaoul,vOulez,Soulas,bult,Raoul,Raouil,suls,Coulis-,toul,surloul,vroulut,Raooul,aoul,,,,,,,,,,,,
235,N1,aix,N1ai,,,,,,,,,,,,,,,,,,,,,,
