cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
133.0,Beau-,rue Feydeau,"lende-
des monceaux",Eau,chteau,,,,,,,,,,,,,
134.0,bult,Belzebulh,,,,,,,,,,,,,,,,
135.0,misre,envosre ar Ia,Ia frisre,,,,,,,,,,,,,,,
136.0,melangee,proligieuxs cbangement,Btrangers,range,lrange,letranger,,,,,,,,,,,,
137.0,youee,pelsoue,jouee,,,,,,,,,,,,,,,
138.0,nnes,Quotidienne,vienne,Vienne,Sicilienne,comedienne,ltaliennes,tiennes7,liennes,Etienne,,,,,,,,
139.0,griseltes de Besancon,Bosanco,sanctuaire Yoici lai,A Besancon,Besnoh,Besancon,Desancon,Besan-,,,,,,,,,,
140.0,Marie-Angelique de Granville,comtesse de Granville,comtesse de Vande-,Granville,,,,,,,,,,,,,,
141.0,cenl,nlre,enlrer,,,,,,,,,,,,,,,
142.0,voyis,voyent,Voyez,,,,,,,,,,,,,,,
143.0,lchete,tete,strete,etee,bete,etea,tetel,nete,,,,,,,,,,
144.0,Ou-,beacoup,cou-sins roquges,Lecou-,,,,,,,,,,,,,,
145.0,diocbese,asese,Gymnase,,,,,,,,,,,,,,,
146.0,hranche,Franche-Comle,Comle,el blanche,,,,,,,,,,,,,,
147.0,Pilale,Ilaliene,vialime,Ilalienne,Ilalie,de l Ilalie,,,,,,,,,,,,
148.0,toiseme feis,"Fe-
Ln",chezla comtesso,la Comtoise,Ias,,,,,,,,,,,,,
149.0,Belgique,Belgirate,de Belgique,poliuique,,,,,,,,,,,,,,
150.0,Marie-Angelique,dAnegeliue,germanico-gallique,Angelique,aristocraliques,Angeliquo,Republique,,,,,,,,,,,
151.0,Les negocians,les Rouxey,Les Rouxey,lac des Rouxey,Rouxey,terre des Rouxey,Rouxrer,,,,,,,,,,,
152.0,mademoiselle Mars,"mam de mademoiselle
cheval",madamoiselle,Moise,mademoiselle,scne,el de mademoiselle,,,,,,,,,,,
153.0,"y,,g","g.leeggegg,,g,-,g,]L","g,,gg","eeegg,,gg",,,,,,,,,,,,,,
154.0,Dicu,R MIcuB,,,,,,,,,,,,,,,,
155.0,ciet,Societe,Sociele,,,,,,,,,,,,,,,
156.0,Nathn,Charnathan,Nathan,aNathan,Ies de Nathan,,,,,,,,,,,,,
157.0,maniPre,popre,io vex pretrs,pre,presidenee,prelre,,,,,,,,,,,,
158.0,pordus,aec,daecord,,,,,,,,,,,,,,,
159.0,chein do,vergiss-mein,Ceinre,SG G6inr,,,,,,,,,,,,,,
160.0,confratermte,Ilrmee,Terme,,,,,,,,,,,,,,,
161.0,Lambitieuk,pitie67,moitie,,,,,,,,,,,,,,,
162.0,mons,Barcelone,blonde,Simplon,lons,Allons,canlon,,,,,,,,,,,
163.0,Genevojs,Nevers,Genee,Geneve,Genevo,lae e Geneve,Genese,viendrvez  Geneve,,,,,,,,,,
164.0,Cetle,cetto,cetle,cetle sainte,A cetle,etle,,,,,,,,,,,,
165.0,rohe de chambre de merinos,chiambre des pairs,Chambre,cChambrot,,,,,,,,,,,,,,
166.0,vroulut,Soulas,toul,Raonl,Raooul,vOulez,surloul,Coulis-,craoye,,,,,,,,,
167.0,chnaroneourt,6naro5rose,Cimaros,,,,,,,,,,,,,,,
168.0,sv onnuyes,baronno,sonnie,connaflt,,,,,,,,,,,,,,
169.0,Con-,contigu,contrister,lontaires,Contat,,,,,,,,,,,,,
170.0,oiture,Heureuxt,fleuree,Aoures,Nure,peinlure,Laure,,,,,,,,,,,
171.0,astignac,rast,Rastignac,Raslignac,Marlignac,,,,,,,,,,,,,
172.0,Ministere,Tre Monasteri,mol mystee I,mystere,caratere d'in yjoe,Interets,,,,,,,,,,,,
173.0,obtaeles,Celebrite,pele-mele,poele,Epictele at Spar-,gteleygee,Cele,,,,,,,,,,,
174.0,triomphel Plus olle,Rloiolphe eutalirs ] creuture,Gandolphini,Rodophe,Rodolpheles,rpelaient  Rodolpheles,Rololphe,Rodol-,,,,,,,,,,
175.0,Teniers,enin,tenic,,,,,,,,,,,,,,,
176.0,Pont-Neuf,le Pont-Neuf,,,,,,,,,,,,,,,,
177.0,sot vis-i-vis,Puis-,Suis-che,uis,A dis-sept,,,,,,,,,,,,,
178.0,bau-,luiont,ntel,"au-
Iontes",cliont,gte-saues erontes,,,,,,,,,,,,
179.0,send ssne st l piiei,posenl,sen,,,,,,,,,,,,,,,
180.0,"GGiGiniiiG.ciiiaG
Francaise el je suis","GGiGiniiiG.ciiiaG
Francaise",,,,,,,,,,,,,,,,
181.0,grace,Frace u beaunom,Lovelace,Graces,Frace,,,,,,,,,,,,,
182.0,lesac aux commeragoes,commeragoes,commerco,Communal,,,,,,,,,,,,,,
183.0,appa-]-Bt,apparal,railleusement,Dpartemental,Impartial,Appartement,menton,,,,,,,,,,,
184.0,Danle,Abranles,chanccs,echanper,enchanles,Desenchanfe-,,,,,,,,,,,,
185.0,agrafees,grammire,gradce,Jungrau,,,,,,,,,,,,,,
186.0,Beatrix,laatreI A,Theatre,atre,,,,,,,,,,,,,,
187.0,haiter,hesiter,maltraitee,,,,,,,,,,,,,,,
188.0,Vernou,metaphysiciens,felicite,Felicien Vernou,,,,,,,,,,,,,,
189.0,Agggge,gg;g-,"g;;gggggg,:,g",gggg;;g,yettee-ggeyggggy,"je,-';;g",gggL,,,,,,,,,,,
190.0,Charivari,varon,Rivarol,Caroline,,,,,,,,,,,,,,
191.0,clle,Clle,,,,,,,,,,,,,,,,
192.0,abbe de Grancey,Nancey,Grance,Grancey,monsicur do Grancey,Granceyt,,,,,,,,,,,,
193.0,Balthasar,Hasard,,,,,,,,,,,,,,,,
194.0,Yarese,aulres,riviberes,Ireres,thelres,mres,fgures,piresrue,,,,,,,,,,
195.0,"a3
.:;,:,,,,,.:A","P%2,g,,,,,%;;%,eee",,,,,,,,,,,,,,,,
196.0,ner,Nerlve,,,,,,,,,,,,,,,,
197.0,Est-e oes tedeschi,Est Juste,eiee  aest yvggntsuee,Est,- Est,".,est",cœur1Un,,,,,,,,,,,
198.0,Champs-Élysées,Effort,Champfort,Champmesle,sœur-le-champ,Cham-,Champagne,,,,,,,,,,,
199.0,Mail,Mais-,Iamais,Jamais,-Mais,maison Janrenaud,,,,,,,,,,,,
200.0,z:::t,"G1:::,%",,,,,,,,,,,,,,,,
201.0,Frangais,midi-Frangaise,,,,,,,,,,,,,,,,
202.0,ae ien aire eee,Ate.s eeeg,eeee,ePseeee,ellE - eee eeegi e]   ueae yeuessea,,,,,,,,,,,,,
203.0,Saint des Saints.-Il,Saint-Gothard,Sainte-Elle,rue Saint-Lazare,Saint-Honore,intrigue2,Saint-,Saint-Germain bouda,Sainte-Alliance,Saihnt-,Saint-Germain,,,,,,,
204.0,Cercle,Cerci,cerclo,,,,,,,,,,,,,,,
205.0,leresle,gsle,leslevres,fievre,,,,,,,,,,,,,,
206.0,brune,forlune,Lune,ieune,,,,,,,,,,,,,,
207.0,Montcornet,Clermont-Mont-Saint-Jean,Beauffremont,Mont-Cenis,Ilmontrait,Monvel,Montons,Mont-,Gramont,,,,,,,,,
208.0,blable auxt Anglaises,coulume anglaise,Anglais,Anglaise,euaisee,,,,,,,,,,,,,
209.0,In chro,oher,Mon cher,,,,,,,,,,,,,,,
210.0,sueces1 Blle,famlle,Blle,,,,,,,,,,,,,,,
211.0,la Havane,cbamhre,fenelre d sa hamhre,,,,,,,,,,,,,,,
212.0,nouvelle mariee,Nouvelle publiee,Mouvele,Nouvelle,Nouvelles,,,,,,,,,,,,,
213.0,oroiuio,trehte-trois ans,Gii,Irois,ckroix,,,,,,,,,,,,,
214.0,Rehecea,la piece,piece,preiero piece apres,,,,,,,,,,,,,,
215.0,Heloise,Rhetore,Rhelore,Honore,,,,,,,,,,,,,,
216.0,c0mprises,mepriseras:- Ble,,,,,,,,,,,,,,,,
217.0,"mensieuri0

DE ALZAC",Mlonsieur,nnsie,NSIEUR,,,,,,,,,,,,,,
218.0,La Mole-,Gersau,colere,volers,Alert lla,,,,,,,,,,,,,
219.0,do Rupt,upt,Rupt,,,,,,,,,,,,,,,
220.0,d'Italie,Ialienines,l'Italie,alienee,Italiens,Italien,Italiennes,A h0pital,Italienne,Italiensl,Italie,,,,,,,
221.0,L SIkcLE,moustacles,SIBCLE,Cle,,,,,,,,,,,,,,
222.0,etat,État,Etats romnains,Etat,,,,,,,,,,,,,,
223.0,Iun,IUn,,,,,,,,,,,,,,,,
224.0,tieux de la literature,Str,Magistrature,,,,,,,,,,,,,,,
225.0,rope,Europeen,l'Europe,Europe,meurtrirs,,,,,,,,,,,,,
226.0,iut,--Je,Saiut-Jean,,,,,,,,,,,,,,,
227.0,Ioeux,aanoeu,,,,,,,,,,,,,,,,
228.0,Marsay,Marseille,Mars,,,,,,,,,,,,,,,
229.0,A Iareille,Iareille,,,,,,,,,,,,,,,,
230.0,gnagne,monlagnes,Agnes,Fgfnes,Agnbes,,,,,,,,,,,,,
231.0,esistanee,esistanee e,,,,,,,,,,,,,,,,
232.0,Be-,be-,Barbe-Bleue,,,,,,,,,,,,,,,
233.0,Très-,Cache,très-allachee h miss Fanny,,,,,,,,,,,,,,,
234.0,porte du boudoir,T'aport,apon,,,,,,,,,,,,,,,
235.0,avoeats,avoeat,,,,,,,,,,,,,,,,
236.0,douzibeme annee,neeitaii,lnee,- Ilne,,,,,,,,,,,,,,
237.0,passage Sandrie,Ansbac,sanva,passans,Pas,,,,,,,,,,,,,
238.0,denil,Federal,denle,Godenars,Eden,suceederun,,,,,,,,,,,,
239.0,Iai,MIa-,miai 18,,,,,,,,,,,,,,,
240.0,Hhilomene,Philomene]. - A,Philomeno,Philomee,lomene,Philomene,Philomen,Pbilomene,,,,,,,,,,
241.0,La Paia,Pais,Pailez,Paia,,,,,,,,,,,,,,
242.0,Rocher,La Roche Hugon,rue du Rocher,La Roche,,,,,,,,,,,,,,
243.0,lumieressur,culiero,Mloliere,ESCALIER,salieres,singuliere,,,,,,,,,,,,
244.0,Jallklis,belises,lEglise,-Lisek,,,,,,,,,,,,,,
245.0,ecria,Florineet,Florine,Floria,point-Florine,Flori-,Florence,,,,,,,,,,,
246.0,n5ineidinais,Usine,Seine,einei,iineIs,caleinee,,,,,,,,,,,,
247.0,Tine,atisve,ft devinee,satinees,,,,,,,,,,,,,,
248.0,Laissez-,Palais,Laisse,,,,,,,,,,,,,,,
249.0,rue Neuve-des-,Ma-,Neuve,Neuve-des-Ma-,,,,,,,,,,,,,,
250.0,Chlthbre,trattresse,caresse6,duehesse,Presse,etle tndresse,breche,Adresse-,Bresse,.(nee princesse Soderin,gondesse,,,,,,,
251.0,pretendue travsux,pretendil,pretendus,,,,,,,,,,,,,,,
252.0,atlend,Lendres,EntEndre-,elendie,,,,,,,,,,,,,,
253.0,aueun,veu de la reunion preparatoire,reunion,,,,,,,,,,,,,,,
254.0,Vousetes,vousen,Mulhouse,.Nous,,,,,,,,,,,,,,
255.0,Irable chaleur,meie esimable,ble,Irable,diableI,,,,,,,,,,,,,
256.0,Loire,vire,altiree,lasoirde,soiree,aeecssoire,,,,,,,,,,,,
257.0,Combien,viene,seienee,LHygiene,Eneore,,,,,,,,,,,,,
258.0,Mlilan,Milanais,Ila,Yiland,milan,Milan,,,,,,,,,,,,
259.0,enissant  io u ssg,rue du Croissant,Croissant,Crois-tu,,,,,,,,,,,,,,
260.0,ieuesso,pingeuieues,lupin,subjugues,,,,,,,,,,,,,,
261.0,Yersailles,Sicile,ICI,dillicilo,vicilles,,,,,,,,,,,,,
262.0,vonsses,ons as ctourt,vivons dns,,,,,,,,,,,,,,,
263.0,oiecproeneni,boiugies,geneniogies,,,,,,,,,,,,,,,
264.0,Legitimite,iruiste,Legitimistes,,,,,,,,,,,,,,,
265.0,louna,decoloree,Argaiolo,Colouua,,,,,,,,,,,,,,
266.0,National,aroon di nof nis ionii,sion,Diion,"biiou
-",,,,,,,,,,,,,
267.0,riette,Lettes,faus-e muette,Tes,ftte,,,,,,,,,,,,,
268.0,Modinier,adiu,ninie,Mainier,Virginie,Wyiriciinie,Madinier,,,,,,,,,,,
269.0,cachemire,Jutts,gomine,cheminee,temino,,,,,,,,,,,,,
270.0,st s rt es l,st sa,,,,,,,,,,,,,,,,
271.0,Revue,vued',lazr,,,,,,,,,,,,,,,
272.0,irola,Lopold,Leopola,,,,,,,,,,,,,,,
273.0,watteile,aeil,alteignit,teil,,,,,,,,,,,,,,
274.0,Jaurais,Marais,Serais,Irais,,,,,,,,,,,,,,
275.0,Dulley,Dudley,,,,,,,,,,,,,,,,
276.0,Iac,fiacre,L2IAC,,,,,,,,,,,,,,,
277.0,Tuilaries,Tuileries,Ies,Arries,,,,,,,,,,,,,,
278.0,Voilh,Voil,Mafoil,,,,,,,,,,,,,,,
279.0,harque,Barque,,,,,,,,,,,,,,,,
280.0,nailt,traijusqu,attrailt,,,,,,,,,,,,,,,
281.0,Ghapitre,chapitr,,,,,,,,,,,,,,,,
282.0,Sociele des Naufrages,suffages,Naufrages,,,,,,,,,,,,,,,
283.0,Restauralion,reputalionsee,Trivualio,Lions-le-Saul-,Reslauralion,,,,,,,,,,,,,
284.0,gaee,Aoeel,Aeele,,,,,,,,,,,,,,,
285.0,Tout-,amout,soeiete,toutola soeiete,,,,,,,,,,,,,,
286.0,lBsperance,efraya,Francesta,Fran-,"Fran-
aflection",la France,france,GANCY,de France,France,,,,,,,,
287.0,Libral,entralne,ralliee,tralna,,,,,,,,,,,,,,
288.0,gafte,Peut-9êtrE,maftre,,,,,,,,,,,,,,,
289.0,gre,Malgre,,,,,,,,,,,,,,,,
290.0,a-adessi,ade Lennoi,ades,,,,,,,,,,,,,,,
291.0,Frauce,Eternel,Gouvernement,trne,Lucerne,,,,,,,,,,,,,
292.0,Cuton,Faut,hau,haut-le-corps,vsoyaut,hauto,,,,,,,,,,,,
293.0,rini etait mariee,Marielte,Marie-Eugnie,ariver,Marie-Eugenie,Marie-,Marietle,,,,,,,,,,,
294.0,iois aoi,Bois,Ioi,iois,,,,,,,,,,,,,,
295.0,Besangcon,giitantBesangan,Besangon,"Pa  e es
meuse heritiere de Besangon",A Besangon,h Besangon,,,,,,,,,,,,
296.0,spheres,binel d'Alhert,Alhel,malheres,,,,,,,,,,,,,,
297.0,Dilet,justile,sortileges,Tilet,,,,,,,,,,,,,,
298.0,Saxarn,do Saxe,de Saxe,Saxe,,,,,,,,,,,,,,
299.0,got,Gothard,gota,,,,,,,,,,,,,,,
300.0,proflt,la Provence,provincee,Providence,,,,,,,,,,,,,,
301.0,Medee,Amede,Amedee de Soulas,Amedee,,,,,,,,,,,,,,
302.0,tomhe,Lombardie,Lomhardie,,,,,,,,,,,,,,,
303.0,curiosile,Fnai niosiiininaanieetne,Aiosi,,,,,,,,,,,,,,,
