cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
29.0,visinho roino,Miguelsinho,Pedroeo Rodrigues,rosnaninho incensvam,"visinho cemiterio grasnaram agoi-
rentamente",san cantinho,,,,,,,,
30.0,Resignada,leresia,igno,nevada,,,,,,,,,,
31.0,quno fa,unova,nova companhoira,lovar,,,,,,,,,,
32.0,Brnnswick,ILembrn-mo,Nns,,,,,,,,,,,
33.0,propriedadcs,piedade,piodade,,,,,,,,,,,
34.0,Ama-Rita,Ama-Rita  Sentia,Ama-Rtita,Ma-,,,,,,,,,,
35.0,Olriado,Iria,quria,Sorria,gria,iri,Mnria,,,,,,,
36.0,"ma
b6a mie",B6as,,,,,,,,,,,,
37.0,Llniais,"Pa-
dro Jose
nIAIU L CRIAI",Iais,Lnis,niaia,,,,,,,,,
38.0,Mnnoel,Mnnoal,Innoel,,,,,,,,,,,
39.0,oltei,tei,arrebatei-lha das maos,,,,,,,,,,,
40.0,Tnzia,Dizia,Inzitns,,,,,,,,,,,
41.0,Emqanto,IIm santo,Emqunnto,pranto:-,crescanto,,,,,,,,,
42.0,arrustar,Augusta,brusea,,,,,,,,,,,
43.0,terra,Inglaterra,terrn,Iuglaterra,terra auliga,berrari,,,,,,,,
44.0,comprocndia,"nio
comprecndernm",prociss5es,rocn,cnmprir,,,,,,,,,
45.0,nia,agoniada2,caluinia,mania,,,,,,,,,,
46.0,Deixe,bDeixas-me,Deixou,,,,,,,,,,,
47.0,ramilhete,mami,Folheto,,,,,,,,,,,
48.0,cntretida,segida,bntida,salbnt,Tolos,,,,,,,,,
49.0,deressa,Sevres,boires,i pressa,flores,fl6res,"gruve duma
Cdres",Ois ds Pohres,,,,,,
50.0,comunidado,"minhs
idado",Mado,brunida,Mloeidada,,,,,,,,,
51.0,Faca,acaban6,cacals,Acabtla,fogaca,chalaca,,,,,,,,
52.0,Aconselhava-a,Conseguira,Conselhos,voelha,Veja-a,,,,,,,,,
53.0,Zarolha,Gertrndos,"Gertrndos
arolha",Olha,,,,,,,,,,
54.0,nella,nellas,qua nella,Aqella,dnelo,innella,,,,,,,,
55.0,Chica,DU chICA,"AHICA
2s",,,,,,,,,,,
56.0,lle angustiara,sc sangue,MIaria Angusta,Maria Augusta,MIaria,,,,,,,,,
57.0,Olieeim,solidio,advarsol,,,,,,,,,,,
58.0,Cuntos,aftos,Antos,Nto,,,,,,,,,,
59.0,Iab6r,caboea,Diabo,Diabso,,,,,,,,,,
60.0,ma velha,Lima VIdal,Inolvidavel,fidalg,,,,,,,,,,
61.0,proxima,lagrimas,profundezus,"vin-
dima",,,,,,,,,,
62.0,Hon-,Chegon-me,,,,,,,,,,,,
63.0,IIO LA,siio,baliio,regiio,,,,,,,,,,
64.0,Sofria,sofride,,,,,,,,,,,,
65.0,cari,Tari,Paris,propietario,Tar0,,,,,,,,,
66.0,sabcdoria,sabe2,sta momoria,,,,,,,,,,,
67.0,sonsnaco,menaco,,,,,,,,,,,,
68.0,Ohico,OhI.,Chico,,,,,,,,,,,
69.0,Pardeu,Deus.-,Deusl,Adeus,,,,,,,,,,
70.0,asti,justioa,Estive,cstidvs,,,,,,,,,,
71.0,imploraco,oracno,"mn
gesto implorativo",,,,,,,,,,,
72.0,mulhcr,praes qne,mulheraes,,,,,,,,,,,
73.0,Soror Maoela,Soror Manoaela,Soror Manaela,Soror Manoela,Soror Mfanoela,Soror MIanoela,"Soror
Manoela",Soror,,,,,,
74.0,quec,quen,gque,Marques,,,,,,,,,,
75.0,Tonito,Mnito,"d
bonita",Onotono,,,,,,,,,,
76.0,tr cnsinado,Em cnsa,cnsa,capela da cnsa,,,,,,,,,,
77.0,obrigads,obrc,Ubrigatorias,,,,,,,,,,,
78.0,Depeis,iltima,"iltios
deis",,,,,,,,,,,
79.0,uiiula Ruuel,Ruuel,,,,,,,,,,,,
80.0,toduas,sode,tode,todas2,"podenda
escoder",,,,,,,,,
81.0,Gortrudes,Soror Gortrudes,Soror Gertrudes,,,,,,,,,,,
82.0,solvagens,solvagoens,sagens,,,,,,,,,,,
83.0,Algnma,cnvalga,Algns,cnma,,,,,,,,,,
84.0,miseravol,ravol,,,,,,,,,,,,
85.0,Vivia,vivio,violenoia,,,,,,,,,,,
86.0,tinlam,Espnla,minla,Tinlma,,,,,,,,,,
87.0,Atd,rosatd,Eros,Dasatou,,,,,,,,,,
88.0,apaixondo,caixoes,sen pail,,,,,,,,,,,
89.0,felici,Felizmonte,felieidndo,"felicidade p
terna",,,,,,,,,,
90.0,"N01ELAS
MA


L v","MIHII1
ma saudade",aiuda,quauda,II1I,,,,,,,,,
91.0,boa senhora,boa senhora atribia,sa soenhora,,,,,,,,,,,
92.0,"freira
sobesaltnda",Freira,bober,,,,,,,,,,,
93.0,Mlanoelaa,Manoel,Manoela-,hanoela revolton-se:-,lunoela,anoela,Manoel da Clars,Manoela,Tamhem Mlanoela,Ianoela,,,,
94.0,"de
criancicc",ma crianca,"es cria-
dos",CRIAC,,,,,,,,,,
95.0,pnieo,Chieo,Chiee,,,,,,,,,,,
96.0,Maoela,mao,Iaoela,Mlaneoela,,,,,,,,,,
97.0,Terazinha,dua Terazinha,Terazinha comc,,,,,,,,,,,
98.0,Sim,"np nmavel dn sim-
patia",Chnmavam-na,,,,,,,,,,,
99.0,"Pros-
pera","cn 
e eee",Prospere,Prosporo,,,,,,,,,,
100.0,nerves,vesso,Ouves,herva,,,,,,,,,,
101.0,gorda,aeorda,eoro,reordacno,Acordara,Reeordava,,,,,,,,
102.0,Cbioo,sibio,,,,,,,,,,,,
103.0,ges,Iages,IoCAGE,,,,,,,,,,,
104.0,fogo,logoe,,,,,,,,,,,,
105.0,Parece-mo,parecessa,,,,,,,,,,,,
106.0,Triste,trinnfaute,"tristez da
minha vida",triste,,,,,,,,,,
107.0,passo atraz,osso moio,Atraz,passadc,,,,,,,,,,
108.0,cadete,cadn,patuscadass,BACICAD,"AChIICADA
2I7
milagro",,,,,,,,,
109.0,"se-
nhora morgada",lhoe,mclhoras,Choravam,,,,,,,,,,
110.0,brancn,nnncn,Lanco,,,,,,,,,,,
111.0,chapeo,"sen
chapeo",,,,,,,,,,,,
112.0,Iuvcjara,parae,garae,Agara,Chegara,,,,,,,,,
113.0,U Raquel,Aquellas,lovantar daquelle,Aquella,Iaquel,daquello pedaco,naquella ocasino,aquelle,daquelle,Aquelles,,,,
114.0,escrovor,vorgoha,escrevor,Revoltar-se,brevo,bevo,,,,,,,,
115.0,Qudinte,mnde inteiro2,intencaao,saeudin,,,,,,,,,,
116.0,Desconcertada,oonheci,Desconhecia,,,,,,,,,,,
117.0,torminar,memina,Inarinas,,,,,,,,,,,
118.0,saco de nilho,olaustro,"claustro de cima
aponas",cimu,,,,,,,,,,
119.0,Entao,entao2,parentala,,,,,,,,,,,
120.0,terir,materialisar,labiosito ainln erianeil,Cederia,Queria,Seri,,,,,,,,
121.0,"belo
idoal",pombel,ambem,belaes,,,,,,,,,,
122.0,tornon,tornura,lotcura,,,,,,,,,,,
123.0,Mesos,L1s es,sos eom,,,,,,,,,,,
124.0,Nuncu,Nuncal,,,,,,,,,,,,
125.0,bom do padre,"bom
padre Ze",Padreo Zi,Zdfa do Padre,Zafa do Patde,Mnria do Pr6spero,,,,,,,,
126.0,lais,baais--,,,,,,,,,,,,
127.0,"desenh
de ltoue fiameiro",Representou,sa presena,"Presentimen-
tos",,,,,,,,,,
128.0,ji qunasi,alnas,Apanas,dnas,dornas,,,,,,,,,
129.0,nossa casa ficnva,Ymnos,"i viln
bscar",nossa vilan,uossa,,,,,,,,,
130.0,volta delle,fllha clle,Ello,rua onda elle,vao elle,elle,aqelle,porto delle,so delle,aqnelle,,,,
131.0,intancia,inufancia,repungnanci,,,,,,,,,,,
132.0,Voja,i igroja,Tigre,,,,,,,,,,,
133.0,satisfoito,satisfaia,,,,,,,,,,,,
134.0,Senlora ID,Senlor,senga,,,,,,,,,,,
135.0,sta inocencia,ossa consciencia,diligencia,sa iuteligencia,,,,,,,,,,
136.0,ahi,Sahir,Sahi,sahiu,"sc
sahir da lareira",Dahi,sahir,,,,,,,
137.0,aldeia i enpital,i ualdeia,ji uaio,,,,,,,,,,,
138.0,Tarezinha,Pobre Terezinha,pilids Terezinha,Terezinha,"leema da
Terezinha",Terezinlia,Torezinha,"eston n vera
Terezinha",,,,,,
139.0,po dos qne,Qne,qne,Qnem,,,,,,,,,,
140.0,Una,marulhava,ponsava,Havauna,"gunhava
certamete masis",,,,,,,,,
141.0,Pois,Coisas,,,,,,,,,,,,
142.0,Creia,Veia-lhe,Eia,,,,,,,,,,,
143.0,Fni,"fni
i oestrebaria",Estremoz,Mariac,,,,,,,,,,
144.0,deseonfianga,MIas,Infias,,,,,,,,,,,
145.0,Ticn,A1 ITICIR,ITICRIRA,EITICIR,,,,,,,,,,
146.0,oste,ests unic,qnestes,este9,estudnr,,,,,,,,,
147.0,"eryAal
ll",fortaleceru,esgueceri,Dcecerto,Dcecerto nio,Docerto,,,,,,,,
148.0,Eduarda,Eduuarda,Bernardas,tardari,Ednarda,luarda,Edusrda,Vardade,,,,,,
149.0,Mariquithas,Mariquinles,Mariquihas,Mariquinhas an pe delle,Miariquinhas,Pohra MIariquinhasl,cosia i miquine,Mariquinhas,Muriquinhas,Mariqinhas,Mariquinhas-,Mlariquinhas,Mfariqninhas,pe da Mariquinles
150.0,Iadre-Superiora,Superiora,Madre Superiora,,,,,,,,,,,
151.0,aes,mae,Lniz de Nagahaes,maes,,,,,,,,,,
152.0,lle respondar:--,responden,Respondi-,,,,,,,,,,,
153.0,nio vissa,vissa,cssa,,,,,,,,,,,
154.0,vontade2,votade,Easgotado,,,,,,,,,,,
155.0,reereio,Estremecia,serena,erecia,Esouecia,chere,CIA1NA,,,,,,,
156.0,pes,sa pessoa,"dnma pess6a
qno",dnm,vera pessia,,,,,,,,,
157.0,"pas-
sar as agulhas","pas-
sividude","pas-
sar",,,,,,,,,,,
158.0,naquolle,olle,aquolle,,,,,,,,,,,
159.0,Iierdudo,Fechaudo,pouoo,poudo,vagabuudo mar,Sobretudo,,,,,,,,
160.0,Solncava,cavada amargra,Comecava,ameacavaIm,Vai-to,,,,,,,,,
161.0,Ins,tnsia,insia,instrme9,,,,,,,,,,
162.0,Coitadinlho To,tadigas,corpinlo,Coitadinlol,Maloitas,Coitdi,,,,,,,,
163.0,Alta,Saltava,,,,,,,,,,,,
164.0,buliosas,bulicosns,liconcn,,,,,,,,,,,
165.0,"Luisa da
Roda","cenpola da
n DA IA",sino da igraja,,,,,,,,,,,
166.0,Clara do Reza-,"Clara do
Rezadeira",amixzade,Clara do Rezadeira,Teza,Rexadeira,Manl da Clara do Rezadeira,Rezava,,,,,,
167.0,DIAI0  nII,DIAI0,,,,,,,,,,,,
168.0,er as trs cabecs,cabece,Baixa,oleografia barata,cabeca baixae,cabeca comn,,,,,,,,
169.0,Chistina,Clristina,Assistin,aguia,Christina,Christinae,nio desistin,,,,,,,
170.0,Talhados,Estados-Unidos,gunrdados,Cardoso,Dosde,,,,,,,,,
171.0,saude,juvcntude,paude,MIaud,Mfadre Clauden,,,,,,,,,
172.0,cicion,ARIICID1,IICI,,,,,,,,,,,
173.0,rcbeliaio,correcaio,iaiiaas,naio,IAIO,,,,,,,,,
174.0,Fugiram,lle fugirl,,,,,,,,,,,,
175.0,Lis,orglhosa,Lisboa,LishOs,Amhos,,,,,,,,,
176.0,mis,snbmisso,IxuIsS,Dissoram-lhe,,,,,,,,,,
177.0,Nio,nio,"oc
DIAnIO",qe nio,,,,,,,,,,
178.0,lorida,florida:--,azas:--,,,,,,,,,,,
179.0,Aherta,oarta,cartan,Earta,,,,,,,,,,
180.0,portges,Importa-me,Portngal,Portugal,la nortc,"almt
orturada",,,,,,,,
181.0,"taberna
do Goitoso",Gaitoso,Goitoso,,,,,,,,,,,
182.0,Sanhora do Castelo,"Senhora de invoea-
cio divexrsa",Senhora do Castelo,,,,,,,,,,,
183.0,"Madre
FLIICADA",Madrid,"Madre Angelical
enho ma flha",Soror Angelica,aovangelho,Madre Angelica,MIadre hngelicn,,,,,,,
184.0,choia,Cho-,Fechou,,,,,,,,,,,
185.0,mausoleu de inarmore,marmore,,,,,,,,,,,,
186.0,coa,Gvio-Vascos,Piscoa,damasco,,,,,,,,,,
187.0,sen coracao,desgraca,graca,,,,,,,,,,,
188.0,lonco,Eneostads,Encostada,Costanca,Iecostando-so,,,,,,,,,
189.0,Sari,casariio,Casar,,,,,,,,,,,
190.0,"Santas
Terezas",cantarl,santa oasa,easa,santa refletia,,,,,,,,,
191.0,humane,Espanha,nanh,manhai,manhi,,,,,,,,,
192.0,corro,horror1 Pos,pormenorisava,horrorisado,,,,,,,,,,
193.0,ITAYI,escntava,Faulava-ms,Fitava-n,s6va--,Lembrava-so,cstava,,,,,,,
194.0,norvos,Liro,"sorvodoiro de
isb6a",Primoiro,,,,,,,,,,
195.0,Lulalia,Eulalis,Eulalia,,,,,,,,,,,
196.0,Manoola,MInnoola,,,,,,,,,,,,
197.0,carmezim,fecarm,exoecao,,,,,,,,,,,
198.0,Ielro Cemn,endoideccida do con-,Dens do ceo,Adens Ama-Iita,Menino Jesus do Milagro,Sauades do Cei,Dens,,,,,,,
199.0,religino,iri lindol,Dirio,Dirigindose,,,,,,,,,,
200.0,Yiera,ispera,esperasso,hispeda,Dispensariam,,,,,,,,,
201.0,tragodia,AIfredo Franoa,naifrago,,,,,,,,,,,
202.0,Sentia-sa,Entio,Entie,,,,,,,,,,,
203.0,Mns,mns,,,,,,,,,,,,
204.0,cosia,silvas,ipocrisia,Qasi,vasia,,,,,,,,,
205.0,mim,csmaga,om mim,mim mcsma,,,,,,,,,,
206.0,polo impoador,tompo,"cam-
pos",Campos,pos,,,,,,,,,
207.0,"4(00
Ixsrarcio",i sarca,Barba Azul,cmbarcar,,,,,,,,,,
208.0,"Coito
Coimobra",iim,Coimbra,somhra,Coimhra,,,,,,,,,
209.0,ralle,alle,,,,,,,,,,,,
210.0,ceremonia,ccremonia,,,,,,,,,,,,
211.0,nacacos,lacos tao,oxpiaco,Iacos,,,,,,,,,,
212.0,tisica,Oh Amirricana,exotica,America,"2E
EAC1ICAnA",Amerrica,uwvrica,Africa,,,,,,
213.0,Comc,comige,Comn,"comn
mn",comn,,,,,,,,,
214.0,Incte,inca,Nca,,,,,,,,,,,
215.0,"Zf do Padro i Gertrudes
Znarolhn",jnrot,Gertrudes Zarolhae,"Gertrudes Znrolha,-",,,,,,,,,,
216.0,unien,Mens,Iens,sensacoes,,,,,,,,,,
217.0,tra,sotrer,RS Otras,,,,,,,,,,,
218.0,Tambcm,Camboro,tambom,,,,,,,,,,,
219.0,bom rapnz,"lem-
branca do rapazinho",rapariga do nosso,cubica do rapazio,,,,,,,,,,
220.0,so om,rio om folgada,lugubre,qio om breve,,,,,,,,,,
221.0,agorn qne,Agorae,agorn,,,,,,,,,,,
222.0,engeitar,It0,IeIt,feit0r,,,,,,,,,,
223.0,qno,qno foera,Qnom,,,,,,,,,,,
224.0,pe dolla,Serra da lEstrolla,olla,aiqolla,,,,,,,,,,
225.0,oomo d,"eom
yisivel",eomo,,,,,,,,,,,
226.0,fortnna,penna,nna,,,,,,,,,,,
227.0,morro do saidades,Que grande cnlpa,Teresita do Iurleiro,Deans,io de mie tao dolorosamento,grandea do dolito,"grande
nogueira",,,,,,,
228.0,Sempe,Apreondi,aprendcudo,semapre,,,,,,,,,,
229.0,qnem,inflnem,Nemn,Nem,,,,,,,,,,
230.0,nenhm,nenhma,nonhma,,,,,,,,,,,
231.0,sinha,Minha,casinha tarrea,"emperga
minhadu",cpunham,Iinha,,,,,,,,
232.0,penson,montio,Sontia,consontia,,,,,,,,,,
233.0,servides,doeuca,servidoes,,,,,,,,,,,
234.0,Quanlo,quas nio,"quasi
odiento",Quasi,,,,,,,,,,
235.0,desmantelos,Veardes,Desprender,"ma des-
cnlpa",Condessa,Cula volme desta publieaciio wvulso,us paredes,desesparo,Desdo,suddes,despedaoar,,,
236.0,cichen4,Peninsula,Peniche,,,,,,,,,,,
237.0,Santo Deus,Santo Deusl,,,,,,,,,,,,
238.0,qnizer,dizer:- qne,"dizero
tiio",dizer:-,,,,,,,,,,
239.0,sompre,prexam,preges,semnpre,pre,,,,,,,,,
240.0,opulencise,invencivol,reticencins,vencida.-,,,,,,,,,,
241.0,nana,tndo,mndo,qna,Qnantas,abandoo,Qnando,,,,,,,
242.0,conersa,iver,versajar,,,,,,,,,,,
243.0,amhnhio,loear es ne,rodeara,oearamanchio,,,,,,,,,,
244.0,melacolia,"fa-
nilia",Emilia,familia,liao,ilia,,,,,,,,
245.0,Fonte do Iwferno,Inferne,Ionta do Iferuo,Nontc do Inferno,,,,,,,,,,
246.0,Quiz,soubora,Quixora,,,,,,,,,,,
247.0,devocio:-,Fsplendores,tcares do oiro,Fsplendores do acerdocio,,,,,,,,,,
