cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
25,Comreendia,doscendia,comprocndia,"nio
comprecndernm",prociss5es,rocn,,,,,,,,,,,,,,,,,
26,Fni,Llniais,nia,ceremonia,J,agoniada2,caluinia,niaia,ccremonia,mania,,,,,,,,,,,,,
27,Depeis,Deixe,bDeixas-me,Deixou,,,,,,,,,,,,,,,,,,,
28,Atd,rosatd,,,,,,,,,,,,,,,,,,,,,
29,comunidado,oxs,Estados-Unidos,"minhs
idado",gunrdados,brunida,Mloeidada,,,,,,,,,,,,,,,,
30,Faca,acaban6,cacals,Acabtla,ameacavaIm,chalaca,Zfa,,,,,,,,,,,,,,,,
31,aes,Lniz de Nagahaes,mulheraes,maes,belaes,,,,,,,,,,,,,,,,,,
32,casoa de castanh,Sanhora do Castelo,san cantinho,Senhora do Castelo,,,,,,,,,,,,,,,,,,,
33,nella,llane,nellas,qua nella,Aqella,dnelo,innella,,,,,,,,,,,,,,,,
34,IIO LA,"4(00
Ixsrarcio",nuio,devocio:-,Io,io,amhnhio,IO,Cbioo,rio om folgada,sibio,DIAkIO l CHIY1,osso moio,IoCAGE,,,,,,,,,
35,tisica,Chica,exotica,BACICAD,DU chICA,"AHICA
2s",Chico,"AChIICADA
2I7
milagro",,,,,,,,,,,,,,,
36,lle angustiara,MIaria Angusta,Maria Augusta,MIaria,Augusta,,,,,,,,,,,,,,,,,,
37,Iab6r,caboea,Diabo,Diabso,Podia,7s,,,,,,,,,,,,,,,,,
38,Una,nana,Apanas,nanh,repungnanci,"2E
EAC1ICAnA",Nao,,,,,,,,,,,,,,,,
39,Porquo,porqus,porquo,UO,quoe,Porque,porqo,porqna,,,,,,,,,,,,,,,
40,orglhosa,Aconselhava-a,Conseguira,Conselhos,lhoe,Amhos,,,,,,,,,,,,,,,,,
41,1E,"N01ELAS
MA


L v",N0,,,,,,,,,,,,,,,,,,,,
42,Estremecia,"fni
i oestrebaria",erecia,Esouecia,Estremoz,"irremediavois
seatracies",,,,,,,,,,,,,,,,,
43,Sorria,Sofria,sofride,,,,,,,,,,,,,,,,,,,,
44,cari,arrustar,Tari,engeitar,Sari,tardari,Paris,cantarl,propietario,Tar0,,,,,,,,,,,,,
45,imploraco,oracno,a9,"mn
gesto implorativo",Quixora,,,,,,,,,,,,,,,,,,
46,miseravol,ravol,mis,,,,,,,,,,,,,,,,,,,,
47,Soror Maoela,Soror Manoaela,Soror Manaela,Soror Manoela,Soror Mfanoela,Soror MIanoela,"Soror
Manoela",,,,,,,,,,,,,,,,
48,Tonito,Mnito,"d
bonita",,,,,,,,,,,,,,,,,,,,
49,obrigads,obrc,Ubrigatorias,,,,,,,,,,,,,,,,,,,,
50,uiiula Ruuel,IUm,Ruuel,Cula volme desta publieaciio wvulso,,,,,,,,,,,,,,,,,,,
51,toduas,sode,tode,"desenh
de ltoue fiameiro",todas2,"podenda
escoder",rodeara,,,,,,,,,,,,,,,,
52,Gortrudes,Soror Gortrudes,Soror Gertrudes,la nortc,Soror,,,,,,,,,,,,,,,,,,
53,mim,Imn,Olieeim,Sim,Lima VIdal,proxima,im,Im,cimu,,,,,,,,,,,,,,
54,solvagens,U0,solvagoens,sagens,,,,,,,,,,,,,,,,,,,
55,Vivia,Gvio-Vascos,vivio,violenoia,,,,,,,,,,,,,,,,,,,
56,tinlam,minla,Tinlma,,,,,,,,,,,,,,,,,,,,
57,covent,Entao,entao2,frentc,parentala,Entro,,,,,,,,,,,,,,,,,
58,r-,sa pessoa,"dnma pess6a
qno",vesso,vera pessia,,,,,,,,,,,,,,,,,,
59,tr cnsinado,ponsava,Em cnsa,cnsa,capela da cnsa,sensacoes,,,,,,,,,,,,,,,,,
60,religino,felici,fe,Felizmonte,felieidndo,"felicidade p
terna",,,,,,,,,,,,,,,,,
61,Tenho,"se-
nhora morgada","Senhora de invoea-
cio divexrsa",boa senhora,mclhoras,Choravam,boa senhora atribia,sa soenhora,,,,,,,,,,,,,,,
62,Mlanoelaa,Manoel,Manoela-,hanoela revolton-se:-,lunoela,anoela,Maoela,Manoel da Clars,Iaoela,Manoela,Mlaneoela,Tamhem Mlanoela,Ianoela,,,,,,,,,,
63,fogo,logoe,fogaca,,,,,,,,,,,,,,,,,,,,
64,chbo,pnieo,Chieo,Chiee,,,,,,,,,,,,,,,,,,,
65,Pois,polo impoador,po,tompo,pombel,pouoo,poudo,"cam-
pos",Campos,pos,,,,,,,,,,,,,
66,Terazinha,dua Terazinha,Terazinha comc,,,,,,,,,,,,,,,,,,,,
67,"eryAal
ll",Aa,,,,,,,,,,,,,,,,,,,,,
68,gorda,aeorda,reordacno,Acordara,Reeordava,,,,,,,,,,,,,,,,,,
69,Reeolhi,Zarolha,recolhidns,marulhava,ma velha,Talhados,lhlcs,Olha,Folheto,voelha,,,,,,,,,,,,,
70,servides,servidoes,,,,,,,,,,,,,,,,,,,,,
71,oste,Triste,trinnfaute,Ista,"tristez da
minha vida",triste,,,,,,,,,,,,,,,,,
72,loear es ne,"cn 
e eee",L1s es,L1,,,,,,,,,,,,,,,,,,,
73,chapeo,chhao,pe,"sen
chapeo",,,,,,,,,,,,,,,,,,,
74,i cara,5I,Iuvcjara,parae,garae,Agara,oleografia barata,gauhar,Chegara,,,,,,,,,,,,,,
75,U Raquel,Aquellas,lovantar daquelle,Aquella,Iaquel,daquello pedaco,naquella ocasino,aquelle,daquelle,Aquelles,,,,,,,,,,,,,
76,brancn,"lem-
branca do rapazinho",H6je,rapariga do nosso,cubica do rapazio,,,,,,,,,,,,,,,,,,
77,Desconcertada,oonheci,Desconhecia,,,,,,,,,,,,,,,,,,,,
78,jd,torminar,mausoleu de inarmore,memina,Inarinas,,,,,,,,,,,,,,,,,,
79,olaustro,"claustro de cima
aponas",,,,,,,,,,,,,,,,,,,,,
80,quria,materialisar,labiosito ainln erianeil,Cederia,Queria,Seri,,,,,,,,,,,,,,,,,
81,bom do padre,dr,"bom
padre Ze",Padreo Zi,Zdfa do Padre,Zafa do Patde,Mnria do Pr6spero,,,,,,,,,,,,,,,,
82,lle respondar:--,Desprender,responden,Respondi-,Condessa,,,,,,,,,,,,,,,,,,
83,"MIHII1
ma saudade",saude,juvcntude,paude,quauda,Mfadre Clauden,,,,,,,,,,,,,,,,,
84,deressa,Parece-mo,parecessa,us paredes,Qe,,,,,,,,,,,,,,,,,,
85,kEu heide zmar,Mlma,humane,"ma
b6a mie",mae,i mata,ma,lagrimas,mao,Se Mlma,"vin-
dima",mami,frma,Mado,"ma des-
cnlpa",damasco,Chnmavam-na,Ma-,vagabuudo mar,marmore,Marques,"gruve duma
Cdres",cnma
86,montio,Sentia-sa,Entio,"Presentimen-
tos",Entie,,,,,,,,,,,,,,,,,,
87,volta delle,fllha clle,Ello,rua onda elle,vao elle,elle,ralle,aqelle,porto delle,so delle,aqnelle,EL,lle fugirl,alle,,,,,,,,,
88,satisfoito,satisfaia,,,,,,,,,,,,,,,,,,,,,
89,Senlora ID,Senlor,senga,,,,,,,,,,,,,,,,,,,,
90,sta inocencia,ossa consciencia,opulencise,invencivol,inufancia,diligencia,sa iuteligencia,vencida.-,,,,,,,,,,,,,,,
91,ahi,Sahir,Sahi,sahiu,Dahi,sahir,,,,,,,,,,,,,,,,,
92,ilusao,ramilhete,Inil,silvas,"iltios
deis","i viln
bscar",ILra,filbo,IL,sen pail,Cacilda,Md il,,,,,,,,,,,
93,"Santas
Terezas",Tarezinha,Pobre Terezinha,pilids Terezinha,Terezinha,"leema da
Terezinha",Terezinlia,Torezinha,"eston n vera
Terezinha",,,,,,,,,,,,,,
94,praes qne,"cat
gne ceu",po dos qne,Qne,qne,mne,"venturus de
qne",,,,,,,,,,,,,,,,
95,conts,Convente,condusin,Conte-me,Hon-,"obsossiva idoia pre
jetos som conto",lonco,conersa,Onotono,conton,contrafszer,liconcn,inconsciontemento,,,,,,,,,,
96,aldeia i enpital,Creia,Veia-lhe,i ualdeia,Eia,neiva,,,,,,,,,,,,,,,,,
97,uao,ua,,,,,,,,,,,,,,,,,,,,,
98,tanbem,Tanbem olle,Tanbem,ambem,Tunbem,Tamnbem,,,,,,,,,,,,,,,,,
99,S6d,s6,O0,s6va--,,,,,,,,,,,,,,,,,,,
100,dc,fortaleceru,esgueceri,"gunhava
certamete masis",Dcecerto,Dcecerto nio,Docerto,,,,,,,,,,,,,,,,
101,Quiz,Mariquithas,Mariquinles,Mariquihas,Mariquinhas an pe delle,Miariquinhas,Pohra MIariquinhasl,cosia i miquine,Mariquinhas,Muriquinhas,Mariqinhas,Mariquinhas-,Mlariquinhas,Mfariqninhas,pe da Mariquinles,,,,,,,,
102,sc sangue,quec,Pedroeo Rodrigues,quen,gque,nuea,ue,uem,,,,,,,,,,,,,,,
103,vtr,f6ra,tragodia,tr,passo atraz,tra,cstrungcira,lotcura,RS Otras,Atraz,,,,,,,,,,,,,
104,nio vissa,rovista,nossa vilan,vissa,IxuIsS,Dissoram-lhe,uossa,,,,,,,,,,,,,,,,
105,vontade2,votade,Easgotado,,,,,,,,,,,,,,,,,,,,
106,Ms,Havauna,Faulava-ms,Lembrava-so,,,,,,,,,,,,,,,,,,,
107,"pas-
sar as agulhas","pas-
sividude","pas-
sar",,,,,,,,,,,,,,,,,,,,
108,naquolle,olle,aquolle,,,,,,,,,,,,,,,,,,,,
109,ILembrn-mo,oomo d,mo,Mos,sta momoria,eomo,,,,,,,,,,,,,,,,,
110,Coitadinlho To,tadigas,corpinlo,Coitadinlol,Maloitas,Coitdi,,,,,,,,,,,,,,,,,
111,"Luisa da
Roda","cenpola da
n DA IA",sino da igraja,,,,,,,,,,,,,,,,,,,,
112,ges,pes,Resignada,nntes,Sevres,escrovor,boires,ests unic,qnestes,nerves,Espnla,Iages,caixoes,este9,desilusoes,fl6res,es,Ouves,estudnr,desesparo,Desdo,suddes,Ois ds Pohres
113,escrevor,Revoltar-se,lugubre,brevo,qio om breve,bevo,,,,,,,,,,,,,,,,,
114,Clara do Reza-,"Clara do
Rezadeira",Teresita do Iurleiro,Clara do Rezadeira,grandea do dolito,Manl da Clara do Rezadeira,Rezava,,,,,,,,,,,,,,,,
115,sb n,DIAI0  nII,DIAI0,,,,,,,,,,,,,,,,,,,,
116,er as trs cabecs,cabece,Baixa,cabeca baixae,cabeca comn,,,,,,,,,,,,,,,,,,
117,Chistina,Clristina,asti,Assistin,Christina,Christinae,nio desistin,,,,,,,,,,,,,,,,
118,apaixondo,lais,baais--,aiuda,Paraizo,Ai,maie,naifrago,Vai-to,,,,,,,,,,,,,,
119,ACINICID,cicion,Ci,ARIICID1,IICI,,,,,,,,,,,,,,,,,,
120,rcbeliaio,correcaio,"Pa-
dro Jose
nIAIU L CRIAI",naio,Iais,ji uaio,IAIO,,,,,,,,,,,,,,,,
121,desmantelos,Emqanto,Cuntos,IIm santo,Tolos,Emqunnto,1L,pranto:-,crescanto,aftos,Antos,Nto,,,,,,,,,,,
122,Fugiram,"freira
sobesaltnda","sc
sahir da lareira",Freira,AIfredo Franoa,ribeira mnirmura,Rexadeira,"grande
nogueira",,,,,,,,,,,,,,,
123,flores,.----,lorida,florida:--,azas:--,,,,,,,,,,,,,,,,,,
124,iri lindol,Dirio,Iria,terir,Liro,iri,Primoiro,cnmprir,Dirigindose,,,,,,,,,,,,,,
125,portges,Importa-me,Portngal,Portugal,"almt
orturada",,,,,,,,,,,,,,,,,,
126,Ticn,A1 ITICIR,ITICRIRA,EITICIR,,,,,,,,,,,,,,,,,,,
127,"taberna
do Goitoso",Gaitoso,Goitoso,,,,,,,,,,,,,,,,,,,,
128,"Madre
FLIICADA","Madre Angelical
enho ma flha",Soror Angelica,aovangelho,Madre Angelica,MIadre hngelicn,,,,,,,,,,,,,,,,,
129,filla,pe dolla,Serra da lEstrolla,Ol,olla,alla,DLA,aiqolla,,,,,,,,,,,,,,,
130,coa,Piscoa,sc,,,,,,,,,,,,,,,,,,,,
131,alnas,dnas,dnm,dornas,,,,,,,,,,,,,,,,,,,
132,cichen4,reereio,leresia,serena,Ihe,chere,herva,Peniche,Chegon-me,,,,,,,,,,,,,,
133,sen coracao,cavada amargra,desgraca,graca,,,,,,,,,,,,,,,,,,,
134,Espanha,manhai,manhi,,,,,,,,,,,,,,,,,,,,
135,morro do saidades,sabcdoria,corro,horror1 Pos,pormenorisava,horrorisado,,,,,,,,,,,,,,,,,
136,Dous,colunus,justioa,profundezus,us,brusea,Us,,,,,,,,,,,,,,,,
137,Lulalia,Eulalis,Eulalia,,,,,,,,,,,,,,,,,,,,
138,l,carmezim,fecarm,exoecao,cmbarcar,,,,,,,,,,,,,,,,,,
139,Ielro Cemn,endoideccida do con-,"S


Ce",Ccin dos Cardenes,Dens do ceo,Menino Jesus do Milagro,Sauades do Cei,,,,,,,,,,,,,,,,
140,I500,I061,I00,,,,,,,,,,,,,,,,,,,,
141,Oh Amirricana,America,Amerrica,uwvrica,Africa,,,,,,,,,,,,,,,,,,
142,Lnis,Nio,nio,"oc
DIAnIO",qe nio,,,,,,,,,,,,,,,,,,
143,"Pros-
pera",0U,ispera,esperasso,hispeda,Dispensariam,,,,,,,,,,,,,,,,,
144,Ymnos,Mns,duns,mns,,,,,,,,,,,,,,,,,,,
145,Algnma,cnvalga,Algns,,,,,,,,,,,,,,,,,,,,
146,csmaga,luzcs,om mim,mim mcsma,,,,,,,,,,,,,,,,,,,
147,Ea,Veardes,Aherta,oarta,cartan,Earta,,,,,,,,,,,,,,,,,
148,"Coito
Coimobra",Coimbra,somhra,Coimhra,,,,,,,,,,,,,,,,,,,
149,Clarn,capcla,olaro,Clara,,,,,,,,,,,,,,,,,,,
150,cosia,melacolia,nacacos,bulicosns,lacos tao,oxpiaco,Iacos,menaco,,,,,,,,,,,,,,,
151,"Zf do Padro i Gertrudes
Znarolhn",Gertrudes Zarolhae,"Gertrudes Znrolha,-",,,,,,,,,,,,,,,,,,,,
152,Comecava,Comc,om,comige,Comn,"comn
mn",comn,,,,,,,,,,,,,,,,
153,I83,I8,,,,,,,,,,,,,,,,,,,,,
154,jnrot,c6ro,Prospere,c0ro,Eros,eoro,Prosporo,,,,,,,,,,,,,,,,
155,Iadre-Superiora,Superiora,Madre Superiora,,,,,,,,,,,,,,,,,,,,
156,Ebastantes,intancia,Eneostads,Encostada,Lanco,Costanca,Iecostando-so,,,,,,,,,,,,,,,,
157,unien,Mens,Iens,Dens,,,,,,,,,,,,,,,,,,,
158,bom rapnz,Tambcm,Camboro,tambom,,,,,,,,,,,,,,,,,,,
159,nossa casa ficnva,i sarca,casariio,easa,Dasatou,Casar,,,,,,,,,,,,,,,,,
160,forncira,tornon,tornura,agorn qne,Agorae,agorn,,,,,,,,,,,,,,,,,
161,Solncava,cadn,Nuncu,intencaao,inca,Nca,Nuncal,,,,,,,,,,,,,,,,
162,It0,IeIt,feit0r,,,,,,,,,,,,,,,,,,,,
163,soubora,Mesos,so om,sos eom,Cardoso,snbmisso,sotrer,Sobretudo,So,advarsol,,,,,,,,,,,,,
164,B6as,patuscadass,Socegasse,ass,passadc,,,,,,,,,,,,,,,,,,
165,"de
criancicc",ma crianca,gria,ipocrisia,"es cria-
dos",CRIAC,Mariac,Mnria,,,,,,,,,,,,,,,
166,cadete,Pardeu,Deus.-,Deusl,amixzade,Adeus,,,,,,,,,,,,,,,,,
167,escntava,Alta,Fitava-n,Saltava,cstava,,,,,,,,,,,,,,,,,,
168,Brnnswick,nnncn,fortnna,penna,nna,,,,,,,,,,,,,,,,,,
169,Ohico,vorgoha,OhI.,Ohl,Oh,,,,,,,,,,,,,,,,,,
170,tnlvez,Estive,"eom
yisivel",bober,iver,versajar,,,,,,,,,,,,,,,,,
171,qnem,inflnem,Sempe,Nemn,Qnem,Nem,,,,,,,,,,,,,,,,,
172,hmr,nenhm,nenhma,nonhma,,,,,,,,,,,,,,,,,,,
173,penson,sonsnaco,Sontia,Continuari,consontia,,,,,,,,,,,,,,,,,,
174,Salhir,buliosas,salbnt,sabe2,Coisas,santa oasa,saeudin,cssa,sa,Prtsa,,,,,,,,,,,,,
175,Quanlo,quas nio,ji qunasi,"quasi
odiento",Qasi,vasia,quc,Quasi,si-,,,,,,,,,,,,,,
176,atordoa,Ordom,,,,,,,,,,,,,,,,,,,,,
177,Barba Azul,bahs,Bam,,,,,,,,,,,,,,,,,,,,
178,saco de nilho,tm,io de mie tao dolorosamento,"sorvodoiro de
isb6a",santa refletia,Q0,Santo Deus,Santo Deusl,,,,,,,,,,,,,,,
179,qnizer,dizer:- qne,"dizero
tiio",dizer:-,,,,,,,,,,,,,,,,,,,
180,Fechaudo,Cho-,Fechou,,,,,,,,,,,,,,,,,,,,
181,Alemtejo,Veja-a,Tejo,,,,,,,,,,,,,,,,,,,,
182,sompre,Y-,i pressa,Apreondi,Representou,prexam,aprendcudo,sa presena,preges,semnpre,semapre,pre,pr,,,,,,,,,,
183,tndo,mndo,qna,Qnantas,abandoo,Candido Gnarrairo,Qnando,,,,,,,,,,,,,,,,
184,ITAYI,Yiera,Yi,,,,,,,,,,,,,,,,,,,,
185,D1'A,"fa-
nilia",Emilia,familia,liao,ilia,,,,,,,,,,,,,,,,,
186,Fonte do Iwferno,Inferne,Ionta do Iferuo,Nontc do Inferno,,,,,,,,,,,,,,,,,,,
187,Fsplendores,tcares do oiro,Fsplendores do acerdocio,,,,,,,,,,,,,,,,,,,,
