cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
92,ji uaio,naio,correcaio,IAIO,iaiiaas,rcbeliaio,,,,,,,,,,
93,"es cria-
dos",Dosde,Cardoso,O0,Talhados,po dos qne,Estados-Unidos,,,,,,,,,
94,Iages,IoCAGE,ges,,,,,,,,,,,,,
95,Olha,"Gertrudes Znrolha,-",Zarolha,"Gertrndos
arolha",frma,Gertrudes Zarolhae,Gertrndos,,,,,,,,,
96,Papi,Qudinte,intencaao,mnde inteiro2,saeudin,,,,,,,,,,,
97,mim mcsma,om mim,csmaga,mim,,,,,,,,,,,,
98,Madrid,Madre Angelica,Soror Angelica,MIadre hngelicn,"Madre Angelical
enho ma flha",aovangelho,,,,,,,,,,
99,olle,naquolle,aquolle,ua,quoe,,,,,,,,,,,
100,dua Terazinha,Terazinha,Terazinha comc,,,,,,,,,,,,,
101,"ma
b6a mie",B6as,,,,,,,,,,,,,,
102,Creia,aldeia i enpital,Eia,i ualdeia,Veia-lhe,,,,,,,,,,,
103,L1s es,herva,Ouves,servidoes,nerves,vesso,,,,,,,,,,
104,tei,oltei,,,,,,,,,,,,,,
105,Tunbem,Tanbem,Tanbem olle,tanbem,Tamnbem,,,,,,,,,,,
106,Senlor,"sen
chapeo",Tejo,senga,sen pail,chapeo,,,,,,,,,,
107,Deixe,Deixou,"iltios
deis",bDeixas-me,,,,,,,,,,,,
108,"pas-
sividude","pas-
sar as agulhas","pas-
sar",nuea,,,,,,,,,,,,
109,Representou,sa presena,"desenh
de ltoue fiameiro","Presentimen-
tos",,,,,,,,,,,,
110,oomo d,Santo Deus,Santo Deusl,logoe,,,,,,,,,,,,
111,"cam-
pos",Campos,pos,tompo,,,,,,,,,,,,
112,IL,sofride,lueide,kEu heide zmar,Q0,,,,,,,,,,,
113,"almt
orturada",porto delle,portges,Portugal,Portngal,Importa-me,,,,,,,,,,
114,prociss5es,rocn,ITrocaram-ma,,,,,,,,,,,,,
115,docididamento,io de mie tao dolorosamento,ciments,inconsciontemento,cimu,,,,,,,,,,,
116,semnpre,aprendcudo,semapre,Sempe,Apreondi,,,,,,,,,,,
117,lle respondar:--,Respondi-,dr,responden,,,,,,,,,,,,
118,Tinlma,tinlam,minla,Espnla,,,,,,,,,,,,
119,amhnhio,Amhos,,,,,,,,,,,,,,
120,ramilhete,amixzade,mami,Ihe,,,,,,,,,,,,
121,iver,versajar,conersa,,,,,,,,,,,,,
122,doeuca,I8,doeixasse,Baixa,Doeixar,,,,,,,,,,,
123,Quixora,soubora,Quiz,caixoes,,,,,,,,,,,,
124,fogo,torminar,Inarinas,mausoleu de inarmore,memina,,,,,,,,,,,
125,Podia,"oc
DIAnIO",tragodia,Diabso,perfidia,acdia,DIAI0  nII,aldia,onedia,Diabo,DIAI0,,,,,
126,ameacavaIm,cavada amargra,Solncava,Comecava,,,,,,,,,,,,
127,Mariquithas,Miariquinhas,Pohra MIariquinhasl,pe da Mariquinles,Mfariqninhas,Mariquinhas an pe delle,Mariquihas,Mariquinhas-,Muriquinhas,Mariquinhas,Mariquinles,cosia i miquine,Mlariquinhas,Mariqinhas,,
128,Mens,sensacoes,Aa,penson,Iens,unien,,,,,,,,,,
129,Incte,inca,Nca,Nuncal,,,,,,,,,,,,
130,cichen4,Hon-,Chegon-me,chere,Peniche,,,,,,,,,,,
131,cstidvs,Estive,asti,Ebastantes,justioa,,,,,,,,,,,
132,murmuron,volho muro,lhoe,,,,,,,,,,,,,
133,sonsnaco,serena,menaco,,,,,,,,,,,,,
134,lunoela,Manoel da Clars,Tamhem Mlanoela,Ianoela,Mlanoelaa,hanoela revolton-se:-,Manoela-,anoela,Manoel,Manoela,,,,,,
135,Soror Manaela,Soror MIanoela,Soror Mfanoela,Manoola,Soror Maoela,Soror Manoela,oxs,"Soror
Manoela",Soror Manoaela,,,,,,,
136,penna,fortnna,nna,jad,,,,,,,,,,,,
137,Fni,quauda,aiuda,Quanlo,,,,,,,,,,,,
138,pe,Iais,lais,EL,baais--,,,,,,,,,,,
139,ACINICID,jnrot,dnm,ARIICID1,IICI,,,,,,,,,,,
140,i cara,oearamanchio,Chegara,Agara,Iuvcjara,parae,Paraizo,garae,rodeara,Cuidaram,Edara,oleografia barata,,,,
141,Coitdi,corpinlo,tadigas,Coitadinlol,Maloitas,Coitadinlho To,,,,,,,,,,
142,D1'A,oarta,Aherta,Earta,cartan,,,,,,,,,,,
143,"mn
gesto implorativo",oracno,imploraco,Senlora ID,,,,,,,,,,,,
144,"visinho cemiterio grasnaram agoi-
rentamente",san cantinho,visinho roino,Miguelsinho,rosnaninho incensvam,,,,,,,,,,,
145,DIAkIO l CHIY1,Chiee,Chieo,,,,,,,,,,,,,
146,tornon,lotcura,L1,tornura,forncira,,,,,,,,,,,
147,sagens,solvagens,solvagoens,silvas,,,,,,,,,,,,
148,Yiera,quno fa,Qnom,qno foera,AIfredo Franoa,qno,,,,,,,,,,
149,Mns,Marques,quen,gque,quec,iim,,,,,,,,,,
150,Eulalia,Eulalis,Ia,Lulalia,,,,,,,,,,,,
151,exoecao,carmezim,fecarm,"i viln
bscar",marmore,,,,,,,,,,,
152,ribeira mnirmura,"sc
sahir da lareira",Freira,J,reereio,"freira
sobesaltnda",,,,,,,,,,
153,"Zf do Padro i Gertrudes
Znarolhn",Padreo Zi,Mnria do Pr6spero,"bom
padre Ze",Zdfa do Padre,bom do padre,Zafa do Patde,IUm,,,,,,,,
154,om,ceremonia,ccremonia,agoniada2,,,,,,,,,,,,
155,sompre,Imn,lhlcs,pre,preges,prexam,Ci,Desprender,,,,,,,,
156,rapariga do nosso,cubica do rapazio,bom rapnz,"lem-
branca do rapazinho",,,,,,,,,,,,
157,"gruve duma
Cdres",Resignada,boires,deressa,fl6res,Sevres,leresia,i pressa,,,,,,,,
158,liao,"fa-
nilia",Ai,familia,Emilia,ilia,,,,,,,,,,
159,Tenho,sa soenhora,mclhoras,boa senhora,boa senhora atribia,,,,,,,,,,,
160,Entao,entao2,parentala,,,,,,,,,,,,,
161,brusea,"venturus de
qne",covent,,,,,,,,,,,,,
162,cadn,Cacilda,"AChIICADA
2I7
milagro",BACICAD,"Madre
FLIICADA",,,,,,,,,,,
163,olaro,capcla,Clarn,Clara,,,,,,,,,,,,
164,us paredes,ILembrn-mo,parecessa,Parece-mo,,,,,,,,,,,,
165,Ymnos,Y-,nossa casa ficnva,uossa,nossa vilan,,,,,,,,,,,
166,pouoo,cstava,Alta,salbnt,Saltava,escntava,,,,,,,,,,
167,sabe2,caboea,cabeca comn,er as trs cabecs,Gavny,cabeca baixae,IA,cabece,,,,,,,,
168,Amerrica,"2E
EAC1ICAnA",Africa,America,Oh Amirricana,exotica,Dous,uwvrica,,,,,,,,
169,advarsol,lovar,nova companhoira,unova,,,,,,,,,,,,
170,liavia,lavia,vivio,Vivia,,,,,,,,,,,,
171,melacolia,solidio,Olieeim,,,,,,,,,,,,,
172,IIm santo,Antos,crescanto,pranto:-,Emqanto,,,,,,,,,,,
173,nnncn,lonco,bulicosns,liconcn,,,,,,,,,,,,
174,Mos,l,I061,,,,,,,,,,,,,
175,nellas,innella,Aqella,qua nella,nella,,,,,,,,,,,
176,Superiora,Madre Superiora,Iadre-Superiora,,,,,,,,,,,,,
177,ITAYI,Ma-,Ama-Rita  Sentia,Ama-Rita,Ama-Rtita,Adens Ama-Iita,,,,,,,,,,
178,"comn
mn",Comc,Comn,comige,comn,Vou,,,,,,,,,,
179,bober,Nns,sode,tode,toduas,"podenda
escoder",todas2,,,,,,,,,
180,comprocndia,doscendia,Endireitei-mo,Candia,Comreendia,,,,,,,,,,,
181,Ubrigatorias,c0ro,Pedroeo Rodrigues,obrc,obrigads,,,,,,,,,,,
182,acaban6,cacals,Acabtla,chalaca,Faca,fogaca,r-,,,,,,,,,
183,loear es ne,Pardeu,Ccin dos Cardenes,Veardes,,,,,,,,,,,,
184,"felicidade p
terna",felieidndo,felici,Felizmonte,,,,,,,,,,,,
185,Sentia-sa,Entie,Entio,frentc,,,,,,,,,,,,
186,Costanca,Eneostads,Iecostando-so,nevada,Encostada,,,,,,,,,,,
187,LishOs,Lisboa,Lis,,,,,,,,,,,,,
188,lle angustiara,Augusta,MIaria,sc sangue,MIaria Angusta,Maria Augusta,Barba Azul,,,,,,,,,
189,"Clara do
Rezadeira",Qe,1L,Manl da Clara do Rezadeira,Clara do Reza-,Rexadeira,Clara do Rezadeira,,,,,,,,,
190,AEI,Porque,Md il,Porquo,porqo,porqna,porqus,porquo,,,,,,,,
191,Us,montio,consontia,Sontia,,,,,,,,,,,,
192,Reeolhi,Salhir,Folheto,recolhidns,diidn qus,colunus,,,,,,,,,,
193,"dizero
tiio",Dizia,chbo,vtr,dizer:- qne,tnlvez,qnizer,dizer:-,,,,,,,,
194,la nortc,pormenorisava,norvos,,,,,,,,,,,,,
195,escrevor,Revoltar-se,lugubre,brevo,bevo,,,,,,,,,,,
196,sibio,Cbioo,,,,,,,,,,,,,,
197,voelha,ma velha,,,,,,,,,,,,,,
198,nia,Inil,caluinia,,,,,,,,,,,,,
199,igno,eomo,Mesos,"eom
yisivel",sos eom,,,,,,,,,,,
200,servides,Condessa,5I,desmantelos,Cula volme desta publieaciio wvulso,suddes,desilusoes,despedaoar,deseonfianga,Desdo,"ma des-
cnlpa",desesparo,,,,
201,desgraca,Zfa,graca,sen coracao,,,,,,,,,,,,
202,reticencins,opulencise,vencida.-,maie,0U,invencivol,,,,,,,,,,
203,"sorvodoiro de
isb6a",cnmprir,Liro,Primoiro,,,,,,,,,,,,
204,Tolos,Mado,polo impoador,,,,,,,,,,,,,
205,Veja-a,aguia,f6ra,,,,,,,,,,,,,
206,juvcntude,saude,Mfadre Clauden,paude,,,,,,,,,,,,
207,saco de nilho,olaustro,"claustro de cima
aponas",,,,,,,,,,,,,
208,cnvalga,"np nmavel dn sim-
patia",Algns,Chnmavam-na,L,cnma,Algnma,,,,,,,,,
209,Voja,Nao,i,,,,,,,,,,,,,
210,iri,Dirio,Dirigindose,,,,,,,,,,,,,
211,rovista,Ista,,,,,,,,,,,,,,
212,Onotono,"d
bonita",fxav,Mnito,Tonito,,,,,,,,,,,
213,devocio:-,cmbarcar,cicion,i sarca,"4(00
Ixsrarcio",,,,,,,,,,,
214,Una,"gunhava
certamete masis",marulhava,Havauna,,,,,,,,,,,,
