cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25
20,sode,tode,sofride,"sorvodoiro de
isb6a","podenda
escoder",So,rodeara,,,,,,,,,,,,,,,,,,,
21,terra,ramilhete,Inglaterra,terrn,Surrateiramente,Yiera,Iuglaterra,terra auliga,berrari,bober,,,,,,,,,,,,,,,,
22,unova,r-,qno,igno,qno foera,Qnom,,,,,,,,,,,,,,,,,,,,
23,Comreendia,comprocndia,"nio
comprecndernm",rocn,,,,,,,,,,,,,,,,,,,,,,
24,unien,Fni,Llniais,nia,ceremonia,Inil,pnieo,agoniada2,Lnis,caluinia,niaia,DIAI0  nII,ccremonia,"oc
DIAnIO",mania,,,,,,,,,,,
25,cichen4,"4(00
Ixsrarcio",ACINICID,devocio:-,cicion,oonheci,felici,ossa consciencia,Ci,BACICAD,IICI,,,,,,,,,,,,,,,
26,Depeis,Doeixar,lueide,Deixe,bDeixas-me,"iltios
deis",i ualdeia,amixzade,Deixou,,,,,,,,,,,,,,,,,
27,Atd,rosatd,,,,,,,,,,,,,,,,,,,,,,,,
28,casoa de castanh,Sanhora do Castelo,mclhoras,"lem-
branca do rapazinho",nova companhoira,san cantinho,Senhora do Castelo,capela da cnsa,,,,,,,,,,,,,,,,,,
29,nella,llane,nellas,qua nella,Aqella,dnelo,innella,,,,,,,,,,,,,,,,,,,
30,tisica,Chica,Ohico,Chieo,exotica,DU chICA,"AHICA
2s",Chico,Chiee,Peniche,"AChIICADA
2I7
milagro",,,,,,,,,,,,,,,
31,lle angustiara,MIaria Angusta,Maria Augusta,Augusta,Barba Azul,,,,,,,,,,,,,,,,,,,,,
32,Una,nana,alnas,qna,Qnantas,Apanas,nanh,dnas,repungnanci,"2E
EAC1ICAnA",Nao,Inarinas,Qnando,,,,,,,,,,,,,
33,orglhosa,Aconselhava-a,Conseguira,Conselhos,lhoe,bulicosns,Amhos,,,,,,,,,,,,,,,,,,,
34,1E,"N01ELAS
MA


L v",N0,,,,,,,,,,,,,,,,,,,,,,,
35,Estremecia,Desconhecia,"fni
i oestrebaria",erecia,Esouecia,Estremoz,"irremediavois
seatracies",,,,,,,,,,,,,,,,,,,
36,cari,arrustar,Tari,engeitar,Sari,ARIICID1,tardari,oarta,cartan,Paris,cantarl,Earta,propietario,Tar0,,,,,,,,,,,,
37,capcla,Faca,acaban6,cacals,cadn,Acabtla,desgraca,Cacilda,graca,doeuca,chalaca,,,,,,,,,,,,,,,
38,Ebastantes,asti,justioa,Assistin,Estive,cstidvs,,,,,,,,,,,,,,,,,,,,
39,miseravol,ravol,ispera,,,,,,,,,,,,,,,,,,,,,,,
40,l,Soror Maoela,Soror Manoaela,Soror Manaela,Soror Manoela,Soror Mfanoela,Soror MIanoela,la nortc,"Soror
Manoela",,,,,,,,,,,,,,,,,
41,obrigads,tadigas,obrc,Ubrigatorias,,,,,,,,,,,,,,,,,,,,,,
42,uiiula Ruuel,IUm,Ruuel,Cula volme desta publieaciio wvulso,,,,,,,,,,,,,,,,,,,,,,
43,comunidado,Talhados,Estados-Unidos,gunrdados,Dosde,"es cria-
dos",Iecostando-so,,,,,,,,,,,,,,,,,,,
44,solvagens,solvagoens,sagens,,,,,,,,,,,,,,,,,,,,,,,
45,Algnma,cnvalga,Algns,dnm,,,,,,,,,,,,,,,,,,,,,,
46,mim,Imn,Olieeim,Sim,proxima,im,Im,lagrimas,cimu,,,,,,,,,,,,,,,,,
47,Olriado,quria,MIas,Sofria,sabcdoria,MIaria,materialisar,gria,Cederia,ipocrisia,Queria,H6je,MIaud,CRIAC,Dispensariam,Mariac,Mnria,,,,,,,,,
48,Gertrndos,doscendia,tndo,apaixondo,tnlvez,mndo,donda,felieidndo,,,,,,,,,,,,,,,,,,
49,Entao,entao2,uao,intencaao,parentala,,,,,,,,,,,,,,,,,,,,,
50,Tenho,"se-
nhora morgada","Senhora de invoea-
cio divexrsa",boa senhora,boa senhora atribia,sa soenhora,,,,,,,,,,,,,,,,,,,,
51,fogo,logoe,fogaca,,,,,,,,,,,,,,,,,,,,,,,
52,Pois,polo impoador,po,pouoo,poudo,"cam-
pos",Podia,Campos,pos,,,,,,,,,,,,,,,,,
53,Reeolhi,Zarolha,recolhidns,marulhava,ma velha,lhlcs,Olha,Folheto,voelha,,,,,,,,,,,,,,,,,
54,deseonfianga,nerves,servides,servidoes,,,,,,,,,,,,,,,,,,,,,,
55,"Coito
Coimobra",imploraco,Coimbra,brancn,Coimhra,Lembrava-so,,,,,,,,,,,,,,,,,,,,
56,"de
criancicc",sta inocencia,Incte,intancia,Qudinte,invencivol,inufancia,santa refletia,,,,,,,,,,,,,,,,,,
57,oste,Triste,trinnfaute,Ista,"tristez da
minha vida",triste,,,,,,,,,,,,,,,,,,,,
58,loear es ne,"cn 
e eee",L1s es,L1,Ois ds Pohres,,,,,,,,,,,,,,,,,,,,,
59,chapeo,chhao,pe,"sen
chapeo",,,,,,,,,,,,,,,,,,,,,,
60,i cara,U0,Iuvcjara,parae,garae,Agara,oleografia barata,gauhar,Paraizo,vagabuudo mar,Chegara,,,,,,,,,,,,,,,
61,U Raquel,Aquellas,lovantar daquelle,Aquella,Iaquel,daquello pedaco,naquella ocasino,aquelle,naquolle,daquelle,aquolle,Aquelles,,,,,,,,,,,,,,
62,lle respondar:--,Desprender,Fsplendores,responden,Respondi-,Condessa,,,,,,,,,,,,,,,,,,,,
63,oxs,"MIHII1
ma saudade",Fechaudo,saude,juvcntude,paude,Mfadre Clauden,suddes,,,,,,,,,,,,,,,,,,
64,deressa,Parece-mo,parecessa,us paredes,,,,,,,,,,,,,,,,,,,,,,
65,Mlma,humane,mae,i mata,ma,mao,Se Mlma,mami,frma,Mado,"ma des-
cnlpa",damasco,maie,Chnmavam-na,Ma-,manhi,cnma,,,,,,,,,
66,bom rapnz,so om,oomo d,tompo,pombel,sos eom,J,om,somhra,"eom
yisivel",tambom,Ordom,,,,,,,,,,,,,,
67,.----,baais--,Aa,Bam,,,,,,,,,,,,,,,,,,,,,,
68,covent,bntida,montio,Sentia-sa,Entio,frentc,"Presentimen-
tos",Entie,Entro,,,,,,,,,,,,,,,,,
69,volta delle,fllha clle,Ello,rua onda elle,"eryAal
ll",vao elle,elle,ralle,aqelle,olle,porto delle,so delle,aqnelle,EL,lle fugirl,alle,,,,,,,,,,
70,Senlora ID,sen coracao,opulencise,Senlor,senga,corpinlo,,,,,,,,,,,,,,,,,,,,
71,Salhir,ahi,Sahir,Sahi,sahiu,Dahi,bahs,sahir,,,,,,,,,,,,,,,,,,
72,Tarezinha,Pobre Terezinha,Tenha,Terazinha,pilids Terezinha,Terezinha,"gunhava
certamete masis",dua Terazinha,Terazinha comc,"leema da
Terezinha",Terezinlia,Torezinha,"eston n vera
Terezinha",,,,,,,,,,,,,
73,conts,Convente,condusin,Conte-me,tornon,Hon-,sonsnaco,Tonito,lonco,conersa,Onotono,conton,vontade2,Felizmonte,Sontia,Continuari,contrafszer,liconcn,consontia,inconsciontemento,,,,,,
74,alegre,Alegre,Tigre,Alemtejo,,,,,,,,,,,,,,,,,,,,,,
75,tanbem,Tanbem olle,Tanbem,ambem,Tunbem,Tamnbem,,,,,,,,,,,,,,,,,,,,
76,S6d,s6,s6va--,,,,,,,,,,,,,,,,,,,,,,,
77,dc,fortaleceru,esgueceri,Dcecerto,Dcecerto nio,Docerto,,,,,,,,,,,,,,,,,,,,
78,Quiz,Mariquithas,Mariquinles,Mariquihas,Mariquinhas an pe delle,Miariquinhas,Pohra MIariquinhasl,casinha tarrea,Mariquinhas,Muriquinhas,Mariqinhas,Mariquinhas-,Mlariquinhas,Mfariqninhas,pe da Mariquinles,,,,,,,,,,,
79,diidn qus,ilusao,Dous,colunus,us,brusea,Us,,,,,,,,,,,,,,,,,,,
80,sc sangue,quec,quen,gque,nuea,ue,uem,Marques,,,,,,,,,,,,,,,,,,
81,vtr,f6ra,tragodia,ITrocaram-ma,tr,passo atraz,ILra,tra,cstrungcira,lotcura,RS Otras,Atraz,,,,,,,,,,,,,,
82,nio vissa,rovista,nossa vilan,vissa,snbmisso,IxuIsS,uossa,,,,,,,,,,,,,,,,,,,
83,Ms,Havauna,Faulava-ms,Zfa,,,,,,,,,,,,,,,,,,,,,,
84,ILembrn-mo,mo,Mos,sta momoria,eomo,a9,,,,,,,,,,,,,,,,,,,,
85,Oh Amirricana,ameacavaIm,America,Amerrica,uwvrica,Seri,Africa,,,,,,,,,,,,,,,,,,,
86,Coitadinlho To,Coitadinlol,Maloitas,Coitdi,,,,,,,,,,,,,,,,,,,,,,
87,"belo
idoal",lorida,florida:--,fidalg,Mloeidada,,,,,,,,,,,,,,,,,,,,,
88,ges,pes,Resignada,nntes,5I,aes,Mesos,boires,prociss5es,ests unic,qnestes,Espnla,Iages,flores,este9,Espanha,maes,desilusoes,fl6res,es,vesso,Ouves,belaes,estudnr,desesparo,Desdo
89,Sevres,escrevor,Revoltar-se,lugubre,brevo,Sobretudo,qio om breve,bevo,,,,,,,,,,,,,,,,,,
90,Clarn,Clara do Reza-,"Clara do
Rezadeira",Teresita do Iurleiro,Clara do Rezadeira,"sc
sahir da lareira",rapariga do nosso,tcares do oiro,Clara,cubica do rapazio,Candido Gnarrairo,grandea do dolito,Manl da Clara do Rezadeira,,,,,,,,,,,,,
91,Chistina,Clristina,Christina,Christinae,nio desistin,,,,,,,,,,,,,,,,,,,,,
92,Id,Cuidaram,segida,Inolvidavel,"Luisa da
Roda",Cuidav,brunida,,,,,,,,,,,,,,,,,,,
93,lais,caixoes,aiuda,Baixa,sen pail,O0,Ai,naifrago,Vai-to,,,,,,,,,,,,,,,,,
94,rcbeliaio,"Pa-
dro Jose
nIAIU L CRIAI",naio,labiosito ainln erianeil,Iais,DIAkIO l CHIY1,ji uaio,IAIO,DIAI0,satisfaia,,,,,,,,,,,,,,,,
95,desmantelos,Emqanto,Cuntos,IIm santo,Tolos,Emqunnto,pranto:-,crescanto,aftos,Antos,Nto,,,,,,,,,,,,,,,
96,Fugiram,"freira
sobesaltnda",Freira,AIfredo Franoa,ribeira mnirmura,Rexadeira,"grande
nogueira",,,,,,,,,,,,,,,,,,,
97,iri lindol,Dirio,Iria,terir,iri,Primoiro,cnmprir,Dirigindose,,,,,,,,,,,,,,,,,,
98,portges,Importa-me,Portngal,Portugal,"almt
orturada",,,,,,,,,,,,,,,,,,,,,
99,Ticn,A1 ITICIR,ITICRIRA,EITICIR,,,,,,,,,,,,,,,,,,,,,,
100,"obsossiva idoia pre
jetos som conto",Mnito,"taberna
do Goitoso",Gaitoso,satisfoito,osso moio,Goitoso,,,,,,,,,,,,,,,,,,,
101,"Madre
FLIICADA","Madre Angelical
enho ma flha",aovangelho,"felicidade p
terna",Madre Angelica,MIadre hngelicn,"gruve duma
Cdres",,,,,,,,,,,,,,,,,,,
102,qnem,praes qne,inflnem,Sempe,Nemn,Qne,qne,Qnem,Nem,,,,,,,,,,,,,,,,,
103,chbo,choia,Choravam,Cho-,Fechou,,,,,,,,,,,,,,,,,,,,,
104,kEu heide zmar,torminar,"claustro de cima
aponas",mausoleu de inarmore,marmore,,,,,,,,,,,,,,,,,,,,,
105,filla,pe dolla,olaustro,Serra da lEstrolla,Ol,olaro,olla,alla,MInnoola,DLA,aiqolla,,,,,,,,,,,,,,,
106,coa,Piscoa,sc,,,,,,,,,,,,,,,,,,,,,,,
107,gorda,cntretida,aeorda,reordacno,oracno,Acordara,Reeordava,,,,,,,,,,,,,,,,,,,
108,reereio,mulheraes,Aherta,serena,Ihe,chere,sotrer,herva,Chegon-me,,,,,,,,,,,,,,,,,
109,Desconcertada,Eneostads,Encostada,Costanca,vencida.-,,,,,,,,,,,,,,,,,,,,,
110,Mlanoelaa,Manoola,Manoel,Manoela-,hanoela revolton-se:-,lunoela,anoela,Maoela,Manoel da Clars,Iaoela,Manoela,Lanco,Mlaneoela,Tamhem Mlanoela,Ianoela,oearamanchio,,,,,,,,,,
111,Lulalia,aldeia i enpital,Eulalis,Eulalia,,,,,,,,,,,,,,,,,,,,,,
112,Ea,"Santas
Terezas",buliosas,Coisas,easa,Easgotado,Dasatou,,,,,,,,,,,,,,,,,,,
113,Ielro Cemn,endoideccida do con-,po dos qne,"S


Ce",Ccin dos Cardenes,Dens do ceo,Menino Jesus do Milagro,Sauades do Cei,Fsplendores do acerdocio,,,,,,,,,,,,,,,,,
114,I500,I061,I00,,,,,,,,,,,,,,,,,,,,,,,
115,Comc,comige,Comn,"comn
mn",comn,,,,,,,,,,,,,,,,,,,,,
116,Mns,mne,mns,,,,,,,,,,,,,,,,,,,,,,,
117,"ma
b6a mie",csmaga,luzcs,om mim,mim mcsma,,,,,,,,,,,,,,,,,,,,,
118,acdia,cosia,Gvio-Vascos,melacolia,nacacos,cosia i miquine,lacos tao,oxpiaco,Iacos,menaco,,,,,,,,,,,,,,,,
119,"Zf do Padro i Gertrudes
Znarolhn","Gertrndos
arolha",Gortrudes,Gertrudes Zarolhae,"Gertrudes Znrolha,-",,,,,,,,,,,,,,,,,,,,,
120,jd,piedade,Pardeu,Veardes,cavada amargra,piodade,Bernardas,Vardade,nevada,despedaoar,lovar,advarsol,,,,,,,,,,,,,,
121,jnrot,Pedroeo Rodrigues,"Pros-
pera",c6ro,Prospere,c0ro,Eros,profundezus,Prosporo,,,,,,,,,,,,,,,,,
122,correcaio,"cat
gne ceu",caboea,er as trs cabecs,cabece,Comecava,cabeca baixae,exoecao,cabeca comn,,,,,,,,,,,,,,,,,
123,Md,Md il,,,,,,,,,,,,,,,,,,,,,,,,
124,"pas-
sar as agulhas",nossa casa ficnva,i sarca,"i viln
bscar",Cardoso,"pas-
sar",carmezim,casariio,fecarm,cmbarcar,Casar,,,,,,,,,,,,,,,
125,forncira,tornura,agorn qne,Agorae,agorn,dornas,,,,,,,,,,,,,,,,,,,,
126,Solncava,ma crianca,Nuncu,inca,Nca,Nuncal,,,,,,,,,,,,,,,,,,,,
127,fe,It0,IeIt,feit0r,,,,,,,,,,,,,,,,,,,,,,
128,doeixasse,B6as,patuscadass,todas2,Socegasse,azas:--,ass,passadc,,,,,,,,,,,,,,,,,,
129,I83,I8,,,,,,,,,,,,,,,,,,,,,,,,
130,cadete,Deus.-,Deusl,votade,Adeus,,,,,,,,,,,,,,,,,,,,,
131,ponsava,escntava,Alta,Fitava-n,Saltava,Q0,Rezava,cstava,,,,,,,,,,,,,,,,,,
132,nnncn,fortnna,penna,Nns,nna,,,,,,,,,,,,,,,,,,,,,
133,vorgoha,OhI.,Ohl,Oh,,,,,,,,,,,,,,,,,,,,,,
134,Madrid,Iadre-Superiora,Superiora,Madre Superiora,,,,,,,,,,,,,,,,,,,,,,
135,hmr,nenhm,nenhma,nonhma,,,,,,,,,,,,,,,,,,,,,,
136,leresia,sa pessoa,"dnma pess6a
qno",esperasso,iver,vera pessia,Mnria do Pr6spero,,,,,,,,,,,,,,,,,,,
137,salbnt,Em cnsa,cnsa,sabe2,santa oasa,saeudin,cssa,sa,Prtsa,versajar,,,,,,,,,,,,,,,,
138,toduas,silvas,Quanlo,quas nio,ji qunasi,"quasi
odiento",ua,Qasi,quauda,vasia,quc,Quasi,si-,,,,,,,,,,,,,
139,morro do saidades,io de mie tao dolorosamento,Santo Deus,Santo Deusl,"venturus de
qne",,,,,,,,,,,,,,,,,,,,,
140,qnizer,dizer:- qne,"dizero
tiio",dizer:-,,,,,,,,,,,,,,,,,,,,,,
141,saco de nilho,Lniz de Nagahaes,sb n,Qe,qe nio,,,,,,,,,,,,,,,,,,,,,
142,sompre,propriedadcs,i pressa,Apreondi,Representou,prexam,aprendcudo,sa presena,preges,semnpre,semapre,pre,pr,,,,,,,,,,,,,
143,penson,"desenh
de ltoue fiameiro",Deans,Mens,Iens,sensacoes,Dens,,,,,,,,,,,,,,,,,,,
144,"fa-
nilia",Emilia,diligencia,filbo,IL,familia,liao,sa iuteligencia,ilia,,,,,,,,,,,,,,,,,
145,Fonte do Iwferno,Inferne,quno fa,Ionta do Iferuo,sino da igraja,Nontc do Inferno,,,,,,,,,,,,,,,,,,,,
146,atordoa,soubora,escrovor,Sorria,corro,Soror Gortrudes,norvos,eoro,Camboro,horror1 Pos,Soror Angelica,pormenorisava,Soror Gertrudes,horrorisado,Dissoram-lhe,Soror,,,,,,,,,,
