cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
45.0,boulevard Montparnasse,Montparnasse,h Montparnasse,a Montparnasse,theatre Montparnasse,,,,,,,,,
46.0,Pierrotte,Pierrotte.n,"Pierrotte
Pierrotte",,,,,,,,,,,
47.0,terrifi,lectrifi,,,,,,,,,,,,
48.0,marche de la Valle,valley,Allez,,,,,,,,,,,
49.0,mer jacques,jacques,Jacques,Paques,mer Jacques,,,,,,,,,
50.0,Malheureux-,Malheureuse-,Eux,Malheur-,Nice,,,,,,,,,
51.0,Bhagiratha,Nathalie,,,,,,,,,,,,
52.0,Embrasse,passerelle,Bravo,Embarrasse,,,,,,,,,,
53.0,pyramide d'Egypte,Egypte,Lamartine d'Elvire,,,,,,,,,,,
54.0,deplume,Languedoc,Langlumeau,anglo,Angelus,,,,,,,,,
55.0,Boucoyranln,Boucoyran,,,,,,,,,,,,
56.0,la Meuse,la manche,punch,,,,,,,,,,,
57.0,ecoutais,coutais,etais,,,,,,,,,,,
58.0,Apres,representee,Presque,Pres,rang.- Presentez,,,,,,,,,
59.0,val,Latvala,Rana-Valo,,,,,,,,,,,
60.0,trompe-la-mort,Fanfan-la-Tulipe,Jusque-la,,,,,,,,,,,
61.0,gres,du Nord,Malgre,ngres du Cap,les Debuts,,,,,,,,,
62.0,Eh bien,Bientot,AVaieNT,rien.- A,,,,,,,,,,
63.0,crmonie,Cennies,Genies,,,,,,,,,,,
64.0,Barbette...,Barbette,Barbettel,Barbetten,,,,,,,,,,
65.0,"W
1P
I
Re","W
I
2

re",,,,,,,,,,,,
66.0,La-haut,la-haut,Lh-haut,,,,,,,,,,,
67.0,Chardon,Pardon,Pardonne,,,,,,,,,,,
68.0,7L-L-L,rAL---LL-LLL-L.L.L-LE,7L-L,,,,,,,,,,,
69.0,saluerentIIIRIAR,menton,L'ENCLaVEMENT,Comment,Comdie,,,,,,,,,
70.0,miserablel,MIse,Prise,Pise,Mise,,,,,,,,,
71.0,Montez,Nont,Mont-,Montmartre,mont-de-piste,,,,,,,,,
72.0,Chose,Choseln,echope,Chose.8,,,,,,,,,,
73.0,crivit,captivit,Vit,Cap,,,,,,,,,,
74.0,Lombards,Regardez,gardes-du-corps,,,,,,,,,,,
75.0,Beaucaire,Sceaux,Pruneaux,bordeaux,Beaux,,,,,,,,,
76.0,Marquises,iles Marquises,Filet,,,,,,,,,,,
77.0,celebres,pele-mele,LE-,meLEsS,,,,,,,,,,
78.0,"L--
`-","L--
`",,,,,,,,,,,,
79.0,Grossiers,M.Guerriers,Guerriers,gros Guerriers,,,,,,,,,,
80.0,"Bati-
gnolles",Batignolles,,,,,,,,,,,,
81.0,clocher de Saint-Germain,"Saint-Germain-des-
Pres",Saint-Germain,Saint-Germain-des-Pres,Pres-Saint-Gervais,Saint-Germain-des-Tres,horloge de Saint-Germain,,,,,,,
82.0,Quartier-Latin,Quartier Latin,Quartier,"Quartier
LAtin",,,,,,,,,,
83.0,Tolocototignan l Tolocototignan lYIII,Tolocototignan,tolocototignan,,,,,,,,,,,
84.0,estimez,Est,,,,,,,,,,,,
85.0,"college modele de
Garlande","college de
Garlande",college de Garlande,,,,,,,,,,,
86.0,Touraine,Porcelaines,Maine,Maintenant,Soudain,romains,,,,,,,,
87.0,Heinz,L.sein--,,,,,,,,,,,,
88.0,hote,Vatel,hotel,,,,,,,,,,,
89.0,Theatre-Francais,francais,"Theatre-
Francais",theatre,Francais,Comedia-Francaise,,,,,,,,
90.0,Chenilles,les Bach',Les Chenilles,,,,,,,,,,,
91.0,"place des
Terreaux",rue Lanterne,Angleterre,equerres,Nanterre,,,,,,,,,
92.0,deput,nice,Parthenay,Cunocepa,depart,dpart,Part,,,,,,,
93.0,Port-au-Prince,Emporte,porte de la kermesse,,,,,,,,,,,
94.0,Parfois,Quels,Foin,Quelque,Quelquefois,val Quelquefois,laquelle42,,,,,,,
95.0,caf,cafe,,,,,,,,,,,,
96.0,Bandit,Inde,Sarlande,Garlande,cote de Garlande,Irlandais,chemin de Garlande,Sar-,,,,,,
97.0,Guigne,MOi,Desir-de-plaire,eteignez,Araign,plaigNez,,,,,,,,
98.0,Fouette,venere Alouette,Alouette,Muguet,Lanouette,,,,,,,,,
99.0,Cachotier,Faust,Moustier,,,,,,,,,,,
100.0,Tiens,mefie-toil,Souwaroff,Souviens-toi,toi.n,,,,,,,,,
101.0,R-L,sur18,Champenoise,sur-le-champ,champagne,rez-de-chaussee,,,,,,,,
102.0,Palerme,Escargots,Carmelites,place d'Armes,Chameliers,,,,,,,,,
103.0,SAINT-NIzIER,Nizier,Saint-Nizier,Saint-Nizier.n,SAINT-NIZIER,,,,,,,,,
104.0,"Y '
W,--r
7-x
'",---rciseizzz--,,,,,,,,,,,,
105.0,Annon,annongca,Annul,,,,,,,,,,,
106.0,Chili,humilie,Cecilia,Philistine,,,,,,,,,,
107.0,TeA-c-rs,gr-c-,,,,,,,,,,,,
108.0,menage,exageree,menagerie,,,,,,,,,,,
109.0,Avez,Savez,,,,,,,,,,,,
110.0,grace,Alsace,Alsacien,,,,,,,,,,,
111.0,resister,hesiter,,,,,,,,,,,,
112.0,Ser-,piece,Pier-,Mlle Pier-,,,,,,,,,,
113.0,cC`--.--.-  ---:-r--,"N
-
1--1",a----,L----,1---- IL,"C---e
L",,,,,,,,
114.0,Phoebe,deurope,Necro-,dore,Crophores,,,,,,,,,
115.0,"Musc
severe",nes o,Caveau,Cavernes,,,,,,,,,,
116.0,Chers,Chevelu,Cherchons,du cher,Mon cher,Cher,,,,,,,,
117.0,r8 fevrier,serrure,arriere,tapissieres,Serrieresl,,,,,,,,,
118.0,jardin des Plantes,Jardin des Plantes,,,,,,,,,,,,
119.0,MArie-anne,chiffonnee,MASoN,Sonne,garonne,,,,,,,,,
120.0,Figurez,guipure,,,,,,,,,,,,
121.0,Marsala,ILL',entre-baille,Conseille,Marseille,,,,,,,,,
122.0,rue Saint-Guillaume,Saint-Guillaume,Fouillant,"rue
Saint-Guillaume",,,,,,,,,,
123.0,Roberte,Desserte,desert,,,,,,,,,,,
124.0,Robinson,Bonsoir,MIami-Pinson,Lapin,,,,,,,,,,
125.0,discrete,Arretez,"carreau
detroit",,,,,,,,,,,
126.0,REvE,reveillon,reveillee,,,,,,,,,,,
127.0,Viva-,RIvE,Vive,,,,,,,,,,,
128.0,SAUMON,Saumon,,,,,,,,,,,,
129.0,victoria,victoria de la dame,,,,,,,,,,,,
130.0,Alfort,Infortunes,Infortune,,,,,,,,,,,
131.0,Laisse,Rhone,Pousse,suisse,,,,,,,,,,
132.0,l1'Odeon,Cadet,l1'Academie,,,,,,,,,,,
133.0,Soubeyrol,ronfla,Peyron,,,,,,,,,,,
134.0,college88,"val
Quand je rentrai au college",Vieux-College,College,,,,,,,,,,
135.0,Bernerette,cette Bastille,Assiette,Eyssettte,Muse badine,Musette,,,,,,,,
136.0,fle,cOles,fles,les86,,,,,,,,,,
137.0,"rOle
d'Ocean",La creole,le soleil,soleil,,,,,,,,,,
138.0,faiblement.z=-,paule,Limoux,Boheme,"Limoux
Seulement",,,,,,,,,
139.0,Notre-Seigneur,Seigneur,,,,,,,,,,,,
140.0,Grenelle,Le Rosellen,Rosel,Rose,Rosellen,Mademoiselle.6,,,,,,,,
141.0,"L.LLL
-
W",LLLLLLL-LLLLLLLL-,LLLLLLLLLLLLL.LL-.L-,,,,,,,,,,,
142.0,BETE A BON DIEU,Dieul,BErGE A BON,"A
 A

 
I",BErGE A BON DIEU,,,,,,,,,
143.0,tete empanachee,Perdu,Pacheco,Perrache,,,,,,,,,,
144.0,bete,tete,Tes,La Bete,betes,,,,,,,,,
145.0,Petit Chose,"plus54
LE PETIT CHOSE
LL","mien.2o
LE PETIT CHOSE","les86
LE PETIT CHOSE","Pour6l
LE PETIT CHOSE",onZE PETIT,"a6
LE PETIT CHOSE",,,,,,,
146.0,Cristaux,CRISTAUX,,,,,,,,,,,,
147.0,Bretagne,la Bretagne,,,,,,,,,,,,
148.0,"rs
-","S
-
Lui
L---","S
---
e",,,,,,,,,,,
