cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
28,11A5,assis,Passions,t,Expansion,,,,,,,,,,
29,rs,"rs
-",Marsala,TeA-c-rs,,,,,,,,,,,
30,Vive,RIvE,Y,Viva-,,,,,,,,,,,
31,rY,Egypte,pyramide d'Egypte,Lamartine d'Elvire,,,,,,,,,,,
32,Inde,Rendez,I,Figurez,Regardez,deput,Vendredi,Deja,,,,,,,
33,BErGE A BON,BErGE A BON DIEU,BETE A BON DIEU,,,,,,,,,,,,
34,I59,I54,,,,,,,,,,,,,
35,II,saluerentIIIRIAR,"II
hY",,,,,,,,,,,,
36,Cristaux,CRISTAUX,,,,,,,,,,,,,
37,baie de Naples,Naples,Pl,,,,,,,,,,,,
38,Saint-Pierre a Montmartre,Saint-Emilion,Saint-Esprit,Saint-,Saint-Theophile,rue Saint-Benoit,Saint-Petersbourg,Saint-Cloud,Saint-Pierre,eglise Saint-Pierre,sais,Saint-Benoit,,,
39,"N
A",faiblement.z=-,menton,Comment,L'ENCLaVEMENT,Bientot,,,,,,,,,
40,coutais,aTout,etais,ecoutais,,,,,,,,,,,
41,mont-de-piste,Mont-,W1,Nont,Montez,Montmartre,crmonie,,,,,,,,
42,"Bati-
gnolles",Batignolles,Venol,,,,,,,,,,,,
43,LLLLLLLLLLLLL.LL-.L-,"L.LLL
-
W",lLs-,LLLLLLL-LLLLLLLL-,,,,,,,,,,,
44,Anastasie,Bhagiratha,Anastagille,cette Bastille,r6gI,,,,,,,,,,
45,Langlumeau,deplume,anglo,Angelus,Languedoc,,,,,,,,,,
46,CoUCoU-BLANC,"T

.-1coUcoU","cheresse
Coucou-Blanc",Blanc,"T

.-1coUcoU-BLANC","Coucou-
Blanc",Coucou-bLanc,essouffle.coUcoU-BLANC,Blancs,Accoude,Coucou,Coucou-Blanc,Coucou-,Coucou-Blanc Est,Anjou
47,Fouillant,Saint-Guillaume,rue Saint-Guillaume,7A,O,"rue
Saint-Guillaume",,,,,,,,,
48,cafe,Ca,Carmelites,Cadet,"carreau
detroit",Cap,caf,ca,Escargots,,,,,,
49,la-bas,l-bas,ner la-bas,Bas,Fanfan-la-Tulipe,,,,,,,,,,
50,Crophores,gres,rang.- Presentez,tapissieres,Pres,resister,"sous-prefectureln
Est-ce",Apres,representee,Presque,celebres,,,,
51,"A1

 T",A1,,,,,,,,,,,,,
52,les Bach',Chenilles,Les Chenilles,,,,,,,,,,,,
53,Jugez,Caveau,Savez,Avez,Cavernes,,,,,,,,,,
54,Espa-,Ma-,d'Espagne,Raspail,,,,,,,,,,,
55,Germanie,Daniel,Permane,Palerme,"abb
Germano",,,,,,,,,,
56,Bonsoir,Robinson,1N,Souwaroff,MIami-Pinson,,,,,,,,,,
57,N-,L.-iw,L.sein--,Heinz,A,L.R,,,,,,,,,
58,"Saint-Germain-des-
Pres",clocher de Saint-Germain,Saint-Germain,Pres-Saint-Gervais,horloge de Saint-Germain,Saint-Germain-des-Pres,Saint-Germain-des-Tres,,,,,,,,
59,la Prairie,Prairie,N,Araign,,,,,,,,,,,
60,"L--
`","D-
Y',a-","L--
`-",,,,,,,,,,,,
61,Vienne,Ancienne Maison,Cennies,tragedienne,MArie-anne,Souviens-toi,,,,,,,,,
62,porte de la kermesse,victoria de la dame,marche de la Valle,victoria,,,,,,,,,,,
63,Comprends-tu,Comprenez,Venez,,,,,,,,,,,,
64,l1'Academie,humilie,Comdie,piece,Eh bien,Genies,Ie,rien.- A,Tiens,AVaieNT,Dieul,,,,
65,Saumon,SAUMON,,,,,,,,,,,,,
66,punch,Cherchons,Perrache,Chers,Mon cher,Cher,du cher,Pacheco,la manche,Chevelu,,,,,
67,LN,Boucoyran,e,Boucoyranln,.,,,,,,,,,,
68,Porcelaines,IX,Maine,Soudain,aimais,Touraine,romains,,,,,,,,
69,Annul,Annon,annongca,,,,,,,,,,,,
70,Cecilia,Nice,nice,,,,,,,,,,,,
71,meLEsS,pele-mele,LE-,,,,,,,,,,,,
72,Pardonne,Pardon,Lombards,Chardon,,,,,,,,,,,
73,Quartier Latin,Moustier,Cachotier,Quartier-Latin,Quartier,"Quartier
LAtin",,,,,,,,,
74,"sI. -
I
-
5:
i","I


-'  t","I

-
i",".G

-

'","I -
M",,,,,,,,,,
75,Peyron,ronfla,Soubeyrol,,,,,,,,,,,,
76,"Theatre-
Francais",Theatre-Francais,theatre,Francais,francais,Comedia-Francaise,,,,,,,,,
77,Malheur-,deurope,Malheureux-,guipure,Eux,Malgre,Malheureuse-,,,,,,,,
78,Roberte,Eh,Desserte,desert,,,,,,,,,,,
79,niais,Laisse,suisse,Pousse,,,,,,,,,,,
80,r8,Palais-Mazarin,voyais,palais de la fee Porcelaine,"A
-.

yAZ

'LA",Palais-Royal,Palois,S-,,,,,,,
81,Lapin,"PAPILLON
Trouves-tu mon Muguet","PAPILLON
Grimpe","PAPILLON
Ehl",Pilouittl,"PAPILLON
Est",M,Grillon,guide-ballon,Papillon,Pilons,PAPILLON,cimentier des Papillons,ILL',echantillon
82,Maintenant,Angleterre,Nanterre,"place des
Terreaux",serrure,rue Lanterne,,,,,,,,,
83,mitra,captivit,Vit,crivit,,,,,,,,,,,
84,miserablel,Prise,sec.g6,Pise,MIse,ISL5,MI,Mise,Is1,,,,,,
85,Barbette,Barbette...,Barbetten,Barbettel,,,,,,,,,,,
86,Rh6ne,Chinois,Philistine,Chili,chine,Chine,,,,,,,,,
87,Bravo,assane,Embrasse,Luxembourg,Embarrasse,,,,,,,,,,
88,ngres du Cap,rue de Lille,joufflus de douze,nes o,rue des Dames,les Debuts,Dames,place d'Armes,,,,,,,
89,ufs,Neuf-des-Papes,Chateau-,"Chateau-
Neuf-des-Papes",gardes-du-corps,F-=,,,,,,,,,
90,Amour,Fougeroux,Limoux,"Limoux
Seulement",,,,,,,,,,,
91,Filet,La creole,"rOle
d'Ocean",le soleil,1E.,soleil,paule,,,,,,,,
92,valley,Latvala,Rana-Valo,val,,,,,,,,,,,
93,Je,je39,,,,,,,,,,,,,
94,".'-
-re-c","g.

r.' F",".'-
-re","-
-
-]","xl-
-.",,,,,,,,,,
95,echope,Chose.8,Choseln,Chose,,,,,,,,,,,
96,T-,a'-a,.--ac-'-,t-'-,F,,,,,,,,,,
97,"W
I
2

re","W
1P
I
Re","J

-'
1
x
1","hM
r
E","P
L","E
R",,,,,,,,,
98,le Midi,ZY,Midi,,,,,,,,,,,,
99,du Nord,dore,Port-au-Prince,Or,,,,,,,,,,,
100,estimez,kakatoes,ESt-ce,Est,Faust,,,,,,,,,,
101,fle,fles,les86,cOles,,,,,,,,,,,
102,.EN,toi.n,I.E,,,,,,,,,,,,
103,Muguet,Lanouette,Fouette,Bloui,venere Alouette,Alouette,,,,,,,,,
104,Pier-,"Pierrotte
Pierrotte",Pierrotte,Pierrotte.n,,,,,,,,,,,
105,Desir-de-plaire,Jardin des Plantes,jardin des Plantes,,,,,,,,,,,,
106,depart,Part,Parthenay,dpart,Sar-,,,,,,,,,,
107,S,Cassagne,la Bretagne,Retourne,Bretagne,,,,,,,,,,
108,C-,-C,gr-c-,,,,,,,,,,,,
109,Foin,Alfort,Infortunes,Infortune,,,,,,,,,,,
110,IMt,IM,,,,,,,,,,,,,
111,t L,16 L,,,,,,,,,,,,,
112,val Quelquefois,Bouzanquet,Jusque-la,Afrique,mexique,Quelquefois,Quels,laquelle42,Quelque,,,,,,
113,io,Rio,lectrifi,,,,,,,,,,,,
114,VOIl,mefie-toil,a3I,Vois,Vois-tu,MOi,voila debarbouille,Il1,Voil,Voyez,,,,,
115,aJ',J'ai,J',.f,,,,,,,,,,,
116,as4,lilas,Helasl,Helas,,,,,,,,,,,
117,Franc,franais,Source gallica.bnf.fr  Bibliothque nationale de FranceLE,france,FR,France,Providence,,,,,,,,
118,Hospitalier,d'Italie,Italiens,Italien,Nathalie,l'Italie,Italie,,,,,,,,
119,"A 4


d
'",".A 
R",A -.s,"W

I,5
V. W","A
 A

 
I",,,,,,,,,,
120,plaigNez,Turc,Guigne,eteignez,Notre-Seigneur,Seigneur,,,,,,,,,
121,Lh-haut,la-haut,La-haut,,,,,,,,,,,,
122,La Bete,Phoebe,S6et,discrete,Arretez,betes,bete,,,,,,,,
123,menage,exageree,menagerie,,,,,,,,,,,,
124,"Pour6l
LE PETIT CHOSE","mien.2o
LE PETIT CHOSE","les86
LE PETIT CHOSE","plus54
LE PETIT CHOSE
LL",a6,onZE PETIT,Petit Chose,"a6
LE PETIT CHOSE",,,,,,,
125,Chauve-Souris,boue de Paris,Parisien,Paris Ici,Parfois,Parisiens,Paris,,,,,,,,
126,7L-L,P' -L,rAL---LL-LLL-L.L.L-LE,7L-L-L,-L,,,,,,,,,,
127,J4,,,,,,,,,,,,,,
128,"a47
Ici",I45,I47,,,,,,,,,,,,
129,grace,Alsacien,Alsace,,,,,,,,,,,,
