cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
42,Saint-Emilion,Saint-Esprit,Saint-,Saint-Theophile,rue Saint-Benoit,Saint-Petersbourg,Saint-Cloud,Saint-Benoit,,,,,
43,"Pierrotte
Pierrotte",Cudra,Pierrotte,Pierrotte.n,nice,,,,,,,,
44,cafe,I,coutais,aTout,etais,ecoutais,,,,,,,
45,estimez,Grand-Cercle,Petit-Cercle,ESt-ce,"sous-prefectureln
Est-ce",r6gI,"A
-.

yAZ

'LA",Est,,,,,
46,kakatoes,mont-de-piste,Mont-,Montez,Montmartre,,,,,,,,
47,echope,Chose.8,Choseln,Chose,,,,,,,,,
48,Saumon,Ie,SAUMON,,,,,,,,,,
49,"N

A",k--,LLLLLLLLLLLLL.LL-.L-,"L.LLL
-
W",LLLLLLL-LLLLLLLL-,,,,,,,,
50,Chenilles,Les Chenilles,a'-a,entre-baille,ILL',,,,,,,,
51,W1,la-bas,l-bas,ner la-bas,Bas,,,,,,,,
52,W,x=-,Cristaux,CRISTAUX,M,,,,,,,,
53,Marquises,les Bach',iles Marquises,Filet,nes o,Marsala,les Debuts,,,,,,
54,Pilouittl,Bloui,,,,,,,,,,,
55,Blanc,Blancs,Il1,,,,,,,,,,
56,Caveau,Savez,Avez,Pingl dong Levez-,Cavernes,,,,,,,,
57,4-,Vois,Vois-tu,".A 
R",caf,Palois,,,,,,,
58,Cuba,io,Espa-,d'Espagne,Raspail,,,,,,,,
59,Bambin,MASoN,Bonsoir,Robinson,Colombine,MIami-Pinson,,,,,,,
60,Eh bien,rien.- A,Tiens,Alsacien,J',,,,,,,,
61,la Prairie,Prairie,Or,Araign,,,,,,,,,
62,Egypte,Jacques,mer Le ciel,jacques,mer jacques,mer Jacques,,,,,,,
63,Carmelites,Palerme,Tes,Escargots,,,,,,,,,
64,porte de la kermesse,victoria de la dame,MOi,Dames,marche de la Valle,victoria,,,,,,,
65,Comdie,Comprends-tu,Comprenez,Venez,Phoebe,,,,,,,,
66,rang.- Presentez,Pres,Apres,representee,Presque,,,,,,,,
67,A1,Figurez,guipure,serrure,,,,,,,,,
68,tE,Boucoyran,Boucoyranln,,,,,,,,,,
69,P,Rome,Comedia pastorale,l1'Epitome,l1'Odeon,,,,,,,,
70,Chute Entends,J'ai,Attends,Pentecote,,,,,,,,,
71,Cherchons,Chers,Mon cher,Cher,du cher,Chevelu,,,,,,,
72,.L,.--,.--ac-'-,cC`--.--.-  ---:-r--,"D-
Y',a-",Voyez,,,,,,,
73,Maintenant,Porcelaines,Maine,Touraine,romains,J4,,,,,,,
74,terrifi,anglo,Angleterre,Nanterre,equerres,,,,,,,,
75,"sI. -
I
-
5:
i","W
I
2

re","W
1P
I
Re",,,,,,,,,,
76,Annul,Nont,Annon,7A,MArie-anne,annongca,,,,,,,
77,meLEsS,RIvE,pele-mele,LE-,celebres,,,,,,,,
78,Ca,Pardonne,Pardon,Chardon,,,,,,,,,
79,Genies,Eh,Daniel,Cennies,crmonie,,,,,,,,
80,"N
A",Peyron,ronfla,ZY,S-,,,,,,,,
81,La creole,"rOle
d'Ocean",le soleil,gr-c-,soleil,cOles,,,,,,,
82,deplume,deput,,,,,,,,,,,
83,"Theatre-
Francais",Theatre-Francais,theatre,Francais,francais,Comedia-Francaise,,,,,,,
84,du Nord,College,"val
Quand je rentrai au college",II,Vieux-College,college88,,,,,,,
85,L A,Malheur-,Malheureux-,Eux,E,Malheureuse-,,,,,,,
86,Bravo,Roberte,Desserte,"W

I,5
V. W",desert,,,,,,,,
87,Cunocepa,Bouzanquet,Jusque-la,Afrique,mexique,Paques,,,,,,,
88,Jugez,Palais-Mazarin,palais de la fee Porcelaine,Laisse,Palais-Royal,,,,,,,,
89,punch,Lapin,"PAPILLON
Trouves-tu mon Muguet","PAPILLON
Grimpe","PAPILLON
Ehl","PAPILLON
Est",Grillon,guide-ballon,Papillon,Pilons,PAPILLON,cimentier des Papillons,echantillon
90,LN,discrete,Arretez,t-'-,tete,,,,,,,,
91,hate,S6et,Chateau-,"Chateau-
Neuf-des-Papes",TeA-c-rs,,,,,,,,
92,miserablel,Prise,Pise,MIse,Mise,,,,,,,,
93,Port-au-Prince,.,Emporte,F,L.R,,,,,,,,
94,Barbette,Barbette...,Barbetten,Barbettel,,,,,,,,,
95,cong,7L-L,rAL---LL-LLL-L.L.L-LE,7L-L-L,,,,,,,,,
96,Chinois,chine,ca,Chine,,,,,,,,,
97,assane,toi.n,Embrasse,suisse,passerelle,Embarrasse,Pousse,,,,,,
98,Saint-Pierre a Montmartre,Saint-Pierre,eglise Saint-Pierre,,,,,,,,,,
99,T-,Quartier Latin,Moustier,Cachotier,Lamartine d'Elvire,Quartier-Latin,Quartier,"Quartier
LAtin",,,,,
100,sur18,N-,Grand-Orient,Bientot,AVaieNT,Je,,,,,,,
101,vecu,D,Latvala,Rana-Valo,val,,,,,,,,
102,Desir-de-plaire,resister,hesiter,Is1,,,,,,,,,
103,Foin,val Quelquefois,Parfois,Quelquefois,Quels,laquelle42,Quelque,F-=,,,,,
104,pyramide d'Egypte,le Midi,.EN,Midi,,,,,,,,,
105,"college de
Garlande","college modele de
Garlande",cote de Garlande,chemin de Garlande,college de Garlande,,,,,,,,
106,Naples,MI,fle,fles,les86,,,,,,,,
107,Chauve-Souris,Souwaroff,Soudain,Soubeyrol,Souviens-toi,,,,,,,,
108,Lanouette,Fouette,m-,venere Alouette,Alouette,,,,,,,,
109,Fouillant,Saint-Guillaume,rue Saint-Guillaume,N,"rue
Saint-Guillaume",,,,,,,,
110,Crusoe,Jardin des Plantes,jardin des Plantes,rue Lanterne,,,,,,,,,
111,depart,Part,Parthenay,dpart,,,,,,,,,
112,Cassagne,la Bretagne,Bretagne,,,,,,,,,,
113,I59,Alfort,Infortunes,Infortune,,,,,,,,,
114,"A 4


d
'",".'-
-re-c","g.

r.' F",".'-
-re","-
-
-]","xl-
-.","N
-
1--1",,,,,,
115,Pruneaux,Beaux,Beaucaire,"carreau
detroit",bordeaux,"place des
Terreaux",Sceaux,,,,,,
116,Ohel,aJ',lilas,Helasl,Helas,,,,,,,,
117,trompe-la-mort,LA--3,Fanfan-la-Tulipe,,,,,,,,,,
118,Franc,"P
N .5",franais,Source gallica.bnf.fr  Bibliothque nationale de FranceLE,france,as4,France,Providence,,,,,
119,"I


-'  t","I

-
i","I -
M",,,,,,,,,,
120,Hospitalier,d'Italie,Italiens,Italien,Nathalie,l'Italie,Italie,16 L,,,,,
121,IX,paule,,,,,,,,,,,
122,Regardez,Neuf-des-Papes,gardes-du-corps,,,,,,,,,,
123,rs,"L--
`","L--
`-",,,,,,,,,,
124,Germanie,Permane,"abb
Germano",,,,,,,,,,
125,plaigNez,Rh6ne,deurope,Guigne,eteignez,L.sein--,Notre-Seigneur,Seigneur,,,,,
126,Lh-haut,e,la-haut,La-haut,,,,,,,,,
127,La Bete,betes,bete,,,,,,,,,,
128,mitra,Vienne,Ancienne Maison,tragedienne,,,,,,,,,
129,menage,Fougeroux,exageree,menagerie,,,,,,,,,
130,Muguet,Langlumeau,Angelus,Languedoc,,,,,,,,,
131,"Pour6l
LE PETIT CHOSE","mien.2o
LE PETIT CHOSE","les86
LE PETIT CHOSE","XVI
LE COEUR DE","plus54
LE PETIT CHOSE
LL",onZE PETIT,Anjou,Petit Chose,"a6
LE PETIT CHOSE",,,,
132,L.-iw,boue de Paris,Parisien,Paris Ici,Parisiens,Paris,,,,,,,
133,11A5,t,Sar-,,,,,,,,,,
134,Rio,-L,,,,,,,,,,,
135,grace,place d'Armes,Alsace,,,,,,,,,,
