cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
68,rue Lanterne,Languedoc,la manche,Blancs,Blanc,Fanfan-la-Tulipe,P,,,,,,,,,,,
69,Venol,L'ENCLaVEMENT,.EN,I.E,,,,,,,,,,,,,,
70,ESt-ce,kakatoes,estimez,Est,resister,,,,,,,,,,,,,
71,Je,je39,,,,,,,,,,,,,,,,
72,Touraine,Ma-,aimais,Porcelaines,Colombine,Maine,Soudain,romains,iNN,,,,,,,,,
73,Chenilles,les Bach',iles Marquises,Les Chenilles,,,,,,,,,,,,,,
74,rue Saint-Guillaume,Saint-Guillaume,Fouillant,"rue
Saint-Guillaume",,,,,,,,,,,,,,
75,francais,france,FR,anglo,Franc,franais,France,Francais,.,,,,,,,,,
76,4--,4-,,,,,,,,,,,,,,,,
77,Marsala,Sarlande,Garlande,Irlandais,Sar-,,,,,,,,,,,,,
78,Fouette,venere Alouette,Alouette,Eyssettte,Muguet,Lanouette,,,,,,,,,,,,
79,Bhagiratha,Attends,Vatel,Chateau-,hate,,,,,,,,,,,,,
80,Fougeroux,Amour,IM,IMt,Limoux,Luxembourg,"Limoux
Seulement",,,,,,,,,,,
81,clocher de Saint-Germain,Desir-de-plaire,"Saint-Germain-des-
Pres",Saint-Germain-des-Pres,Pres-Saint-Gervais,Saint-Germain-des-Tres,horloge de Saint-Germain,,,,,,,,,,,
82,N-,Heinz,L.sein--,L.R,,,,,,,,,,,,,,
83,gres,IX,"sous-prefectureln
Est-ce",Apres,representee,Presque,Pres,rang.- Presentez,Crophores,,,,,,,,,
84,Comprenez,Vendredi,Comprends-tu,Inde,Providence,Figurez,Regardez,Rendez,rez-de-chaussee,,,,,,,,,
85,La-haut,la-haut,Lh-haut,,,,,,,,,,,,,,,
86,Nont,Annon,l1'Odeon,annongca,Expansion,Annul,,,,,,,,,,,,
87,d'Espagne,Cassagne,Retourne,champagne,Bretagne,la Bretagne,,,,,,,,,,,,
88,tragedienne,menage,exageree,rien.- A,menagerie,,,,,,,,,,,,,
89,Jugez,Caveau,Avez,Venez,Savez,,,,,,,,,,,,,
90,-C,sur-le-champ,TeA-c-rs,gr-c-,C-,,,,,,,,,,,,,
91,Chers,Chevelu,Cachotier,Pacheco,Cherchons,du cher,Mon cher,hesiter,Cher,punch,Perrache,,,,,,,
92,Ancienne Maison,Rh6ne,MASoN,Rhone,Lyon,Robinson,Sonne,Bonsoir,songeuse,garonne,,,,,,,,
93,Chili,chine,chiffonnee,Chinois,Muse badine,Chine,Philistine,,,,,,,,,,,
94,nice,Cennies,Nice,,,,,,,,,,,,,,,
95,REvE,reveillon,entre-baille,Conseille,Marseille,reveillee,,,,,,,,,,,,
96,Deja,jardin des Plantes,Jardin des Plantes,,,,,,,,,,,,,,,
97,Alfort,Infortunes,Foin,Port-au-Prince,Infortune,,,,,,,,,,,,,
98,Parthenay,depart,dpart,Part,,,,,,,,,,,,,,
99,cOles,rY,college88,"val
Quand je rentrai au college",Vieux-College,College,,,,,,,,,,,,
100,"rOle
d'Ocean",W1,paule,LE-,La creole,Filet,le soleil,soleil,,,,,,,,,,
101,fle,Naples,celebres,meLEsS,fles,les86,,,,,,,,,,,,
102,Guigne,Turc,eteignez,sur18,Notre-Seigneur,plaigNez,Seigneur,,,,,,,,,,,
103,"W

I,5
V. W",la Meuse,".A 
R","A 4


d
'",A -.s,"A
 A

 
I",,,,,,,,,,,,
104,Grenelle,Le Rosellen,Rosel,Rose,pele-mele,passerelle,Rosellen,Mademoiselle.6,,,,,,,,,,
105,"L.LLL
-
W",ILL',LLLLLLL-LLLLLLLL-,lLs-,Allez,LLLLLLLLLLLLL.LL-.L-,,,,,,,,,,,,
106,BETE A BON DIEU,BErGE A BON,BErGE A BON DIEU,,,,,,,,,,,,,,,
107,Petit Chose,"plus54
LE PETIT CHOSE
LL","mien.2o
LE PETIT CHOSE","les86
LE PETIT CHOSE","Pour6l
LE PETIT CHOSE",a6,onZE PETIT,"a6
LE PETIT CHOSE",,,,,,,,,,
108,palais de la fee Porcelaine,"college modele de
Garlande",marche de la Valle,pyramide d'Egypte,"XVI
LE COEUR DE","college de
Garlande",rue de Lille,Source gallica.bnf.fr  Bibliothque nationale de FranceLE,cote de Garlande,chemin de Garlande,college de Garlande,,,,,,,
