cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
42,m—,recon—,"recom—
mandé?",recom—,,,,,,,,,,,
43,so—,histoire—,VOiS',Sois,paRfois,Crois,Bonsoir,buis,A-,,,,,,
44,.ﬂ,"là—"".ﬂ.«-",,,,,,,,,,,,,
45,"SOUHAITS

PÈRE",s’ai pAs d,épieière,SOUHAITS,,,,,,,,,,,
46,pe—,appe—,pe+,s’appe—,,,,,,,,,,,
47,EST-M,ﬁest—,Füt—ce,Peut—,,,,,,,,,,,
48,colonne Vendôme,\,Devinez,Donc,répondez,Donnez,Bonnets,Sufﬁt,sonne—,,,,,,
49,Désirée,Sitôt,ainsI,SI,Cassiopée,Assis,sirE,,,,,,,,
50,c-.--,—,murs.-,.-f.-,.--,—- —--.——...-.-,4--_,".--,—.",,,,,,,
51,.v,J_.,.va_.,.n_.il_.,,,,,,,,,,,
52,ﬁ,.d,A'1,n1,,,,,,,,,,,
53,.__.___-,".,-___",.____,v.___—ÿr,f—_.____,.;__,,,,,,,,,
54,Écoutez,coup—,coupi’,,,,,,,,,,,,
55,Paris,Ïnarié,Riez,Parisien,Parisiens,j-,".'I‘ _‘rien

”153",,,,,,,,
56,——_-.—,".—_.,__.4",S,.—__-,,,,,,,,,,,
57,Jeacquet,queussî—,queﬁ,afrique,ques—,,,,,,,,,,
58,qùelquæï,qui%,Çqu',"quoi—

qu’",jusqu’,qu’,j‘_qu’_à,.,,,,,,,
59,Le curé de,réserve de monsieur,réserve des furolles,Garde—les,"A,“",,,,,,,,,,
60,m’as—tu,m’,"M,9_",M’,,,,,,,,,,,
61,franciers,demi—franc,Franz‘e,Céran,la France,fran—,France,®,,,,,,,
62,j’,J’,,,,,,,,,,,,,
63,Relevez,4',Avez,Venez,aVez,ressouvenez—,,,,,,,,,
64,beau—,chau—,au—_—,Faut,épau—,psau—,-—_—,,,,,,,,
65,Mæsse,laisser—,"Clarisse

Avant",lise,Clarisse,,,,,,,,,,
66,l‘or,j‘au_t,l‘a,,,,,,,,,,,,
67,dix—'—,îÎdÿl{.,ix,aix,,,,,,,,,,,
68,.l,.‘.:.L.,l.,,,,,,,,,,,,
69,"AH 
 
 

Gens de Morlinval",Morlinco‘urt,Morlinval,Mor—,"curé deMorlin—
court",à_Morlincourt,Morlincourt,Sortez,,,,,,,
70,"Saint—
Brunelle",Saint—Quentin,Saint-,Craintil‘s,ﬁllettes de Saint—,Brunelle,"cabaretière de Saint—
Brunelle",Saint-Brunelle,Saint—Brupçue,Saint—elle,Saint—Brunelle,,,,
71,papa—,Pauvre,næûæ,Mon pauvre ﬁoul,,,,,,,,,,,
72,pren—,Comprenez,compren—,,,,,,,,,,,,
73,Ëêü“Wwwr,\.'_'F“'ﬂ,Figurez,Beur,.'2,.'_‘heure,,,,,,,,,
74,Bérénice,Aﬁn,Lﬁnira,,,,,,,,,,,,
75,ﬁancre,b0nnet blanc,la Remy,encre—,aNcre,Céret,,,,,,,,,
76,D’,d’,,,,,,,,,,,,,
77,A;rtaban,obam—,Bassette,débat—,As,Base,LX,Basset,Bas,Basstnrez,,,,,
78,atten—,gigotteurs—,tiote,Frotte,,,,,,,,,,,
79,.:«ﬂ,.:“,.:,,,,,,,,,,,,
80,"giroﬂest l.

Cinq feuilles",Feuil-,.|.I.IDUIŒÏË,"l.

Cinq feuilles",,,,,,,,,,,
81,ﬁdis—,après—,Lambin,Hommes—sans—,adminis—,amis—,,,,,,,,,
82,muss—,senæncieuse—,Houses,couseuses,,,,,,,,,,,
83,Satané,État,péti—,italie,état,,,,,,,,,,
84,s’arra—,brava—-,brava—,,,,,,,,,,,,
85,t’,T’,,,,,,,,,,,,,
86,n’,‘tu,,,,,,,,,,,,,
87,DIT,rendez—,dandi—,en',où-,m’y endur—,indiffé—,ﬂattendre,Vêndœ,l‘indi-,Dizy,endi—,,,
88,guerre—,Pierre—Louis Gosseu,maîtresse}. Pierre,serre1,,,,,,,,,,,
