cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
59,Estates,Wesleyans,Esq,Palestine,Westminster,West,West India,,,,,,
60,the Moslems Arabs,Arabia,tnnbibia,,,,,,,,,,
61,East,Castle,Caucasus,Newcastle,,,,,,,,,
62,this Cuabinet of Medio-,Counting,the County of -,the County Chronicle,,,,,,,,,
63,"Salt
Hill",Mill,Willesden,Salt HIll,Millions,Villebeeque,dishabille,Ill,Seville,Brazils,,,
64,St. Paul,"St.
Petersburg",Augsburg,St. Petersburg,Edinburgh,,,,,,,,
65,Chudleigh,Christian-,Christchurch,Lyndhurst,,,,,,,,,
66,Culloden,Club,Lucca,Lucullus,,,,,,,,,
67,Russia,Austria,Brennus,Jerusalem,Sussex,Isthmus,us,,,,,,
68,Wavelets,Poets,,,,,,,,,,,
69,Milbanks,MILLBANK,Millbankites,Milbank,Millbank,"Walked
Millbank",,,,,,,
70,Nuneham,Tamerlane,Thames,Palmerston,Amersham,Dame,,,,,,,
71,Europe,Western Europe,,,,,,,,,,,
72,Darlford,Bradford,Oxford,,,,,,,,,,
73,"L 2
22",,,,,,,,,,,,
74,Hyde Park Place,the Lower Park,the Upper Park,"the Upper
Park",,,,,,,,,
75,oL. J.,St. John's,St. John,St. Mary's,St.,,,,,,,,
76,Frenchmen,Rome,Frenchwomen,,,,,,,,,,
77,"Barn
von H-t",Learning,Leontium,Learnt,,,,,,,,,
