cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
29,Darlford,Bradford,Oxford,Derby,,,,,,,,,,
30,ENgland,England l'',England,england,,,,,,,,,,
31,Esq,Brennus,Frenchmen,Frenchwomen,,,,,,,,,,
32,"St.
Petersburg",Augsburg,St. Petersburg,Edinburgh,,,,,,,,,,
33,Duchess,Manchester,the Manchester Guide,,,,,,,,,,,
34,NEW GENERAL0N.,New General-,Geneva,INto,,,,,,,,,,
35,Jamaica,Notice Africa,Jew,Africa,America,,,,,,,,,
36,Southern Italy,Author,Monmouth,South,,,,,,,,,,
37,Willesden,Villebeeque,dishabille,Ill,Iobson,Vile,Seville,,,,,,,
38,Swine,Uwins,,,,,,,,,,,,
39,Tamworth,North,Northern,the Northern Sea,Inferno,,,,,,,,,
40,Throne,Apei,Lazaroni,Byron,,,,,,,,,,
41,Nuneham,Thames,Amersham,Nemesis,Dame,,,,,,,,,
42,Ambassa-,Study,the United State,the United Provinces,the United Kingdom,,,,,,,,,
43,Wavelets,"St. Genevievel
coNINGSBY",St. Genevieve,St. Genevievel,Si,Vienna,,,,,,,,
44,Windsor rang,Windsor,"Windsor
Park",,,,,,,,,,,
45,Canterbury,Richmond,Monte,,,,,,,,,,,
46,Austria,Laid,Grand,Grand Cairo,Strand,Strand Coffee-,Trautsmandorff,Astrachan,,,,,,
47,the green mountains,Athens,the Moslems Arabs,the San Absent,Thebes,the Rue Tronchet,the green district,the Lock Pool,"the Rue
le Revolt","the San
Bent",the Spanish Peninsula,the British Isles,,
48,Wimbledon,Rossendale,Clarendon,Saxony,,,,,,,,,,
49,Westminster,West,Western Europe,West India,,,,,,,,,,
50,Nile,Sussex,,,,,,,,,,,,
51,Studcaster,East,Castle,Lancaster,Caucasus,Newcastle,,,,,,,,
52,this Cuabinet of Medio-,midland county,Counting,the County of -,Poets,the County Chronicle,,,,,,,,
53,Prison,Ministry,Christian-,Melbourne,Isthmus,Christchurch,,,,,,,,
54,France,Arrange,Frankfurt,,,,,,,,,,,
55,Slough,Lucca,Lucullus,,,,,,,,,,,
56,Bacchantes,Charta,Nebuchadnezzar,Sacha,,,,,,,,,,
57,Walpole,Hindostan,Italy,Mauritania,Neapolitan,,,,,,,,,
58,Alps,Paradise,Arabia,Valparaiso,,,,,,,,,,
59,St. James's,Hades,St. James',St. James,,,,,,,,,,
60,Milbanks,MILLBANK,Mill,Millbankites,Millions,Milbank,Millbank,"Walked
Millbank",,,,,,
61,Principle,Naples,Temple,,,,,,,,,,,
62,Cambridge,Chudleigh,Rigby,Brighton,,,,,,,,,,
63,Louis Qua-,Torquamada,China,Aquatics,,,,,,,,,,
64,Sidonia,Mental Sidonia,Monsieur Sidonia's,Sidonias,Bigonia,Naples Sidonia,Monsieur Sidonia,iSidonia,,,,,,
65,Hyde Park Place,the Lower Park,Park,the Upper Park,"the Upper
Park",,,,,,,,,
66,St. Paul,oL. J.,St. Gone-,St. John's,us,St. John,St. Mary's,St.,,,,,,
67,Cottage,Everingham,Toledo,Spinoza,Birmingham,Nottingham,,,,,,,,
68,Coldness,Infirmary,tnnbibia,Marquess,,,,,,,,,,
69,Limb,Say,Gazette,,,,,,,,,,,
70,Regent,absent2,Parliamentasy,accent-,,,,,,,,,,
71,"Barn
von H-t",earth,Learning,Learnt,,,,,,,,,,
72,Liverpool,Belgium,Hanover,Carriage,Silver,Club,Sovereigns,Lawgiver,,,,,,
73,"to0,000",Brazils,,,,,,,,,,,,
