cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
65,Toüt,Pontet,s’,mont Riboudet,tont,Remontée,on.se,Tongs,,,,,,,,,,
66,Bastia,barôn,BA,,,,,,,,,,,,,,,
67,Mé-,la-Méditerranée,Méditerranée,,,,,,,,,,,,,,,
68,cueillie,Vrilleite,Ileutmème,t’,Varneville,Ile,Marseille,Greilles,lille,d’aiguille,ieille,Vrillette,ille,Barville,Beuzeville,fille;Elle,Goderville,Courville
69,Le soleil,Île s’,le soleil,soleil,D S,,,,,,,,,,,,,
70,valetsen,Val,D,val d'Ota,dévala,eval,val,Vauds,"air
du Val",val d’Ota,,,,,,,,
71,"ruis-

HU seau",vert-de-gris,buis,Lisan,Lise,eleis,IS,Évisa,Dis,bois bruni,Paris,Leperthuis,,,,,,
72,un',ucune,i,lune,F7,Pas de lune,,,,,,,,,,,,
73,surfabeno,mon-beau-frère,Bolbec,Jambes,Be,,,,,,,,,,,,,
74,l’,L’,,,,,,,,,,,,,,,,
75,J1,Iles s’,Blesséos,Lest.partout,Naples,Îles,Péuples,Penples,Les,Île,Iles,,,,,,,
76,Haït,Le.baron,haron,j’,habitué,"ba-
ron",,,,,,,,,,,,
77,Mira,près-midi,Midi,,,,,,,,,,,,,,,
78,d’,ed’,,,,,,,,,,,,,,,,
79,reparue,"Rue

Dès",el hourrue,Rue,,,,,,,,,,,,,,
80,Sainte-Hélène,hümains,Saint-Léonard,Soudain,dain,,,,,,,,,,,,,
81,aipardonna,lign,mignonne,Mignonne,,,,,,,,,,,,,,
82,cntra,Étouvent,Dentu,entru,,,,,,,,,,,,,,
83,Angleterre,s’exalter,quiéter,terre de Barville,terre,serrure,perret,,,,,,,,,,,
84,"Er
Etlentement",itemps,s’'augmentent,emps,entemps,,,,,,,,,,,,,
85,yme,honteuse,émus,dormeuse,rome,us,éotnme,"Écu-
meuse",meuse,,,,,,,,,
86,la France,sance,s‘blancs.-,France,franchit,L{ran,,,,,,,,,,,,
87,Fer,sernaiñes,ner,Er,m'’aimer,Gésirer,ler,S’,rêver,ER,Goder-,Alber-,,,,,,
88,2 Li,d'Italie,Ïl,supplie,Cuitaux,Italie,,,,,,,,,,,,
89,Madère,"Co |

Dè rares",Dè,,,,,,,,,,,,,,,
90,Crisange,crispé,Sacré-Cœur,Cri-,Sacristi,,,,,,,,,,,,,
91,Lys,Thysbé,,,,,,,,,,,,,,,,
92,heuressans,Ieures,Ur,Impureté,Lheure,heurta,Eure,,,,,,,,,,,
93,etle,Etle,,,,,,,,,,,,,,,,
94,Voyez,Fuyez,,,,,,,,,,,,,,,,
95,jeta,Etil,N'ai-je,-.Je',Jet,,,,,,,,,,,,,
96,Gao,Sachez,-de-Ganache,Ganache,,,,,,,,,,,,,,
97,Lomme,Londres,Niolo,Lo,galo,,,,,,,,,,,,,
98,lJulién,Jülien,wlien,Julien,,,,,,,,,,,,,,
99,"Tue
oo Mais ta mère n’",Lison,aimais,maison,,,,,,,,,,,,,,
100,Suisse,alaise,Encaissée,Palais-Royal,Laisse-,,,,,,,,,,,,,
101,alle,Le,Bassolle,P'Angle-,Folle,Rollebosc,ÿ Xi,Flle,élle,Allemagne,olle,lle,,,,,,
