cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
54,Quittez-le,Batteviile,Batteville,Batte-,V’,,,,,,,,,,,,,,
55,moiselle de la Roche-Aubert,gare de Beuzeville,terre de Barville,hameau de Verneuil,phare de Fécamp,Beuzeville,,,,,,,,,,,,,
56,Ro-,éotnme,droïte,Lomme,rome,RRO A,yme,,,,,,,,,,,,
57,-de-Ganache,"courant d' air
du porche",Gao,la manche,Ganache,Sachez,,,,,,,,,,,,,
58,Suisse,Évisa,Paris,Dis,Lise,t-luis,IS,Leperthuis,buis,,,,,,,,,,
59,F,Répondez,Réponds,rémonie,,,,,,,,,,,,,,,
60,Ts,deuxijouts,ÿ Xi,,,,,,,,,,,,,,,,
61,Jeanné,nne,Océan,éanne,EtJeannes’,Jéanne,,,,,,,,,,,,,
62,Gela,rivige,ge,Gette,,,,,,,,,,,,,,,
63,Voix,moi,t’,bois bruni,crois,Roi-Louis,Crott,Trois-Mares,Croquerat,,,,,,,,,,
64,Providence,s’'enfoncer,Provence,,,,,,,,,,,,,,,,
65,toujoürs,rs-,Æ,venirs,rs,J1,,,,,,,,,,,,,
66,"el
morne",alaternes,Mornes,,,,,,,,,,,,,,,,
67,s‘blancs.-,L{ran,Ÿ,franchit,la France,sance,France,,,,,,,,,,,,
68,Voyez,Fuyez,Avez,àvec,Faven-,seulavec,Savez,,,,,,,,,,,,
69,mer par-dessus,"HE 3

La mer immobile",mer invisible,m’,Fr bornme,mer r bleu À,,,,,,,,,,,,,
70,étremoral,Notre-Dame du Gros-Ventre,Autrefois,trembier,Étre,Étretat,Apôtres,,,,,,,,,,,,
71,lJulién,z0n€,supplie,blaient,Jülien,Julien,wlien,,,,,,,,,,,,
72,tanda’,uand,Ia,Hollande,iand,Piana,,,,,,,,,,,,,
73,changée,Enchaînée,ublée,Béelzébuth,Ée,mélée,,,,,,,,,,,,,
74,etle,Etle,ferme d’Életot,,,,,,,,,,,,,,,,
75,Sitôt,Bientôt,J,Côte,Ôt,,,,,,,,,,,,,,
76,"hôtel de

Normandie",Normande,Normand,Hôtel de Normandie,Normandie,,,,,,,,,,,,,,
77,Cigogne,champagne,ogne,cognac,Cologne,,,,,,,,,,,,,,
78,"rue
Sauvage","ruis-

HU seau",rue du Sauvage,vallon sauvage d'Ota,golfe de Sagone,,,,,,,,,,,,,,
79,L’,l’,,,,,,,,,,,,,,,,,
80,Ma-,Fa,fa-,È,,,,,,,,,,,,,,,
81,Voulez,piéds;. Poulet,Paulet,souleva,Poulet,,,,,,,,,,,,,,
82,Rouen,Coup,caoutchoues,jous-r’,Sou-,Soudain,Ou,utou,,,,,,,,,,,
83,D S,Le soleil,E,le soleil,Île s’,soleil,,,,,,,,,,,,,
84,Faire,l'Empire,Lemaire,2 Li,Religion,Lire,Gésirer,,,,,,,,,,,,
85,Corse,t-la Corse,la Jampe,La Corse,,,,,,,,,,,,,,,
86,barôn,BA,Be,P,Barbes,,,,,,,,,,,,,,
87,Mira,près-midi,Midi,,,,,,,,,,,,,,,,
88,un',ucune,lune,Pas de lune,,,,,,,,,,,,,,,
89,Bastia,Adélaïde,Lac,v’'la,Lastique,s’as-,Las,La plaine,LAS,,,,,,,,,,
90,Angleterre,serrure,perret,Te,terre,,,,,,,,,,,,,,
