cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
23,ournée,lJulién,Bourse,Dour,Etil,Four-,Four,Pourriez-,el hourrue,Livourne,GO Gp,,,,,,
24,Fer,z0n€,nu-bras,Ïl,,,,,,,,,,,,,
25,Rouen,,,,,,,,,,,,,,,,
26,d2,CE,ublée,gônflée,qü’,Sitôt,mélée,halées,,,,,,,,,
27,rs,Piana,Cana,d’,,,,,,,,,,,,,
28,Le,ge,I,Gela,Ju-,poür,Ro-,S’,,,,,,,,,
29,"ruis-

HU seau",Roi-Louis,buis,us,t-luis,Leperthuis,,,,,,,,,,,
30,Naples,Grèce,Péuples,Penples,,,,,,,,,,,,,
31,recut,Ilécrivit,Crisange,vert-de-gris,crispé,Cri-,sesavoir,Sacristi,,,,,,,,,
32,Sacré-Cœur,bois bruni,Sace,,,,,,,,,,,,,,
33,Rosalie,artit,kB,t Rosalie,d'Italie,Italie,,,,,,,,,,,
34,Vaucotte,tricotani,bécota,Picot,estan,,,,,,,,,,,,
35,Le soleil,le soleil,soleil,D S,,,,,,,,,,,,,
36,Côte,Mé-,reparue,Rue,Paris,,,,,,,,,,,,
37,valetsen,Val,val d'Ota,dévala,e’,eval,BA,val,"air
du Val",val d’Ota,,,,,,,
38,Reminil,UT,Remontée,Cany,trembier,,,,,,,,,,,,
39,Ilsne,"| |

Hauts",Bonsoir,Là-haut,Autrefois,i,,,,,,,,,,,
40,rs-accourait,"courant d' air
du porche",Coursil,jura,,,,,,,,,,,,,
41,Coutelier,Coup,caoutchoues,Écoutez,Comptez,,,,,,,,,,,,
42,souleva,fa-,Poulet,Voulez,Paulet,j’,piéds;. Poulet,,,,,,,,,,
43,Haït,Tolbiac,Bolbec,bé Tolbiac,au-,A84,ES,,,,,,,,,,
44,Océan,Jeanné,EtJeannes’,éanne,Jeinne,nne,pau,Fe,Jéanne,,,,,,,,
45,noblésse,Lés,V’,ed’,,,,,,,,,,,,,
46,Ou,Jui,M'sieu,obséquieux,Hieux,Qué,deuxijouts,,,,,,,,,,
47,Bastia,Lastique,Afrique,Amérique,L'Amérique,l'Afrique,s’as-,,,,,,,,,,
48,Normand,Mira,Normandie,Hôtel de Normandie,Normande,"hôtel de

Normandie",Sobrés,pides,,,,,,,,,
49,É,Tassit,s’assoupir,Sou-,,,,,,,,,,,,,
50,LAS,Las,Ur,F,Æt,,,,,,,,,,,,
51,Lisan,Lise,Évisa,,,,,,,,,,,,,,
52,phare de Fécamp,la Jampe,Camp,Fécamp,,,,,,,,,,,,,
53,Mâdame,Î,Notre-Dame du Gros-Ventre,Mädame,Pyrame,,,,,,,,,,,,
54,Corse,A comtesse,La Corse,t-la Corse,,,,,,,,,,,,,
55,mer par-dessus,"HE 3

La mer immobile",mer r bleu À,m'’aimer,mer invisible,"É
3 Æ",Vauds,,,,,,,,,,
56,J1,cueillie,Vrilleite,Marseille,Greilles,lille,d’aiguille,ieille,Vrillette,ille,-.Je',,,,,,
57,ongeur,Lison,sson,Songe,Sonna,Adélaïde,,,,,,,,,,,
58,Lest.partout,Lu,utou,toujoürs,,,,,,,,,,,,,
59,Ils’,pays qu’,"pays de
L tout parsemée",golfe de Sagone,D,pays de Caux,Pas de lune,,,,,,,,,,
60,Pontet,mont Riboudet,tont,Midi,Tongs,,,,,,,,,,,,
61,Fr bornme,Mornes,ns,"el
morne",lu,,,,,,,,,,,,
62,surfabeno,Brise-,Surprise,,,,,,,,,,,,,,
63,un',Barbes,barôn,Le.baron,haron,"ba-
ron",,,,,,,,,,,
64,ÏS,"Tue
oo Mais ta mère n’",Ée,aimais,éotnme,ER,maison,,,,,,,,,,
65,P'Angle-,champagne,Enchaînée,changée,,,,,,,,,,,,,
66,heuressans,Ieures,Impureté,Lheure,heurta,serrure,Eure,,,,,,,,,,
67,Gette,Batteviile,Batte-,galo,,,,,,,,,,,,,
68,Gao,l’,,,,,,,,,,,,,,,
69,cher,Corniche,naie,Gouche,ler,pôche,la manche,"bouche
erté",,,,,,,,,
70,anca,s‘blancs.-,Thysbé,,,,,,,,,,,,,,
71,riseville,Varneville,Briseville,gare de Beuzeville,Batteville,Beuzeville,Brisseville,,,,,,,,,,
72,Cargèse,comtesse Gilberte,Ù,Gilberte,Alber-,,,,,,,,,,,,
73,|,RRO A,E,,,,,,,,,,,,,,
74,Trois-Mares,Londres,Sèvres,Apôtres,"Co |

Dè rares",,,,,,,,,,,,
75,ls,Sainte-Hélène,hümains,La plaine,Soudain,dain,,,,,,,,,,,
76,mariez-les,près-midi,Quittez-le,moi,Mèlez-,apportez-les-moi,Cité,,,,,,,,,,
77,Îles,Île s’,c0chér,Île,,,,,,,,,,,,,
78,.$eS,lign,mignonne,Mignonne,,,,,,,,,,,,,
79,cntra,sapins,entru,,,,,,,,,,,,,,
80,Fourville,Barville,terre de Barville,Goderville,Courville,,,,,,,,,,,,
81,Ÿ,v’'la,Cuitaux,LH nuit,A,,,,,,,,,,,,
82,Angleterre,s’exalter,la-Méditerranée,quiéter,Méditerranée,terre,perret,,,,,,,,,,
83,ogne,Voix,"col
fl",Cigogne,Cologne,cognac,,,,,,,,,,,
84,sen,jous-r’,lsblouse,Vouset,,,,,,,,,,,,,
85,"Er
Etlentement",itemps,s’'augmentent,émus,emps,entemps,,,,,,,,,,,
86,honteuse,pothes,dormeuse,"Écu-
meuse",Béelzébuth,meuse,Lo,,,,,,,,,,
87,la France,sance,U— Plus,France,franchit,L{ran,,,,,,,,,,,
88,Er,È,,,,,,,,,,,,,,,
89,la Seine,Romäines,eleis,Athènes,Madeleines,,,,,,,,,,,,
90,maïns,ca,Goder-,Voyez,,,,,,,,,,,,,
91,Fection,etle,Etle,,,,,,,,,,,,,,
92,Chinoiïs,ine,Chicorées,Chine,,,,,,,,,,,,,
93,Bassolle,u%,Folle,Rollebosc,Æ,olle,,,,,,,,,,,
94,Sachez,ner,-de-Ganache,Ganache,,,,,,,,,,,,,
95,Faire,Lemaire,Gésirer,l'Empire,surgirent.de,Lire,,,,,,,,,,,
96,Fuyez,,,,,,,,,,,,,,,,
97,blaient,Dentu,Oriental,Impatienté,Bientôt,Ia,,,,,,,,,,,
98,calmé,fl,calme-toi,Jet,caleçon,,,,,,,,,,,,
99,Jülien,Tiens,supplie,wlien,Julien,,,,,,,,,,,,
100,Provence,s’'enfoncer,FE,Providence,Florence,,,,,,,,,,,,
101,Suisse,alaise,Encaissée,Palais-Royal,Laisse-,,,,,,,,,,,,
102,ren,dénonca,cütrenoncé,,,,,,,,,,,,,,
