cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
112.0,designmn,VYassif-Paci,Assignado,Y0nado,,,,,,,,,,,
113.0,"Santa Ca
adriana",Santa Catharina,Catharina,Garganta,santiago,iiehari,Sinta Catharina,Santa Casa,,,,,,,
114.0,Mbritannicamente,comnmentou,Mente,GiL.GenTe%,"gente;g
i nossos in inteligencia de",iment0,Effectivamente Culos,nntemao,matrimonialmente,Yelmente,Interiormente,mentisseIn0s,doente1,Amorosamente,
115.0,atten0es,ttenc6es,attender,,,,,,,,,,,,
116.0,Entaol,Entaio,tentavtm,Entan,es entamonlo louco,Entao,,,,,,,,,
117.0,Interrogue-a,interrompia,interpellaco,Interetarim,Rompia,iterroleu,Sempio,,,,,,,,
118.0,Acahira,ahi,AhI,Ahi,I'ahi,Dahi,,,,,,,,,
119.0,Cheles,Cheles-,usele,cheles,,,,,,,,,,,
120.0,Ides,ide,IDes,Des,,,,,,,,,,,
121.0,Codigo,Digo,Diga,,,,,,,,,,,,
122.0,Tica,"horsa favo-
Tica",,,,,,,,,,,,,
123.0,"escudo de
Achilles",Escudo,Achilles,Cachimbo,,,,,,,,,,,
124.0,Iuenos,OIIUENS,Menos,,,,,,,,,,,,
125.0,Iiomemn,home,Eiio,,,,,,,,,,,,
126.0,Anda,Manda-os,ahundam,Andr,furtand0,mand,,,,,,,,,
127.0,Forno,tornei an benzer,Torno,,,,,,,,,,,,
128.0,florele.- IA,Arvoredo,Flores,Dores de christo,leitores-te,Lidar con Flores,"esto
desafloro",Dores,,,,,,,
129.0,Geme,Fogem,,,,,,,,,,,,,
130.0,resonar,impressionara,physionomia,pessionalenue,impress5es,expressiva,,,,,,,,,
131.0,Tableu,taboa,Lisboa,,,,,,,,,,,,
132.0,Saco,Taco,habitaco,acol,hesitaco,inquietaco,,,,,,,,,
133.0,Saturno,Jupiter,"in-
Terno",Terno,Berne,maternaes,,,,,,,,,
134.0,Saia,saiba,Cais,Sais,Iguais,Terais,,,,,,,,,
135.0,vel0s,CA1L0S,Vel,"es ps  vel s
is de",,,,,,,,,,,
136.0,Deieeeee,"Gnieee,,gg",aseveeee,heee,hcdeeer,,,,,,,,,,
137.0,bretanha,Gran-rebanho,Gran-hretanha,Gran-IBrstanha,Tibhre,,,,,,,,,,
138.0,Pelo-lhes,Pelo-lhe,Amplo-,Pelo-he,,,,,,,,,,,
139.0,com-,Com-,,,,,,,,,,,,,
140.0,sal-o,sala,sala d frente,fala-6,Salta,,,,,,,,,,
141.0,Posso,lsso,olss,,,,,,,,,,,,
142.0,Principiauva,Princ,Princ-,,,,,,,,,,,,
143.0,creanga,una creanga,crean4,cangao,,,,,,,,,,,
144.0,Tranquila,tranquillisar,suavisar,tranquillisar ningu,,,,,,,,,,,
145.0,ceu Rodrigues,erguer1,hurgueza,Perguntara,,,,,,,,,,,
146.0,liba6es,negocia6es,conego,,,,,,,,,,,,
147.0,tlin,linl,tliN.,,,,,,,,,,,,
148.0,parochia,Rochedo,brochura,rochedo,medo2,,,,,,,,,,
149.0,us us,sahiu us,sahi,,,,,,,,,,,,
150.0,Misericordia,misericordia,,,,,,,,,,,,,
151.0,tionheei,Reconheceu-os,,,,,,,,,,,,,
152.0,i compaix,compdre,paix,,,,,,,,,,,,
153.0,tarelas,relatiio,rela6,,,,,,,,,,,,
154.0,en Emilia,emilia,Emilia,"nada,-acudiu Emilia",Emilia augmentaya,Milion,passagem Emilia,"gA
emilia",,,,,,,
155.0,FAMILIA VINGAN,familia,FAMILIA TINHA,"FAMILIA RIGOR
y7",Familia,,,,,,,,,,
156.0,XXVIl--,XXXVILI,XXXYII-,,,,,,,,,,,,
157.0,FIILIA TINHA,Cocilia,Concilia,Pobre Cocilial,MA WILIA AINDA,Cncilia,cilia,vigilia,Concili,Cacilda,Cscilial,,,,
158.0,nhou,Tenho,tEnho,Tenha,Venham,,,,,,,,,,
159.0,Sihamos,Bebamosl-insistiu o cro,Vamos,Chegamos,Foz,Iamos,"n'csts cousas de jorge
damos i inimigo",,,,,,,,
160.0,Continuam,Ponto,cont,Walter-cont,Contrastava,Cont,,,,,,,,,
161.0,Folgo,Folgara,Julgo,,,,,,,,,,,,
162.0,antecedencias,Providencia,Prol,om conlidencial,,,,,,,,,,,
163.0,Tis,Manel,Maneira,canela,Manel-dizia,,,,,,,,,,
164.0,Pernas,"Pernas
Antes",Irritantes,Avintes,Quebrantes,,,,,,,,,,
165.0,Comes,Mes,Lumes,Informes,,,,,,,,,,,
166.0,Toca,sufoca-0,,,,,,,,,,,,,
167.0,Ins,"instn.-
tes",Rins,ins,,,,,,,,,,,
168.0,Sentido,"a-
es dos sentimentos",press6es de alImento,"a-
do","formul dos
tres grandes sentimentos",,,,,,,,,,
169.0,bibliotheca,Biblia,,,,,,,,,,,,,
170.0,todo0,sido0,TraiDor,Lidou,,,,,,,,,,,
171.0,descripgao,"ura
ves",Fartura,Escriplura,escripturaeo?-,,,,,,,,,,
172.0,applaudia,"ap
plaudiu",saude,Claudiol,,,,,,,,,,,
173.0,Pilh de Manoel Pequenino,Manoel Pequenino,MAnoel Pequenino,Pilh de Manoel Pequenino suspeilou ue,,,,,,,,,,,
174.0,haspedaria,Daria,invariavol,hastaria,Carialhiho,,,,,,,,,,
175.0,Espinho,Caminho,Areinho,Minho,"ca-
minho",,,,,,,,,,
176.0,retirar-e.e,Partira,Parte,Tira,partires,,,,,,,,,,
177.0,Porta,portugal,immortaes,Comportas,ci porta,por-be,,,,,,,,,
178.0,colletle,collegio,Capulletos,,,,,,,,,,,,
179.0,Virgens,cordagens,sinuagens,,,,,,,,,,,,
180.0,udo,Tudo,Comtudo,,,,,,,,,,,,
181.0,Ficando,beatifica idiotia,Ficava,ava,justificacao,,,,,,,,,,
182.0,"iiyegg
iiiinei ci n us",III--,Iii,iiiiie,iii,iiiiig,GGiGiiieesgEg,Iiiiiii-,c0I1 III,"os,,este
iii.iiiiin'ce,,g",AG'iaiiii cu,,,,
183.0,nio ves,ti-,nio ti-,io naie,nio traiir,,,,,,,,,,
184.0,Para Benjain,Benjain,,,,,,,,,,,,,
185.0,espirito6,Respiroul,Grito,,,,,,,,,,,,
186.0,Cingue,Ningu,Iorning,Singular,,,,,,,,,,,
187.0,dIgno,Indigno,Ignoras,,,,,,,,,,,,
188.0,es n Froixa,Deixa,"Este-
rio Deixa",Deixem,Caixa,Freixo,,,,,,,,,
189.0,desgra,Engraeada,gralidio,Gra,Gracas,Gra-phrase,"as-
gra",,,,,,,,
190.0,Ili de cima,estrada de cima,Para-A Ignez de Castro,estrada da Foz,andar de cima,,,,,,,,,,
191.0,us cidades,Caridade,Dificuldade,uNiversidade,velleidades,Felicidade,Cidade,Frialdade,verdade;-,cuvidades,Ociosidade,puerilidades,,,
192.0,sesssie,repellir ess es,concess0es,lEsse,Cessara,ess,i-o ii  esseir,,,,,,,,
193.0,Hossi-Cassi,Iossil,rossio,Iossini,ossin,asin,ssin,,,,,,,,
194.0,Precisarei,Lucrecia,Precisei,pa preciso'et,Precisa,,,,,,,,,,
195.0,d'est,Ideias exprobrac5es d'esta,razo d'esta ordem,d'essa,,,,,,,,,,,
196.0,MEus,Nem,,,,,,,,,,,,,
197.0,hraos,Yoraogo,ie1ora,Mogo,lOrd Mayor,,,,,,,,,,
198.0,ca lomino,indomin,dmino,,,,,,,,,,,,
199.0,la hyoerisia,hyoerisia,Elisiaheth,hypoerisi,,,,,,,,,,,
200.0,Pedir,Impediu-lhe,Iu-,,,,,,,,,,,,
201.0,aguia,Aguia d'Ouro,Aguia,esguio,,,,,,,,,,,
202.0,Applicads,supplica,suppoz,supp0r,"OPINI0 PUBLICA
337
N",,,,,,,,,,
203.0,Ent,enT,Agua-ent,,,,,,,,,,,,
204.0,Iogao,Advogar,Iogar,,,,,,,,,,,,
205.0,orino,terino,Marino Ligeiro,,,,,,,,,,,,
206.0,N5o me desarranie,Deus,gabinete de,lh-me Deus,,,,,,,,,,,
207.0,Ser,Serra,"Serra
-",Serra do Pior,errand,,,,,,,,,,
208.0,ste,Foste,castela,Stere,,,,,,,,,,,
209.0,Manoel Quentiuo,"Manoel Que-
tino","Manoel Que-
lino",nol Quente,Procurar manoel Quentino,MAnoel Quentino,Manoel Que-,,,,,,,,
210.0,porta do jardim,porto do jardim,rua do jardim,ieverendo Jaclson,,,,,,,,,,,
211.0,Folhetim,pe mando-me,Folheando-o,AFagando-os,,,,,,,,,,,
212.0,scondas dos pois0s,DEpois,pois0s,L3i'pois,Pois,Ilopois,Expoirou,Poi,,,,,,,
213.0,Del,luzir,Luzia de Lamunermoor,Une,Ma des,,,,,,,,,,
214.0,Cobi,cobi,,,,,,,,,,,,,
215.0,Luiza,alui,aluir los,,,,,,,,,,,,
216.0,"di
zia",Fazia,,,,,,,,,,,,,
217.0,Iorga,louv,Formular,Iormulou,,,,,,,,,,,
218.0,Antonial,rua de Santo Antonia,eh el Velha-o Santo Antonio,Antonia-,Emquanto,Manto-,Antonia,Atonia,hAntonia,Antonio,Mntonia,Santo Antonia,Antonia resmung0u,,
219.0,proximo perd9-,"rio perolas9
a  eiide",perola,rio perolas9,,,,,,,,,,,
220.0,Olha,Olh,Folhas,,,,,,,,,,,,
221.0,vale Theoriasl,Alem,cale,Valem,lem-,,,,,,,,,,
222.0,pregui0so0,Seguimol-a,I0s,,,,,,,,,,,,
223.0,Verei,Pereira,ceneedesr Pereira,,,,,,,,,,,,
224.0,mutua desconlianca,conlianga,aConliaste,,,,,,,,,,,,
225.0,Nidn,Sebastopol,Sehasopol,Seliastopol,,,,,,,,,,,
226.0,"u2-
recairi",Ria,Suhiria,Iria,"Dos Theriakisl
Horror",,,,,,,,,,
227.0,Mr. Branca,M. Brincar,Mr.,Mr. Brincar,Brincar,RIo.-repetiu Mr. Brincar,"lunh
de Mr. Brincar",,,,,,,,
228.0,SI1,SI1A LUZ,,,,,,,,,,,,,
229.0,volta1,revolta-se;e,voltando0,,,,,,,,,,,,
230.0,Iaees,"ie sil
ie",sil,sil pr,,,,,,,,,,,
231.0,Mas-,MAs,as-,,,,,,,,,,,,
232.0,"te-
nho direito",to  pe,leo peito,Peito,i pdie  pe,,,,,,,,,,
233.0,Yorkshire,Simphireol,imp,,,,,,,,,,,,
234.0,hoquiaberto,Bem,Sabem,Sabia-o,sabe,,,,,,,,,,
235.0,Irada,Irado,Parado,,,,,,,,,,,,
236.0,"Mim  g,2
 i in ia",Mim,"mim
s6",mim,,,,,,,,,,,
237.0,Clarles,uarl0,harles,Share,Charles.--,Charlesl,,,,,,,,,
238.0,dolla,coma olla,coma,,,,,,,,,,,,
239.0,Ola,Consci,consolacaio,,,,,,,,,,,,
240.0,Pennor,penna,pEnna,,,,,,,,,,,,
241.0,lle,"en
sa elle",elle,elleclivol,excellencia,elle7,lettras mem dos elle,Mademoiselle,signupremno de elle,"pr
t elle",,,,,
242.0,Irma,irma,Firme,IRm,irma.-,irmto,irm,Irm,,,,,,,
243.0,"aquella rus
dos Inglezes","Porto m-
in de tconpositores inglezes",Vezes,rua dos Inglezes,rua su rigde,"rua dos
Inglezes",,,,,,,,,
244.0,n'elle,M.ELLA,depositara n'ella,Appellava,N'ella,N'era,n'ella,fallasle n'ella,raio n'ella,,,,,,
245.0,Solida,colis,cnraelio,Sol,Lio,solio,,,,,,,,,
246.0,selim preto,Linha oiinmn,Joselinha da Agua-benta,oblinhn,Josefih,Joselinha,Josefinha,,,,,,,,
247.0,Servi,L6vida,Servida,,,,,,,,,,,,
248.0,lireza de animo,Ilepaniha,nime,Animais,Xavier de MAistre,animar-ste pr,,,,,,,,,
249.0,Creiaml-me,i  creio ue,Creio,cre,,,,,,,,,,,
250.0,"sel
gina",inai,uIna,Gina,GIna,"China,-um",virginaes,,,,,,,,
251.0,presen do lillo,pre,presen,"press
iii senten is iieeei",i pressa,,,,,,,,,,
252.0,submersa d'elles,nio l'elle,casa d'elle,l'elle,d'elle,s6 d'elles,encurreg-me d'ella,,,,,,,,
253.0,"0I
nio",nio,Nio,,,,,,,,,,,,
254.0,disnanibilidude,Debilit,perfeito modelo d'ess bella mobilia,acrolithio,Alto Ili,,,,,,,,,,
255.0,Amal-a-hia,Hia,,,,,,,,,,,,,
256.0,iiniiie,Itiiinnn,IIumhi,G.Gnii,iiiniiua,,,,,,,,,,
257.0,ialleneia,Valbom,Falle,valle,Valle,Fallei,valle ds,,,,,,,,
258.0,ci l-,ci tcm,,,,,,,,,,,,,
259.0,Razao,atrazado,Atraves,,,,,,,,,,,,
260.0,Pecolhe,peco,Recolhe-e,,,,,,,,,,,,
261.0,quasi,"quasi l-
nha irma.-",quasi cegos,quasi tao desagradavel,ruas0s,Qualicr,Quasi,Duas,,,,,,,
262.0,Mr. Esmolas,Mr. Richrd,las Mr. Richrd,,,,,,,,,,,,
263.0,Timne,Intimo,Timos,,,,,,,,,,,,
264.0,Entro?-repetiu Carlos,Carlos.-,Carlos-,Emilia-repetiu Carlos,Nao-respondeu Carlos,"Oral
Carlos",Carla,Carlos,qliarlo,,,,,,
265.0,Ils,ilsanens,,,,,,,,,,,,,
266.0,Stia,molestia,,,,,,,,,,,,,
267.0,Terreiro,Encarrego,"Carreira
E ei Leva","barreira dos
nostradores",Carreira,,,,,,,,,,
268.0,desfortll,Fort-,forca,Forte,Norte,Forca,Forte-,,,,,,,,
269.0,Porto-,i port,Porto,porto d tua,,,,,,,,,,,
270.0,subtil7,"tiL-
N",subjugtm,,,,,,,,,,,,
271.0,comensacao,Pensar,Defensa,,,,,,,,,,,,
272.0,"Forte tol
- E elle entro",Dentro,Entro di ca,Entro es,Entro,,,,,,,,,,
273.0,Aposlemosl,Mos-,nossa atmosphera,Mos,Formosa,,,,,,,,,,
274.0,`oh amigo on ess,gosar,Largos,Commigo,Amigos,,,,,,,,,,
275.0,Triste,tristeza,Tristeza,,,,,,,,,,,,
276.0,"t-
coragem",corago do snr,corago,Mragos,Corajoso,coraco,Trago,,,,,,,,
277.0,India,Accendia,Incendiar,Coincidia,Diario,N6s,,,,,,,,,
278.0,una,Una,,,,,,,,,,,,,
279.0,Cuidas,duid,Cuidei,Cuida,,,,,,,,,,,
280.0,Fumar,mar cingi,Mar,scismar,camarim,,,,,,,,,,
281.0,irrealissel.--,"dis
ge",dissipaya,ni-Disse,Disse,dislfuarear,,,,,,,,,
282.0,Filha,Sevilha,Ilha,"Ilha
de uma",,,,,,,,,,,
283.0,Rasgue-a,segue-ste,Cheguei,,,,,,,,,,,,
284.0,ahsinthio,Sinto,lucta,sInto,,,,,,,,,,,
285.0,Felice Romani,Feliz,Felizes,,,,,,,,,,,,
286.0,Basta,ere0sta0s,Estao,Vista,Estais,sta,n'sta,Boa Vista,,,,,,,
287.0,eniio pr alc,Protegeste,Eslsva,nio protegesle,,,,,,,,,,,
288.0,Bret-,bretiics,Abre,Timbre,bre,rir,Abrem,lugubre,,,,,,,
289.0,mis lings...,lavras linaes,aguas limpidas,,,,,,,,,,,,
290.0,soceg0,Socegada,Socega,Doce,,,,,,,,,,,
291.0,rio da Villa,RIo do you do,rio douro,Douro,Sentido Dourado,,,,,,,,,,
292.0,"wls  i.
aaiieit  4e i",siisieit,Criei,,,,,,,,,,,,
293.0,governo7,Governo,n6s5,,,,,,,,,,,,
294.0,posso fallar,Illar,iallaria assini,Fallar,Falla-me,Fallas,iallaria,,,,,,,,
295.0,mettia,compromette,Prometterei,Prometo,Promettia,Promnetto-lho,,,,,,,,,
296.0,Quero,"Queren
E Mr. Branca",Querido,Queren's Ten-,Querem,Queres,,,,,,,,,
297.0,Syuiptoma inlallivel,ind pallidas,alllicta,Amarillid,Lidar,Pallida,pallido,,,,,,,,
298.0,rreganhol,O0outra manaio,amanh,MAN0EI,Amanh,manh,Manh,MANH,,,,,,,
299.0,Leio-o,Grenlei,linalenle,Enleio,,,,,,,,,,,
300.0,"pas-
seio","pes-
sen","ov os-
c",Es-,Peso,,,,,,,,,,
301.0,Bonito,Bonito R,,,,,,,,,,,,,
302.0,canna,Falt-nos,tunos,Annhi,"ti-
rou 0 anno",Annos,,,,,,,,,
303.0,Marcha,Fechar,Marchar,,,,,,,,,,,,
304.0,Inicio,"es
accio","ti e-
meno sacrificio",Cio,"si-
licioo",,,,,,,,,,
305.0,ores d irnai,Nao,irnao,,,,,,,,,,,,
306.0,somno,somno da noite,,,,,,,,,,,,,
307.0,falle grande,supremo gran,ctnl grande,,,,,,,,,,,,
308.0,Timas,lagrimas,Lagrimas,,,,,,,,,,,,
309.0,Estende,dizendo0,Surpreende,estendendo0,Pretendeu,Ascende,,,,,,,,,
310.0,Procedia-se,Guerra-se,Trata-se,C0R0A-SE,,,,,,,,,,,
311.0,Deem-lhe,Acho-lhe,lEmbrou-lhe,Asseguro-lhe,Causou-lhe,Peco-lhes,Succeder-lhe-hia,D0-lhe,,,,,,,
312.0,seda,piedosa0,piedade Dir-se-hi,,,,,,,,,,,,
313.0,gonzaga,preoccupagao,Paga,,,,,,,,,,,,
314.0,PatRIA-SIl0,patr6es,Expatria,patriarchal,"es
patria",,,,,,,,,,
315.0,Mel,melro,,,,,,,,,,,,,
316.0,snr mui,snr,Snr,,,,,,,,,,,,
317.0,io  ia.e,"es
io iiineisi",rio inc ira n ci,rio is,rio is mascaras,,,,,,,,,,
