cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28
35,Interior,Interetarim,Interiormente,terino,Avintes,interpellaco,,,,,,,,,,,,,,,,,,,,,,,
36,Qucnlino,Qunlino,I,quc,,,,,,,,,,,,,,,,,,,,,,,,,
37,cansad,"cansand inutil s 
nis n prior",Descansa,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Tinham-me,adiviDb,Adivinha,escerivaninha,adivinhads,Adivinho-0,Linha oiinmn,Adivi-,Vinha,"ci
adinha",,,,,,,,,,,,,,,,,,,
39,Precisa,Precisarei,Lucrecia,Precisei,pa preciso'et,Grecia,,,,,,,,,,,,,,,,,,,,,,,
40,nia o er,nia,Ni,iniai,virginia,Agonia,calumnia,Nidn,nia  is,IanIleni,,,,,,,,,,,,,,,,,,,
41,L0,uarl0,dislfuarear,lrl,Guarda-a,,,,,,,,,,,,,,,,,,,,,,,,
42,Escusava,Usava,Pousava,Pausa,ava,,,,,,,,,,,,,,,,,,,,,,,,
43,Praia Commiercial,Commercial,"re-
commenlago",commercio,Merc,Encommendaram-m,,,,,,,,,,,,,,,,,,,,,,,
44,vae,Vae,"t
vae",,,,,,,,,,,,,,,,,,,,,,,,,,
45,Impaciente-me,"Ias
dosenenci",impaciencia,VYassif-Paci,impaci,"pa
dos de impaciencia",aalluenci,"re-
sciencia",,,,,,,,,,,,,,,,,,,,,
46,Gina,GIna,"sel
gina",illuminair,uIna,"China,-um",discriminagio,Fingindo,"Gi,,g",VINAGRE,virginaes,inai,,,,,,,,,,,,,,,,,
47,Senhor,Senhor-exclamou,8I,minha senhora,penhore,Senhora,,,,,,,,,,,,,,,,,,,,,,,
48,Den,G.DE.2,p0de,"mu
dea",DEve,Densl,encardenagi5es,Del,,,,,,,,,,,,,,,,,,,,,
49,Aquellas,Aquella,ir-so-ia qae aquellas,"pe
quela cas terre",Aquela,apreciar naquella,aquella noile,"andar unido
aquella",facticio n'aquella,I8,aquella,,,,,,,,,,,,,,,,,,
50,Imagine-sc,Imagine,"meses,-urrsvsrim de imagine",gabinete de,Imaginar,imaginaco,,,,,,,,,,,,,,,,,,,,,,,
51,.ii.g,ii,Ii,G.Gnii,Iii,cen anos iii e s,Itiiinnn,Ii0,iiiiie,"press
iii senten is iieeei",III--,"es
io iiineisi","os,,este
iii.iiiiin'ce,,g",IIumhi,iiiiig,Liic::c,iiniiie,IiI .CIE,GGiGiiieesgEg,Iiiiiii-,i  ii,AG'iaiiii cu,"iiyegg
iiiinei ci n us","siye
iii ii-","r 
iii- sitio dias",Ghaiilno,iiiniiua,c0I1 III,iii
52,Felizes,Feliz,Felice Romani,,,,,,,,,,,,,,,,,,,,,,,,,,
53,AI6,Ai,Ai.l,I6,,,,,,,,,,,,,,,,,,,,,,,,,
54,linalenle,len,LEn,"len
fino",Silencio-,Pantleon de refor Solene,Lenda,Solene,,,,,,,,,,,,,,,,,,,,,
55,Lado,Irrorisado,Y0nado,casado-eu,Adoro-a,"a-
do",Ados,Assignado,Calado,,,,,,,,,,,,,,,,,,,,
56,Ih,Ihe,Snuihleld,Ilepaniha,Ihula,,,,,,,,,,,,,,,,,,,,,,,,
57,Escriplura,descripgao,escripturaeo?-,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Trago,corago,Mragos,corago do snr,Yoraogo,"t-
coragem",Corajoso,coraco,,,,,,,,,,,,,,,,,,,,,
59,Iazer-Ih,fazer7,iazer,Iazer,Fazel-al,Prazeres,,,,,,,,,,,,,,,,,,,,,,,
60,ruas0s,"aes
ruaS",I0s,S0,,,,,,,,,,,,,,,,,,,,,,,,,
61,moraes,Moraes,coraes,immemoriaes,liberaes,,,,,,,,,,,,,,,,,,,,,,,,
62,nomeacto,home,melro,Me,nime,Geme,medo2,Lumes,Mel,,,,,,,,,,,,,,,,,,,,
63,es entamonlo louco,Entao,tentavtm,Entaol,Sultao,Entaio,Entan,,,,,,,,,,,,,,,,,,,,,,
64,liba6es,Eslsva,Es,Es-,vig es,es n Froixa,sahes,es,enesis,lajes,ttenc6es,acges,Mes,"i es
in",,,,,,,,,,,,,,,
65,N06s,N0,DOIWIEN0,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Cheles-,cheles,Cheguei,Cheles,,,,,,,,,,,,,,,,,,,,,,,,,
67,Carmo,Mo,mo,Mogo,Moniz,,,,,,,,,,,,,,,,,,,,,,,,
68,f6ra,pullulra,ie1ora,ra,razo,N'era,la rai,raziia,crato d,hraos,Praeurarci,Elvira,"ura
ves",TraiDor,,,,,,,,,,,,,,,
69,lE,Ilein,colletle,le,reflexaa,,,,,,,,,,,,,,,,,,,,,,,,
70,Folgara,Folgo,V6o,Julgo,,,,,,,,,,,,,,,,,,,,,,,,,
71,Para Benjain,Benjain,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Assumpto,assumptos,"sr
160
UM",assumpto,,,,,,,,,,,,,,,,,,,,,,,,,
73,Irapalhonal,Irapalhonal...,rapaz.-dE,Irahalho,,,,,,,,,,,,,,,,,,,,,,,,,
74,Ningu,Singular,Iorning,Cingue,,,,,,,,,,,,,,,,,,,,,,,,,
75,Lio,acrolithio,bibliotheca,Li,solio,sei auxilio,cnraelio,Milion,"es
lioie n niago",E5-Li,,,,,,,,,,,,,,,,,,,
76,Anoitecer,Umanoite,somno da noite,Doshumano,,,,,,,,,,,,,,,,,,,,,,,,,
77,Manel,Janela,Manel-dizia,canela,i janella,sofa proximo da janella,,,,,,,,,,,,,,,,,,,,,,,
78,Honra,Honras,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,creanga,conlianga,cangao,crean4,una creanga,,,,,,,,,,,,,,,,,,,,,,,,
80,"es
trunha",Punhal6-,punhaes,Compunha,Transpunha,,,,,,,,,,,,,,,,,,,,,,,,
81,Inglaterra,inglaterra,lateraes,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Estende,attender,estendendo0,ieverendo Jaclson,Ascende,suspendr,dizendo0,,,,,,,,,,,,,,,,,,,,,,
83,hurgueza,Tristeza,Triste,tristeza,,,,,,,,,,,,,,,,,,,,,,,,,
84,applaudia,saude,acudia,illudia,"ap
plaudiu",Claudiol,,,,,,,,,,,,,,,,,,,,,,,
85,N1o,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Daria,invariavol,Carialhiho,haspedaria,iiehari,Diario,hastaria,,,,,,,,,,,,,,,,,,,,,,
87,Applicads,supp0r,supplica,subjugtm,suppoz,"OPINI0 PUBLICA
337
N",,,,,,,,,,,,,,,,,,,,,,,
88,Mr. Brincar,Mr. Branca,M. Brincar,"Queren
E Mr. Branca",RIo.-repetiu Mr. Brincar,"lunh
de Mr. Brincar",Brincar,,,,,,,,,,,,,,,,,,,,,,
89,nntemao,mentisseIn0s,Mente,Amorosamente,GiL.GenTe%,matrimonialmente,doente1,Yelmente,iment0,"gente;g
i nossos in inteligencia de",sala d frente,comnmentou,Effectivamente Culos,Mbritannicamente,,,,,,,,,,,,,,,
90,quaes,ima das quaes,Quaes,Qualicr,,,,,,,,,,,,,,,,,,,,,,,,,
91,"n'csts cousas de jorge
damos i inimigo",Amigos,`oh amigo on ess,gosar,Commigo,,,,,,,,,,,,,,,,,,,,,,,,
92,Chora,Bicho,Horas,Hor,Chores,Fechou,,,,,,,,,,,,,,,,,,,,,,,
93,Bxchange,chap,chavena,chatpeo,Ha,men chapeo,,,,,,,,,,,,,,,,,,,,,,,
94,Des,designmn,Ides,j heide,N5o me desarranie,ide,IDes,sagedes,,,,,,,,,,,,,,,,,,,,,
95,Amal-a-hia,mae,ma,MA,Ma-,Ma,i'ii ma,Alma,Mattos,,,,,,,,,,,,,,,,,,,,
96,lagrimas,tilissimas,Timas,Lagrimas,,,,,,,,,,,,,,,,,,,,,,,,,
97,"FAMILIA RIGOR
y7",Familia,familia,FAMILIA VINGAN,Vomilam,FAMILIA TINHA,,,,,,,,,,,,,,,,,,,,,,,
98,considerages,Respiroul,Pira,ispirages,gages,espirito6,,,,,,,,,,,,,,,,,,,,,,,
99,accusou,Causou-lhe,accusaio,,,,,,,,,,,,,,,,,,,,,,,,,,
100,misericordia,Misericordia,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,pos g,tos da ca,hAs tres da tarde,"es
rma cios della",exercito da Saia,tos do vaso,a3,,,,,,,,,,,,,,,,,,,,,,
102,submersa d'elles,s6 d'elles,casa d'elle,s6,,,,,,,,,,,,,,,,,,,,,,,,,
103,e2,E2A,e9,E0,,,,,,,,,,,,,,,,,,,,,,,,,
104,dmino,Minho,indomin,rio sr s minha,"ca-
minho",Areinho,Minha,Espinho,Caminho,,,,,,,,,,,,,,,,,,,,
105,Fallo,Valle,valle,valle ds,Falle,falle grande,fAllo,Fallei,,,,,,,,,,,,,,,,,,,,,
106,Sentido,enT,Agua-ent,Ent0 Iaz-me,"formul dos
tres grandes sentimentos","a-
es dos sentimentos",Ent,,,,,,,,,,,,,,,,,,,,,,
107,Continuam,Ponto,cont,Cont,Consci,Contrastava,Walter-cont,consolacaio,Jeon,,,,,,,,,,,,,,,,,,,,
108,Almas,Mas-,MAs,as-,,,,,,,,,,,,,,,,,,,,,,,,,
109,ds,ds pris,pris,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Maus,us,jusuilcas s,Uusmeralas,Susn,Cosme illus-boas,usele,us us,,,,,,,,,,,,,,,,,,,,,
111,e:-,tou:-,acrescentou:--Vens,,,,,,,,,,,,,,,,,,,,,,,,,,
112,atrazado,Atraves,Razao,Trazida,,,,,,,,,,,,,,,,,,,,,,,,,
113,Sejam,Vejam,Ja,Desejava,,,,,,,,,,,,,,,,,,,,,,,,,
114,loj,philosophics,Tolos,Los,"ue te-
novelos",globo,"sen ces
sar absorvilos",aluir los,los Whileslone,"pe
lo",louv,,,,,,,,,,,,,,,,,,
115,Tiros,cr de ros,ros,evoeiros,ro,Medroso,generoso0,trouxe-m'os,"Pagem
ssaros",Livros,ro-,pinheiros,,,,,,,,,,,,,,,,,
116,cordagens,Concordo,Gordo,Recordo-me,L-,,,,,,,,,,,,,,,,,,,,,,,,
117,Aguia,Aguia d'Ouro,Ag,aguia,esguio,,,,,,,,,,,,,,,,,,,,,,,,
118,"MA FAMILIA INGLEZA
I1",MA FAMILIA INGLEZA,MA FAMILIA IN6VEZ,"MA FAMILIA IIILEZIA
heroina",AILIA INGLEZA,"AILIA INGLEZA
Exercera",MA FAMILIA GALERIA,"AILIA INGLEZA
E3",MA WILIA AINDA,UmA FAMILIA ING.ELA,MA FAMILIA ING.ERA,,,,,,,,,,,,,,,,,,
119,semhesia,perd0e-se tamhem so pude,us tamhem,tamhem,tahem,Tamhem,tamhem a0,tmhem,,,,,,,,,,,,,,,,,,,,,
120,nen  en-,en m,Nen un s6,en mulher-,ymn ol  i,,,,,,,,,,,,,,,,,,,,,,,,
121,Desvie,desviei,nencdmnigeiei,,,,,,,,,,,,,,,,,,,,,,,,,,
122,MAN0EI,Amanh,Manh,Annhi,O0outra manaio,manh,rreganhol,amanh,MANH,,,,,,,,,,,,,,,,,,,,
123,Fosse,disnanibilidude,irrealissel.--,dissipaya,Disse,ni-Disse,"dis
ge",,,,,,,,,,,,,,,,,,,,,,
124,bRica,America do Norte,America,Africa,,,,,,,,,,,,,,,,,,,,,,,,,
125,mis longe,Longos,Longe,lisongeado,Ionge,,,,,,,,,,,,,,,,,,,,,,,,
126,passeiand,passeiar,Classes,Passos,lemhrasse,"pas-
seio",,,,,,,,,,,,,,,,,,,,,,,
127,Charlesl,Chwrles,harles,Clarles,Crles,Charles.--,,,,,,,,,,,,,,,,,,,,,,,
128,Ignoras,dIgno,Indigno,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Il,Civilisa-te,Ils,Vil,Civil,XXXVILI,XXVIl--,Vill,Civiliza,,,,,,,,,,,,,,,,,,,,
130,"d desconhe
cia",coniescondi,mutua desconlianca,Desconfio,confian,,,,,,,,,,,,,,,,,,,,,,,,
131,sorrirat,sorri,"Dos Theriakisl
Horror",sorrisos,Sorri,,,,,,,,,,,,,,,,,,,,,,,,
132,rio inc ira n ci,rio is mascaras,rio is,io  ia.e,serio tam-,,,,,,,,,,,,,,,,,,,,,,,,
133,sabe,Sabem,Sabia-o,Bem,V0,,,,,,,,,,,,,,,,,,,,,,,,
134,Praia,pRata,Matam-,Prata,Trata-se,,,,,,,,,,,,,,,,,,,,,,,,
135,l,Faca,ca lomino,Car-,casa.-,cahec,Cam-,Cacilda,calis,b0ca,CA1L0S,ca,Toca,sufoca-0,,,,,,,,,,,,,,,
136,"Ohl
ra",Ohl,Oh,,,,,,,,,,,,,,,,,,,,,,,,,,
137,tarelas,rela6,relatiio,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Josefih,Jose Fon-,Josefinha,Joselinha da Agua-benta,Cosinha,Joselinha,,,,,,,,,,,,,,,,,,,,,,,
139,theatro,"theatro
lyrico",theatro de S. Ido,"theatro est
elle contos de reis",,,,,,,,,,,,,,,,,,,,,,,,,
140,Capital,Irritantes,taboa,Cedofeita,Direita,uwta,It0,Eitao,Italia,ITA,Exquisita,"x. LA:.It.:1
.I",Melitava,Feita,Fita,,,,,,,,,,,,,,
141,Cobi,cobi,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,ssima,rossio,ossin,Iossini,ossia,Hossi-Cassi,Iossil,ssin,,,,,,,,,,,,,,,,,,,,,
143,isso-A,isso0,Alm d'isso,d'isso,"isso0
nes valeu",Porisso,,,,,,,,,,,,,,,,,,,,,,,
144,c-,hyoerisia,la hyoerisia,Yoj,hypoerisi,Elisiaheth,VIveris,,,,,,,,,,,,,,,,,,,,,,
145,Desculpa,Escuso,cutel,Escute,sc,Aviutes,Ecuto,gute,Escudo,,,,,,,,,,,,,,,,,,,,
146,Douro,RIo do you do,Sentido Dourado,rio douro,i loja do ourives,rio da Villa,,,,,,,,,,,,,,,,,,,,,,,
147,Socega,soceg0,Socegada,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Advogar,Iogar,Reggar,Garganta,Iogao,,,,,,,,,,,,,,,,,,,,,,,,
149,"Ilha
de uma",Sevilha,Ilha,Filha,mnelhadts,Milh,Olha,Folhas,,,,,,,,,,,,,,,,,,,,,
150,Curvas,Invas,Curvei,,,,,,,,,,,,,,,,,,,,,,,,,,
151,d bons jenny,Jenny-,Ivcnny,Jenny,jEnny-,pre Jenny Es,,,,,,,,,,,,,,,,,,,,,,,
152,rua su rigde,Pedra Salgada,ra succedeu,Succeder-lhe-hia,,,,,,,,,,,,,,,,,,,,,,,,,
153,Freixo,reino  v,i  creio ue,Creiaml-me,Verei,Creio,crls,cre,,,,,,,,,,,,,,,,,,,,,
154,"Este-
rio Deixa",Deixa,Deixem,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Nao,Sao,irnao,,,,,,,,,,,,,,,,,,,,,,,,,,
156,pobre inteiri,J,Pobre Paulo,Paulo,,,,,,,,,,,,,,,,,,,,,,,,,
157,Berne,Governo,maternaes,Jupiter,Terno,governo7,"in-
Terno",,,,,,,,,,,,,,,,,,,,,,
158,Parte,"L""",Paris,Par,Parou,Parado,parochia,Para,apparigio,,,,,,,,,,,,,,,,,,,,
159,1I,Ah1I,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Inconvenientes,inventm,Convento,Vento,,,,,,,,,,,,,,,,,,,,,,,,,
161,dillerenga,indilorenga,nia indilorenga,,,,,,,,,,,,,,,,,,,,,,,,,,
162,interrompia,iterroleu,Interrogue-a,Rompia,,,,,,,,,,,,,,,,,,,,,,,,,
163,Forno,tornei an benzer,Torno,Saturno,,,,,,,,,,,,,,,,,,,,,,,,,
164,mon ue Jony,Jonny,Jonny-,Jo-,,,,,,,,,,,,,,,,,,,,,,,,,
165,canna,penna,pEnna,Pennor,"pud.l
ii-i ienn",,,,,,,,,,,,,,,,,,,,,,,,
166,Annos,Iuenos,OIIUENS,Menos,,,,,,,,,,,,,,,,,,,,,,,,,
167,Animais,Saia,Iguais,Sais,Cais,saiba,Terais,,,,,,,,,,,,,,,,,,,,,,
168,Tudo,Comtudo,udo,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Perdoe-le,Perdoar,Perdia,Perdi,rdia,,,,,,,,,,,,,,,,,,,,,,,,
170,Repito-o,leo peito,Grito,Peito,leitores-te,perfeito modelo d'ess bella mobilia,"te-
nho direito",,,,,,,,,,,,,,,,,,,,,,
171,pe,Perguntara,permitte,perlou-me,peri,se-Percebe,Persians,peripecis,saeri,,,,,,,,,,,,,,,,,,,,
172,dolla,Falla-me,Fallar,posso fallar,Fallas,iallaria,Illar,Largos,iallaria assini,fala-6,,,,,,,,,,,,,,,,,,,
173,r. Ch,Mr. Richrd,las Mr. Richrd,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Comes,m-,com-,Com-,coma olla,coma,,,,,,,,,,,,,,,,,,,,,,,
175,Querido,Queren's Ten-,Quero,Manrique,ue,Querem,QUe,Fique,Ouea,QU,Queres,Expliquem-as,Porque,Ii:--Que,,,,,,,,,,,,,,,
176,ni casimiro,boccaRro,occasioes,occaso,occasi,occasi.-,,,,,,,,,,,,,,,,,,,,,,,
177,aguas limpidas,quasi tao desagradavel,"quasi l-
nha irma.-",Quasi,quasi,Duas,quasi cegos,,,,,,,,,,,,,,,,,,,,,,
178,"aquella rus
dos Inglezes","rua dos
Inglezes",rua dos Inglezes,1r,"Porto m-
in de tconpositores inglezes",,,,,,,,,,,,,,,,,,,,,,,,
179,t(ie,"si-
pietro",Iena,"wls  i.
aaiieit  4e i",CIE,piedosa0,IENY,Ie,Criei,i pdie  pe,commietier,"ie sil
ie",,,,,,,,,,,,,,,,,
180,irrelectilas,Filas,Atilas,Aheilard,,,,,,,,,,,,,,,,,,,,,,,,,
181,Claras,Rasgue-a,Ras,csbarrar,Raras,Mascaras,"s6

ara",cara0 c0n,,,,,,,,,,,,,,,,,,,,,
182,pregui0so0,i pressa,preoccupagao,presen do lillo,"re
ha",procuremoes,selim preto,Prgn,supremo gran,pre,presen,Cumpre,Surpreende,pr,,,,,,,,,,,,,,,
183,Una,ahundam,duns,Une,tunos,Un,una,,,,,,,,,,,,,,,,,,,,,,
184,joven padre,padre,Padre,Padre-nosso,,,,,,,,,,,,,,,,,,,,,,,,,
185,sInto,ahsinthio,e;o,Sinto,sunerintonder,,,,,,,,,,,,,,,,,,,,,,,,
186,Mr,Mr. Esmolas,Mr.,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Pareceu-me,Parece-me,Reconheceu-os,Parecen-lhe,Apparece,Prece-me,Pirecen,,,,,,,,,,,,,,,,,,,,,,
188,Quontine,Sentindo,Quentino;t,Quentino.-,Quente,Quentino,Entin,Quentinho-que,"Mande
Quentino",,,,,,,,,,,,,,,,,,,,
189,Xavier de MAistre,Ma des,estrada da Foz,lireza de animo,estrada de cima,Para-A Ignez de Castro,Dores de christo,andar de cima,Ili de cima,,,,,,,,,,,,,,,,,,,,
190,Caixa,paix,i compaix,Paiz,,,,,,,,,,,,,,,,,,,,,,,,,
191,2E,Fartunato,Jose Fortuna,Jaspe Fortunato,Fortunato,los Fortunato,Tortunatol,Fortuna,Foriunato,Fortunto,Jose Fortunalo tambem-,,,,,,,,,,,,,,,,,,
192,CoiSa,oeisa ro,COIsa,in coiee,,,,,,,,,,,,,,,,,,,,,,,,,
193,Bravo,br,Coimbra,lEmbra-so,Bra-,Bra,tens bras,brazileiro,Quebrantes,,,,,,,,,,,,,,,,,,,,
194,Fazia rir Crescia,Pois Crescia,Descia,Eu2l-perguntou Crescia,valle das duas janellas llorescia,Queira sentar-se-disse Crescia,NEo2-interrogou Crescia,Descia  amp,Crescia-,Crescia?-,Crescia,"Crescia
Calos",Ilesciai,Poss Crescia,discrelumehte,Entre Crescia,senhor?-Balbuciou Crescia,,,,,,,,,,,,
195,n6s5,N6s,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Praga,braga,gonzaga,fraga,i.i aG,Braga,"vo
Ga",,,,,,,,,,,,,,,,,,,,,,
197,berlim.-,"Mim  g,2
 i in ia",Mim,MI,mim,"mim
s6",Mi,Im,monte Mim,Limiar,,,,,,,,,,,,,,,,,,,
198,Recolhe-e,Pecolhe,peco,,,,,,,,,,,,,,,,,,,,,,,,,,
199,bretiics,Abre,Timbre,bre,RE,Abrem,lugubre,Bret-,Pobre,,,,,,,,,,,,,,,,,,,,
200,expans5es,patr6es,Expatria,PatRIA-SIl0,"es
patria",patriarchal,,,,,,,,,,,,,,,,,,,,,,,
201,Fronteiras,Fronte d'ella,Traz-os-Montes,"nilo
le hontem",ue byron,Fronte,"fronte feridas.-E
has",,,,,,,,,,,,,,,,,,,,,,
202,cl,Cl-te,CL,Iclo,,,,,,,,,,,,,,,,,,,,,,,,,
203,M.ELLA,depositara n'ella,Appellava,n'ella,nella,n'elle,raio n'ella,fallasle n'ella,N'ella,encurreg-me d'ella,,,,,,,,,,,,,,,,,,,
204,"PACA
hAvia",hAviam,Havia,HAvia,,,,,,,,,,,,,,,,,,,,,,,,,
205,"Santa Ca
adriana",vantajosamehte,Santa Casa,Catharina,Santa Catharina,Sinta Catharina,,,,,,,,,,,,,,,,,,,,,,,
206,partires,Tira,Partira,retirar-e.e,Fartura,,,,,,,,,,,,,,,,,,,,,,,,
207,Batalha,Bata-,Canalha,Talhados,,,,,,,,,,,,,,,,,,,,,,,,,
208,MAnoel Qioniinno,Manoel-continuou,MAnoel,Manoel,Manoel Alegrias,Manoel Qneniino,Oe,,,,,,,,,,,,,,,,,,,,,,
209,g;-,pe mando-me,AFagando-os,Ficando,Manda-os,Anda,mand,furtand0,Andr,,,,,,,,,,,,,,,,,,,,
210,INGLEZA,"Cata-
ria
0 velho inglez",1E inglez,"AMBI INGLEZA
t3",i  ing,ILHA INGLEZA,PILH INGLEZA,ILI INGLEZA,"FMILI INGLEZA
3s
p",A1 RAILI INGLEZA1,,,,,,,,,,,,,,,,,,,
211,hesitaco,acol,Taco,habitaco,Saco,inquietaco,,,,,,,,,,,,,,,,,,,,,,,
212,eug,Tableu,voi.-eU,Eu,EU,,,,,,,,,,,,,,,,,,,,,,,,
213,ru,Ruy,Trutenlo,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"ti-
rou 0 anno",peatin,ti-,Fatigada,Stia,"tiL-
N",la Iti,Ti,Timne,Tibhre,subtil7,Intimo,Apetite,,,,,,,,,,,,,,,,
215,obrigaes,caes,Ae,lavras linaes,Aesr,aes,taes,Iaees,sociaes,cereaes,Prisaes,immortaes,aetol,,,,,,,,,,,,,,,,
216,acanhado,DISTRAC,Estranhaya-a,transnccles,Estranha,Campanha,Australias,,,,,,,,,,,,,,,,,,,,,,
217,Acabada,Adas,Irada,ramada,Irado,,,,,,,,,,,,,,,,,,,,,,,,
218,sopraserse,Eseri,Er,erguer1,Servida,Ser,serio,serena,transerinen,Servi,,,,,,,,,,,,,,,,,,,
