cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28
13,bibliotheca,Lio,i.aniarioliio,solio,Milion,"g
Gio","Lishos
sio s",sei auxilio,io,acrolithio,gralidio,cnraelio,"si-
licioo",Io,,,,,,,,,,,,,,,
14,cre,Creio,creanga,RE,"re
ha",Creiaml-me,gye,i  creio ue,Credo,crls,discrelumehte,crean4,,,,,,,,,,,,,,,,,
15,A1 RAILI INGLEZA1,AILIA INGLEZA,PAILIA ALTEZA,ILHA INGLEZA,ILI INGLEZA,FIILIA TINHA,AILIA COLERA,"Cata-
ria
0 velho inglez","AILIA INGLEZA
E3","AMBI INGLEZA
t3",PILH INGLEZA,INGLEZA,"AILIA INGLEZA
Exercera","FMILI INGLEZA
3s
p",,,,,,,,,,,,,,,
16,Ir,rir,DE IR,irnao,IR,MIr,Exigir,Iria,,,,,,,,,,,,,,,,,,,,,
17,Car-,Carmo,r-,bar-me,Cardeal-,cara0 c0n,carro0,,,,,,,,,,,,,,,,,,,,,,
18,Tudo,Comtudo,udo,"a-
do",,,,,,,,,,,,,,,,,,,,,,,,,
19,sa es e.,"Forte tol
- E elle entro",repellir ess es,e.,"p es 
gen",,,,,,,,,,,,,,,,,,,,,,,,
20,ava,Usava,Pousava,Escusava,,,,,,,,,,,,,,,,,,,,,,,,,
21,Santa Catharina,Catharina,"Santa Ca
adriana",Sinta Catharina,Santa Casa,,,,,,,,,,,,,,,,,,,,,,,,
22,aquella,apreciar naquella,ir-so-ia qae aquellas,Aquella,Aquellas,"pe
quela cas terre",Aquela,Aquell,"andar unido
aquella",facticio n'aquella,,,,,,,,,,,,,,,,,,,
23,Terra Enlandl,Terra Enlandl 0h,errand,enla,,,,,,,,,,,,,,,,,,,,,,,,,
24,Braga,braga,"vo
Ga",fraga,Praga,gages,gonzaga,,,,,,,,,,,,,,,,,,,,,,
25,Effectivamente Culos,Iormulou,Culos,ie Culos,Culos.-Me,Paulo,Culo,Culas,ca rculo,L0 Culos,"Culos ol-
tou",Ando Culos,Cujos,"i
Culos",,,,,,,,,,,,,,,
26,lang4I,Lan,Anl,morr lan,Ola,LAN6,lan-,La,,,,,,,,,,,,,,,,,,,,,
27,Forte,desfortll,Norte,Formular,Forte-,Fort-,Forno,Foz,,,,,,,,,,,,,,,,,,,,,
28,impaciencia,Providencia,VYassif-Paci,Ncia,"ti e-
meno sacrificio",aalluenci,"re-
sciencia","pa
dos de impaciencia","Ias
dosenenci",impaci,Impaciente-me,,,,,,,,,,,,,,,,,,
29,hyoerisia,Yoj,physionomia,la hyoerisia,Elisiaheth,hypoerisi,,,,,,,,,,,,,,,,,,,,,,,
30,Achilles,cheles,Chwrles,Cheles-,Cheles,,,,,,,,,,,,,,,,,,,,,,,,
31,MA FAMILIA ING.ERA,MA FAMILIA INGLEZA,UmA FAMILIA ING.ELA,"MA FAMILIA IIILEZIA
heroina",MA FAMILIA IN6VEZ,MA FAMILIA GALERIA,"FAMILIA RIGOR
y7",MA WILIA AINDA,FAMILIA VINGAN,"MA FAMILIA INGLEZA
I1",FAMILIA TINHA,,,,,,,,,,,,,,,,,,
32,Daria,haspedaria,Fiar,Guarda-a,Frialdade,caricias,iallaria,hastaria,Ria,Diario,invariavol,,,,,,,,,,,,,,,,,,
33,impress5es,Classes,lEsse,ess,`oh amigo on ess,d'essa,i pressa,expressiva,sesssie,Cessara,olss,concess0es,impressionara,,,,,,,,,,,,,,,,
34,Dentro,Entro,Entro es,Trutenlo,tr,"si-
pietro",Entro di ca,,,,,,,,,,,,,,,,,,,,,,
35,Porto-,Comportas,por-be,Porto,"Porto m-
in de tconpositores inglezes",Porta,ci porta,portugal,Torno,porto d tua,i port,,,,,,,,,,,,,,,,,,
36,Jonny,Jonny-,mon ue Jony,Jo-,,,,,,,,,,,,,,,,,,,,,,,,,
37,Pois,COIsa,DEpois,Ilopois,CoiSa,pois0s,L3i'pois,Poi,Expoirou,,,,,,,,,,,,,,,,,,,,
38,Im,Mim,"mim
s6",LiMites-,monte Mim,mim,A8,MI,Limiar,ni casimiro,Mi,,,,,,,,,,,,,,,,,,
39,Tica,Multic,"horsa favo-
Tica",beatifica idiotia,Africa,Ficava,bRica,justificacao,mis sica,America,Ficando,"OPINI0 PUBLICA
337
N",,,,,,,,,,,,,,,,,
40,plse,SE,seda,Seguimol-a,se6,eseossez,Sejam,Sempio,C0R0A-SE,Fosse,Queira sentar-se-disse Crescia,se-,,,,,,,,,,,,,,,,,
41,Yoct,Lucta,fluciaar,lucta,ctltsz,,,,,,,,,,,,,,,,,,,,,,,,
42,Jose Fortunalo tambem-,Fortunato,Foriunato,Jose Fortuna,Fartunato,N1o,los Fortunato,Tortunatol,Fortunto,Jaspe Fortunato,Fortuna,,,,,,,,,,,,,,,,,,
43,"dis
ge",Disse,dissipaya,ni-Disse,irrealissel.--,a2,,,,,,,,,,,,,,,,,,,,,,,
44,"Antoieps
G..i","Antoieps
G",i,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Irada,Pedra Salgada,Fatigada,Adas,"Est
incommodada",Engraeada,piedade Dir-se-hi,Irado,ramada,,,,,,,,,,,,,,,,,,,,
46,p6de,P6,P6de,,,,,,,,,,,,,,,,,,,,,,,,,,
47,perola,rio perolas9,s9,"rio perolas9
a  eiide",proximo perd9-,,,,,,,,,,,,,,,,,,,,,,,,
48,Bem,Sabem,sabe,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Ma,Amal-a-hia,Almas,MA,Matam-,mae,ma,Mattos,MAs,Maus,nntemao,Mas-,Ma-,Alma,,,,,,,,,,,,,,,
50,aguas limpidas,Lagrimas,Timas,lagrimas,,,,,,,,,,,,,,,,,,,,,,,,,
51,Ils,XXXVILI,Vil,Il,XXVIl--,vigilia,Civiliza,Civil,Vill,Civilisa-te,rio da Villa,,,,,,,,,,,,,,,,,,
52,"d desconhe
cia",Crescia?-,Lucrecia,Grecia,Crescia,senhor?-Balbuciou Crescia,Entre Crescia,Descia  amp,Poss Crescia,Eu2l-perguntou Crescia,Pois Crescia,Escriplura,Ilesciai,NEo2-interrogou Crescia,"Crescia
Calos",Crescia-,negocia6es,Fazia rir Crescia,Descia,,,,,,,,,,
53,accusou,soph,somno,Peso,So,Sonuiol E,Sobe,soeeg,Sol,sos,Versos,Posso,lsso,,,,,,,,,,,,,,,,
54,Triste,tristeza,Tristeza,DISTRAC,hurgueza,,,,,,,,,,,,,,,,,,,,,,,,
55,MAnoel,Doshumano,Felice Romani,Oe,Manel-dizia,Umanoite,Annos,Manoel Alegrias,Manoel,,,,,,,,,,,,,,,,,,,,
56,Liverpool,verpool,VIveris,Declive,,,,,,,,,,,,,,,,,,,,,,,,,
57,Carinho,Carinhosa,Carialhiho,Areinho,Carinhos,,,,,,,,,,,,,,,,,,,,,,,,
58,quasi tao desagradavel,Duas,quasi cegos,Quasi,situagio,quasi,asin,"quasi l-
nha irma.-",,,,,,,,,,,,,,,,,,,,,
59,usele,Capulletos,elle,excellencia,collegio,elleclivol,nio l'elle,Snuihleld,Mademoiselle,lettras mem dos elle,"en
sa elle",elle7,signupremno de elle,"elle nio
Fosse",florele.- IA,l'elle,"pr
t elle",d'elle,lle,,,,,,,,,,
60,Ios.-,Labios,Iosle,Rio,Rios,Varios,Furioso,ue rio,Ios,Ioriiles,rio is,,,,,,,,,,,,,,,,,,
61,Toca,calis,cale,ca,canna,Faca,jusuilcas s,cahec,ca lomino,Cam-,CA1L0S,casa.-,sufoca-0,cansad,Cacilda,Acabada,Cachimbo,Caixa,b0ca,,,,,,,,,,
62,Tableu,EU,Eu,eug,voi.-eU,,,,,,,,,,,,,,,,,,,,,,,,
63,Indigno,India,nia indilorenga,Incendiar,Accendia,O3,"di
zia",indilorenga,,,,,,,,,,,,,,,,,,,,,
64,doente1,vantajosamehte,Ent0 Iaz-me,Mente,antecedencias,GiL.GenTe%,Quente,sala d frente,Menos,Amorosamente,tentavtm,Mbritannicamente,matrimonialmente,Yelmente,comnmentou,iment0,,,,,,,,,,,,,
65,Carlos,Carla,Nao-respondeu Carlos,qliarlo,gosar,Largos,Carlos-,"Oral
Carlos",Carlos.-,Entro?-repetiu Carlos,,,,,,,,,,,,,,,,,,,
66,Engana,Franga,una creanga,cangao,Est of Enganar,Enganas-te,,,,,,,,,,,,,,,,,,,,,,,
67,Hem,Olhem,Pecolhe,Mais-Olhe,Deem-lhe,Olh,Folhetim,L-Olhem,Recolhe-e,Polyphemo,lEmbrou-lhe,Folheando-o,,,,,,,,,,,,,,,,,
68,vig es,"i es
in",Es-,acges,es,enesis,l,esguio,soes,sahes,"ura
ves",Mes,Es,liba6es,lajes,ceu Rodrigues,Eslsva,,,,,,,,,,,,
69,Irm,irma.-,IRm,irmto,irma,Irma,Firme,irm,,,,,,,,,,,,,,,,,,,,,
70,Ai,I6,AI6,Ai.l,,,,,,,,,,,,,,,,,,,,,,,,,
71,Cumpre,pre,"pre-
ferencia",pr,pregui0so0,presen,Prgn,procuremoes,mont reprehensiyo,3I,preoccupagao,supremo gran,selim preto,,,,,,,,,,,,,,,,
72,Solida,Pallida,alllicta,pallido,t8,Lidar,ind pallidas,,,,,,,,,,,,,,,,,,,,,,
73,N'ella,M.ELLA,n'ella,fallasle n'ella,encurreg-me d'ella,Appellava,raio n'ella,depositara n'ella,nella,n'elle,,,,,,,,,,,,,,,,,,,
74,ds pris,ds,pris,"es ps  vel s
is de",C0,"cansand inutil s 
nis n prior",,,,,,,,,,,,,,,,,,,,,,,
75,Linha oiinmn,Qucnlino,linl,tliN.,tlin,Syuiptoma inlallivel,Qunlino,oblinhn,mis lings...,,,,,,,,,,,,,,,,,,,,
76,Ate,Vate,Te,lateraes,Bate,te,Katel,atten0es,,,,,,,,,,,,,,,,,,,,,
77,Y0,Y02,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,O0,O0e,nexo0,todo0,pouco0,sido0,,,,,,,,,,,,,,,,,,,,,,,
79,"st
ossa eoimprehendor",emprehendel-os,comprehendeu,compdre,Eh,Pretendeu,Surpreende,comprehendia,Comprehendeu,,,,,,,,,,,,,,,,,,,,
80,habitaco,hesitaco,Taco,comensacao,Saco,inquietaco,acol,,,,,,,,,,,,,,,,,,,,,,
81,iavisivel,hAviam,"PACA
hAvia",Havia,HAvia,,,,,,,,,,,,,,,,,,,,,,,,
82,E2A,e2,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,sc,Escute,Escudo,Aviutes,Ecuto,gute,Escuso,cutel,,,,,,,,,,,,,,,,,,,,,
84,Socegada,soceg0,Socega,Doce,,,,,,,,,,,,,,,,,,,,,,,,,
85,Minho,rio sr s minha,cs,dmino,indomin,nhou,"ca-
minho",Espinho,Caminho,Minha,,,,,,,,,,,,,,,,,,,
86,Una,Un,tunos,duns,una,Une,ahundam,,,,,,,,,,,,,,,,,,,,,,
87,revolta-se;e,Sultao,volta1,vo,A1,voltando0,,,,,,,,,,,,,,,,,,,,,,,
88,"Repou-
s0",u-,Iu-,Tu-,,,,,,,,,,,,,,,,,,,,,,,,,
89,"lunh
de Mr. Brincar",Mr. Brincar,"L""",M. Brincar,Brincar,Mr. Branca,RIo.-repetiu Mr. Brincar,"Queren
E Mr. Branca",,,,,,,,,,,,,,,,,,,,,
90,N6s,n6s5,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Apparece,Reconheceu-os,Prece-me,Parece-me,Pareceu-me,Parecen-lhe,,,,,,,,,,,,,,,,,,,,,,,
92,corago,Corajoso,coraco,"t-
coragem",Mragos,cordagens,Yoraogo,Trago,corago do snr,"re-
commenlago",,,,,,,,,,,,,,,,,,,
93,SI1,Hussia,siisieit,sI,Si-,e9,SI1A LUZ,Sim,sil pr,sil,,,,,,,,,,,,,,,,,,,
94,pa,paix,Paiz,Pa,Pae,Pausa,Pap,Paga,Europa,Pa-,,,,,,,,,,,,,,,,,,,
95,Applicads,supp0r,supplica,suppoz,,,,,,,,,,,,,,,,,,,,,,,,,
96,Mntonia,Ponto,confian,Bonito,Antonia-,Antonial,Santo Antonia,Antonia,Atonia,eh el Velha-o Santo Antonio,rua de Santo Antonia,Moniz,Antonio,Anlonia,Emquanto,Antonia resmung0u,Manto-,hAntonia,Bonito R,santiago,,,,,,,,,
97,Ceil Teem-me,Succeder-lhe-hia,Cheia,V0,Alheias,Ceia,Ei,Ceil,receiava,CeIa,aceio,,,,,,,,,,,,,,,,,,
98,Jose Fon-,Joselinha da Agua-benta,Josefinha,Joselinha,Josefih,,,,,,,,,,,,,,,,,,,,,,,,
99,Whitestonel-,Whitestone anci,Whitestone-,Culos Whitestone,"Culos
Whitestone",Whitesonee,Cal Whitestone,,,,,,,,,,,,,,,,,,,,,,
100,I0s,ruas0s,rua su rigde,S0,Ruy,ru,,,,,,,,,,,,,,,,,,,,,,,
101,Ohl,Oh,"Ohl
ra",,,,,,,,,,,,,,,,,,,,,,,,,,
102,Acahira,Dahi,ahi,philosophics,I'ahi,Ahi,sahiu us,sahi,Ah,AhI,,,,,,,,,,,,,,,,,,,
103,Encarrego,Pereira,retirar-e.e,Carreira,"u2-
recairi","barreira dos
nostradores",Terreiro,"Carreira
E ei Leva",,,,,,,,,,,,,,,,,,,,,
104,Mr. Richrd,r. Ch,las Mr. Richrd,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Cecilias,Ccecilin,Tanilii,Ceeilii,Cecilii,Cec-,,,,,,,,,,,,,,,,,,,,,,,
106,"mar
iamhem ii nio",semhesia,perd0e-se tamhem so pude,Tamhem,tmhem,tahem,tamhem a0,"Emilia
tamhem...",tamhem,us tamhem,"mar
iamhem ii",,,,,,,,,,,,,,,,,,
107,Andr,ande l,furtand0,ctnl grande,Anda,bandeira lusitana,"Poi
ande la",Ande,falle grande,AFagando-os,mand,,,,,,,,,,,,,,,,,,
108,1I,Ah1I,1E,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Aguia,aguia,Aguia d'Ouro,Ag,,,,,,,,,,,,,,,,,,,,,,,,,
110,Vae-me,dar-me-a,E-,De-me,"e-
i",Por6a-me,perd0e-me,s-de-,Pouca-me,prop0e-me,Dize-me,,,,,,,,,,,,,,,,,,
111,sunerintonder,Interrogue-a,Avintes,interpellaco,pobre inteiri,terino,Interior,interrompia,Interetarim,saeri,Interiormente,orino,,,,,,,,,,,,,,,,,
112,Protegeste,Stere,castela,st,ste,Esteve,segue-ste,tralaste,Foste,,,,,,,,,,,,,,,,,,,,
113,quaes,taes,caes,aes,liberaes,"aes
ruaS",cereaes,lavras linaes,Quaes,obrigaes,punhaes,escripturaeo?-,Aesr,sociaes,Iaees,Prisaes,,,,,,,,,,,,,
114,Causou-lhe,Amplo-,D0-lhe,I,Peco-lhes,Pelo-lhe,Pelo-lhes,Pelo-he,Acho-lhe,Figurava-se-lhe,Asseguro-lhe,Impediu-lhe,,,,,,,,,,,,,,,,,
115,Ignoras,"as-
gra",Claras,Mascaras,Gracas,Rasgue-a,as-,Horas,Ras,Australias,Raras,tens bras,rio is mascaras,lemhrasse,Honras,Gra-phrase,Uusmeralas,Curvas,,,,,,,,,,,
116,correndo0,soccorro d,Correu,Concordo,CORR,lOrd Mayor,correr0r,,,,,,,,,,,,,,,,,,,,,,
117,Alm d'isso,isso-A,d'isso,"isso0
nes valeu",isso0,,,,,,,,,,,,,,,,,,,,,,,,
118,"ie sil
ie",t(ie,io naie,ie1ora,commietier,Criei,Ie,DOIWIEN0,i pdie  pe,Piegas,piedosa0,CIE,,,,,,,,,,,,,,,,,
119,Persians,Perdoar,Misericordia,Perdia,misericordia,Perdoe-le,rdia,Perdi,,,,,,,,,,,,,,,,,,,,,
120,"Pagem
ssaros",cr de ros,Livros,trouxe-m'os,evoeiros,ros,generoso0,Medroso,Tiros,,,,,,,,,,,,,,,,,,,,
121,familia,Emilia-repetiu Carlos,MIL1AI,Vomilam,emilia,"nada,-acudiu Emilia",Emilia augmentaya,Familia,Emile Fugir,Emilia,"gA
emilia",passagem Emilia,en Emilia,,,,,,,,,,,,,,,,
122,Iazer,Prazeres,iazer,fazer7,Iazer-Ih,,,,,,,,,,,,,,,,,,,,,,,,
123,verdade;-,g;-,e;o,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Felizes,Paizes Si-,Fazes,"Fa-
zes-me",Vezes,Zes,,,,,,,,,,,,,,,,,,,,,,,
125,"Ri-
chard",d-,Bicho,Ktichard-e,ltichard,,,,,,,,,,,,,,,,,,,,,,,,
126,forca,hrc,Forca,Informes,,,,,,,,,,,,,,,,,,,,,,,,,
127,Imaginar,"meses,-urrsvsrim de imagine",Imagine,Imagine-sc,I8,imaginaco,,,,,,,,,,,,,,,,,,,,,,,
128,Victoria,victoria da primeira,victoria,victoria cera,victoria da paix,,,,,,,,,,,,,,,,,,,,,,,,
129,coma,Encommendaram-m,Compunha,m-,Comes,com-,Com-,i compaix,coma olla,Commigo,,,,,,,,,,,,,,,,,,,
130,inventm,Sentido,Quentino;t,mentisseIn0s,Sentindo,Entin,Intimo,Benjain,"gente;g
i nossos in inteligencia de",Quontine,,,,,,,,,,,,,,,,,,,
131,Mr,Mr. Esmolas,Mr.,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Respiroul,Espere,esperangas,Respeile,ceneedesr Pereira,vigilia da vespera,Especie,,,,,,,,,,,,,,,,,,,,,,
133,Iena,Pernas,pEnna,penna,pessionalenue,Pennor,scenas,,,,,,,,,,,,,,,,,,,,,,
134,g-,Butterfly,Butterfl,Bu,permitte,,,,,,,,,,,,,,,,,,,,,,,,
135,rua dos Inglezes,"rua dos
Inglezes","aquella rus
dos Inglezes",Ados a Cru d legalteira,,,,,,,,,,,,,,,,,,,,,,,,,
136,duid,Cuidas,Cuidei,Cuida,Trazida,L6vida,,,,,,,,,,,,,,,,,,,,,,,
137,jardim de S. Lazaro,porta do jardim,porto do jardim,rua do jardim,razo d'esta ordem,,,,,,,,,,,,,,,,,,,,,,,,
138,minha senhora,Senhor,Senhor-exclamou,Envergonho-me,Senhora,penhore,Hor,,,,,,,,,,,,,,,,,,,,,,
139,Clarles,harles,Charles.--,Charlesl,Crles,,,,,,,,,,,,,,,,,,,,,,,,
140,Ionge,lisongeado,Longe,ge,Longos,mis longe,,,,,,,,,,,,,,,,,,,,,,,
141,compromette,Promettia,Prometo,Promnetto-lho,Prometterei,Rompia,mettia,,,,,,,,,,,,,,,,,,,,,,
142,Quinze,ii d'aqui,Aquillo,equivoco,l'aqui,L',,,,,,,,,,,,,,,,,,,,,,,
143,"N'este
cr",oi m'este,estado n'este s0,N'este,N'este sitio,"sisude in
n'este",N'este genero,,,,,,,,,,,,,,,,,,,,,,
144,brazileiro,i Inteira,Maneira,Ribeira,Queira,tmbei,ma algibeira,beira,leira,beijos,,,,,,,,,,,,,,,,,,,
145,en mulher-,Nen un s6,en m,tornei an benzer,nen  en-,,,,,,,,,,,,,,,,,,,,,,,,
146,Sehasopol,Sebastopol,Seliastopol,,,,,,,,,,,,,,,,,,,,,,,,,,
147,veigas,tos do vaso,"n'csts cousas de jorge
damos i inimigo",valle das duas janellas llorescia,Viegas,gas d,scondas dos pois0s,hAs tres da tarde,gabinete de,,,,,,,,,,,,,,,,,,,,
148,disnanibilidude,Tranquila,tranquillisar ningu,tranquillisar,,,,,,,,,,,,,,,,,,,,,,,,,
149,logr,aluir los,Los,globo,loj,"sen ces
sar absorvilos",Tolos,"ue te-
novelos","chi
de los",los Whileslone,"ov os-
c",louv,"aguas dos
rios caudalosos",,,,,,,,,,,,,,,,
150,"te-
nho direito",Apetite,leo peito,Cito,Peito,Grito,leitores-te,Repito-o,,,,,,,,,,,,,,,,,,,,,
151,dillerenga,V6o,"sen
ale",Solene,linalenle,Silencio-,LEn,Pantleon de refor Solene,len,Enleio,"len
fino",Grenlei,ingenle,Lenda,,,,,,,,,,,,,,,
152,medo2,nime,home,Merc,nomeacto,Me,Geme,Di-me,,,,,,,,,,,,,,,,,,,,,
153,maternaes,governo7,Governo,Saturno,Jupiter,somno da noite,Terno,"Pernas
Antes","in-
Terno",Berne,Anoitecer,,,,,,,,,,,,,,,,,,
154,Tenho,Venham,Queren's Ten-,Nenhum,Tenha,tEnho,"pi
nhal",Punhal6-,,,,,,,,,,,,,,,,,,,,,
155,Ados,casado-eu,acanhado,Lado,Adoro-a,Calado,Talhados,Assignado,atrazado,Y0nado,dolla,,,,,,,,,,,,,,,,,,
156,Olha,"Ilha
de uma",Filha,mnelhadts,Sevilha,Folhas,Ilha,Batalha,Ilepaniha,Milh,Ghaiilno,,,,,,,,,,,,,,,,,,
157,"es
accio",L'cia,cduscienecin,Cio,ci l-,ci,ci tcm,Ci,,,,,,,,,,,,,,,,,,,,,
158,i-o ii  esseir,cen anos iii e s,"Mim  g,2
 i in ia","pud.l
ii-i ienn",i'ii ma,"wls  i.
aaiieit  4e i",ymn ol  i,i  ii,i  ing,i.i aG,"press
iii senten is iieeei",,,,,,,,,,,,,,,,,,
159,Para Benjain,apparigio,Perguntara,Mlularam,Partira,csbarrar,Paris,rapaz.-dE,Folgara,Fartura,Preparava-se-lhe,Para,Par,Parado,"s6

ara",Parou,partires,Parte,,,,,,,,,,,
160,ahsinthio,sInto,Sinto,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Quentinho-que,Ouea,Queres,Expliquem-as,Porque,Querido,isue,Querem,quc,Ii:--Que,QU,QUe,ue,Manrique,Quero,Fique,,,,,,,,,,,,,
162,Inconvenientes,Entan,"a-
es dos sentimentos",Agua-ent,Vento,enT,"formul dos
tres grandes sentimentos",Entaol,Entaio,acrescentou:--Vens,Ent,Entao,,,,,,,,,,,,,,,,,
163,in coiee,"seriaes ceee
veis",heee,"Gnieee,,gg",Nocemeee,Deieeeee,hcdeeer,Wocemeee,aseveeee,,,,,,,,,,,,,,,,,,,,
164,lOndres,resonar,"lOndres
Culos",l.londres,Londres,Lidar con Flores,londres,,,,,,,,,,,,,,,,,,,,,,
165,estado i vista,Basta,ere0sta0s,Vista,Custa-me,taboa,n'sta,sta,Boa Vista,Estao,,,,,,,,,,,,,,,,,,,
166,cilia,Coincidia,om conlidencial,Cecilial Confesso-te,Cncilia,Pobre Cocilial,mutua desconlianca,Concilia,Concili,Incoherencia.as,conlianga,Cscilial,Cocilia,aConliaste,,,,,,,,,,,,,,,
167,ilsanens,Sena,Pensar,Tens,Virgens,transerinen,Sens,Vens,Defensa,"pes-
sen",iorcesnsens,OIIUENS,Densl,,,,,,,,,,,,,,,,
168,"ti-
rou 0 anno",la Iti,Tibhre,Timne,Tis,Stia,subtil7,Ti,"tiL-
N",ti-,,,,,,,,,,,,,,,,,,,
169,Transpunha,Atraves,escerivaninha,Gran-IBrstanha,Estranhaya-a,st mnhi,Estranha,Gran-hretanha,"es
trunha",transnccles,,,,,,,,,,,,,,,,,,,
170,Reggar,Iorga,Advogar,Iogar,Garganta,Iogao,,,,,,,,,,,,,,,,,,,,,,,
171,IENY,Jenny-,jEnny-,d bons jenny,Jenny,Ivcnny,pre Jenny Es,N,,,,,,,,,,,,,,,,,,,,,
172,XI,XXIV-,XXI-0,XXXYII-,,,,,,,,,,,,,,,,,,,,,,,,,
173,Pequenino Ent,Iuenos,Pilh de Manoel Pequenino suspeilou ue,"Chave
Pequenino",Pequenino,Campo Pequeno,Pequeno,Pequenina,,,,,,,,,,,,,,,,,,,,,
174,puerilidades,Caridade,cuvidades,uNiversidade,ide,us cidades,Cidade,"felicidade de
ce Snuihleld",velleidades,Ociosidade,Dificuldade,Felicidade,,,,,,,,,,,,,,,,,
175,Valbom,Falle,Alem,valle ds,Fallei,vale Theoriasl,valle,Valle,Allyon,Valem,,,,,,,,,,,,,,,,,,,
176,Simphireol,pos g,imp,0R SYMPOAAS,J,Imposi,Impossiveis,impossivel fa-,,,,,,,,,,,,,,,,,,,,,
177,"pas-
seio",passeiand,Passos,passeiar,,,,,,,,,,,,,,,,,,,,,,,,,
178,Julga-me,Julgo,subjugtm,Folgo,,,,,,,,,,,,,,,,,,,,,,,,,
179,lrl,L0,uarl0,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Deixem,"Este-
rio Deixa",Deixa,es n Froixa,Freixo,,,,,,,,,,,,,,,,,,,,,,,,
181,Cosme illus-boas,us us,lh-me Deus,us,MEus,Meus,peusmenus,Deus,,,,,,,,,,,,,,,,,,,,,
182,tou:-,e:-,"Ge:,2",,,,,,,,,,,,,,,,,,,,,,,,,,
183,Consci,consolacaio,Continuam,Contrastava,Convento,Walter-cont,es entamonlo louco,conego,cont,Cont,Jeon,coniescondi,,,,,,,,,,,,,,,,,
184,Aonde,Donde,D'onde,d'onde noi,,,,,,,,,,,,,,,,,,,,,,,,,
185,E33,assumptos,assumpto,"sr
160
UM",Assumpto,,,,,,,,,,,,,,,,,,,,,,,,
186,Luzia de Lamunermoor,torre de s. rcio,Ili de cima,lireza de animo,Para-A Ignez de Castro,tos da ca,estrada de cima,Xavier de MAistre,ima das quaes,estrada da Foz,"uI
rapa da minha idade","es
rma cios della",andar de cima,,,,,,,,,,,,,,,,
187,DEve,Vel,Curvei,Vejam,Ve,Versa,Verei,,,,,,,,,,,,,,,,,,,,,,
188,Alegrar,Alegr-te,alegre,Alegre,segred,,,,,,,,,,,,,,,,,,,,,,,,
