cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
26,Braga,braga,p6de,reflexaa,fraga,Praga,CA1L0S,Paga,gonzaga,,,,,,,,
27,soph,philosophics,sopraserse,Al,,,,,,,,,,,,,
28,Ouea,"mar
iamhem ii nio",pi n,soeeg,"mar
iamhem ii",,,,,,,,,,,,
29,Exquisita,Quinze,hoquiaberto,equivoco,s9,,,,,,,,,,,,
30,Ensino teI0,sinuagens,"L""",Virgens,cordagens,,,,,,,,,,,,
31,Effectivamente Culos,Culos,ie Culos,Culos.-Me,Culo,ca rculo,L0 Culos,"Culos ol-
tou",Ando Culos,"i
Culos",,,,,,,
32,Pereira,ceneedesr Pereira,Verei,,,,,,,,,,,,,,
33,Una,XI,una,,,,,,,,,,,,,,
34,Forte,"vo
Ga",desfortll,Norte,Forte-,Fort-,,,,,,,,,,,
35,impaciencia,VYassif-Paci,"pa
dos de impaciencia",impaci,Impaciente-me,CIE,,,,,,,,,,,
36,Ns,hyoerisia,somno,la hyoerisia,Elisiaheth,hypoerisi,Ihe,,,,,,,,,,
37,se-Percebe,I,Cerco,se-,,,,,,,,,,,,,
38,"r 
iii- sitio dias",Dias,Coincidia,Ias,MIr,Podia,Diario,,,,,,,,,,
39,Providencia,om conlidencial,antecedencias,excellencia,aalluenci,Den,"Ias
dosenenci",io,,,,,,,,,
40,usele,cheles,Cheles-,Celeste-,Cheles,,,,,,,,,,,,
41,Vel,"es ps  vel s
is de",vel0s,"ue te-
novelos",,,,,,,,,,,,,
42,Daria,haspedaria,Carialhiho,hastaria,invariavol,,,,,,,,,,,,
43,lEsse,ess,repellir ess es,Ia,sesssie,Cessara,concess0es,,,,,,,,,,
44,ande l,DE IR,"Poi
ande la",Ande,Tu-,"chi
de los",,,,,,,,,,,
45,la Iti,La est,la rai,,,,,,,,,,,,,,
46,Hia,Amal-a-hia,,,,,,,,,,,,,,,
47,El,"pe
neGdnnr",Neg,"pe
ncipe",I8,conego,"pe
lo",tr,,,,,,,,,
48,Dentro,Entro,tro,Entro es,seda,Entro di ca,,,,,,,,,,,
49,Porto-,Porto,ctltsz,portugal,porto d tua,,,,,,,,,,,,
50,Jonny,Jonny-,mon ue Jony,Ivcnny,,,,,,,,,,,,,
51,ctnl grande,r-,falle grande,L-,supremo gran,,,,,,,,,,,,
52,le,Pois,DEpois,Ilopois,pois0s,scondas dos pois0s,L3i'pois,Poi,La,Expoirou,,,,,,,
53,Fogem,Sao,Geme,,,,,,,,,,,,,,
54,Tica,Multic,"horsa favo-
Tica",mis sica,cl,,,,,,,,,,,,
55,Causou-lhe,D0-lhe,Succeder-lhe-hia,Peco-lhes,Deem-lhe,Acho-lhe,Asseguro-lhe,Impediu-lhe,lEmbrou-lhe,,,,,,,,
56,Ascende,scenas,Surpreende,,,,,,,,,,,,,,
57,Lucta,alllicta,lucta,,,,,,,,,,,,,,
58,t(ie,Claras,Mascaras,cs,n6s5,Raras,rio is mascaras,cara0 c0n,,,,,,,,,
59,Fortunato,Foriunato,Fartunato,los Fortunato,Tortunatol,Fortunto,Jaspe Fortunato,Fortuna,,,,,,,,,
60,Disse,dissipaya,logr,ni-Disse,irrealissel.--,,,,,,,,,,,,
61,Andr,furtand0,SI1,Anda,Manda-os,ahundam,C0,,,,,,,,,,
62,"Antoieps
G..i","Antoieps
G",I6,AI6,Ei,Emquanto,Manto-,,,,,,,,,,
63,Almas,MAs,Alma,,,,,,,,,,,,,,
64,Perdoar,Perdia,Perdoe-le,Perdi,proximo perd9-,,,,,,,,,,,,
65,perola,rio perolas9,"rio perolas9
a  eiide",,,,,,,,,,,,,,
66,Bem,Sabem,Sabia-o,sabe,,,,,,,,,,,,,
67,Pedir,Pedra Salgada,pr,ra succedeu,Fatigada,algms,,,,,,,,,,,
68,brazileiro,raziia,razo,Trazida,Razao,Mi,,,,,,,,,,,
69,paix,Paiz,i compaix,,,,,,,,,,,,,,
70,leqio,Luzia de Lamunermoor,"x. LA:.It.:1
.I",lireza de animo,Une,Reggar's Spera de Gra,,,,,,,,,,,
71,apparigio,"g
Gio",Paris,situagio,Exigir,,,,,,,,,,,,
72,in coiee,COIsa,CoiSa,oeisa ro,,,,,,,,,,,,,
73,Vil,XXVIl--,Vill,"sen ces
sar absorvilos",,,,,,,,,,,,,
74,sala,sala d frente,sal-o,QU,Salta,Uusmeralas,fala-6,,,,,,,,,,
75,Alm d'isso,isso-A,d'isso,"isso0
nes valeu",isso0,lsso,Porisso,,,,,,,,,,
76,Crescia?-,Crescia,senhor?-Balbuciou Crescia,Entre Crescia,sI,Descia  amp,Poss Crescia,Eu2l-perguntou Crescia,Pois Crescia,Ilesciai,NEo2-interrogou Crescia,"Crescia
Calos",Crescia-,acrescentou:--Vens,Fazia rir Crescia,Descia,Queira sentar-se-disse Crescia
77,Tableu,Matam-,Mattos,Cam-,It0,,,,,,,,,,,,
78,Sonuiol E,ymn ol  i,Snuihleld,Foz,,,,,,,,,,,,,
79,Triste,tristeza,Tristeza,Ohl,2E,,,,,,,,,,,,
80,taes,caes,aes,"aes
ruaS",cereaes,vo,obrigaes,Aesr,Ag,,,,,,,,
81,Manoel-continuou,MAnoel,Y0,Manoel Alegrias,Manoel,,,,,,,,,,,,
82,Chora,Fechou,Bicho,Horas,I4,Hor,,,,,,,,,,,
83,fr,Liverpool,verpool,VIveris,Prgn,Syuiptoma inlallivel,Declive,,,,,,,,,,
84,bretiics,Abrem,Abre,Timbre,Bret-,bre,lugubre,,,,,,,,,,
85,quasi tao desagradavel,Duas,quasi cegos,Quasi,ruas0s,quasi,"quasi l-
nha irma.-",,,,,,,,,,
86,p0de,Rio,Rios,Varios,Furioso,ue rio,"aguas dos
rios caudalosos",,,,,,,,,,
87,Marcha,tou:-,Marchar,,,,,,,,,,,,,,
88,Mim,"mim
s6",1I,"Mim  g,2
 i in ia",mim,,,,,,,,,,,,
89,heee,"Gnieee,,gg",Nocemeee,Deieeeee,hcdeeer,Wocemeee,aseveeee,,,,,,,,,,
90,Carlos,Emilia-repetiu Carlos,Carla,Nao-respondeu Carlos,qliarlo,Carlos-,"Oral
Carlos",Carlos.-,Entro?-repetiu Carlos,,,,,,,,
91,Engana,Iiana,Est of Enganar,Enganas-te,,,,,,,,,,,,,
92,cre,Creio,Creiaml-me,i  creio ue,Freixo,,,,,,,,,,,,
93,Jose Fortunalo tambem-,Jose Fon-,Jose Fortuna,,,,,,,,,,,,,,
94,siisieit,di,Criei,"wls  i.
aaiieit  4e i",3I,,,,,,,,,,,,
95,Olhem,Mais-Olhe,Olh,vacea,Folhetim,L-Olhem,Folheando-o,,,,,,,,,,
96,Respiroul,espirito6,us,Grito,,,,,,,,,,,,,
97,Cumpre,pre,pregui0so0,presen do lillo,presen,preoccupagao,loj,selim preto,,,,,,,,,
98,Bonito,Moniz,Cito,Bonito R,Repito-o,,,,,,,,,,,,
99,G.Gnii,iiniiie,IIumhi,iiiniiua,Itiiinnn,,,,,,,,,,,,
100,Solida,Pallida,Amarillid,pallido,Lidar,ind pallidas,,,,,,,,,,,
101,creanga,una creanga,cangao,crean4,,,,,,,,,,,,,
102,Acahira,Dahi,ahi,I'ahi,Ahi,sahiu us,sahi,AhI,,,,,,,,,
103,"ap
plaudiu",Claudiol,saude,applaudia,,,,,,,,,,,,,
104,j heide,f6ra,ide,Hein,,,,,,,,,,,,,
105,America do Norte,Africa,bRica,Oe,ci,America,i.i aG,,,,,,,,,,
106,linl,tliN.,tlin,uwta,oblinhn,mis lings...,,,,,,,,,,,
107,lh-me Deus,rir,e9,N5o me desarranie,B,gabinete de,Li,,,,,,,,,,
108,serena,"pre-
ferencia","re-
sciencia","e-
i",Incoherencia.as,,,,,,,,,,,,
109,ava,beatifica idiotia,Ficava,justificacao,Ficando,,,,,,,,,,,,
110,estado i vista,"estado do
z::t",estado,estado do discipulo,,,,,,,,,,,,,
111,molestia,Estive,Stia,S0,Estio,Estiveste,,,,,,,,,,,
112,"es
accio",go,Cio,Inicio,"si-
licioo",,,,,,,,,,,,
113,"Ilha
de uma",Filha,Sevilha,Ilha,,,,,,,,,,,,,
114,ci l-,ci tcm,,,,,,,,,,,,,,,
115,"a-
es dos sentimentos","formul dos
tres grandes sentimentos",press6es de alImento,"a-
do",,,,,,,,,,,,,
116,medo2,rochedo,Arvoredo,brochura,parochia,Rochedo,M1,,,,,,,,,,
117,Terra Enlandl,Terra Enlandl 0h,enla,,,,,,,,,,,,,,
118,correndo0,torre de s. rcio,soccorro d,Correu,CORR,correr0r,,,,,,,,,,,
119,Comportas,por-be,Porta,"re
ha",ci porta,immortaes,i port,,,,,,,,,,
120,habitaco,hesitaco,Taco,Iu-,Saco,inquietaco,acol,,,,,,,,,,
121,hAviam,"PACA
hAvia",Havia,HAvia,,,,,,,,,,,,,
122,sunerintonder,Aonde,F,Donde,voi.-eU,D'onde,d'onde noi,Ii,,,,,,,,,
123,"te-
nho direito",to  pe,leo peito,i pdie  pe,Peito,leitores-te,,,,,,,,,,,
124,Escute,Escudo,Ecuto,Escuso,Desculpa,,,,,,,,,,,,
125,Socegada,Nidn,soceg0,Socega,Is,Doce,,,,,,,,,,,
126,mnelhadts,Timne,quc,Intimo,,,,,,,,,,,,,
127,"seriaes ceee
veis",serio,Eseri,serio tam-,Ih,,,,,,,,,,,,
128,"as-
gra",desgra,Gracas,Gra,Engraeada,Fim,snlt,gralidio,Gra-phrase,,,,,,,,
129,Consci,consolacaio,Ola,IM1,,,,,,,,,,,,,
130,Minho,Ve,Areinho,ro,nhou,"ca-
minho",Espinho,Caminho,,,,,,,,,
131,Ir,E2A,Menos,Iuenos,tunos,"ti e-
meno sacrificio",Falt-nos,Nem,ingenoe,,,,,,,,
132,Solene,enesis,Sol,Pantleon de refor Solene,,,,,,,,,,,,,
133,revolta-se;e,volta1,voltando0,,,,,,,,,,,,,,
134,Ate,Vate,Bate,Katel,atealilis,,,,,,,,,,,,
135,"lunh
de Mr. Brincar",Mr. Brincar,M. Brincar,Brincar,Mr. Branca,RIo.-repetiu Mr. Brincar,,,,,,,,,,,
136,Pecolhe,crls,Recolhe-e,peco,,,,,,,,,,,,,
137,Butterfly,Jupiter,Butterfl,Mo,,,,,,,,,,,,,
138,RE,N6s,Partira,retirar-e.e,Tira,L0,Fartura,partires,Parte,,,,,,,,
139,MIL1AI,Vomilam,Pae,Milh,Jeon,,,,,,,,,,,,
140,MA FAMILIA ING.ERA,MA FAMILIA INGLEZA,UmA FAMILIA ING.ELA,"MA FAMILIA IIILEZIA
heroina",V0,MA FAMILIA IN6VEZ,MA FAMILIA GALERIA,"MA FAMILIA INGLEZA
I1",,,,,,,,,
141,Vae,vae,ce,"t
vae",,,,,,,,,,,,,
142,corago,Corajoso,coraco,E-,"t-
coragem",Mragos,Trago,corago do snr,,,,,,,,,
143,Fazes,Zes,Fazel-al,fazer7,,,,,,,,,,,,,
144,occasioes,occasi.-,occasi,occaso,ni casimiro,,,,,,,,,,,,
145,saiba,Saia,nova aia,exercito da Saia,Siaial,Sais,Praia,,,,,,,,,,
146,Costumo,estudar0o,estueacto,nomeacto,Est,,,,,,,,,,,,
147,Er,eniio pr alc,nio protegesle,Eslsva,,,,,,,,,,,,,
148,Applicads,supp0r,supplica,se6,suppoz,"OPINI0 PUBLICA
337
N",,,,,,,,,,,
149,Mntonia,Antonia-,Antonial,Santo Antonia,Antonia,Atonia,eh el Velha-o Santo Antonio,rua de Santo Antonia,Antonio,Antonia resmung0u,hAntonia,,,,,,
150,Sentido,MAnoel Sentindo,Fingindo,Sentindo,Manoel Sentindo,indomin,,,,,,,,,,,
151,AILIA INGLEZA,PAILIA ALTEZA,AILIA COLERA,"AILIA INGLEZA
E3","AILIA INGLEZA
Exercera",,,,,,,,,,,,
152,Irm,ma,IRm,irmto,Firme,irm,,,,,,,,,,,
153,"Hull
Alheio",Cheia,Alheias,ralhe,,,,,,,,,,,,,
154,L Fi,Ceia,Ceil,receiava,ge,CeIa,aceio,,,,,,,,,,
155,Whitestonel-,Sobe,Whitestone anci,Whitestone-,Culos Whitestone,"Culos
Whitestone",Whitesonee,Cal Whitestone,,,,,,,,,
156,Olha,Folhas,"Ge:,2",Folgo,1r,,,,,,,,,,,,
157,Hussia,tilissimas,ssima,Sim,,,,,,,,,,,,,
158,hrc,,,,,,,,,,,,,,,,
159,Nao,irnao,,,,,,,,,,,,,,,
160,Encarrego,Carreira,"barreira dos
nostradores",Terreiro,"Carreira
E ei Leva",,,,,,,,,,,,
161,Mr. Richrd,Mr. Esmolas,r. Ch,Mr.,las Mr. Richrd,,,,,,,,,,,,
162,Esteiro,pinheiros,evoeiros,Tiros,Marino Ligeiro,,,,,,,,,,,,
163,Cecilias,Ccecilin,Cecilial Confesso-te,Liic::c,Tanilii,Ceeilii,Cecilii,Cec-,,,,,,,,,
164,pe,Est muito ben,st mnhi,Benjain,,,,,,,,,,,,,
165,Felizes,Feliz,Felice Romani,,,,,,,,,,,,,,
166,Paizes Si-,Si-,"si-
pietro",,,,,,,,,,,,,,
167,"pas-
seio",E33,as-,Mas-,,,,,,,,,,,,,
168,Prece-me,Vae-me,trouxe-m'os,De-me,eug,perd0e-me,prop0e-me,Dize-me,,,,,,,,,
169,ttenc6es,liba6es,atten0es,,,,,,,,,,,,,,
170,"iiyegg
iiiinei ci n us",iii,Iiiiiii-,iiiiig,GGiGiiieesgEg,iiiiie,c0I1 III,III--,Iii,AG'iaiiii cu,"os,,este
iii.iiiiin'ce,,g",,,,,,
171,Stere,castela,ste,tralaste,Foste,,,,,,,,,,,,
172,inventm,Inconvenientes,Vento,Convento,,,,,,,,,,,,,
173,Yoct,Apparece,Reconheceu-os,Pirecen,Parece-me,Pareceu-me,Parecen-lhe,,,,,,,,,,
174,"dis
ge",Guarda-a,dislfuarear,uarl0,Share,,,,,,,,,,,,
175,Amplo-,Telo,Il,nexo0,Pelo-lhe,Pelo-lhes,Pelo-he,"Ohl
ra",,,,,,,,,
176,Im,esguio,Aguia,aguia,Aguia d'Ouro,e2,,,,,,,,,,,
177,luzir,SI1A LUZ,,,,,,,,,,,,,,,
178,nistcncis,Vista,Boa Vista,,,,,,,,,,,,,,
179,assumptos,assumpto,Assumpto,,,,,,,,,,,,,,
180,Porque,gye,Ii:--Que,"pe
quela cas terre",QUe,XXI-0,,,,,,,,,,,
181,Iorga,Ioriiles,peior,,,,,,,,,,,,,,
182,Iena,IENY,cduscienecin,DOIWIEN0,ii,,,,,,,,,,,,
183,s6,Misericordia,misericordia,rdia,,,,,,,,,,,,,
184,Aquelle,Naquelle,n'aquelle,Trata-se n'aquelle,daquelle,Falle-e n'aquelle,aquelle,quelle,bairro de Cedofeita aquelle,t'aquelles,,,,,,,
185,pa,lOndres,"lOndres
Culos",l.londres,Londres,londres,Pa-,,,,,,,,,,
186,Quentinho-que,Quentino.-,Quentino;t,"Mande
Quentino",Quente,Quentino,Entin,nol Quente,Quontine,,,,,,,,
187,"Pagem
ssaros",cr de ros,Livros,ros,"sr
160
UM",generoso0,Medroso,,,,,,,,,,
188,ds pris,pris,e;o,Prisaes,,,,,,,,,,,,,
189,ca,Milion,emilia,"nada,-acudiu Emilia",Emilia augmentaya,"Emilia
tamhem...",t8,Emile Fugir,Emilia,"gA
emilia",passagem Emilia,en Emilia,,,,,
190,forca,XXIV-,Forca,,,,,,,,,,,,,,
191,Imaginar,"meses,-urrsvsrim de imagine",Imagine,Imagine-sc,imaginaco,,,,,,,,,,,,
192,Victoria,victoria da primeira,victoria,victoria cera,victoria da paix,,,,,,,,,,,,
193,coma,com-,commietier,compdre,"Est
incommodada",Com-,coma olla,,,,,,,,,,
194,.ii.g,Biblia,Ah1I,Lia.ii,,,,,,,,,,,,,
195,Susn,suspendr,,,,,,,,,,,,,,,
196,espera0 d ra humana,Espere,esperangas,Respeile,e.,vigilia da vespera,Especie,,,,,,,,,,
197,pEnna,penna,Pennor,,,,,,,,,,,,,,
198,Linha oiinmn,Joselinha da Agua-benta,Josefinha,Joselinha,Josefih,,,,,,,,,,,,
199,Aviutes,gute,Trutenlo,cutel,,,,,,,,,,,,,
200,"Porto m-
in de tconpositores inglezes",rua su rigde,Vezes,rua dos Inglezes,"rua dos
Inglezes",lu,"aquella rus
dos Inglezes",,,,,,,,,,
201,duid,Cuidas,Cuidei,Cuida,Royal,,,,,,,,,,,,
202,Mr,jardim de S. Lazaro,ieverendo Jaclson,porta do jardim,porto do jardim,rua do jardim,,,,,,,,,,,
203,minha senhora,Senhor,Senhor-exclamou,Senhora,penhore,,,,,,,,,,,,
204,Chwrles,Clarles,harles,Charles.--,Charlesl,Crles,,,,,,,,,,,
205,Iguais,Cais,Terais,Caixa,,,,,,,,,,,,,
206,Ionge,V6o,lisongeado,Longe,Longos,mis longe,,,,,,,,,,,
207,Un,compromette,Promettia,Prometo,Promnetto-lho,Prometterei,mettia,,,,,,,,,,
208,ii d'aqui,Aquillo,l'aqui,,,,,,,,,,,,,,
209,"N'este
cr",Protegeste,oi m'este,estado n'este s0,VIer agreste's sublimes,Esteve,N'este,N'este sitio,"sisude in
n'este",N'este genero,,,,,,,
210,Pilh de Manoel Pequenino,Pilh de Manoel Pequenino suspeilou ue,st,MAnoel Pequenino,Manoel Pequenino,,,,,,,,,,,,
211,i Inteira,Maneira,Ribeira,Queira,bandeira lusitana,ma algibeira,beira,leira,luet,Ados a Cru d legalteira,,,,,,,
212,en mulher-,Nen un s6,en m,Bu,nen  en-,,,,,,,,,,,,
213,Sehasopol,Sebastopol,Seliastopol,,,,,,,,,,,,,,
214,Fechar,"Ri-
chard",Ktichard-e,ltichard,,,,,,,,,,,,,
215,suavisar,Tranquila,tranquillisar ningu,tranquillisar,,,,,,,,,,,,,
216,A1 RAILI INGLEZA1,Inglez,ILHA INGLEZA,ILI INGLEZA,"Cata-
ria
0 velho inglez","AMBI INGLEZA
t3",PILH INGLEZA,i  ing,INGLEZA,Ai.l,"FMILI INGLEZA
3s
p",1E inglez,,,,,
217,`oh amigo on ess,Amigos,gosar,Largos,Commigo,,,,,,,,,,,,
218,Silencio-,LEn,len,"len
fino",Lenda,,,,,,,,,,,,
219,calis,colis,taboa,Lisboa,"Lishos
sio s",Lishos,,,,,,,,,,,
220,O0e,Mel,melro,,,,,,,,,,,,,,
221,XXXVILI,Civiliza,Civil,Civilisa-te,,,,,,,,,,,,,
222,Capulletos,mae,collegio,colletle,dolla,lle,,,,,,,,,,,
223,N0,maternaes,governo7,Governo,Terno,"in-
Terno",Berne,,,,,,,,,,
224,Toca,Irrorisado,Ados,acanhado,Lado,Irado,Calado,Assignado,atrazado,Y0nado,,,,,,,
225,todo0,sido0,Lidou,TraiDor,,,,,,,,,,,,,
226,3E,Australias,Maus,Pausa,,,,,,,,,,,,,
227,sos,Versos,Versa,P6de,,,,,,,,,,,,,
228,subtil7,Julgo,"tiL-
N",subjugtm,,,,,,,,,,,,,
229,g-,I0s,Reggar,Folgara,Advogar,Iogar,Garganta,Iogao,,,,,,,,,
230,ie1ora,lOrd Mayor,Yoraogo,Mogo,Io,,,,,,,,,,,,
231,us us,linalenle,Enleio,Grenlei,ingenle,Leio-o,,,,,,,,,,,
232,nime,animar-ste pr,Animais,Xavier de MAistre,,,,,,,,,,,,,
233,Basta,ere0sta0s,n'sta,sta,Estao,Estais,,,,,,,,,,,
234,Seguimol-a,Rasgue-a,segue-ste,Ii0,Cheguei,O3,,,,,,,,,,,
235,Para Benjain,Para-A Ignez de Castro,IR,Para,Par,Parado,"s6

ara",Parou,,,,,,,,,
236,ahsinthio,sInto,asin,Sinto,,,,,,,,,,,,,
237,canela,Manel-dizia,Manel,,,,,,,,,,,,,,
238,India,Incendiar,Accendia,,,,,,,,,,,,,,
239,ca lomino,dmino,orino,reino  v,,,,,,,,,,,,,
240,Ent0 Iaz-me,Agua-ent,enT,a3,Ent,,,,,,,,,,,,
241,Irritantes,Quebrantes,Avintes,Pernas,"Pernas
Antes",Oh,,,,,,,,,,,
242,Hem,Aheilard,cahec,sahes,tahem,Polyphemo,,,,,,,,,,,
243,Comes,Lumes,Mes,Informes,,,,,,,,,,,,,
244,ilsanens,Sena,Cdid,"sen
ale",Tens,Sens,Vens,iorcesnsens,OIIUENS,Densl,,,,,,,
245,Campanha,Estranhaya-a,Estranha,globo,DISTRAC,,,,,,,,,,,,
246,nio traiir,Ie,nio ti-,ti-,nio ves,,,,,,,,,,,,
247,casado-eu,jusuilcas s,casa.-,,,,,,,,,,,,,,
248,Jenny-,jEnny-,d bons jenny,Jenny,pre Jenny Es,,,,,,,,,,,,
249,Bxchange,chap,men chapeo,chavena,chatpeo,,,,,,,,,,,,
250,Luiza,Tibhre,aluir los,alui,,,,,,,,,,,,,
251,Iclo,Pequenino Ent,d-,"Chave
Pequenino",Pequenino,Campo Pequeno,Pequeno,lajes,N,Pequenina,,,,,,,
252,iterroleu,Interrogue-a,interpellaco,Interior,interrompia,Interetarim,Sempio,Rompia,,,,,,,,,
253,puerilidades,Caridade,cuvidades,uNiversidade,Frialdade,verdade;-,piedade Dir-se-hi,us cidades,Cidade,Fi,"felicidade de
ce Snuihleld",velleidades,Ociosidade,Dificuldade,Felicidade,,
254,valle ds,ialleneia,valle,Valle,c-,,,,,,,,,,,,
255,Desejava,Vejam,Sejam,,,,,,,,,,,,,,
256,Bata-,Batalha,Talhados,Canalha,,,,,,,,,,,,,
257,N06s,i-o ii  esseir,passeiand,Passos,passeiar,,,,,,,,,,,,
258,Concordo,Recordo-me,Gordo,,,,,,,,,,,,,,
259,Ilein,N1o,expans5es,Ilepaniha,IanIleni,,,,,,,,,,,,
260,Qucnlino,Qunlino,,,,,,,,,,,,,,,
261,Deixem,"Este-
rio Deixa",Deixa,es n Froixa,,,,,,,,,,,,,
262,Eu,MEus,Meus,e:-,peusmenus,Deus,,,,,,,,,,,
263,familia,"FAMILIA RIGOR
y7",Familia,FAMILIA VINGAN,FAMILIA TINHA,8I,,,,,,,,,,,
264,Apetite,Doshumano,somno da noite,Umanoite,Anoitecer,,,,,,,,,,,,
265,Pensar,comensacao,P6,Defensa,,,,,,,,,,,,,
266,"ti-
rou 0 anno",canna,Annhi,Annos,,,,,,,,,,,,,
267,Ponto,Continuam,Contrastava,Walter-cont,cont,Cont,,,,,,,,,,,
268,tos do vaso,i loja do ourives,im do mundo,chamma do fogo,pa  do irmio,,,,,,,,,,,,
269,Procedia-se,soes,procuremoes,Prol,,,,,,,,,,,,,
270,Ili de cima,estrada de cima,te,estrada da Foz,andar de cima,,,,,,,,,,,,
271,doente1,mentisseIn0s,So,Mente,GiL.GenTe%,Amorosamente,Mbritannicamente,matrimonialmente,nntemao,Yelmente,"gente;g
i nossos in inteligencia de",comnmentou,Interiormente,iment0,,,
272,Paulo,pobre inteiri,Pobre Paulo,Pobre,,,,,,,,,,,,,
273,Alegrar,Alegr-te,alegre,Alegre,segred,,,,,,,,,,,,
274,Transpunha,Compunha,punhaes,"pi
nhal",Punhal6-,"es
trunha",,,,,,,,,,,
275,es,Fita,Coitado,ITA,Italia,ra,Capital,,,,,,,,,,
276,Cl-te,g;-,Fiz-te,,,,,,,,,,,,,,
277,Alvoro,Adoro-a,ro-,,,,,,,,,,,,,,
278,Ios.-,Labios,Iosle,Ha,Ios,b0ca,,,,,,,,,,,
279,Iazer,Prazeres,iazer,Iazer-Ih,,,,,,,,,,,,,
280,Entan,tentavtm,es entamonlo louco,Entaol,Entaio,Entao,,,,,,,,,,,
281,Es-,Peso,"Repou-
s0","pes-
sen","ov os-
c",,,,,,,,,,,,
282,inai,lavras linaes,"China,-um",uIna,VINAGRE,,,,,,,,,,,,
283,SE,augmentando0-se-lhe,Preparava-se-lhe,Figurava-se-lhe,C0R0A-SE,,,,,,,,,,,,
284,Digo,Codigo,Diga,,,,,,,,,,,,,,
285,descripgao,"ura
ves",discriminagio,Escriplura,escripturaeo?-,,,,,,,,,,,,
286,Emfim,meditagoes,Anl,Credo,Acredita,Acredite-me,Acredita-me,,,,,,,,,,
287,RIo do you do,Douro,rio douro,Sentido Dourado,rio da Villa,,,,,,,,,,,,
288,Descansa,cansad,"cansand inutil s 
nis n prior",,,,,,,,,,,,,,
289,Adivinho-0,adivinhads,Adivi-,adiviDb,Adivinha,Vinha,,,,,,,,,,,
290,"mu
dea",Manifestou-sc,"esto
desafloro",,,,,,,,,,,,,,
291,duns,attender,dizendo0,Pretendeu,Estende,estendendo0,,,,,,,,,,,
292,manh,MANH,amanh,Manh,rreganhol,Ah,Amanh,MAN0EI,,,,,,,,,
293,Classes,EU,hraos,O0,lemhrasse,,,,,,,,,,,,
294,Cobi,cobi,,,,,,,,,,,,,,,
295,lang4I,Lan,morr lan,LAN6,lan-,,,,,,,,,,,,
296,Ai,isue,tos da ca,Del,"es
rma cios della",,,,,,,,,,,,
297,Eh,Inglaterra,lateraes,inglaterra,,,,,,,,,,,,,
298,irma.-,irma,Irma,,,,,,,,,,,,,,
299,mutua desconlianca,conlianga,aConliaste,,,,,,,,,,,,,,
