cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26
39,I.I,"R.:I


E
i.
t.A
I",N,"eA
I",,,,,,,,,,,,,,,,,,,,,,,
40,LI,qtlil,alIS,Religion,liAes,TLI,Lison,"LI

N",oubli6,erli,LIL,Litues,,,,,,,,,,,,,,,
41,ieune,une306,aueun,Ljeune,lune,,,,,,,,,,,,,,,,,,,,,,
42,lle,Allemagne,Bassolle,collee,lle apercut,alle,Folle,Blle,allee,Rlle,Llenfant,Llle,Rollebose,,,,,,,,,,,,,,
43,Peuple,Peuplesl,Naples,Peples,oceupees,Peul,,,,,,,,,,,,,,,,,,,,,
44,maree,cambree,Leharen,marmiton,rusl cbaree,Paree,Mars,reel,Mreare,Trois-Mares,,,,,,,,,,,,,,,,,
45,Etretat,beret,Eretat,At,Eretry,,,,,,,,,,,,,,,,,,,,,,
46,"I
Cux","I
N
A","I
L","E
E'
I
l","AI
-","I
a3
2
L
Wit",,,,,,,,,,,,,,,,,,,,,
47,yiheuar,NE YIE,yIE,yit,YIE,,,,,,,,,,,,,,,,,,,,,,
48,Ilbalbutia,balbutiont,,,,,,,,,,,,,,,,,,,,,,,,,
49,Lor,coloree,eclore,etole doree,dore,goree,Chicorees,,,,,,,,,,,,,,,,,,,,
50,Vrillette,ille,Lieille,seveiller,Barville,loreille,amille,ouville,Yersailles,VWrillette,fmille,laveille,eperle  Narseille,Marseille,Ioille,,,,,,,,,,,,
51,Angleterre,atterres,ns  terre,perret,,,,,,,,,,,,,,,,,,,,,,,
52,Yport,h Yport,Ykport,,,,,,,,,,,,,,,,,,,,,,,,
53,declara-UNE V1E,deelara,v1E,,,,,,,,,,,,,,,,,,,,,,,,
54,au-,nouveau-nes piaulants,Ju-,Veu-tu,Vauds,,,,,,,,,,,,,,,,,,,,,,
55,IUG,IUn,un320,P,Auun,,,,,,,,,,,,,,,,,,,,,,
56,I e deida,deide,considera,pides,bade,,,,,,,,,,,,,,,,,,,,,,
57,Rienne,sonnern,nne,Inne,Fhne,enne,"Me-
literrannee",,,,,,,,,,,,,,,,,,,,
58,L nant,penelrant,laant remarue,Ant,fremissante,enfants?n,geant,dinant,Ioisant,,,,,,,,,,,,,,,,,,
59,Ashomnme,Dnimmense,commeune,Omme,Lhomme,Lomme,commetoujours,Commecette,lanmme,Comment es-tu,I140,,,,,,,,,,,,,,,,
60,"W
E",5Z,,,,,,,,,,,,,,,,,,,,,,,,,
61,oset,.Et,.-.E,"t

.E.
2

t",,,,,,,,,,,,,,,,,,,,,,,
62,s6,tris6,,,,,,,,,,,,,,,,,,,,,,,,,
63,psrt,artit,barue,rto  IT1,ar-,Qrti,,,,,,,,,,,,,,,,,,,,,
64,Fecamp,F6camp,phare de Fecamp,,,,,,,,,,,,,,,,,,,,,,,,
65,au Havre,du Havre,unle Havre,le Havre,rue du Havre,,,,,,,,,,,,,,,,,,,,,,
66,suva,Val,val,val d'Ota,val d'0ta,AL,,,,,,,,,,,,,,,,,,,,,
67,Allons,uelqe troit vallon oh,Allonsl,allongeaitjusqu,alluma,,,,,,,,,,,,,,,,,,,,,,
68,haron monterent avee,"mon-

mniten",mont Riboudet,felure du mont,montee,,,,,,,,,,,,,,,,,,,,,,
69,Ilet,Ileut,Ile,mobile,ILes,EIle,,,,,,,,,,,,,,,,,,,,,
70,sogne,Cigogne,accompagnees,gne,rGn,resignee,champagne,Cologne,,,,,,,,,,,,,,,,,,,
71,auxeglises,lEglise,Lise,Leglise,,,,,,,,,,,,,,,,,,,,,,,
72,ssison,Songe,conge,ongeur,Songez,,,,,,,,,,,,,,,,,,,,,,
73,SesCiSea,pise,E5s,Pis,repise ar n psesant,"moi.n

marguisese",picd,nousaviserons,,,,,,,,,,,,,,,,,,,
74,Cri-,boulangere,san,Crisange,echangee,Ptrange,,,,,,,,,,,,,,,,,,,,,
75,Varneville,Brise-,fSurprise,Brisseville,Briseville,Rriseville,gare de Beuzeville,Viloise,"Batteville.29
UNE VIE
Puis",,,,,,,,,,,,,,,,,,
76,mignonne,Kg,Mignonne,,,,,,,,,,,,,,,,,,,,,,,,
77,Iit,rII,II,IIL,"ai

ii",Iii:.i,,,,,,,,,,,,,,,,,,,,,
78,teut,tete egaree,cettelarve,Permette,tete,tete  labri,tenfs,Cettepauvre,hotel,Ia tete,jetee,Comptez,teten,tetes,tE,,,,,,,,,,,,
79,Qestla Corse,la Corse,Aors,Corse,Corse d'Evisa,Corniche,Corsel,l-bas en Corse,H1,La Corse,,,,,,,,,,,,,,,,,
80,eaon,Donc,Donoe,renonc6,,,,,,,,,,,,,,,,,,,,,,,
81,Ca,ca,sCa,Cana,calm6,calme-toi,Cany,,,,,,,,,,,,,,,,,,,,
82,ricaner:-  Parbleu,Ihdifff,-  Pas,-  Pardi,Iardin,,,,,,,,,,,,,,,,,,,,,,
83,imprevue,orpre,Apres,Pre,l6preuve,Aprks,pre l,prep araitsa  botte,apres,Comprendre,,,,,,,,,,,,,,,,,
84,"fosse des
oillard",Couillon,mre Couillard,,,,,,,,,,,,,,,,,,,,,,,,
85,chezla,empecher,meche,caleche,lche,,,,,,,,,,,,,,,,,,,,,,
86,Ieanne,Jeahne,L176,E.isembla a Jeanne,EtJIeanne,tJeanne,-  Jeanne,Jeannel,Teanne,Or Jeanne,,,,,,,,,,,,,,,,,
87,eperdus,Lepere,superbel,Leperthuis,,,,,,,,,,,,,,,,,,,,,,,
88,cbte,C0te  cbte,C0te,,,,,,,,,,,,,,,,,,,,,,,,
89,plusqu',plus?n,Hauts jusqul,Oiqu',,,,,,,,,,,,,,,,,,,,,,,
90,Bien,Ieras,Ieehait,nnie,Mie,gie,tiede,Ies,iE,Pieot,piece,,,,,,,,,,,,,,,,
91,esespeir,esgenoux,Athenes,ajones,tendressesqu',Romaines,Les,Ryales,ixes,ayssnsimpaesiblesIa,Cest,Es,Jaeques,bou6es,Desire,abestan,Vues,noes,serdes,domestiqes,Barbes,,,,,,
92,Bnfn,labbe,abbe,Thysbe,sbbe?s,,,,,,,,,,,,,,,,,,,,,,
93,Aa,fSacre-Ceur,Aassacre,baptisa  Massacre,,,,,,,,,,,,,,,,,,,,,,,
94,d'0Ota,pibece,Picot,becota,Bolbec,mota,,,,,,,,,,,,,,,,,,,,,
95,Yontivilliers,blie,LlIe,Coutelier,liemasi-e,cueillie,,,,,,,,,,,,,,,,,,,,,
96,e21,chateau,hameau de,ehateau,hate,teat,ehatealu jusu',,,,,,,,,,,,,,,,,,,,
97,H,-  Voyons,Yos,Voyons,,,,,,,,,,,,,,,,,,,,,,,
98,Ilbattait,venaitde Paul,Itraitait,Ltait,Cgtait,gtait,Bentait,,,,,,,,,,,,,,,,,,,,
99,jura,murmura:-,Jeannemurmura,murmura,CCPur,,,,,,,,,,,,,,,,,,,,,,
100,dormante de cetle,ormir,Normande,Normand,Normandie,rm,,,,,,,,,,,,,,,,,,,,,
101,noueau,chteau,E,beaudoup,teauqui,le chteau,au chteau,,,,,,,,,,,,,,,,,,,,
102,Lautren',Lautre,lh-haut,Alautre,B,Latre,,,,,,,,,,,,,,,,,,,,,
103,Maleleines,Seine,la Seine,,,,,,,,,,,,,,,,,,,,,,,,
104,amollis,taillis,defaillir,Iktailx,,,,,,,,,,,,,,,,,,,,,,,
105,laches,Ganaehe,Ganache,g85,Sachez,gane,,,,,,,,,,,,,,,,,,,,,
106,coup.-,mourpra,Coursil,couruta,Bourse,,,,,,,,,,,,,,,,,,,,,,
107,I208,venements,gemeht,frolement,Coment,,,,,,,,,,,,,,,,,,,,,,
108,Bastia,"Ia 
neto",Ia,"E

Ia
lan ah
rlia",Piana,Ial,,,,,,,,,,,,,,,,,,,,,
109,Rouen,nir,Sou-,souenir,venirs,Llouvenit,,,,,,,,,,,,,,,,,,,,,
110,jauirai,tqui,mas ruinee,igugui,tle ui,UI,Pourqui,Cequilui,,,,,,,,,,,,,,,,,,,
111,Dn,Inntre,cntra,Notre-Dame du Gros-Ventre,Rentrons,Entrezl,bete eventree,concentree,sentr',,,,,,,,,,,,,,,,,,
112,h Julien,Julien,,,,,,,,,,,,,,,,,,,,,,,,,
113,aid6,iraide,aideo,Adelaide,Midi,,,,,,,,,,,,,,,,,,,,,,
114,Amerique,e,"Ies genoux:  Voici, ma chere amie",cherie,hereher,calinerie,Y,miserieorde,,,,,,,,,,,,,,,,,,,
115,Mtais,detail,etais,Taisez,,,,,,,,,,,,,,,,,,,,,,,
116,soleil surle galet,Le soleil,desole,t le soleil,le soleil,isolees,,,,,,,,,,,,,,,,,,,,,
117,Iature,torturee daneoisse,courbaturee,torturee,,,,,,,,,,,,,,,,,,,,,,,
118,Roi-Louis,RRoi-Louis,,,,,,,,,,,,,,,,,,,,,,,,,
119,Providence,Provence,Is proehe,,,,,,,,,,,,,,,,,,,,,,,,
120,Rosaliel,Asaln,Sa336,Rosalie,.sa,,,,,,,,,,,,,,,,,,,,,,
121,oelle,ent est-elle tombo,nelle,mis.elle,aelle,naelle,javelle.n,Ellecontinuait:-,celle-l.,pourelle,HLELY,eantelle,Ble,baptisee  6chelle,Elley,etle,Alez,R,Lelle,cslehge,Ellerentrait,Chambre-aux-Demoiselles,el,douteelle,Ellebuvait,0uelle,moiselle
122,oeiltaut,el haut,ea-tilfairef,Ilfaut,toujours:-  Ilfaut,,,,,,,,,,,,,,,,,,,,,,
123,Lhiver,Is traversbrent,vert-de-gris,tvers,rs,Versneuf,,,,,,,,,,,,,,,,,,,,,
124,loinUNIE,BOir,bir,Loir,Aloin,"loi,-la",,,,,,,,,,,,,,,,,,,,,
125,greniern,Malgre,Grece,gre,abregea,,,,,,,,,,,,,,,,,,,,,,
126,Attiree,attiree peut-etre,peut-etre7,,,,,,,,,,,,,,,,,,,,,,,,
127,servee,Avee,avee,Savez,,,,,,,,,,,,,,,,,,,,,,,
128,aims,Pail,failt,Paiul,,,,,,,,,,,,,,,,,,,,,,,
129,oiIS,Iisoslie,MIis,Is,Iis,,,,,,,,,,,,,,,,,,,,,,
130,eternuer.-,rn1y,alaternes,Mornes,Verneuil,,,,,,,,,,,,,,,,,,,,,,
131,G,Ls,Mals,,,,,,,,,,,,,,,,,,,,,,,,
132,Leestendres,bruyeres,Ladultere,ler,colere,ceuir a des mysteres,Lereste,histeire,,,,,,,,,,,,,,,,,,,
133,rev6s,revolteo,revolta,,,,,,,,,,,,,,,,,,,,,,,,
134,Fourville,Gloderville,terre de Barville,Goder-,Goderville,,,,,,,,,,,,,,,,,,,,,,
135,penetra,etreindre,nenetre,,,,,,,,,,,,,,,,,,,,,,,,
136,Puais,MIais,fSais,LMIais,breviaire,saisit126,-  Nais,Iaissait,Iais,Nais,,,,,,,,,,,,,,,,,
137,aC',aec,eC',,,,,,,,,,,,,,,,,,,,,,,,
138,etil,"nereeonnis
i petite mre",I petite Corse,Ila  Petite,,,,,,,,,,,,,,,,,,,,,,,
139,san regard,egarde,gardee,,,,,,,,,,,,,,,,,,,,,,,,
140,hesita,hesiter,ofice afn d liniter,Mediterranee,,,,,,,,,,,,,,,,,,,,,,,
141,Ro-,Autrot,Crott,trot,sasrrot,,,,,,,,,,,,,,,,,,,,,,
142,siege,bois bruni,hoisie,bois du siege,rue du Sauvage,,,,,,,,,,,,,,,,,,,,,,
143,yetx,"y.

YE",Voyez,Fuyez,yecu,Croyez-,YE,,,,,,,,,,,,,,,,,,,,
144,Ap0tres,apparaltre,extreme,v0tre,t0t,,,,,,,,,,,,,,,,,,,,,,
145,grace,Lac,glacee,laceouchee,fratcheur glacee,,,,,,,,,,,,,,,,,,,,,,
146,ai eu froid,l'Empire,alleroir,soiree,choire,eroire,,,,,,,,,,,,,,,,,,,,,
147,.G,"5:,:.G",,,,,,,,,,,,,,,,,,,,,,,,,
148,seve,Sevres,severe,severement enfermee,,,,,,,,,,,,,,,,,,,,,,,
149,utte,Batteville,Attenl,Qr eombattre,Batte-,Iabattit,attelees,,,,,,,,,,,,,,,,,,,,
150,ostinee,Inchit,Chinois,Chine,,,,,,,,,,,,,,,,,,,,,,,
151,hein,-  Hein,,,,,,,,,,,,,,,,,,,,,,,,,
152,nola,Elas,Jas,Lastique,surla,Las,A,as304,,,,,,,,,,,,,,,,,,,
153,Asraions,"io
 Eg",Iowr,Io,Niolo,Ajaccio,,,,,,,,,,,,,,,,,,,,,
154,Elerecut,recut,vecu,,,,,,,,,,,,,,,,,,,,,,,,
155,le-I,Oh2,be-,E-,Me-,,,,,,,,,,,,,,,,,,,,,,
156,mer par-dessus,mer sem6e,mer l-,,,,,,,,,,,,,,,,,,,,,,,,
157,lEt,Voulez,"uneaie tete de
poule  huppe blanche",soulevee,Paulet,Poulet,,,,,,,,,,,,,,,,,,,,,
158,comtesse Gilberte,Roche-Aubert,Gilberte,Gilherte,,,,,,,,,,,,,,,,,,,,,,,
159,G55,Inquiete,gaiete,grosse gaiete,,,,,,,,,,,,,,,,,,,,,,,
160,Lt,aott,Tot,Lttot,,,,,,,,,,,,,,,,,,,,,,,
161,paeo,fecondee,Aeondes,,,,,,,,,,,,,,,,,,,,,,,,
162,G',CG',,,,,,,,,,,,,,,,,,,,,,,,,
163,Lrsquon,uo,guoi,,,,,,,,,,,,,,,,,,,,,,,,
164,"rue
inclinee",rosinquil,roninlanoligue,Soudain,tina,In,rdin,,,,,,,,,,,,,,,,,,,,
165,se6-,d6-,,,,,,,,,,,,,,,,,,,,,,,,,
166,Cargese,hargee,"dejia
hargee",,,,,,,,,,,,,,,,,,,,,,,,
167,lavie,Ilreviendra,vieomte,vVIE,la-Vierge,detNE viE.,VIE,,,,,,,,,,,,,,,,,,,,
168,Lltutes,bete ailee,bete crispee,bete,Tes,fetes,Etes,betes,,,,,,,,,,,,,,,,,,,
169,Ildemeura,ooeur,Varfleur,heuressans,demeuree,dureie,uneeure,serrure,jeur,Soiceur,Sacre-Coeurelle,Deur,ceurs,Ceateur,eure,,,,,,,,,,,,
170,Reponds,Londres,-  Querepondras-tu,,,,,,,,,,,,,,,,,,,,,,,,
