cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
165,Roi-Louis,buis,RRoi-Louis,tE,,,,,,,,,,,,,,,,,,
166,comtesse Gilberte,Roche-Aubert,Gilberte,Gilherte,,,,,,,,,,,,,,,,,,
167,Ia,Inquiete,gaiete,grosse gaiete,,,,,,,,,,,,,,,,,,
168,Ee,soleil surle galet,Le soleil,desole,t le soleil,le soleil,,,,,,,,,,,,,,,,
169,calm6,calme-toi,Me-,,,,,,,,,,,,,,,,,,,
170,venements,gemeht,frolement,Coment,,,,,,,,,,,,,,,,,,
171,I e deida,pays de Caux,"fosse des
oillard",dormante de cetle,gare de Beuzeville,phare de Fecamp,golfe de Sagone,Pas de lune,,,,,,,,,,,,,,
172,esgenoux,Donc,renonc6,,,,,,,,,,,,,,,,,,,
173,Quittez-le,apportez-les-moi,mariez-les,ns,Pourriez-,Mariez-les,,,,,,,,,,,,,,,,
174,siege,candelabres,gagea,abregea,,,,,,,,,,,,,,,,,,
175,Jaeques,Vues,Litues,,,,,,,,,,,,,,,,,,,
176,Vousne,resignee,Voius vous resignez,,,,,,,,,,,,,,,,,,,
177,Agee,Cargese,hargee,"dejia
hargee",,,,,,,,,,,,,,,,,,
178,iE,Pieot,cherie,calinerie,serdes,miserieorde,,,,,,,,,,,,,,,,
179,aspeet,cmpeene,oceupees,enveloppee,,,,,,,,,,,,,,,,,,
180,heuressans,demeuree,dureie,uneeure,serrure,eure,,,,,,,,,,,,,,,,
181,Reponds,plus?n,Veu-tu,-  Querepondras-tu,,,,,,,,,,,,,,,,,,
182,L'Ocean,lOcean,Oh2,l'Ocean,,,,,,,,,,,,,,,,,,
183,LI,arras,hesiter,gane,"Me-
literrannee",ofice afn d liniter,Mediterranee,,,,,,,,,,,,,,,
