cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
133,ﬁle',tardes-Lu,Gueusard,HumîﬁtArd,hasard—,Ward,,,,,,,,,,,,,
134,Ÿ,Agence,Accidenté,®,Providence,Providence veillât,Occident,,,,,,,,,,,,
135,B,en',ten',,,,,,,,,,,,,,,,
136,Vin et-dix,soixante— dix—,dix—huit,J,,,,,,,,,,,,,,,
137,»—.,Grand—Esprit,Grand-Esprit,Grand,brandîassaut des torches,grand—,brandir,,,,,,,,,,,,
138,bivouaquerai,J<.=“,ly,A,verai,M,abuserai,,,,,,,,,,,,
139,mais‘avais des ordres,deuimaitns,Maisâtez,aimais,aimez—,Maigre,,,,,,,,,,,,,
140,._,Ingrat,Ïvingts,vingt—,Washington,Vingt-,,,,,,,,,,,,,
141,l‘Ohio,Ohio,"Ohio,‘le",,,,,,,,,,,,,,,,
142,Singuliers,ÏœWÀ,"singulier1,ﬁt",Singuliére,,,,,,,,,,,,,,,
143,pyramide artiﬁ—,bandoulière,Particularité,particulière—,monticule artiﬁciel,lÎ,,,,,,,,,,,,,
144,",,A.A.",Revenons,reve—,renon—,,,,,,,,,,,,,,,
145,baie d’Hudson,"‘

XX
L’","son,'c’",Son,,,,,,,,,,,,,,,
146,Cou1,parcourir,lourdes,Caen,court—,Encouragés,.—«=,amm,,,,,,,,,,,
147,Lûä,du Nord,Merci,"'

Nord",Nord,,,,,,,,,,,,,,
148,Ferney,.v,,,,,,,,,,,,,,,,,
149,diﬂé—,O,ain,vain',Soudain,—- Ainsi,,,,,,,,,,,,,
150,Vîüg,en1e,sen1bl1it,e1it,,,,,,,,,,,,,,,
151,C‘»—ï‘,.——->—A.,"-

—",a—‘ÎT'ËÂ‘A,ÎV,".—""——-_—< >- —",,,,,,,,,,,,,
152,cap des Monts-Pelés,Remonterons,Montréal,M.— de Jeumont11e,Montm1e.noy,Saut de Montmorency,,,,,,,,,,,,,
153,".,-",culté,mäaÿ,DOIT].,VÏ,difﬁculté,culi—,,,,,,,,,,,,
154,maga—,—— C’,—— J‘ai,j‘ai,,,,,,,,,,,,,,,
155,prostr—,"- ï

—",Prescrit,a‘M',Proscrit,Le Proscrit,Prosp‘it,,,,,,,,,,,,
156,Ghe1che1,Riche,Lâches,Chemin,manche,Marches,Che1che,m‘Y'ÊÎ'r-7‘m',Séchez,,,,,,,,,,
157,Reproduction,Nick,ﬁdit,reprit’,Reprmlucﬁon în!credit_,repré—,,,,,,,,,,,,,
158,silien—,j‘en conviens,Tiens,miens,,,,,,,,,,,,,,,
159,-.-,électro—,-‘:MHZ£…,s’,,,,,,,,,,,,,,,
160,àËa-Ï,Goutte,cette1nde,Cette,seuil de la maisonnette,,,,,,,,,,,,,,
161,l\maintenant,Maintenant,"._,",.:—,,,,,,,,,,,,,,,
162,néces—,fort Accessité,Nécessité,"fort
Nécessité“","fort
Nécessité",fort Nécessité,fort de la Nécessité,fort Nécessite,,,,,,,,,,,
163,Lo1qu,Alo1s b1sons,gay.—mu,nvu-nw,alo1s,,,,,,,,,,,,,,
164,É,.-;.,,,,,,,,,,,,,,,,,
165,chas—,Asseyez,chasse—,Çùj,chasse1,É chasseur,s’asseyant,,,,,,,,,,,,
166,Hollande,Blancs,per10quet blanc,,,,,,,,,,,,,,,,
167,Halte,Pélage,Visages—Pâles,Visageé-Pûles,aù‘visage,Visages,,,,,,,,,,,,,
168,Rameau-d’Or,Rameau-,Rameau-d'Or,a1r‘étantRameau-d Or,Rameau- d‘01,Hameau,,,,,,,,,,,,,
169,d’l1 a1monie,Virginie,estonie,l‘agonie,l‘émonie,au)mur,,,,,,,,,,,,,
170,Yankées,sées,Ar1ivées,S,,,,,,,,,,,,,,,
171,plusiems,pays—,merisier,russie,Asie,Parisien,.u,cap Rosier,,,,,,,,,,,
172,édil,remet—,remédierà,uv.—,,,,,,,,,,,,,,,
173,"Peaux—

Bouges",Peaux-Rouges,Peau-Rouge,Peaux— —Rouges,Rouges,,,,,,,,,,,,,,
174,générale,Parfaitement,généralement—,Doucement,Vivement,— Vraiment,solennellementà,Fatalement‘t,Cordialement,,,,,,,,,,
175,Nouvelle-France,Nouvelle—France,Nouvelle-Orléans,d1,Nouvelle—Orléans,envelopp—,Nouvelle,Nouveau-,Nouvelle—Emma,Nouvelle—Hollande,,,,,,,,,
176,Sois,Bonsoir,ape1çois,,,,,,,,,,,,,,,,
177,Rainèau- d’Or,d’Or,Hameau d’Or,,,,,,,,,,,,,,,,
178,—- Cela n’,faute n’,4 N’,,,,,,,,,,,,,,,,
179,LES,Drôles,vôles,Les,Pâles,De1sa1les,“-æa,,,,,,,,,,,,
180,.—æ»r,ll.lVlÈla-E,Votre,petit—être,Faut,haute1,L‘autre,l*autre,wÿ,,,,,,,,,,
181,Joie,im11artiste,téte,Sans-Piste,triSte,Piste,,,,,,,,,,,,,
182,mort”qui,Algonquins,inquié—,,,,,,,,,,,,,,,,
183,Œ,ﬁerté,signiﬁer,ﬁer,,,,,,,,,,,,,,,
184,vot1e,Cc,not1e,Vot1e,,,,,,,,,,,,,,,
185,———-:--—.-—-,v—.———V-,F—çv————Duæe_a,w———————«——-,,,,,,,,,,,,,,,
186,regard ﬁde,Beauregard,Regardez,regardez,garderai,,,,,,,,,,,,,,
187,south,ter1et,tete,sousﬂeter,,,,,,,,,,,,,,,
188,réplique-H,Expliquez-,QG,Explique,Me1si,,,,,,,,,,,,,,
189,sailles,Ail,onﬁcier de Versailles,Versailles,de Versailles,,,,,,,,,,,,,,
190,Galil,Alil Jan-Pol,Râjean-,,,,,,,,,,,,,,,,
191,whiskey,l08,,,,,,,,,,,,,,,,,
192,êt1è,Ÿl,discré—,"discré—
| tion",Gation,,,,,,,,,,,,,,
193,V1 a1,BELLE R]VÈRE,"BELLE 1nonänn

IX","BELLE vannes

Ce nouveau personnage",Bellou,BELLE ll.lVlÈla-E,BELLE a1v1Eaa,BELLE FilLeÉle,,,,,,,,,,,
194,Soldat,toldos,,,,,,,,,,,,,,,,,
195,utilis,Vil,pays civilisés,,,,,,,,,,,,,,,,
196,méritez,Amérique,Américains,Amé-,Amérique du Nord,v‘:‘sﬁ,l’Amérique,Gincinnatus améri—,l'Amérique,q.,l’Amérique du Nord,,,,,,,,
197,j’,Ê-1,lâche—,détache—,Le sachem,ache—,m‘v,loœ,,,,,,,,,,,
198,M‘“°_ de,r—ﬁ—r—N,me’,nuancés de gris,lèg1es de M,,,,,,,,,,,,,,
199,numgcw',",.vv",nonchalant—,noncha—,,,,,,,,,,,,,,,
200,malheur—,"demeura -

 

 

 

 

-1HOVAHÇ",ä'_;.,Be1ge1,demeur—,,,,,,,,,,,,,,
201,auhapitaine,certain—,capi—,espi—,taine,"capi—
taine",,,,,,,,,,,,,
202,crois—,énigme—,"}

—",crois,Crois,Crois-tu,,,,,,,,,,,,,
203,arabe',Camarades,marmara,mara—,,,,,,,,,,,,,,,
204,expres—,lettres—,pres—,,,,,,,,,,,,,,,,
205,Louisiane,Obésuisse,c11rosse,Puisses,diss—,établisse—,,,,,,,,,,,,,
206,Pa1don,faci—,Î.;t,pa110ns,,,,,,,,,,,,,,,
207,normandes,",t",Charmante,Armand,,,,,,,,,,,,,,,
208,Dominé,dèsho—,Hermine,récriminel,,,,,,,,,,,,,,,
209,Villiersïyïdéposa,s’allier,pied.-,"Villiers,- agissez",Cavaliers,taillis,Villiem,"Villiers,-",Elie,ZN,,,,,,,,,
210,bouillonna,la feuillée,Oui,Iﬂ1,Bouillon,"_.,",,,,,,,,,,,,,
211,l‘assassin,".-,",Assis,Mississipi,,,,,,,,,,,,,,,
212,P,j’.y,<,habi—,qin«_,,,,,,,,,,,,,,
213,manset,Anse—aux-Marigots,Anse-aux-,L:.se-,Marigots,Anse-aux-Marigots,,,,,,,,,,,,,
214,Franchement,Francais,la France,roi de France,France,,,,,,,,,,,,,,
215,Dame,Amel,,,,,,,,,,,,,,,,,
216,Coulon,pan_talon,Londres,Filons,Kayélon,,,,,,,,,,,,,,
217,Renard-Bleu,",- i",f01,Renard—,Renard— B,Le Renard-Bleu,Renard-,,,,,,,,,,,,
218,Exeusezunoi,uuwçW’«W,ﬁ,Furieuse,meuse,joyeuse—,aﬁ‘reuse,Fameuse,Ilmmgcuse,,,,,,,,,,
219,‘a.—,s’arrêta,M‘“,s’appuyer,s’abat,,,,,,,,,,,,,,
220,Beviendrez,Pendre,Prends,Apprenez,apprendrez,,,,,,,,,,,,,,
221,cama—,anima—,grima—,mée,,,,,,,,,,,,,,,
222,st.—.,As,aan,Espagnol,d’Espagne,aaa—‘a,Espagne,,,,,,,,,,,,
223,FW___'.-.,._____,ché,«.__.A,esca—,.____-,,,,,,,,,,,,,
224,Hu1ons,"W""""""""‘V",conserv—,consi—,cons—,conso—,,,,,,,,,,,,,
225,Agis,lune,Vètu,Aucune,Or,itune,,,,,,,,,,,,,
226,Biver,pers0nn9,diversifi',a‘travers,vive—,,,,,,,,,,,,,,
227,et’,vie!.,L’ON,Vie,,,,,,,,,,,,,,,
228,"äræætr—

s==,.—.=——_a",est-ù-dire,est-à-dire,,,,,,,,,,,,,,,,
229,ma1t1,SA1T-HÈnEM,,,,,,,,,,,,,,,,,
230,Rétendit,Répondez,atta—,Rendez,m‘entendez,Attendons,atten—,attendez—,,,,,,,,,,,
231,.y|,T5,F,7q,,,,,,,,,,,,,,,
232,Contrecœur a Jean—Pol,Contre-,supé—,entre—,Contrecœur,CONTRECŒUR,,,,,,,,,,,,,
233,Le soleil,soleil,regardez le soleil,I,le soleil,,,,,,,,,,,,,,
234,Sommes,Sommes-,L‘homme,Hommes,sommesè,,,,,,,,,,,,,,
235,Saint-,Saint- Laurent,wvaxnpuns,Saint—Laurent,G,Saint-Lau1ent,Saint-Laurent,mä'nvu-nw—m‘v,,,,,,,,,,,
236,sen1bl1it 111l1.111ch1ssable,son111e,.1114,,,,,,,,,,,,,,,,
237,Mæ;ﬁe,H—-rﬁæ,,,,,,,,,,,,,,,,,
238,"r,_. 4lA_'T._'A","ile
Anticorps",Corne-bœuf !,Haùdé,Anticorps,,,,,,,,,,,,,,
239,éc1a,entréavec,Avez,savez—,aves,avez—,Emp‘avez,Savez,,,,,,,,,,,
240,ÆW,wigwam,États-Unis,mm.—_—,réta—,état,,,,,,,,,,,,,
241,Françaises,J’,F1auÇais,Français,français,,,,,,,,,,,,,,
242,sont1e,ent1tien,Slïüîﬁte‘ﬂ.,ent1e,Ent1e,,,,,,,,,,,,,,
243,faix,tait—,satisfait—,,,,,,,,,,,,,,,,
244,salu—,Jérusalem,T‘>u,salue1,,,,,,,,,,,,,,,
245,T,L‘aventurier,Ah,-Ï,l‘ai,l‘a,l‘arbre,,,,,,,,,,,,
246,bouche,- —- Tout ce qui te touche m’,Bouche,,,,,,,,,,,,,,,,
