cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
24.0,Duquesne,FORT DUQUESNE,fortDuquesne,foiL Duquesne,fort Duquesne m’,ao1t Duquesne,fort Duquesne,tort Duquesne,garnison du tort_Duqnesne,"fort
Duquesne","FORT DUQUESNE

LE COMTE DE JUMONVJLLE",,,,,
25.0,Allehany,Alleghanys,Alleghany,ghana,monts Alleghanys,,,,,,,,,,,
26.0,Parfaitement,Vivement,solennellementà,Doucement,vive—,— Vraiment,,,,,,,,,,
27.0,monticule artiﬁciel,particulière—,bandoulière,Particularité,pyramide artiﬁ—,culi—,,,,,,,,,,
28.0,horizon—,Loris,baton—,,,,,,,,,,,,,
29.0,Explique,Expliquez-,réplique-H,,,,,,,,,,,,,
30.0,Kayélon,Londres,Filons,.'ètle,Coulon,pan_talon,,,,,,,,,,
31.0,diversifi',a‘travers,Biver,pers0nn9,,,,,,,,,,,,
32.0,fici,ici?-,Sicile,,,,,,,,,,,,,
33.0,Revenons,renon—,reve—,,,,,,,,,,,,,
34.0,bouillonna,Bouillon,,,,,,,,,,,,,,
35.0,de Versailles,Versailles,Ail,onﬁcier de Versailles,sailles,,,,,,,,,,,
36.0,Poitou,touﬂ’ues,DOIT].,,,,,,,,,,,,,
37.0,Ï sues,Pre3que,ques—,Chichiméques,,,,,,,,,,,,
38.0,"son,'c’",Son,Sonne,son111e,r—ﬁ—r—N,,,,,,,,,,,
39.0,Merci,mer 51,s’exprimer,,,,,,,,,,,,,
40.0,Sérieux,Curieux,—- Glorieux,L‘intérieur,,,,,,,,,,,,
41.0,La11dé11epa1t,Dé1ﬁoñlüë,Pa1don,pa110ns,,,,,,,,,,,,
42.0,enne—,Vienne,Guyenne,Bienne,m‘enne—,,,,,,,,,,,
43.0,Rameau-d'Or,a1r‘étantRameau-d Or,Rameau- d‘01,Hameau,Rameau-,Rameau-d’Or,,,,,,,,,,
44.0,impr—,aupr—,impro—,,,,,,,,,,,,,
45.0,Gr1gny,Grigny qu’,Grigny,Carignan,baron de Grigny,,,,,,,,,,,
46.0,comtesse de Maleval,comtesse de Malek,châtelaine de Maleval,comtesse de Melvalle,comtesse de Maleval‘l,,,,,,,,,,,
47.0,Parisien,Paris,merisier,,,,,,,,,,,,,
48.0,Kouba-,Kouba,Koufa,Kouba-Haudé,Kouba-Handé,,,,,,,,,,,
49.0,mons,Remonterons,Hu1ons,—- Voyons,—- Monsieur,monsæur,monäan,,,,,,,,,
50.0,Nulle,Tulle,mollet,,,,,,,,,,,,,
51.0,Reprmlucﬁon în!credit_,ﬁdit,Reproduction,reprit’,,,,,,,,,,,,
52.0,aves,Avez,Emp‘avez,Savez,avez—,savez—,,,,,,,,,,
53.0,—— J‘ai,j‘ai,—— C’,,,,,,,,,,,,,
54.0,Râjean-,Contrecœur a Jean—Pol,L an Pol,".Â

A l\",J an—Pol,Contrecœur,Contre-,CONTRECŒUR,,,,,,,,
55.0,Ilmmgcuse,numgcw',,,,,,,,,,,,,,
56.0,s‘en,s‘en',en',s‘essuy',ten',,,,,,,,,,,
57.0,n. GEI-‘FROY,— n. GEI-‘FROY,Glül*‘l«‘ROY,,,,,,,,,,,,,
58.0,Berger,Bergen,,,,,,,,,,,,,,
59.0,lejeune,Jeune,Lejeune,,,,,,,,,,,,,
60.0,- —- Tout ce qui te touche m’,Bouche,bouche,,,,,,,,,,,,,
61.0,Chérie,héris—,salu—,ché,,,,,,,,,,,,
62.0,Devant,nil-ant,Quantà,s’asseyant,soixante— dix—,santa,Posant,,,,,,,,,
63.0,bourrelé,bourre,,,,,,,,,,,,,,
64.0,l‘on,"Risque—
l‘ont",l‘ont,Risque,Bisquetout,,,,,,,,,,,
65.0,la feuillée,Parpillé,Pilla,,,,,,,,,,,,,
66.0,clair—obscur,lai',scapulaire,admir—,,,,,,,,,,,,
67.0,chasse1,É chasseur,Asseyez,chas—,chasse—,,,,,,,,,,,
68.0,M‘“,M‘“°_ de,,,,,,,,,,,,,,
69.0,Cher,cher—,— Cher,,,,,,,,,,,,,
70.0,fort Nécessité,fort Nécessite,"fort
Nécessité",fort de la Nécessité,"fort
Nécessité“",fort Accessité,Nécessité,néces—,,,,,,,,
71.0,vôles,Pâles,LES,Les,Drôles,,,,,,,,,,,
72.0,Léona,Léonal,,,,,,,,,,,,,,
73.0,ent1tien,Ent1e,sont1e,ent1e,,,,,,,,,,,,
74.0,Apr1ès,apr1ès,apr1,etle,,,,,,,,,,,,
75.0,l‘a,l‘arbre,l‘ai,Libre,,,,,,,,,,,,
76.0,Français,Françaises,français,F1auÇais,,,,,,,,,,,,
77.0,st.—.,"äræætr—

s==,.—.=——_a",J'ai,,,,,,,,,,,,,
78.0,Ghe1che1,Che1che,Riche,Séchez,manche,,,,,,,,,,,
79.0,Moi,moi,Enﬁd,Les Mois,,,,,,,,,,,,
80.0,Singuliers,"singulier1,ﬁt",Singuliére,Elie,,,,,,,,,,,,
81.0,Comptez,comptez—,Acceptez,,,,,,,,,,,,,
82.0,inquié—,Algonquins,mort”qui,,,,,,,,,,,,,
83.0,M.— de Jeumont11e,Montm1e.noy,nuancés de gris,mm.—_—,Saut de Montmorency,,,,,,,,,,,
84.0,lasalle,LeV.,Malleval,Maleval,Allez,,,,,,,,,,,
85.0,Villiersïyïdéposa,"Villiers,- agissez",taillis,"Villiers,-",s’allier,Cavaliers,Villiem,,,,,,,,,
86.0,Montréal,entréavec,entre—,,,,,,,,,,,,,
87.0,vain',ain,—- Ainsi,A demain midi,certain—,Soudain,,,,,,,,,,
88.0,._—.—,"a

._—.",._—,,,,,,,,,,,,,
89.0,Pouvez-,Sauvez-le,souvenez-vons-enl,couver—,,,,,,,,,,,,
90.0,Québec,Québec permet—,remet—,sulÏvoquée,,,,,,,,,,,,
91.0,a—‘ÎT'ËÂ‘A,aaa—‘a,,,,,,,,,,,,,,
92.0,Amel,Dame,,,,,,,,,,,,,,
93.0,L’Aigle-V,Aigle-Volant,Aigle,Aigle—Volant,Volant,L’Aigle-Volume,Aigle-Volant roula,,,,,,,,,
94.0,.-—.-,———-:--—.-—-,,,,,,,,,,,,,,
95.0,-.-,-.-A_ÈC,,,,,,,,,,,,,,
96.0,.:.Ï,.:.—wan,Wanæ,,,,,,,,,,,,,
97.0,senti—,conti—,eﬁenti—,bâti—,"Ge gentilhomme,_je l’avais",gentils—,serpentine,,,,,,,,,
98.0,philosophe—,le philosophe—,philoso—,,,,,,,,,,,,,
99.0,v—.———V-,F—çv————Duæe_a,w———————«——-,,,,,,,,,,,,,
100.0,t1ouvre1as,la Couleuvre,Couleuvre s’,"de
Couleuvre",Couleuvre n’,Couleuvre,La Couleuvre,,,,,,,,,
101.0,1est1d11e,Est—ce,Est,Cîest,estici,G‘est,,,,,,,,,,
102.0,acca—,yan-accs,esca—,accol—,,,,,,,,,,,,
103.0,olﬁc1e15,Rétendit,téte,,,,,,,,,,,,,
104.0,sées,Ar1ivées,Yankées,,,,,,,,,,,,,
105.0,Bonsoir,conserv—,cons—,conso—,consi—,,,,,,,,,,,
106.0,habitué,habi—,,,,,,,,,,,,,,
107.0,wigwam,wampums,,,,,,,,,,,,,,
108.0,j‘en conviens,silien—,miens,Tiens,Jens,Penserez,,,,,,,,,,
109.0,au1e,Créateur,"créau1e

—",Créole,,,,,,,,,,,,
110.0,château de,château de Malevil,"château de
Beauregard",AU CHATEAU DE MALEVAL,,,,,,,,,,,,
111.0,cette1nde,seuil de la maisonnette,Cette,,,,,,,,,,,,,
112.0,Terre Sainte,ter1et,Angleterre,la terre,terre,querrezla,l‘Angleterre,,,,,,,,,
113.0,Pardieul,Adieu,-—- Pardieul,,,,,,,,,,,,,
114.0,Exeusezunoi,joyeuse—,meuse,aﬁ‘reuse,Furieuse,Fameuse,,,,,,,,,,
115.0,.-;.,.-;.—,,,,,,,,,,,,,,
116.0,m‘Y'ÊÎ'r-7‘m',a‘M',,,,,,,,,,,,,,
117.0,appara—,Martyrisez,mara—,marmara,Camarades,,,,,,,,,,,
118.0,Vie,vie!.,,,,,,,,,,,,,,
119.0,petit—être,Votre,l*autre,L‘autre,,,,,,,,,,,,
120.0,Anjou,dix—huit,Aujourd‘hui,lourdes,,,,,,,,,,,,
121.0,Ropmdnclion,"discré—
| tion",discré—,Gation,,,,,,,,,,,,
122.0,Parvenu,L‘aventurier,Venez,Vengé,Venise,venaisou,,,,,,,,,,
123.0,Voilà,"leé voile
de nuages",Sçavoir,Bravo,Gloireœnr,avoir‘p1‘noncé,,,,,,,,,,
124.0,ma1t1,ma1qu1se,Lo1qu,,,,,,,,,,,,,
125.0,Soyez,Voyez,Fuyez,voya—,Vousivoyez,,,,,,,,,,,
126.0,Rendez,m‘entendez,attendez—,atta—,Attendons,atten—,,,,,,,,,,
127.0,"de
Bois—Brûlé",Bois—Brûlé,le bois—brûlé,,,,,,,,,,,,,
128.0,e1it,sen1bl1it,sen1bl1it 111l1.111ch1ssable,en1e,.1114,,,,,,,,,,,
129.0,z.'y.—-vr——.--‘—,gay.—mu,,,,,,,,,,,,,,
130.0,ger,Ger,,,,,,,,,,,,,,
131.0,vot1e,not1e,Vot1e,,,,,,,,,,,,,
132.0,aguerrie,guer11er,guer-,Gueusard,,,,,,,,,,,,
133.0,adler—,enfer—,Ferney,,,,,,,,,,,,,
134.0,Essayez,caus—,haussa,,,,,,,,,,,,,
135.0,as-tu soif,Es-tu fou,Vois-tu,,,,,,,,,,,,,
136.0,Interrogez,inter—,interrog—,interpr—,,,,,,,,,,,,
137.0,la Belle-Rivière,Belle Rivière,BELLE RIVIÈRE,Frontières,"RIVIÈRE

—",Belle—Rivière,RIVIÈRE 483,rivière qu’,RIV_IÈRE,Belle-Rivière,Rivière,rivière,"rivière de
Montmorency",1rivière,,
138.0,Renard-Bleu,Le Renard-Bleu,Renard-,Renard—,hasard—,Renard— B,,,,,,,,,,
139.0,maga—,Niagara,garnier,Bigar,arabe',,,,,,,,,,,
140.0,l‘Ohio,Ohio,"Ohio,‘le",,,,,,,,,,,,,
141.0,amour—,amou—,,,,,,,,,,,,,,
142.0,soute1“ain,south,Goutte,,,,,,,,,,,,,
143.0,jusqu’,Jusqu,qu’,mosqu,,,,,,,,,,,,
144.0,"Iam-n.

saire",Iam-n.,,,,,,,,,,,,,,
145.0,Grognon,—— Non,—— Nou,,,,,,,,,,,,,
146.0,marchan—,échan—,s’échapper,,,,,,,,,,,,,
147.0,obéis—,Bois—'.l‘rac‘y,ol‘re,Tracy,bois—,,,,,,,,,,,
148.0,servi—,observa—,observ—,Observez,,,,,,,,,,,,
149.0,tait—,faix,satisfait—,,,,,,,,,,,,,
150.0,per10quet blanc,Blancs,,,,,,,,,,,,,,
151.0,"demanda-L

—R1en",demandez—,demand—,,,,,,,,,,,,,
152.0,Léoua,l(oua,Ouais,,,,,,,,,,,,,
153.0,s’abat,s’arrêta,s’appuyer,aban—,,,,,,,,,,,,
154.0,Me1si,SA1T-HÈnEM,De1sa1les,de1,,,,,,,,,,,,
155.0,Le Proscrit,Proscrit,Prescrit,,,,,,,,,,,,,
156.0,Doué,redou—,,,,,,,,,,,,,,
157.0,recon—,Continuez,Con-,ﬂcon,convi—,cont1ai1e,confin—,,,,,,,,,
158.0,est-ù-dire,est-à-dire,,,,,,,,,,,,,,
159.0,r—ﬁ—r,m‘v,nvu-nw,mä'nvu-nw—m‘v,,,,,,,,,,,,
160.0,vallée de l’,L’ON,vallée de l’Ohio,salue1,,,,,,,,,,,,
161.0,ache—,achar—,détache—,Le sachem,,,,,,,,,,,,
162.0,ÿ-*=ŸWËÎ‘Ë,.;ëﬂîËî‘ïîî,,,,,,,,,,,,,,
163.0,quatre—,"quatre—

Ïvingts",quatre—vingts,tmatre-vingts,,,,,,,,,,,,
164.0,L1V—,L1V-,L1v,,,,,,,,,,,,,
165.0,"r,_. 4lA_'T._'A",Ouïe-Fine,"la_,_fin-",Undè,,,,,,,,,,,,
166.0,exag—;pérée,exag—,,,,,,,,,,,,,,
167.0,incompréhen—,com,compl—,complè—,,,,,,,,,,,,
168.0,4 N’,eﬁ”ort suprême,É confortable,fort Rupert,Formé,fort n’,fort honnêtes,,,,,,,,,
169.0,cepen—,Penh,latepelt,,,,,,,,,,,,,
170.0,Koul1a-Handé,And1é,indé—,Arrî1and,Andé,Landé,,,,,,,,,,
171.0,Celles,Laquelle,selle,Sentinelle,elle—,mademoiselle,"Vîüg

LA E ELLE",—elle,réelle—,ﬁlle,ÎBELLE,Telles,d’elle—,,,
172.0,"conna—
rescence",nais—,anna,conna—,connais—,reconnaissez—,,,,,,,,,,
173.0,Manonghahela,Manangahela,Manongahéla,Monongahela,,,,,,,,,,,,
174.0,conﬁtences,Conﬁance,conﬁance,,,,,,,,,,,,,
175.0,Apprenez,Pendre,Beviendrez,apprendrez,Prends,appr—,,,,,,,,,,
176.0,accompagn—,compa—,impa—,"-

—- Compagnons",,,,,,,,,,,,
177.0,"BELLE vannes

Ce nouveau personnage",Bellou,BELLE R]VÈRE,n1V11äun,"BELLE 1nonänn

IX",BELLE a1v1Eaa,BELLE FilLeÉle,,,,,,,,,
178.0,rente1,sentence—,Consentez,Contentez-,honteuscnwnt,contentez,,,,,,,,,,
179.0,Occident,Accidenté,,,,,,,,,,,,,,
180.0,alo1s,Alo1s b1sons,,,,,,,,,,,,,,
181.0,commen—,Comment“,Comment,,,,,,,,,,,,,
182.0,Palamède,Palma,palma,,,,,,,,,,,,,
183.0,"expédition—
naire",supé—,expo—,expé—,,,,,,,,,,,,
184.0,regardez le soleil,soleil,Le soleil,le soleil,,,,,,,,,,,,
185.0,Î_._,._._T._.e,._._._,._.,,,,,,,,,,,,
186.0,"ile
Anticorps",Anticorps,Corne-bœuf !,,,,,,,,,,,,,
187.0,prostr—,proba—,Proﬁtez,prodi—,Proc1-it,propre—,Prosp‘it,,,,,,,,,
188.0,demeur—,- - -,"demeura -

 

 

 

 

-1HOVAHÇ",,,,,,,,,,,,,
189.0,rassur.er,Rassurez,s*assurer,,,,,,,,,,,,,
190.0,Mississipi,l‘assassin,Assis,,,,,,,,,,,,,
191.0,mala—,Halte,malte u re‘ux,,,,,,,,,,,,,
192.0,conﬁer,ﬁer,ﬁerté,signiﬁer,,,,,,,,,,,,
193.0,Bois-Brùlé,Bois-Brûlés,bois-brûlé,,,,,,,,,,,,,
194.0,Hurons,Loups-,Huron,Loups-Hurons,,,,,,,,,,,,
195.0,Rainèau- d’Or,Hameau d’Or,d’Or,,,,,,,,,,,,,
196.0,reﬂet,tete,sousﬂeter,,,,,,,,,,,,,
197.0,"deux,-la",alÏreux,EUX,Deuxhangars,Ceux-,,,,,,,,,,,
198.0,celui—,àla pluie-,lui1,,,,,,,,,,,,,
199.0,avaitdonnée,Pardonne,Pardon,donnez—,,,,,,,,,,,,
200.0,Vîüg,"lèvres,—",au Havre,la‘suivre,Pittsburg,suivezmoi,,,,,,,,,,
201.0,Nouvelle—Hollande,Hollande,Gholula,,,,,,,,,,,,,
202.0,moule—,Où voulez,Voulez,Voulu,,,,,,,,,,,,
203.0,"chaumiè1 e.

Il tenait un fusil",Gaudebec,chaude—,,,,,,,,,,,,,
204.0,Arrivés la,ii _ Arrivés,Arrivés,,,,,,,,,,,,,
205.0,depart,partez,Partons,Toutàcoup,Partout,toutd‘abord,,,,,,,,,,
206.0,Répondez,—je,le1‘ais—jelà—ball répondit,,,,,,,,,,,,,
207.0,lac Érié,place qu’,impla—,Lovelace,Placée,,,,,,,,,,,
208.0,sais,Douterais-tu,jurerais,ve1rai,J’)irais,raison—,Bais,,,,,,,,,
209.0,f01,for1êt,f01êt,,,,,,,,,,,,,
210.0,t1anguille,J umonville,Veuillez,ma lille,o1meilleursè,Jullouville,salille,Castille,Senneville,lille,,,,,,
211.0,États-Unis,réta—,état,,,,,,,,,,,,,
212.0,"- ï

—",J ai,Ï —J ai lutté,J’ ai l’honneu1,,,,,,,,,,,,
213.0,"-

—",".—""——-_—< >- —",.——->—A.,,,,,,,,,,,,,
214.0,Ïvingts,Vin et-dix,Washington,vingt—,Vingt-,,,,,,,,,,,
215.0,Laissez-,diss—,Obésuisse,établisse—,",- i",s’aﬁ'aissa,Anglais,laisse1,Puisses,Laisse,\'lais,c11rosse,,,,
216.0,la1dàt,la1s,la101e,,,,,,,,,,,,,
217.0,Kouba—Handè,Kouba—Haùdé,Haùdé,,,,,,,,,,,,,
218.0,«.__.A,.____-,FW___'.-.,._____,,,,,,,,,,,,
219.0,Alle—,noble—,.Le—,,,,,,,,,,,,,
220.0,difﬁ—,culté,difﬁculté,,,,,,,,,,,,,
221.0,Ê_1misère,d. aut1 es éclar1eurs ennemis,ÿclar11ère,,,,,,,,,,,,,
222.0,"r',enc0t1e",but1e,aut1es,,,,,,,,,,,,,
223.0,Espagnol,espi—,Espagne,d’Espagne,,,,,,,,,,,,
224.0,Visageé-Pûles,Visages,Pélage,Visages—Pâles,aù‘visage,,,,,,,,,,,
225.0,Écoutez,Ecoutez-,Ajoutez,ajouta—,,,,,,,,,,,,
226.0,utilis,Vil,pays—,pays civilisés,,,,,,,,,,,,
227.0,Dieppe,Dinwidie,édil,remédierà,,,,,,,,,,,,
228.0,alluma,"pasa‘1""lume1",Pas,,,,,,,,,,,,,
229.0,appré—,repré—,Aprés,pré—,,,,,,,,,,,,
230.0,Maisâtez,deuimaitns,aimez—,aimais,mais‘avais des ordres,,,,,,,,,,,
231.0,justiﬁe1,justiﬁer,,,,,,,,,,,,,,
232.0,Seine,récriminel,chine,Hermine,,,,,,,,,,,,
233.0,"Peaux—

Bouges",Rouges,Peaux-Rouges,Peau-Rouge,Peaux— —Rouges,,,,,,,,,,,
234.0,Fatalement‘t,Jérusalem,Cordialement,générale,généralement—,,,,,,,,,,,
235.0,Aucune,itune,Lun 87,lune,,,,,,,,,,,,
236.0,grima—,cama—,anima—,,,,,,,,,,,,,
237.0,du Nord,Nord,ignor—,"'

Nord",,,,,,,,,,,,
238.0,Euro-,Et1opéens,Europe,Européens,,,,,,,,,,,,
239.0,Chemin,Dominé,Ruiné,,,,,,,,,,,,,
240.0,Quels,Castel,Tels,,,,,,,,,,,,,
241.0,méritez,l'Amérique,briquet,l’Amérique du Nord,Américains,Amérique du Nord,Amérique,l’Amérique,Gincinnatus améri—,Amé-,,,,,,
242.0,Océan,Karnac celtique,"océan
Atlantique",,,,,,,,,,,,,
243.0,Regardez,regardez,ﬁde,regard ﬁde,Beauregard,,,,,,,,,,,
244.0,j‘en,m‘en,J‘en,P1‘enez,Le l‘en,l‘en,d‘en,t‘en,,,,,,,,
245.0,bran—,brandîassaut des torches,Grand-Esprit,Ingrat,Grand—Esprit,brandir,Grand,grand—,,,,,,,,
246.0,triSte,Sans-Piste,im11artiste,Piste,,,,,,,,,,,,
247.0,capi—,taine,"capi—
taine",auhapitaine,,,,,,,,,,,,
248.0,L:.se-,manset,Anse-aux-,Marigots,Anse—aux-Marigots,Anse-aux-Marigots,,,,,,,,,,
249.0,Maintenant,l\maintenant,,,,,,,,,,,,,,
250.0,devenantpourpre,pour—,Pour,Pourquoi,,,,,,,,,,,,
251.0,Opossum,impos—,impor—,,,,,,,,,,,,,
252.0,Saint- Laurent,Saint-,Saint—Laurent,Saint-Lau1ent,Saint-Laurent,,,,,,,,,,,
253.0,Totem,Agis,involontaire—,temporaire—,,,,,,,,,,,,
254.0,Maigre,Ogre,,,,,,,,,,,,,,
255.0,nonchalant—,Michaelébé,noncha—,,,,,,,,,,,,,
256.0,désintéresse—,ﬁnesse,empresse—,,,,,,,,,,,,,
257.0,Louisiane,Oui,,,,,,,,,,,,,,
258.0,demi—couché,mi—,demi—mot,,,,,,,,,,,,,
259.0,disparu—,Parlez,par-,,,,,,,,,,,,,
260.0,Nouvelle-France,créances,roi de France,Francais,"puis—
sance",Franchement,la France,France,,,,,,,,
261.0,parcourir,Encouragés,tourte—,Cou1,court—,,,,,,,,,,,
262.0,Hésites-,Tes,,,,,,,,,,,,,,
263.0,cap du Chat,Mexique,golfe du Mexique,,,,,,,,,,,,,
264.0,Joie,besogne,l‘enseigne Ward,Joignez,,,,,,,,,,,,
265.0,Peut—,brut—,peut—,,,,,,,,,,,,,
266.0,m‘impatiente,bien—,s’orienter,tient1a,—— Bien,couVraient,bientot,rissaient,Bientôt,,,,,,,
267.0,Sommes,Hommes,Sommes-,L‘homme,sommesè,,,,,,,,,,,
268.0,Alil Jan-Pol,Lil,mali,Galil,,,,,,,,,,,,
269.0,moin—,foins,loin_de,surﬁt point,Au besoin—,coin—,,,,,,,,,,
270.0,encod1e,Agence,Providence veillât,Providence,,,,,,,,,,,,
271.0,ll.lVlÈla-E,BELLE ll.lVlÈla-E,,,,,,,,,,,,,,
272.0,Nouvelle—France,Nouvelle-Orléans,Orléans,Enﬁn,Nouvelle—Emma,Nouveau-,Ë1borlooé,Nouvelle,Nouvelle—Orléans,,,,,,,
