cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
58,souVenez,Avez,Venez,avez,aven—,trouvez—-,sauvez—,grave—,,,,,,,,,,,,,,,,,
59,donne—,enne—,événe—,ﬁt Kennedy,Marlene,,,,,,,,,,,,,,,,,,,,
60,Mettez,Mezcal,remet—,etñl,odette,Cette,Hâtez,,,,,,,,,,,,,,,,,,
61,rançon de ma mère,Guadalaæw*a,"États de Durango '
et de Guadalaæw*a",États de Durango,piste des jaguars,h51,,,,,,,,,,,,,,,,,,,
62,Mericains,Lanceros mexicains,camp des Mexicains,Ginctcs mexicains,Mexicains,Délicate,Mexico,Mexicaine,Mexi—,,,,,,,,,,,,,,,,
63,appa—,apparte—,Apac,Veloppa,mar—,appar—,appât,débar—,,,,,,,,,,,,,,,,,
64,immédia—,immédiate—,,,,,,,,,,,,,,,,,,,,,,,
65,Guadeloupe,—- Ooouhl,noux,Oula,Ou,douceu1,rivière Rouge,brous—,Tout,vous;x,couar—,,,,,,,,,,,,,,
66,c—,ac—,préoc—,vic—-,,,,,,,,,,,,,,,,,,,,,
67,Siberle,lepero,"percepti—
bles",Leperos,ler,,,,,,,,,,,,,,,,,,,,
68,criti—,martyri—,diri—,transi—,pri—-,hori—,Tri—,Lﬂétris,chagri—,,,,,,,,,,,,,,,,
69,Sierra Madre,l‘Angleterre,Egypte,terri—,tète,terre,Angleterre,mer Notre,Derrière,,,,,,,,,,,,,,,,
70,mélan—,plan—,blan—,Blancs,palan—,,,,,,,,,,,,,,,,,,,,
71,bien—,M‘en,avaientà,Ken—,Simplement,—- Maintenant,enten—,"II

LE JUGEMENT",éten—,éven—,silen—,Enﬁn,,,,,,,,,,,,,
72,avan—,Voitnrèan—12,gigan—,babitan,Jean—,n’aban—,ban—-,ban—,man—-,aban—,n—,,,,,,,,,,,,,,
73,recomman—,recom—,reconnu—,recon—,reconnaî—,conﬁer,rencon—,consen—,N,circonstan—,con—-,,,,,,,,,,,,,,
74,—- Hum,Belhumeur,ditBelhumeur,Belhumeurl,Belhu—,,,,,,,,,,,,,,,,,,,,
75,épouvaute,s’écoula,décou—,écoutez—,Écoutez,,,,,,,,,,,,,,,,,,,,
76,Rio Gila,&,Bio Gila,Giboto,,,,,,,,,,,,,,,,,,,,,
77,yisiter,"de
Jupiter",Jupiter,,,,,,,,,,,,,,,,,,,,,,
78,Lorsqu‘on,l‘obscu-,L‘on,L‘lÿg,l‘on,l‘agonie,l‘QDt,,,,,,,,,,,,,,,,,,
79,lil—12,bouil—,la feuillée,feuil—,m’,bril—,,,,,,,,,,,,,,,,,,,
80,"elfu—
sion",refu—,elfu—,G,,,,,,,,,,,,,,,,,,,,,
81,dépo—,Répondez,répon—,répbn—,,,,,,,,,,,,,,,,,,,,,
82,"II

L’",L’,l’-,l’,,,,,,,,,,,,,,,,,,,,,
83,ainsi—,ins—-,Sins,Assiniboz‘ns,SI J0,Cousin,singu—,instaNt,consi—,sifﬂa,insis—,incompréhensi—,,,,,,,,,,,,,
84,falo,"Cœur
Laval",Cœur Loyal,Cœur-Loyal,Le Cœur-Loyal,,,,,,,,,,,,,,,,,,,,
85,A—,proba—,effroya—,baga—,la—,libéra—,impla—,priva—,ha—,ja—,Ca—,a—,Ba—,égra—,fera—,cara—,enga—,,,,,,,,
86,Merced,CIÊnÇn,Merci,orﬁcierà,,,,,,,,,,,,,,,,,,,,,
87,"hacienda del
Milagro",hacienda del Milagro,la ronde,,,,,,,,,,,,,,,,,,,,,,
88,La Providence,Régences,Providence,provi—,,,,,,,,,,,,,,,,,,,,,
89,Américains,Américaine,Américaines,,,,,,,,,,,,,,,,,,,,,,
90,D’échapper,hap—,"s’écria—
per",s’échapper,s’,,,,,,,,,,,,,,,,,,,,
91,repri—,ressen—,repen—,Prends,pren—,repren—,repré—,,,,,,,,,,,,,,,,,,
92,imper—,déter—,Iéguer,guer-,aper—,guer—,vaqueras,,,,,,,,,,,,,,,,,,
93,Coman—,Comauches,Camanc/,Comanohee,Gomanche,manche,Comanches,piste des Comanches,Les Comanches,Comanches s’,Comanc/,Comanche,mélanco—,,,,,,,,,,,,
94,philo—,colo—,ﬁilS,philoso—,,,,,,,,,,,,,,,,,,,,,
95,embrassa—,Rassurez—vous,rassu—,assu—,blessu—,,,,,,,,,,,,,,,,,,,,
96,atta—,Étaitﬂ.lui,strata—,État,États,végéta—,Izatto,déta—,,,,,,,,,,,,,,,,,
97,héﬂécria,réﬂécria,,,,,,,,,,,,,,,,,,,,,,,
98,Ironie,prison—,ont—,pronon—,péon,bron—,profondé—,,,,,,,,,,,,,,,,,,
99,Ouaktehuo,Ouaktehno,,,,,,,,,,,,,,,,,,,,,,,
100,Où,cathédrale de Mexico,"golfe de Cali-
ironie",golfe de Cali-,rue de I‘Ah,,,,,,,,,,,,,,,,,,,,
101,Tuez,TU,alfectueuse—,Turcs,Vue,TUE,,,,,,,,,,,,,,,,,,,
102,conver—,convoiiîse,convaicu,Convaincu,Vaincue,,,,,,,,,,,,,,,,,,,,
103,Hermosillo,chot,eû‘aroucher,Chercher,Tâchez,HERBE(Un,cher—,Apaches,ﬂèches,cher,machete,tercushenan,enchevê—,d—,,,,,,,,,,,
104,ARKANSA5,Arkansas,L‘ARKANSAS,"Providence

DE L’ARKANSAS",L’ARKANSA5,DE L‘AlKKA‘BAS,THAPPEURS DE L‘ARKANSAS,DE L‘ARKANSAS,"va—

DE L’ARKANSAS","atta—

DE L’ARKANSAS",L‘ARKANSA5,,,,,,,,,,,,,,
105,Eux,lieu—,murmu—,aveu—,malheu—,Eu—,audacieu—,,,,,,,,,,,,,,,,,,
106,Veillerai,oreil—,reille,Vieille,Familles,meil—,Cordillères,,,,,,,,,,,,,,,,,,
107,Ehl,Eh !,Eh,,,,,,,,,,,,,,,,,,,,,,
108,aurez—,au-,êtrE,L‘Autriche,L‘autre,Autre,celavaut,,,,,,,,,,,,,,,,,,
109,Donc,donc—,-il Donc,pardon—,,,,,,,,,,,,,,,,,,,,,
110,aupara—,Oc,occupons—,occupa—,,,,,,,,,,,,,,,,,,,,,
111,pRésent,pressenti—,fati—,gentil—,entiè—,anti—,seîl,reti—,senti—,sentinel—,,,,,,,,,,,,,,,
112,provisoire—,venaison,Trois,maison,soir—,Suedois,Sois,Frauçoisl,Toi\5—or0s,,,,,,,,,,,,,,,,
113,Arrivés,arrivè—,nè—,,,,,,,,,,,,,,,,,,,,,,
114,éloi—,loin—,s’éloigne,Loin,Chinois,,,,,,,,,,,,,,,,,,,,
115,m—,nonchalammcnt,exclamaüon,nonchalam—,,,,,,,,,,,,,,,,,,,,,
116,piste de la Tête d’Aigle,Tête d’ Aigle,Tête d’Aigle 21 no Eusébio,d’,"Tête
d’Aigle",Tête d'Aigle,La Tête d’Aigle,Tête d’Aigle,Tête,,,,,,,,,,,,,,,,
117,Ba-,Ambas—«ad,Sebastopol,Scotté le'bas,BAS,Baht,,,,,,,,,,,,,,,,,,,
118,TRAPPEUHS,trap—,TRAPPEUBS,"TRAPPEUBS

— Son",LES TRAPPL‘UN DE,trappes,,,,,,,,,,,,,,,,,,,
119,Habitués,Aguilar,Babillard s’,Babil-,Babillard,Babillard n’,\illage,,,,,,,,,,,,,,,,,,
120,MAUDIT,alluma,détouma,uma,,,,,,,,,,,,,,,,,,,,,
121,"ﬁ s.

Don Ramon","Porte s.

Pendant ce temps don",contem—,"Porte s.

Pendant ce temps don Ramon",,,,,,,,,,,,,,,,,,,,,
122,Cordoue,Coulon,Coupﬁance,soup—,Coup—,coup—,,,,,,,,,,,,,,,,,,,
123,Ici—12,ici—12,D‘ici,"ICI—""2Air",,,,,,,,,,,,,,,,,,,,,
124,lﬁancre,j’ai eu de déﬁancre,déﬁancre,conﬁancre,,,,,,,,,,,,,,,,,,,,,
125,capi—,"ii
t",Caspita,"capi—
taine",G3PITAINE,,,,,,,,,,,,,,,,,,,,
126,"TBAPPEURS

— Qu‘est","BAPPEUBS

—",TBAPPEUPtS,"TBAPPEURS

—",,,,,,,,,,,,,,,,,,,,,
127,in-l2,cein—,innom—,prin—,vint—,Divinité,l‘Inde,abomina—,Linnée,vingt—,chine,"for—
tin",Peinture,Imprimerie Êiinins‘r,in,Incas,,,,,,,,,
128,—— C’,C’,,,,,,,,,,,,,,,,,,,,,,,
129,Ver,vermz',Pz'1z'c,rm,,,,,,,,,,,,,,,,,,,,,
130,acquiesce—,Antiquite,inquié—,"quit—
ter",quit—,,,,,,,,,,,,,,,,,,,,
131,GRANDS CHEFS,grand’peine,grats,Grand Chef des Aueas,Grande,,,,,,,,,,,,,,,,,,,,
132,Voyez,Moyen Age,Moyen,,,,,,,,,,,,,,,,,,,,,,
133,respectueuse—,insoucieuse—,silencieuse—,seule—,vigoureuse—,breuse,vigoureuse—-,,,,,,,,,,,,,,,,,,
134,lanceros,Plateros,B;ce,interrom—,cendero,el Cerro,Cerro,,,,,,,,,,,,,,,,,,
135,Histo'ied France,ancê—,Francs-Yeux,La France,Puissance,esPérance,la France,France,,,,,,,,,,,,,,,,,
136,Tﬁni,Les États—Unis,États—Unis s’,Unis,États-Unis,État—Unis,États—Unis,,,,,,,,,,,,,,,,,,
137,Supplie,Italie,"ca—
italie",italie,,,,,,,,,,,,,,,,,,,,,
138,"au-
cun",brunie,d’un,t0un,lune,Lune,Un,"XX
LA roarunn",,,,,,,,,,,,,,,,,
139,nouit,condui—,celui—,Oui,admi—,Slt,oui—,"sui—
Haut",,,,,,,,,,,,,,,,,
140,l‘éclat,fai—-,éclai—,plai—,clai—,prai—,,,,,,,,,,,,,,,,,,,
141,l. forêt,l.,,,,,,,,,,,,,,,,,,,,,,,
142,n’,Nul n’,,,,,,,,,,,,,,,,,,,,,,,
143,tourmen—,Comejo,Commençons,Comen-,déserts immen—,Comment,Rome,Hommes,somme,Commentl,Combien,immen—,commen—,emme—,,,,,,,,,,,
144,L‘Allemagne,besogne,Espagnols,espa—,magni—,Espagnol,d’Espagne,L‘Espagne,Espagne,ESpa—,,,,,,,,,,,,,,,
145,Voix,voya—,dévote—,favora—,vos—,Bravo,demi—voix,Voulu,Voilà,vo—,volez,le Voir,avoirune,vo,,,,,,,,,,,
146,Armés,camé—,immé—,Amé—,,,,,,,,,,,,,,,,,,,,,
147,Bafaël jusqu’,Rafaël,Bafaël,,,,,,,,,,,,,,,,,,,,,,
148,jeun,s;.jeunes,—je,Jeunes,,,,,,,,,,,,,,,,,,,,,
149,serleursnoms,assezlourd,Leschasseurs,vieux chas—,CHASSEURS,Sﬂchose,,,,,,,,,,,,,,,,,,,
150,Russe jusqu‘au Chinois,Usages,jusqu’,réus—,musi—,eﬁ‘usion,Russie,Plus,Syracuse,us,,,,,,,,,,,,,,,
151,océan Paciﬁ-,Ciﬁque,Paciﬁque,,,,,,,,,,,,,,,,,,,,,,
152,"géné—
ral",du gé—,plongé—,.0,géné—,,,,,,,,,,,,,,,,,,,,
153,cou—-,résolu—,sous—,vou—,sou—-,insou—,,,,,,,,,,,,,,,,,,,
154,videz,évidem—,rapide—,avide—,timide—,,,,,,,,,,,,,,,,,,,,
155,griève—,MQ,VI,Vivement,excessive—,Vivaéité,mouve—,préve—,Vivant,IV,vive—,,,,,,,,,,,,,,
156,négli—,appli—,civili—,solitu—,bi—,s‘amollir,oligar—,Oli—,,,,,,,,,,,,,,,,,
157,ques,Quels,l—,réel—,quel—-,quel—,,,,,,,,,,,,,,,,,,,
