cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
62,baga—,Hier,Sierra Madre,orﬁcierà,premier—,venturiers,,,,,,,,
63,Iéguer,guer-,guer—,vaqueras,,,,,,,,,,
64,alïaires,Cà,Versaires,,,,,,,,,,,
65,suis—,remplis—-,PUIS,ruis—,Quisis,,,,,,,,,
66,bien—,Combien,ai-j e bien parlé,I,,,,,,,,,,
67,immédiate—,immé—,immédia—,dévote—,elfu—,,,,,,,,,
68,rue de I‘Ah,VI,golfe de Cali-,rançon de ma mère,sacriﬁce de sa Vie,Mezcal,"golfe de Cali-
ironie",piste des jaguars,,,,,,
69,visi—,musi—,Jesusita,mrs—,,,,,,,,,,
70,Chinois,Russe jusqu‘au Chinois,Plus,chine,,,,,,,,,,
71,—- Maintenant,Demain,demanda—,demain—,,,,,,,,,,
72,la France,La France,liège,France,Français,Histo'ied France,Puissance,Francs-Yeux,esPérance,t-.50,j’,,,
73,A1’entrée,vEntre’,réel—,entraîne—,s’entr’ouvrirent douce—,,,,,,,,,
74,Cerro,interrom—,el Cerro,,,,,,,,,,,
75,cou—-,hé-,sou—-,vou—,insou—,,,,,,,,,
76,Aigle ﬁt allumer du feu,AIGLE,Aigle,so—,aigle,,,,,,,,,
77,a—,d’,san té,Victimes,sang—,,,,,,,,,
78,occupons—,consola—,Phébé,consi—,Québec,consé—,noux,circonstan—,dissé—,expé—,consen—,,,
79,Un,Mexicains,Lanceros mexicains,Ginctcs mexicains,gambusinos mexicains,camp des Mexicains,Mexicaine,,,,,,,
80,Vieille,Veillerai,reille,Familles,,,,,,,,,,
81,TUE,Tuez,juez,,,,,,,,,,,
82,jeannEﬁelle,Jean—,jeannEﬁlle,,,,,,,,,,,
83,dérou—,ha.—,éprou—,lors—,trou—,Sﬂchose,,,,,,,,
84,l‘QDt,mélanco—,Blancs,"au-
cun",lanceros,Opatas,ancê—,,,,,,,
85,Bonjour,aujour—,sour—,pour—,tour—,amour—,mur—,jour—,four—,assour—,,,,
86,"lejuez de
letras",letras,Elzsz‘s,,,,,,,,,,,
87,État de Sonora,Sonora,honora—,Sonore,Baht,,,,,,,,,
88,préoc—,préci—,précipi—,colo—,Egypte,préfé—,repré—,,,,,,,
89,Caspita,Jupiter,yisiter,vo,"de
Jupiter",,,,,,,,,
90,Derrière,Vipères,d—,Cordillères,légère—,,,,,,,,,
91,brunie,"XX
LA roarunn",falo,la ronde,la feuillée,,,,,,,,,
92,ja—,échan—,chan—,enchan—,,,,,,,,,,
93,AUBENAS,philo—,ben,S,I‘BEN,,,,,,,,,
94,—- Hum,—- Ooouhl,,,,,,,,,,,,
95,éloi—,loin—,Loin,loin‘incendie,s’éloigne,,,,,,,,,
96,subite—,parfaite—,Faites,Parfaitement,,,,,,,,,,
97,t0un,,,,,,,,,,,,,
98,reche1est,"agarmz‘ssry /a—
pitch neatissum !

C'est-à—dire",ESt,Qu‘est,Est,destruc—,,,,,,,,
99,Monté,mons,BEAUMONT-AUSSI,Sermon,monu—,A—,,,,,,,,
100,Étaitﬂ.lui,déta—,végéta—,,,,,,,,,,,
101,améri—,l'Amérique du Sud,l.,Amérique des ﬂuctuations inﬁest L,Utique,Afrique,Amérique,l’Afrique,Amérique du Sud,Amérique du Nord,l’Amérique,,,
102,parisﬁroSe,Lﬂétris,Pardieul,Ca—,,,,,,,,,,
103,nouit,celui—,"sui—
Haut",oui—,n-S.,Oui,condui—,,,,,,,
104,Lorsqu‘on,L‘on,l‘on,h51,l‘obscu-,,,,,,,,,
105,trouvez—-,mouve—,retrouve—,,,,,,,,,,,
106,appa—,dé—,apparte—,Partez,appât,là.—,appar—,Veloppa,,,,,,
107,eﬁ”arés,résolu—,solitu—,,,,,,,,,,,
108,l’-,douceu1,Nord,Cordoue,,,,,,,,,,
109,"résis—
ter",insis—,résis—,refu—,rési—,dénoû—,,,,,,,,
110,grave—,griève—,préve—,reve—,vive—,,,,,,,,,
111,5lln,gre,cein—,Turcs,Peinture,aurez—,fr,,,,,,,
112,éven—,0 c.,repen—,Ken—,s-,silen—,aven—,enten—,éten—,,,,,
113,con—-,reconnaî—,rece—,recon—,reconnu—,rencon—,ﬁ2,,,,,,,
114,soir—,lorque le soir,provisoire—,,,,,,,,,,,
115,Ehl,l‘agonie,n—,nè—,Ironie,,,,,,,,,
116,Voilà,—je,avoirune,le Voir,Voix,Voitnrèan—12,J,demi—voix,,,,,,
117,Accompagnerai,Pompadour,incompréhensi—,compléte—,} c.,seîl,compa—,impa—,Compagnon,J’,,,,
118,répon—,Toi\5—or0s,épouvaute,dépo—,,,,,,,,,,
119,répbn—,Répondez,répu—,ac—,,,,,,,,,,
120,gigan—,gigantes—,Quarante,,,,,,,,,,,
121,nonchalammcnt,nonchalam—,,,,,,,,,,,,
122,"ICI—""2Air",in-l2,Ici—12,D‘ici,ici—12,,,,,,,,,
123,NO Eusébio,élysées,Nô Eusébio,,,,,,,,,,,
124,reti—,ré—,retiré—,,,,,,,,,,,
125,manche,ﬂèches,Gomanche,Camanc/,Apaches,Comanches s’,Comauches,piste des Comanches,Comanches,enchevê—,Comanc/,Comanche,Les Comanches,
126,"TBAPPEURS

— Qu‘est",us,TBAPPEUPtS,"TBAPPEURS

—","BAPPEUBS

—",,,,,,,,,
127,aupara—,égra—,fera—,cara—,le-,,,,,,,,,
128,-il Donc,pardon—,Donc,donc—,Tﬁni,Enﬁn,,,,,,,,
129,s’écoula,Hâtez,écoutez—,décou—,Écoutez,Tout,,,,,,,,
130,déserts immen—,abomina—,Hommes,tourmen—,Commentl,Comment,somme,commen—,immen—,Commençons,emme—,,,
131,Rassurez—vous,rassu—,blessu—,assu—,embrassa—,,,,,,,,,
132,innom—,recom—,combat—,com—-,,,,,,,,,,
133,Docteur,Délicate,Créateur,,,,,,,,,,,
134,déter—,aper—,imper—,,,,,,,,,,,
135,mar—,oligar—,couar—,débar—,regar—,,,,,,,,,
136,j’ai eu de déﬁancre,conﬁancre,déﬁancre,lﬁancre,,,,,,,,,,
137,l—,eﬂ‘ray,,,,,,,,,,,,
138,Ouaktehuo,Ouaktehno,,,,,,,,,,,,
139,Confédération,libéra—,tempéra—,confédéra—,,,,,,,,,,
140,très—,pressentirl’après—,après—,"après—
cher",,,,,,,,,,
141,M8,Ou,"for—
tin",tisfaît,capi—,"capi—
taine",G3PITAINE,,,,,,,
142,l‘Angleterre,terre,Angleterre,.0,,,,,,,,,,
143,lissades,attendrisse—,mugisse—,Anglais,Laisse,laissons—,Le connaissez,,,,,,,
144,mer Notre,Merced,Merci,IV,tercushenan,,,,,,,,,
145,volez,au-,Miracle,role,mole,,,,,,,,,
146,Vivaéité,criﬁer,criti—,"sacriﬁer

La vérité",,,,,,,,,,
147,cher—,machete,cher,Tâchez,HERBE(Un,eû‘aroucher,Chercher,,,,,,,
148,rue du Rosaire,Salvator Rosa,calle del Rosario,,,,,,,,,,,
149,anti—,fati—,entiè—,pRésent,gentil—,senti—,sentinel—,pressenti—,,,,,,
150,transi—,fran—,ha—,arran—,étran—,intran—,s’arran—,,,,,,,
151,no—,admi—,eﬁ‘usion,physiono—,grigno—,"elfu—
sion",,,,,,,,
152,Rome,Comen-,Comejo,75,,,,,,,,,,
153,s’échapper,hap—,mysté—,D’échapper,,,,,,,,,,
154,l’,Gambusinos,Cousin,Ba—,Gambusîno,gambusinos,etñl,,,,,,,
155,Prends,repren—,pren—,enga—,,,,,,,,,,
156,s’,priva—,Prie-Dieu,Imprimerie Êiinins‘r,prie—,prin—,,,,,,,,
157,impla—,la—,,,,,,,,,,,,
158,Est—ce,l‘Ouest—,est—-,,,,,,,,,,,
159,arrivè—,Arrivés,arrière—,Yankees,,,,,,,,,,
160,H,Italie,Supplie,"ca—
italie",italie,,,,,,,,,
161,cendero,.—ÆÈÊ—icæœ,Leperos,Plateros,Ba-,lepero,L‘lÿg,,,,,,,
162,inquié—,Antiquite,"quit—
ter",acquiesce—,quit—,,,,,,,,,
163,bituelle,ellE,Folle,réelle—,—elle,Armés,elLE,ﬁellE,Où,bois—chandelle,maIﬁelle,ﬁelle,selle,EllE
164,Espagnols,L‘Espagne,Espagne,besogne,magni—,Espagnol,d’Espagne,,,,,,,
165,Bermudez,Ver,vermz',Hermosillo,,,,,,,,,,
166,"États de Durango '
et de Guadalaæw*a",États de Durango,Durango,,,,,,,,,,,
167,blan—,palan—,mélan—,plan—,,,,,,,,,,
168,impossi—,de la posses—,possé—,possi—,POST-FACE,Oc,,,,,,,,
169,vingt—,SAINT—DENYS,vint—,Divinité,ont—,,,,,,,,,
170,"possé—
daient",semblaientmet—,gaie—,avaientà,"parais—
saient dans les ténèbres",,,,,,,,,
171,s‘amollir,"ﬁ s.

Don Ramon","Porte s.

Pendant ce temps don","Porte s.

Pendant ce temps don Ramon",,,,,,,,,,
172,alluma,détouma,uma,,,,,,,,,,,
173,ARKANSA5,Arkansas,L‘ARKANSA5,DE L‘ARKANSAS,L‘ARKANSAS,THAPPEURS DE L‘ARKANSAS,un-8,,,,,,,
174,Diplomatie,viens—,Tiens,tiens—,,,,,,,,,,
175,sifﬂa,Marlene,vo—,Venue,souVenez,Venez,"cadenet,—",,,,,,,
176,Les États—Unis,Unis,État—Unis,États—Unis s’,États—Unis,,,,,,,,,
177,exclamaüon,prai—,clai—,plai—,fai—-,l‘éclat,éclai—,,,,,,,
178,déses—,Pres,empresse—,expres—,adres—,,,,,,,,,
179,Belhumeurl,MAUDIT,Belhu—,Belhumeur,-DE,ditBelhumeur,,,,,,,,
180,obligeât,du gé—,Vert de gris,grotte du vert de gris,,,,,,,,,,
181,Ro uuald,indompta—,Izatto,strata—,atta—,,,,,,,,,
182,glléra1,"géné—
ral",néral,,,,,,,,,,,
183,pays qu’,"palais
qu’",palais qu’,qu’,,,,,,,,,,
184,N,probable—,impassible—,paisible—,Siberle,,,,,,,,,
185,Ghimborazo,plongé—,favora—,Bravo,,,,,,,,,,
186,hacienda del Milagro,cienda,"hacienda del
Milagro",,,,,,,,,,,
187,man—-,Comanohee,Coman—,recomman—,,,,,,,,,,
188,effroya—,voya—,,,,,,,,,,,,
189,"s’écria—
t—elle radieuse",réﬂécria,"s’écria—
per",Eshis,héﬂécria,,,,,,,,,
190,campana,Amé—,camé—,,,,,,,,,,,
191,saisis—,sais—,Sais,Refuserais,sais,,,,,,,,,
192,Autre,L‘autre,L‘Autriche,,,,,,,,,,,
193,donne—,ﬁt Kennedy,SI J0,événe—,enne—,,,,,,,,,
194,chagri—,Tri—,diri—,repri—,terri—,pri—-,martyri—,hori—,,,,,,
195,assezlourd,Leschasseurs,serleursnoms,CHASSEURS,,,,,,,,,,
196,"atta—

DE L’ARKANSAS",L’ARKANSA5,"Providence

DE L’ARKANSAS","va—

DE L’ARKANSAS",,,,,,,,,,
197,réus—,chaus—,haus—,,,,,,,,,,,
