cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
58.0,obligeât,oligar—,regar—,,,,,,,,,,
59.0,Vais,devais—,"ABBANSAS- 295

je vais",lais—,parais—,,,,,,,,
60.0,vieux chas—,Eux,chas—,Vieux Chêne,,,,,,,,,
61.0,Canadien,Canadienne,ganado,,,,,,,,,,
62.0,ﬂèches,Apac,Apaches,machete,,,,,,,,,
63.0,Vivaéité,priva—,Vivant,Divinité,,,,,,,,,
64.0,seule—,hale—,facile—,ajoutale,,,,,,,,,
65.0,"agarmz‘ssry /a—
pitch neatissum !

C'est-à—dire",Armés,Elzsz‘s,,,,,,,,,,
66.0,j’ai dit,"II

L’",s’ai l’honneur,ﬁhOnneur,,,,,,,,,
67.0,océan Paciﬁ-,Paciﬁque,Ciﬁque,,,,,,,,,,
68.0,Visages pâles ont-—,Usages,Vages,,,,,,,,,,
69.0,n-8,un-8,,,,,,,,,,,
70.0,caba—,Caballero,ler,} c.,aller—,caballero—,,,,,,,
71.0,Luz l’,Luz,Luz !,,,,,,,,,,
72.0,Providence,Régences,provi—,La Providence,,,,,,,,,
73.0,convaicu,Incas,Convaincu,Vaincue,,,,,,,,,
74.0,chagri—,Tri—,diri—,Lﬂétris,hori—,,,,,,,,
75.0,L‘ABKANSÆ,L‘ABKANSAS,L”ABKANSAS,L‘ABIÇANSAS,L‘ABKAN,DE L‘ABKANSAS,,,,,,,
76.0,LES TRAPPL‘UN DE,TRAPPEUHS,trap—,TRAPPEUBS,peut—,trappes,"TRAPPEUBS

— Son",,,,,,
77.0,singu—,Sins,instaNt,ins—-,,,,,,,,,
78.0,avide—,timide—,rapide—,évidem—,videz,,,,,,,,
79.0,Est—ce,l‘Ouest—,est—-,,,,,,,,,,
80.0,odette,Cette,Mettez,,,,,,,,,,
81.0,prison—,maison,maianza,venaison,,,,,,,,,
82.0,Les,Naples,bles—,Bentles,,,,,,,,,
83.0,Ambas—«ad,Sebastopol,BAS,DE L‘AlKKA‘BAS,Scotté le'bas,,,,,,,,
84.0,Hier,Sierra Madre,orﬁcierà,premier—,,,,,,,,,
85.0,Iéguer,guer-,guer—,vaqueras,,,,,,,,,
86.0,roger,Alger,"dan—
gers",ger,,,,,,,,,
87.0,TUE,Tuez,,,,,,,,,,,
88.0,philo—,philoso—,colo—,,,,,,,,,,
89.0,Utique,Afrique,l’Afrique,,,,,,,,,,
90.0,alïaires,Versaires,,,,,,,,,,,
91.0,bien—,Combien,combat—,,,,,,,,,,
92.0,Vieille,Veillerai,reille,vie?Je,Familles,,,,,,,,
93.0,Hommes,Commentl,Comment,somme,commen—,Commençons,,,,,,,
94.0,visi—,musi—,Jesusita,,,,,,,,,,
95.0,Chinois,Russe jusqu‘au Chinois,chine,,,,,,,,,,
96.0,Demain,demanda—,demain—,,,,,,,,,,
97.0,la France,La France,France,Français,Histo'ied France,lanceros,Francs-Yeux,esPérance,,,,,
98.0,recom—,rece—,com—-,recomman—,,,,,,,,,
99.0,Cerro,interrom—,el Cerro,,,,,,,,,,
100.0,Guadalaæw*a,"États de Durango '
et de Guadalaæw*a",rançon de ma mère,États de Durango,Durango,,,,,,,,
101.0,cou—-,sou—-,insou—,,,,,,,,,,
102.0,Babillard,Babillard s’,Babillard n’,\illage,Babil-,Nul n’,,,,,,,
103.0,Aigle ﬁt allumer du feu,AIGLE,Aigle,aigle,,,,,,,,,
104.0,Sermon,monu—,Hermosillo,,,,,,,,,,
105.0,conﬁer,consola—,mons,Congrès,consi—,consé—,circonstan—,contem—,consen—,,,,
106.0,Mexicains,Lanceros mexicains,Ginctcs mexicains,gambusinos mexicains,camp des Mexicains,Mexicaine,,,,,,,
107.0,Comen-,Comejo,,,,,,,,,,,
108.0,jeannEﬁelle,Jean—,Eshis,jeannEﬁlle,,,,,,,,,
109.0,dérou—,appro—,éprou—,trou—,propor—,vou—,,,,,,,
110.0,État de Sonora,Sonora,honora—,Sonore,,,,,,,,,
111.0,magni—,L‘Allemagne,,,,,,,,,,,
112.0,préoc—,préci—,précipi—,préfé—,,,,,,,,,
113.0,Jupiter,yisiter,"de
Jupiter",,,,,,,,,,
114.0,brunie,"XX
LA roarunn",la ronde,,,,,,,,,,
115.0,échan—,chan—,enchan—,,,,,,,,,,
116.0,—- Hum,—- Ooouhl,,,,,,,,,,,
117.0,loin—,Loin,loin‘incendie,,,,,,,,,,
118.0,subite—,parfaite—,Faites,Parfaitement,,,,,,,,,
119.0,reche1est,ESt,Qu‘est,Est,destruc—,,,,,,,,
120.0,nouit,noux,,,,,,,,,,,
121.0,saisis—,sais—,Sais,sais,,,,,,,,,
122.0,Étaitﬂ.lui,déta—,végéta—,indompta—,,,,,,,,,
123.0,améri—,l'Amérique du Sud,Amérique des ﬂuctuations inﬁest L,Amérique,Amérique du Sud,Amérique du Nord,l’Amérique,,,,,,
124.0,conver—,Ver,vermz',,,,,,,,,,
125.0,arran—,s’arran—,,,,,,,,,,,
126.0,insoucieuse—,silencieuse—,silen—,,,,,,,,,,
127.0,celui—,"sui—
Haut",oui—,Oui,condui—,,,,,,,,
128.0,trouvez—-,mouve—,retrouve—,,,,,,,,,,
129.0,appa—,apparte—,Partez,appar—,dévote—,Veloppa,,,,,,,
130.0,eﬁ”arés,résolu—,solitu—,,,,,,,,,,
131.0,"résis—
ter",insis—,résis—,rési—,,,,,,,,,
132.0,semblaientmet—,gaie—,remet—,avaientà,"parais—
saient dans les ténèbres",,,,,,,,
133.0,grave—,griève—,préve—,reve—,vive—,,,,,,,,
134.0,Turcs,Peinture,venturiers,,,,,,,,,,
135.0,au-,"au-
cun",,,,,,,,,,,
136.0,Moyen Age,Moyen,,,,,,,,,,,
137.0,repri—,pri—-,repré—,,,,,,,,,,
138.0,con—-,reconnaî—,recon—,reconnu—,rencon—,,,,,,,,
139.0,soir—,lorque le soir,provisoire—,,,,,,,,,,
140.0,Accompagnerai,Pompadour,incompréhensi—,compléte—,compa—,impa—,Compagnon,,,,,,
141.0,lissades,PUIS,Puissance,,,,,,,,,,
142.0,alfectueuse—,respectueuse—,,,,,,,,,,,
143.0,probable—,Ba—,proba—,,,,,,,,,,
144.0,gigan—,gigantes—,Quarante,,,,,,,,,,
145.0,suis—,remplis—-,ruis—,,,,,,,,,,
146.0,vic—-,Victimes,,,,,,,,,,,
147.0,douceu1,A1’entrée,s’entr’ouvrirent douce—,,,,,,,,,,
148.0,Prie-Dieu,Imprimerie Êiinins‘r,prie—,Pardieul,,,,,,,,,
149.0,"ICI—""2Air",Ici—12,D‘ici,ici—12,,,,,,,,,
150.0,reti—,ré—,retiré—,,,,,,,,,,
151.0,Diplomatie,du gé—,plongé—,,,,,,,,,,
152.0,bro—,pronon—,bron—,,,,,,,,,,
153.0,"TBAPPEURS

— Qu‘est",TBAPPEUPtS,"TBAPPEURS

—","BAPPEUBS

—",,,,,,,,,
154.0,mrs,lors—,mrs—,,,,,,,,,,
155.0,arrivè—,Arrivés,,,,,,,,,,,
156.0,Caspita,babitan,Habitués,,,,,,,,,,
157.0,Rassurez—vous,aurez—,vous;x,,,,,,,,,,
158.0,aupara—,cara—,Carthage,,,,,,,,,,
159.0,"atta—

DE L’ARKANSAS",Izatto,"Providence

DE L’ARKANSAS",atta—,"va—

DE L’ARKANSAS",,,,,,,,
160.0,-il Donc,pardon—,Donc,donc—,,,,,,,,,
161.0,Hâtez,écoutez—,décou—,Écoutez,,,,,,,,,
162.0,rassu—,blessu—,assu—,embrassa—,,,,,,,,,
163.0,appli—,appât,Supplie,,,,,,,,,,
164.0,chaus—,haus—,,,,,,,,,,,
165.0,Docteur,Créateur,,,,,,,,,,,
166.0,Lorsqu‘on,L‘on,l‘on,l‘obscu-,,,,,,,,,
167.0,parisﬁroSe,Sﬂchose,chot,,,,,,,,,,
168.0,Refuserais,refu—,,,,,,,,,,,
169.0,exté—,mysté—,,,,,,,,,,,
170.0,déter—,aper—,imper—,,,,,,,,,,
171.0,j’ai eu de déﬁancre,conﬁancre,déﬁancre,lﬁancre,ancê—,,,,,,,,
172.0,lil-12,lil—12,,,,,,,,,,,
173.0,brous—,réus—,sous—,,,,,,,,,,
174.0,très—,pressentirl’après—,après—,"après—
cher",,,,,,,,,
175.0,—- Maintenant,enten—,éten—,trente—,,,,,,,,,
176.0,Merced,Merci,tercushenan,"percepti—
bles",,,,,,,,,
177.0,bituelle,ellE,Folle,"s’écria—
t—elle radieuse",réelle—,—elle,elLE,ﬁellE,bois—chandelle,maIﬁelle,ﬁelle,selle,EllE
178.0,"for—
tin",capi—,"capi—
taine",G3PITAINE,,,,,,,,,
179.0,l‘Angleterre,terre,Angleterre,terri—,,,,,,,,,
180.0,Ai-,ai-j e bien parlé,so—,ai-j e,,,,,,,,,
181.0,attendrisse—,mugisse—,Anglais,Laisse,laissons—,Le connaissez,,,,,,,
182.0,manche,Gomanche,Camanc/,Comanches s’,Comauches,piste des Comanches,Comanohee,Comanches,enchevê—,Comanc/,Comanche,Coman—,Les Comanches
183.0,grats,strata—,Opatas,,,,,,,,,,
184.0,criﬁer,sacriﬁce de sa Vie,criti—,"sacriﬁer

La vérité",,,,,,,,,
185.0,Blancs,blan—,palan—,plan—,,,,,,,,,
186.0,cher—,cher,Tâchez,HERBE(Un,eû‘aroucher,Chercher,,,,,,,
187.0,rue du Rosaire,Salvator Rosa,calle del Rosario,,,,,,,,,,
188.0,anti—,fati—,entiè—,pRésent,gentil—,senti—,sentinel—,pressenti—,,,,,
189.0,transi—,fran—,étran—,intran—,,,,,,,,,
190.0,admi—,Voix,demi—voix,,,,,,,,,,
191.0,no—,mignonne,grigno—,,,,,,,,,,
192.0,Vipères,Cordoue,Cordillères,,,,,,,,,,
193.0,"possé—
daient",dissé—,possé—,,,,,,,,,,
194.0,s’échapper,hap—,D’échapper,,,,,,,,,,
195.0,Prends,repren—,pren—,,,,,,,,,,
196.0,éloi—,besogne,s’éloigne,,,,,,,,,,
197.0,lune,Lune,,,,,,,,,,,
198.0,cendero,Leperos,Plateros,lepero,,,,,,,,,
199.0,Derrière,arrière—,légère—,,,,,,,,,,
200.0,Délicate,ISR,ISRAÉLI,,,,,,,,,,
201.0,eﬁ‘usion,physiono—,"elfu—
sion",elfu—,,,,,,,,,
202.0,déserts immen—,tourmen—,immen—,,,,,,,,,,
203.0,Antiquite,"quit—
ter",quit—,,,,,,,,,,
204.0,Passé,impassible—,paisible—,,,,,,,,,,
205.0,san té,sang—,,,,,,,,,,,
206.0,Tout,alluma,détouma,uma,,,,,,,,,
207.0,l‘agonie,golfe de Cali-,Ironie,Mezcal,"golfe de Cali-
ironie",,,,,,,,
208.0,dé—,profu—,profondé—,,,,,,,,,,
209.0,Espagnols,L‘Espagne,Espagne,Espagnol,d’Espagne,,,,,,,,
210.0,immédiate—,immé—,immédia—,,,,,,,,,,
211.0,impossi—,de la posses—,possi—,POST-FACE,,,,,,,,,
212.0,SAINT—DENYS,vint—,ont—,,,,,,,,,,
213.0,s‘amollir,"ﬁ s.

Don Ramon","Porte s.

Pendant ce temps don","Porte s.

Pendant ce temps don Ramon",,,,,,,,,
214.0,ARKANSA5,Arkansas,L‘ARKANSA5,DE L‘ARKANSAS,L’ARKANSA5,L‘ARKANSAS,THAPPEURS DE L‘ARKANSAS,,,,,,
215.0,viens—,Tiens,tiens—,,,,,,,,,,
216.0,baga—,enga—,,,,,,,,,,,
217.0,souVenez,Venez,"cadenet,—",,,,,,,,,,
218.0,Les États—Unis,Unis,État—Unis,États—Unis s’,États—Unis,,,,,,,,
219.0,exclamaüon,prai—,clai—,plai—,fai—-,l‘éclat,éclai—,,,,,,
220.0,déses—,Pres,expé—,expres—,adres—,,,,,,,,
221.0,princi—,cein—,prin—,,,,,,,,,,
222.0,rue de I‘Ah,I‘Ah,,,,,,,,,,,
223.0,Belhumeurl,MAUDIT,Belhu—,Belhumeur,ditBelhumeur,,,,,,,,
224.0,Vert de gris,grotte du vert de gris,,,,,,,,,,,
225.0,Italie,"ca—
italie",italie,Ca—,,,,,,,,,
226.0,L'AVANT3AS,avan—,La Havane,,,,,,,,,,
227.0,pays qu’,"palais
qu’",palais qu’,qu’,,,,,,,,,
228.0,AUBENAS,ben,I‘BEN,,,,,,,,,,
229.0,le soleil,Soleil,le Soleil,Le soleil,soleil,Le Soleil,,,,,,,
230.0,Ghimborazo,favora—,Bravo,,,,,,,,,,
231.0,hacienda del Milagro,cienda,"hacienda del
Milagro",,,,,,,,,,
232.0,aban—,man—-,ban—-,ban—,n’aban—,,,,,,,,
233.0,Voyez,0 c.,effroya—,voya—,,,,,,,,,
234.0,réﬂécria,"s’écria—
per",héﬂécria,,,,,,,,,,
235.0,campana,Amé—,camé—,,,,,,,,,,
236.0,Regardez,guenarde,gard,Gardez,,,,,,,,,
237.0,Autre,L‘autre,L‘Autriche,,,,,,,,,,
238.0,bril—,oreil—,meil—,,,,,,,,,,
239.0,donne—,ﬁt Kennedy,événe—,enne—,,,,,,,,,
240.0,assezlourd,Leschasseurs,serleursnoms,CHASSEURS,,,,,,,,,
241.0,Bonjour,aujour—,sour—,pour—,tour—,amour—,mur—,jour—,four—,assour—,,,
242.0,NO Eusébio,Isa,Nô Eusébio,,,,,,,,,,
243.0,"géné—
ral",géné—,,,,,,,,,,,
