cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25
59,Cologne,Boulogne,Boulogue,British Boulogne,,,,,,,,,,,,,,,,,,,,,,
60,Coventry Island,Coventry,"Coventry
Island",,,,,,,,,,,,,,,,,,,,,,,
61,Mr,MR,,,,,,,,,,,,,,,,,,,,,,,,
62,L-LifE,Belgravia,Amelia,Cecilia,Anelia,Machiavellian,Amelina,lelia,Armelia,Melia,Aielia,Julia,Mmelia,Inlia,Aelia,Auelia,Amelin,Goliah,melia,MAmelia,,,,,,
63,Artist,Paris,Moorish,Irishwomn,pAris,paris,Jais,,,,,,,,,,,,,,,,,,,
64,regan,Negation,Kangaroo,Regan,,,,,,,,,,,,,,,,,,,,,,
65,"Lcicester
Square",dEarest,Bordeaux,Dresden,Destiny,Dearest,,,,,,,,,,,,,,,,,,,,
66,"L
-a--",brother--,x--,LE-----7s,,,,,,,,,,,,,,,,,,,,,,
67,Bagshot,agnes,Eagles,eagles,,,,,,,,,,,,,,,,,,,,,,
68,Pitt,St. James's,St. Kitts,St. John's,St. Petersburg,St. Accent,St. Paneras,St. Peter's,St. Pitt's,St. Paul's,W. T.'a,,,,,,,,,,,,,,,
69,Hornby,Major,Lorlship,Ivor,Brentford,Mujor,Forlorn,Msjor,Glorvina,Fort Schwagerl,Borne,Oxford,,,,,,,,,,,,,,
70,"L 
ti","L

L3",L W,"L

l
-'Y",,,,,,,,,,,,,,,,,,,,,,
71,East,instructiug,nhl,St. Just,Oystherstown,ST,Osbaldiston,Ostend,Icst,History,Strasburg,St.,,,,,,,,,,,,,,
72,WWel-,Smithfield,Elbe,Gulielmo,Helvellyn,"fell,-she",NoEL,tEll,Belgium,EL,Elba,Sehxueuelt,,,,,,,,,,,,,,
73,Ihh,handkerchiefs,the Cannibal Islands,Rowlnand,Hands,Sands,,,,,,,,,,,,,,,,,,,,
74,Punjaub,Gaunt-square,Great Britain,Great Gaunt,Great Gaunt-,New Gaunt,Gaunt,Great Gaunt Street,beaux,,,,,,,,,,,,,,,,,
75,Scotch,Shetland,sC,Scotland,,,,,,,,,,,,,,,,,,,,,,
76,Rawdon,"&c.
Rawdon",Babylon,Armageddon,bDixonary,LOndon,yong,Mlonplaisir,Londonderry,Don Juan,Long Acre,LONDON,Balcony,Glenmalony,Potztauscnd-Donncrwetter,Yonder,london,London,Polonia,Wimbledon,Udolplo,Colony,"ceremony,-I",Brandon,the City of London,Abandon
77,Marsala,Armada,DR,Sadly,the MIadras Roads,Madrs,,,,,,,,,,,,,,,,,,,,
78,"the West
Eul-Casting Rang",West End,the West Indics,the West Inies,the West End,the Straight Waistcoat,West End Swell,the West Winds,,,,,,,,,,,,,,,,,,
79,Minded,in'a,India1,Swindle,Edinburgh,MInd-,India,Sniffin,Brings,Indin,Spain,Firin,Belinda,Being,Dobin,,,,,,,,,,,
80,"L
II",II.R.II,I1l,Pompeii,III1,WRICII,Louis XVIII,Jabotiire,,,,,,,,,,,,,,,,,,
81,Bulloeks,Bullock,Bulloeck,Shylock,,,,,,,,,,,,,,,,,,,,,,
82,Hamlin,hamlin,,,,,,,,,,,,,,,,,,,,,,,,
83,"L
l
e.","L
L","Yis
l
l
- .",,,,,,,,,,,,,,,,,,,,,,,
84,Bruges,Hussell,Schliisselback,brussels,RBussell-square,Brssels,Brussels,,,,,,,,,,,,,,,,,,,
85,Trssarenc,Wrench,Frenchmnan,Trenck,Florence,Frenchmen,Providence,,,,,,,,,,,,,,,,,,,
86,Ilcbecca,Rcbecea,Rcbecca,Rcbeeca,,,,,,,,,,,,,,,,,,,,,,
87,bDemagogue,IM,Jemia,Jemima,,,,,,,,,,,,,,,,,,,,,,
88,Yalbury,Canterbury,Macmurdo,Mulbury,Burkc,Mudbury,Albums,Bloomnsbury,,,,,,,,,,,,,,,,,,
89,Chcltenam,Ballinasloe,china,China,Maraschino,,,,,,,,,,,,,,,,,,,,,
90,Io,the Magic Flute,the MAnsion ViCious,the Scene Mansion,,,,,,,,,,,,,,,,,,,,,,
91,Athens,MIrth,cr,Crmrthenshire,,,,,,,,,,,,,,,,,,,,,,
92,Lcipzig,Slc,slc,,,,,,,,,,,,,,,,,,,,,,,
93,Cape Town,Mowbray,Moscow,O'Down,know-,Lowood,Follows,OW,"know.-
Drive",,,,,,,,,,,,,,,,,
94,Brazil,Trail,brazil,grin-'`Brazil,,,,,,,,,,,,,,,,,,,,,,
95,Puppets,Peterwaralin,Peterwaradin,,,,,,,,,,,,,,,,,,,,,,,
96,Saint Jean,Saint Kitts,Saint Martin's,Saint IIelena,Ghent,St. Helen,Saint Helen,,,,,,,,,,,,,,,,,,,
97,Opera,Prague,Peerage,Pharaoh,Lnura,Mndeira,Madeira,Demerara,Gray,Luura,Trafalgar,Caradori,,,,,,,,,,,,,,
98,Wet,Westminster,eWe,Wesleyan,Smallest,Fulam Road West,Esq,West,Cowes,,,,,,,,,,,,,,,,,
99,Hampsteud,that1,Thames St.,Chatham,Thames,Haydn,Nuthan,Fulham,That Hampshire,CHATHAM,Cheltenham,Champaign,Charing,,,,,,,,,,,,,
100,rouge,Baronet,Louis,Marquisl,Maakou,Marouis,Cimarosa,,,,,,,,,,,,,,,,,,,
101,Mount Saint John,Mount St.,Funey,Viscount Hellborough,"Mount
St. Woman",Montmoreucy,County Mildred,Mount,County,,,,,,,,,,,,,,,,,
102,Iahimo,Devonshire,Hnmshire,Buckinghamshire,IIampshire,IInmpshire,Somersetshire,HAMPSHIRE,Iphigenia,Shropshire,Wiltshire,Empire,Iapshire,HIampshire,Hampshire,,,,,,,,,,,
103,"Joy
edley",Enjoy,Joy.,Joy,,,,,,,,,,,,,,,,,,,,,,
104,Knightsbridge,Brighten,Brighton -for Brighton,Briglton,Brighton,,,,,,,,,,,,,,,,,,,,,
105,Salamanca,Manon,pomatum,Domain,Cracksman,Germany,oman,,,,,,,,,,,,,,,,,,,
106,the Grand Old,the Latin Grammar,the dark sea,8he,Shehas,the Valley of Diamonds,the Arabian Nights,the Russian Order of Sin Nicholas,the Marquis of Stone's,the Aurelius Garden,the Peerage of Ireland,the Green of She,the Old 9daughter',,,,,,,,,,,,,
107,Valencicnnes,Vienna,Vicnna,,,,,,,,,,,,,,,,,,,,,,,
108,deeorum,Pump,Thrump,,,,,,,,,,,,,,,,,,,,,,,
109,Podder,Desert,Erbprinz,Derby,Alderney,,,,,,,,,,,,,,,,,,,,,
110,Bonaparty,Japan,A20,papa2,,,,,,,,,,,,,,,,,,,,,,
111,Porteus,fort,Portland,Corporal,Portansherry,Port,,,,,,,,,,,,,,,,,,,,
112,Coursing,Humours,Surrey,Turkey,Fitzjurld,Pompadour,Ours,,,,,,,,,,,,,,,,,,,
113,Missing,kiss,Miss.,,,,,,,,,,,,,,,,,,,,,,,
114,Threadneedle,Sea,"A Sea o PerRY
ROCK II",red st,Red Seas,,,,,,,,,,,,,,,,,,,,,
115,Pnrlinmcnt,Brainton,Continent,intre,Cato,Point-,TO3,INto,,,,,,,,,,,,,,,,,,
116,Cannes,Sultan,swan,Canada,the atlantic Ocean,Neapolitan,Dans canean,,,,,,,,,,,,,,,,,,,
117,the Duke of Orleans,New Orleans,Egnlite Orleans,Orlenns,Orleans,,,,,,,,,,,,,,,,,,,,,
