cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
73.0,MAmclia,Amclia,Ameclia,Mmclia,,,,,,,,,,,,
74.0,ROme,Tomeuvesiun,rome,Rome,,,,,,,,,,,,
75.0,swan,"Mount
St. Woman",Mount,Mount St.,,,,,,,,,,,,
76.0,Belinda,Amelin,Camelot,Amelina,,,,,,,,,,,,
77.0,Colony,Polonia,Glenmalony,Balcony,"ceremony,-I",,,,,,,,,,,
78.0,Ours,Coursing,Humours,,,,,,,,,,,,,
79.0,Desert,"L
Series",Pineries,,,,,,,,,,,,,
80.0,Mosses,Masses,Susses,Sussex,Trusses,,,,,,,,,,,
81.0,Stadthnus,Bierstadt,,,,,,,,,,,,,,
82.0,the West End,West,West End,West End Swell,,,,,,,,,,,,
83.0,Lcipzig,Leipzig,,,,,,,,,,,,,,
84.0,East,Destiny,Feasting,eating'and,,,,,,,,,,,,
85.0,Oystherstown,Booterstown,brother--,,,,,,,,,,,,,
86.0,Gaunt,Great Gaunt,New Gaunt,Great Britain,Great Gaunt-,Great Gaunt Street,,,,,,,,,,
87.0,MIonsieur Isidor,Monsieur Isidor,Monseineur,Monsieur,Isidor,,,,,,,,,,,
88.0,Park LAne,Park lAne,,,,,,,,,,,,,,
89.0,"fell,-she",tEll,Shehas,,,,,,,,,,,,,
90.0,Christchurch,Rector,History,Osbaldiston,ND M0HIs,Artist,,,,,,,,,,
91.0,Brougham,rouge,Bruges,,,,,,,,,,,,,
92.0,pAris,paris,Paris,,,,,,,,,,,,,
93.0,Mlaleira,Madeira,Mndeira,,,,,,,,,,,,,
94.0,St. George's,St. George's Hospital,,,,,,,,,,,,,,
95.0,Thames,Thames St.,Fulham,,,,,,,,,,,,,
96.0,Mmelia,Armelia,melia,Melia,Amelia,MAmelia,,,,,,,,,,
97.0,Frenchmen,Trenck,Florence,Wrench,Trssarenc,Frenchmnan,,,,,,,,,,
98.0,Flanders,Newfoundland,Fitzjurld,Switzerland,,,,,,,,,,,,
99.0,beaux,Bordeaux,,,,,,,,,,,,,,
100.0,Ladies,DIe,,,,,,,,,,,,,,
101.0,Manon,Richnond,Richelieu,Dulwich,Richmond,,,,,,,,,,,
102.0,Versailles,Smallest,Gillespie,Achilles,,,,,,,,,,,,
103.0,Africa,WRICII,America,Cashmere,,,,,,,,,,,,
104.0,Leeds,Threadneedle,Threadneedle Street,,,,,,,,,,,,,
105.0,Ireland,the Peerage of Ireland,Peerage,,,,,,,,,,,,,
106.0,Salamanca,Marsala,Guarsmmn,,,,,,,,,,,,,
107.0,Porteus,Port,Portland,Portansherry,,,,,,,,,,,,
108.0,Brazil,grin-'`Brazil,brazil,,,,,,,,,,,,,
109.0,Curtains,Mozurt,Curzon,Britain,Curtain,,,,,,,,,,,
110.0,Bronet,Baronet,,,,,,,,,,,,,,
111.0,Munich,las,the Russian Order of Sin Nicholas,Russia,,,,,,,,,,,,
112.0,Bullock,Bulloeks,HIorroeks,Bulloeck,,,,,,,,,,,,
113.0,the City of London,"the City, Sir",the City,the Fre City of JudenstuIt,us City,City,,,,,,,,,,
114.0,yong,the Cannibal Islands,"South See
Islands",Long Acre,Long Island,,,,,,,,,,,
115.0,Lorlship,Oslorue,Osborue,,,,,,,,,,,,,
116.0,Roehampton,Southampton Row,Southanpton Row,Southampton,Southampton Gaol,Southamptou,Nuthan,,,,,,,,,
117.0,Bromptou,Brompton,hBrompton,bRompton,,,,,,,,,,,,
118.0,HRebecca,RBebecca,Hebecca,Rebecec,Ilebecca,Rebecca,Rzebecca,Rlebecca,Bebecca,lebecca,llebeccn,,,,,
119.0,linendraer,Continent,Linen,Pnrlinmcnt,,,,,,,,,,,,
120.0,Marouis,Louis XVIII,III1,Louis,,,,,,,,,,,,
121.0,"L
-a--","L

L3","L

l
-'Y",,,,,,,,,,,,,
122.0,in'a,Mirnnda,Montmoreucy,Montmirail,Trail,,,,,,,,,,,
123.0,Scotch,Scotland,Shetland,,,,,,,,,,,,,
124.0,MIrth,Girton,Muddleton,Darton,,,,,,,,,,,,
125.0,&c.,"&c.
Rawdon",Rawdon,,,,,,,,,,,,,
126.0,Swindle,Minded,MInd-,,,,,,,,,,,,,
127.0,O'Down,Soutludown,Udolplo,,,,,,,,,,,,,
128.0,IIammerlown,Wterloo,Waterloo,Bayswater,,,,,,,,,,,,
129.0,Anelia,Amcelia,lelia,Inlia,Aielia,Cecilia,Aelia,Auelia,,,,,,,,
130.0,Coventry,"Coventry
Island",Coventry Island,,,,,,,,,,,,,
131.0,Briglton,Brighton -for Brighton,Brighten,Brighton,,,,,,,,,,,,
132.0,the New Road,the Riding,the Latin Grammar,the Arabian Nights,the Valley of Diamonds,Athens,the Straight Waistcoat,the dark sea,the Red Book,Bethesda Place,the MIadras Roads,the Ale-Verse,the H. H.,the atlantic Ocean,the Old 9daughter',the Magic Flute
133.0,"Joy,-and","suffers,-and","her,-and","night,-and",,,,,,,,,,,,
134.0,Turkey,Burkc,Edinburgh,,,,,,,,,,,,,
135.0,Jupiter,St. Paneras,St. Peter's,St. Pitt's,Pitt,St. Petersburg,St. Paul's,St. Kitts,,,,,,,,
136.0,Indin,India,India1,,,,,,,,,,,,,
137.0,Ark,Hole Park,Hyde Park,Park,"Park
Lane",,,,,,,,,,,
138.0,Brainton,intre,INto,Point-,,,,,,,,,,,,
139.0,Lessons,Black Less,the Black Hole,,,,,,,,,,,,,
140.0,British Boulogne,Cologne,Boulogue,Boulogne,,,,,,,,,,,,
141.0,Regent,Erbprinz,the Prince Regent,the Prince of Wales,,,,,,,,,,,,
142.0,Grosvenor,Green avenue,Cupil,Avenues,,,,,,,,,,,,
143.0,Ladyship,Lordslip,Ladyslip,,,,,,,,,,,,,
144.0,Peterwaralin,Caradori,Peterwaradin,Puppets,,,,,,,,,,,,
145.0,the Marquis of Stone's,Marquisl,,,,,,,,,,,,,,
146.0,Cape,Swamptown,Cape Town,,,,,,,,,,,,,
147.0,Nnpoleon,Nanoleon,,,,,,,,,,,,,,
148.0,the Green of She,Green,Greenwich,Lowood,Greenwood,,,,,,,,,,,
149.0,Luura,Lnura,,,,,,,,,,,,,,
150.0,handkerchiefs,Sands,Hands,Rowlnand,,,,,,,,,,,,
151.0,Yonder,Alderney,Derby,Podder,Lederlung,,,,,,,,,,,
152.0,Blooms-,Strasburg,Bloomnsbury,,,,,,,,,,,,,
153.0,M.P,M.P.,,,,,,,,,,,,,,
154.0,Billingsgate,Islington,Ballinasloe,Wellingtons,Wcllington,Wellington,,,,,,,,,,
155.0,Slc,slc,,,,,,,,,,,,,,
156.0,Sultan,Neapolitan,Britannia,Panitatan,Nenpelitan,Hritannia,Vanity,Iphigenia,Titania,,,,,,,
157.0,Temple,Jabotiire,Empire,,,,,,,,,,,,,
158.0,Relccca,Ielccca,,,,,,,,,,,,,,
159.0,golden auburn,Punjaub,,,,,,,,,,,,,,
160.0,Crmrthenshire,Buckinghamshire,Devonshire,IInmpshire,Somersetshire,Wiltshire,Shropshire,Yorkshire,Hnmshire,Iapshire,,,,,,
161.0,deeorum,Pump,Thrump,,,,,,,,,,,,,
162.0,Wesleyan,Cowes,Moscow,,,,,,,,,,,,,
163.0,Macmurdo,Don Juan,Pardon,Wimbledon,,,,,,,,,,,,
164.0,kensington Gardens,uadrunt gardens,the Aurelius Garden,Kensington,"Kensington
Gardens",New Gardens,Kensington Gardens,,,,,,,,,
165.0,Butler,Wales,Naples,motley,Ritles,,,,,,,,,,,
166.0,Funey,Transpareney,,,,,,,,,,,,,,
167.0,Ramsgate,margate,Margate,,,,,,,,,,,,,
168.0,Rowson,thou,Thomson,,,,,,,,,,,,,
169.0,Kalydor,italy,ITALY,Italy,,,,,,,,,,,,
170.0,kiss,lL.,Miss.,Missing,,,,,,,,,,,,
171.0,Oliseick,Iahimo,Goliah,,,,,,,,,,,,,
172.0,Dearest George,dEarest,Dearest,,,,,,,,,,,,,
173.0,New,York,Cork,New York,,,,,,,,,,,,
174.0,South-,Lorlsouthdown,Bouthdown,Southdowu,South,,,,,,,,,,,
175.0,Chapelle,Chapels,,,,,,,,,,,,,,
176.0,Valencicnnes,Vicnna,Vienna,,,,,,,,,,,,,
177.0,HIoggarty,bDixonary,Bonaparty,,,,,,,,,,,,,
178.0,that1,Chatham,CHATHAM,,,,,,,,,,,,,
179.0,lang,Langham,,,,,,,,,,,,,,
180.0,RBengal,Bcngal,,,,,,,,,,,,,,
181.0,St. Helen,St.,St. James's,St. Accent,St. John's,St. Just,,,,,,,,,,
182.0,Negation,Regan,Legaey,Nassau,regan,,,,,,,,,,,
183.0,Cousin,mustaclios,Austria,Lustrous,,,,,,,,,,,,
184.0,Wet,Gazette,Rotterdam,Potztauscnd-Donncrwetter,,,,,,,,,,,,
185.0,Chcltenam,Ostend,Sehxueuelt,Cheltenham,,,,,,,,,,,,
186.0,Madrs,Armageddon,MAdame Strunpff,Canada,Armada,,,,,,,,,,,
187.0,Mulbury,Canterbury,Mudbury,Albums,Yalbury,,,,,,,,,,,
188.0,Zwieback,SIckly,Cracksman,Cackle,,,,,,,,,,,,
