cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
109,Zwieback,Lessons,Black Less,the Black Hole,,,,,,,,,,,,,,
110,British Boulogne,Cologne,Boulogue,Boulogne,,,,,,,,,,,,,,
111,Mr,MR,,,,,,,,,,,,,,,,
112,the Riding,Regent,Magnificent,the Red Book,Ghent,Erbprinz,the Prince Regent,the Prince of Wales,,,,,,,,,,
113,Ladyship,Lordslip,Ladyslip,,,,,,,,,,,,,,,
114,DOorway,Peterwaralin,Caradori,Peterwaradin,Puppets,,,,,,,,,,,,,
115,France,Fraucis,fRance,perseverancc,FRance,,,,,,,,,,,,,
116,Jupiter,Wittgenstein,Vittoria,St. Pitt's,Pitt,,,,,,,,,,,,,
117,St. Paneras,St. Peter's,Strasburg,St. Petersburg,Edinburgh,,,,,,,,,,,,,
118,Nnpoleon,Nob,Nanoleon,,,,,,,,,,,,,,,
119,Threadneedle,Threadneedle Street,MAdame Strunpff,,,,,,,,,,,,,,,
120,RBengal,Bcngal,,,,,,,,,,,,,,,,
121,Bohemian Libraries,Siberia,Maria,Whitefriars,Iahimo,Austria,MIa'no,Miaria,Bulgaria,,,,,,,,,
122,handkerchiefs,Sands,Hands,,,,,,,,,,,,,,,
123,Silenus,Grosvenor,Avenues,Venus,,,,,,,,,,,,,,
124,M.P,P.S.,M.P.,,,,,,,,,,,,,,,
125,Slc,slc,,,,,,,,,,,,,,,,
126,Dresden,Dearest George,dEarest,Dearest,,,,,,,,,,,,,,
127,Elbe,Helvellyn,Gulielmo,NoEL,WWel-,Belgium,Elba,tEll,Sehxueuelt,EL,Smithfield,,,,,,,
128,the Valley of Diamonds,Munich,Richnond,Richelieu,Richmond,,,,,,,,,,,,,
129,East,"tlc
East India Company's",the East Indian,Feasting,West Indian,East India,West India,,,,,,,,,,,
130,deeorum,Pump,Thrump,,,,,,,,,,,,,,,
131,kensington Gardens,uadrunt gardens,the Aurelius Garden,Kensington,"Kensington
Gardens",New Gardens,Kensington Gardens,,,,,,,,,,,
132,I1l,II.R.II,Jabotiire,Louis XVIII,"L
II",III1,,,,,,,,,,,,
133,Caleutta,Calumny,Calcutta,,,,,,,,,,,,,,,
134,It'as,L.A,Bombasy,Nassau,.aS,,,,,,,,,,,,,
135,d'h6te,Ramsgate,Gazette,margate,Potentate,Margate,BOAT1,,,,,,,,,,,
136,kiss,Jais,Miss.,Missing,,,,,,,,,,,,,,
137,Billingsgate,Islington,Ballinasloe,Wellingtons,Wcllington,Wellington,,,,,,,,,,,,
138,Domain,Macmurdo,swan,"Mount
St. Woman",Manon,Cracksman,Germany,pomatum,oman,,,,,,,,,
139,Rehecca,HRebecca,RBebecca,Hebecca,Ilebecca,Rebecca,Rzebecca,Rlebecca,Bebecca,lebecca,llebeccn,,,,,,,
140,beaux,Bordeaux,,,,,,,,,,,,,,,,
141,W. T.'a,St. James's,St. Accent,St. John's,St. Paul's,St. Just,St. Kitts,,,,,,,,,,,
142,Cape,Chapelle,Chapels,,,,,,,,,,,,,,,
143,"South See
Islands",thou,South-,Soutludown,Lorlsouthdown,Bouthdown,Thomson,Southdowu,South,,,,,,,,,
144,Butler,Wales,Naples,Temple,Begleitung,Blenheim,Swindle,Nile,Leeds,Circle,motley,Mlelulla,Muddleton,Ritles,Lederlung,LE,Cackle,
145,Chcltenam,nhl,Cheltenham,,,,,,,,,,,,,,,
146,Mulbury,Canterbury,Mudbury,Albums,Burkc,Bloomnsbury,Yalbury,,,,,,,,,,,
