cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
70,.150,D94,Apres,Pre,l6preuve,presbytere,P,apres,Aprs,as304,,,,,,,,,
71,tete,tete  labri,Tete,,,,,,,,,,,,,,,,
72,EI,Mie,Ls,,,,,,,,,,,,,,,,
73,imprevue,rev6s,revolteo,,,,,,,,,,,,,,,,
74,Cemment Elle,Cemment,Comment es-tu,Largument,Immense,Coment,,,,,,,,,,,,,
75,I.I,deelara,Elas,Adelaide,relat,Las,,,,,,,,,,,,,
76,Picot,abbaye Picot,ch6e,,,,,,,,,,,,,,,,
77,-  Pas,ner,-  Pardi,ricaner:-  Parler,,,,,,,,,,,,,,,
78,Cest,Est,- Reste,"ch-
t Est",estauand,,,,,,,,,,,,,,
79,perse,Ladultere,Aa here,Lepere,,,,,,,,,,,,,,,
80,v1E,ins,sapins,Instants,,,,,,,,,,,,,,,
81,consolait:-,considera,convulsee,gascon,,,,,,,,,,,,,,,
82,Rales,mariez-les,Naples,Les,accables,ayssnsimpaesiblesIa,LEs,piece,MIis,arles,,,,,,,,,
83,-  Voyons,Voyons,Lapons,A 1,,,,,,,,,,,,,,,
84,Varneville,Watteville.29,Fourville,Yontivilliers,Courville,Barville,Batteville,ouville,gare de Beuzeville,terre de Barville,menuisier de Godarville,Versailles,daille,Godarville,Goderville,"io
 Eg",Villette,Ioille,Libreville
85,chateau,.G,chteau,teat,"LI

N",au chteau,teaudun,,,,,,,,,,,,
86,difformes,Normande,1H0tel de Normandie,Normand,Normandie,,,,,,,,,,,,,,
87,suva,G55,"rue
saUvage",c0,rue du Sauvage,,,,,,,,,,,,,,
88,Sainte-Helene,Int,Interpr,,,,,,,,,,,,,,,,
89,IQans,A208,indians,Indiff,,,,,,,,,,,,,,,
90,ai eu froid,sarroi,arras,abimee,,,,,,,,,,,,,,,
91,lalande6,candelabres,"lalande
 Artois",artois,rto  IT1,,,,,,,,,,,,,,
92,"fosse des
billard",Lexpertise des Vaud,Pertuis des Vaud,golfe de Sagone,,,,,,,,,,,,,,,
93,Parfois,bois bruni,Pois,oise,bois du siege,parois,Trois-Mares,,,,,,,,,,,,
94,yecu,vecu,,,,,,,,,,,,,,,,,
95,Ganaehe,Cana,etluidemana,YE,Piana,Io,Cany,,,,,,,,,,,,
96,jeanie,UNIE,tanzanie,lituANIE,,,,,,,,,,,,,,,
97,pays de Ceux,"I
a3
2
L
Wit","pays de
L
Cu",Pays,Pas de lune,,,,,,,,,,,,,,
98,blouie,ROi-Louis,Roi-Louis,,,,,,,,,,,,,,,,
99,lescopes,Lopez,qupes,,,,,,,,,,,,,,,,
100,el haut,auteuil,Lautre,Sa336,Ilfaut,Hauts,,,,,,,,,,,,,
101,Loir,"loi,-la",loir.du,,,,,,,,,,,,,,,,
102,Ca,"ai

ii","S t0

h'
f 
gL",S t0,,,,,,,,,,,,,,,
103,tOurs,Coursil,commetoujours,toujours:-  Ilfaut,Bourse,jou,,,,,,,,,,,,,
104,nola,"ba-
ron",lanmme,roninlanoligue,"E

Ia
lan ah
ria",,,,,,,,,,,,,,
105,NE YIE,gs,rai-LNE VE,,,,,,,,,,,,,,,,
106,seveiller,loreille,Vieille,Sacre-Corneille,laveille,cueillie,Savez,,,,,,,,,,,,
107,etreindre,bir,nix sime etre,nenetre,peut-etre7,,,,,,,,,,,,,,
108,Grece,extreme,Mettre,trebuchant,"L
atre","t

.E.
2

t",,,,,,,,,,,,,
109,cambree,hate,sambre,Chambre-aux-Demoiselles,abregea,,,,,,,,,,,,,,
110,Malgre,Mals,choua,A,,,,,,,,,,,,,,,
111,Leestendres,Rebonds,Londres,londRes,Comprendre,-  Querepondras-tu,,,,,,,,,,,,,
112,troyes,Voyez,Fuyez,Croyez-,,,,,,,,,,,,,,,
113,aC',dexia,paon,EE,,,,,,,,,,,,,,,
114,Drnee,Aa,Athenes,nes-tu satisfaite7,Mornes,,,,,,,,,,,,,,
115,savanceer,vinge milo francs,france,bade,franais,France,,,,,,,,,,,,,
116,"rer du petit
d u",I petite Corse,Ila  Petite,"nereeonnis
i petite re",ts,,,,,,,,,,,,,,
117,hesita,Cite,hesiter,,,,,,,,,,,,,,,,
118,Autrot,G,Lectro,Crott,trot,,,,,,,,,,,,,,
119,.L.,e.,nl,"I
N
A
R",,,,,,,,,,,,,,,
120,I,Y,,,,,,,,,,,,,,,,,
121,inde,indemnis,Indes,Aeondes,,,,,,,,,,,,,,,
122,AlLergique,lle,Allemagne,alle,ALLI,Allez,alluma,,,,,,,,,,,,
123,seve,ns',AL,severe,,,,,,,,,,,,,,,
124,".,-",d'0Ota,becota,"5:,:.G",mota,,,,,,,,,,,,,,
125,Appartenait,Attend,Leattendait,Soudain,,,,,,,,,,,,,,,
126,rosinquil,quipes,Cequilui,,,,,,,,,,,,,,,,
127,san,Santo,Ioisant,,,,,,,,,,,,,,,,
128,LMIais,implora;mais,saisit126,Maie,Maisy,Nais,,,,,,,,,,,,,
129,mer par-dessus,mer sem6e,mer les suivraient,"1I
t
L'",mer l-,pr l,,,,,,,,,,,,,
130,A1,E-,,,,,,,,,,,,,,,,,
131,MI,pOulet,Voulez,paule,Poulet,,,,,,,,,,,,,,
132,ine,ostinee,Ine,tine,tina,,,,,,,,,,,,,,
133,comtesse Gilberte,Pertes,V1E,Gilberte,Gilherte,,,,,,,,,,,,,,
134,cher,bou6es,cherie,cherbourg,,,,,,,,,,,,,,,
135,grace,laches,Lac,enlaceesparfois,laceouchee,tE,,,,,,,,,,,,,
136,D,tle ui,Le soleil,sOleil,desole,t le soleil,le soleil,soleil,,,,,,,,,,,
137,Donc,oubli6,el,calm6,calme-toi,Yeux,Me-,,,,,,,,,,,,
138,tomb6,dore,reel,g85,Chicorees,,,,,,,,,,,,,,
139,Qestla Corse,la Corse,Corse,"L
Cu",Corse d'Evisa,l-bas en Corse,La Corse,,,,,,,,,,,,
140,le-I,Bassolle,amollis,Ju-,Folle,Rollebose,5Z,,,,,,,,,,,,
141,Lbarone,haron,La garonne,garonne,,,,,,,,,,,,,,,
142,Incolie,Julien,Lieu,,,,,,,,,,,,,,,,
143,plusqu',Lorsquon,Thysbe,va',embusqu,,,,,,,,,,,,,,
144,angeles,echangee,"y.

YE",trav,Trange,,,,,,,,,,,,,,
145,Uiente,denTE viE.,Dentu,rie du departement,Entend,Couvrent,emea,Lentement,,,,,,,,,,,
146,H,marmiton,perle  Marseille,Mars,UI,Marseille,Mle marseille,,,,,,,,,,,,
147,Ilbalbutia,E5s,Religion,Beelzebuth,jei,balbutiont,,,,,,,,,,,,,
148,bete crispee,eternuer.-,bete,Tes,fetes,Etes,,,,,,,,,,,,,
149,yeu,jEanne,Jeannemurmura,one Jeanne,-  Jeanne,Or Jeanne,,,,,,,,,,,,,
150,Brise-,LI,Brisseville,Rriseville,deBriseville,,,,,,,,,,,,,,
151,Cepteur,Harfleur,heuressans,deurope,courbaturee,Impuret,serrure,eure,,,,,,,,,,,
152,Peuple,Peul,,,,,,,,,,,,,,,,,
153,M6diterraneel,"Me-
literrannee",Mediterranee,,,,,,,,,,,,,,,,
