cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20
48,Croyez-,troyes,.88,Voyez,Fuyez,,,,,,,,,,,,,,,,
49,abbaye Picot,-,ab6 Pivot,Picot,,,,,,,,,,,,,,,,,
50,Rebonds,Londres,Leestendres,londRes,-  Querepondras-tu,,,,,,,,,,,,,,,,
51,Chambre-aux-Demoiselles,abregea,cambree,sambre,,,,,,,,,,,,,,,,,
52,Ca,Cana,sCa,ca,Cany,calm6,,,,,,,,,,,,,,,
53,angeles,Rales,ayssnsimpaesiblesIa,Naples,mariez-les,LEs,lesoitriers,lescopes,Les,arles,etle,accables,,,,,,,,,
54,rai-LNE VE,NE YIE,yIE,,,,,,,,,,,,,,,,,,
55,lalande6,artois,"lalande
 Artois",,,,,,,,,,,,,,,,,,
56,"abb
Tolbiae",Tolbiac,Bolbec,,,,,,,,,,,,,,,,,,
57,Yeux,"y.

YE",e21,Peul,yeu,D94,G',YE,,,,,,,,,,,,,
58,atterres,ns  terre,Angleterre,perret,,,,,,,,,,,,,,,,,
59,val d'0ta,suva,Val,val d'Ota,AL,val,va',ral6e,,,,,,,,,,,,,
60,Damas,maman,etluidemana,Ma-,Flamands,Maie,,,,,,,,,,,,,,,
61,"5:,:.G",.G,,,,,,,,,,,,,,,,,,,
62,Immense,Omme,Comment es-tu,lanmme,Lhomme,,,,,,,,,,,,,,,,
63,Rentrons,Notre-Dame du Gros-Ventre,entre-.-,Inntre,.-.E,,,,,,,,,,,,,,,,
64,lons,Bouillon,Allons,mellon,allongeaitjusqu,troit vallon,,,,,,,,,,,,,,,
65,E-,Me-,Pyrame,Permette-moi Mdmea,calme-toi,,,,,,,,,,,,,,,,
66,Incolie,Int,roninlanoligue,In,Soudain,Inhabit,rhin,sapins,rosinquil,ins,tina,,,,,,,,,,
67,S,B,hesita,hesiter,,,,,,,,,,,,,,,,,
68,marmiton,MI,Mie,Midi,,,,,,,,,,,,,,,,,
69,apres,presbytere,Aprs,Apres,Ap0tres,,,,,,,,,,,,,,,,
70,Ilbalbutia,m-,balbutiont,,,,,,,,,,,,,,,,,,
71,Ilet,IL,Ile,Pail,mobile,,,,,,,,,,,,,,,,
72,peut-etre7,nix sime etre,"L
atre",Etat,Eretat,Etretat,Eretry,Mettre,extreme,etreindre,nenetre,.Et,,,,,,,,,
73,lejeune,Lejeune,,,,,,,,,,,,,,,,,,,
74,D202,A208,,,,,,,,,,,,,,,,,,,
75,Lh-bas,gascon,as304,la-bas,Lastique,nola,Las,Asaln,Elas,Jas,-  As,01C1,,,,,,,,,
76,.l,.L.,"I

L.0",,,,,,,,,,,,,,,,,,
77,Mals,Ls,Malgre,,,,,,,,,,,,,,,,,,
78,cueillie,Sacre-Corneille,loreille,seveiller,Mars,laveille,Marseille,Vieille,Mle marseille,perle  Marseille,,,,,,,,,,,
79,Ju-,au-,jura,Sou-,,,,,,,,,,,,,,,,,
80,Grece,premiere,Comprendre,O2,Pre,imprevue,l6preuve,,,,,,,,,,,,,,
81,grace,vinge milo francs,franais,france,savanceer,France,,,,,,,,,,,,,,,
82,Lac,Sachez,laceouchee,aC',laches,Ganache,,,,,,,,,,,,,,,
83,lavie,piece,VIE,denTE viE.,viE.,la-Vierge,,,,,,,,,,,,,,,
84,Kg,E,,,,,,,,,,,,,,,,,,,
85,parois,Parfois,O,enlaceesparfois,,,,,,,,,,,,,,,,,
86,Tot,bIentot,Bientot,Oriental,"Ave-ou bientot
ter cst enfant",,,,,,,,,,,,,,,,
87,Peuple,honteuse,leuse,us,meuse,,,,,,,,,,,,,,,,
88,laissantvide,Anglais,Encaisser,Laisse,Palais-Royal,Laissait,Vaisselle,Laisse-,,,,,,,,,,,,,
89,h Yport,apporte-les-moi,Yport,Ykport,Lepretreportele,Port,Apportez,,,,,,,,,,,,,,
90,chateau,chteau,teaudun,hameau de,au chteau,,,,,,,,,,,,,,,,
91,d'0Ota,becota,mota,,,,,,,,,,,,,,,,,,
92,relat,H1,candelabres,aid6,de324,Adelaide,bade,deelara,,,,,,,,,,,,,
93,Lison,Songe,Songez,,,,,,,,,,,,,,,,,,
94,baptisa  Massacre,Savez,.sa,san regard,IQans,san,Sa336,,,,,,,,,,,,,,
95,lunit,hune,luNE,lune,Pas de lune,,,,,,,,,,,,,,,,
96,F6camp,phare de Fecamp,Fecamp,,,,,,,,,,,,,,,,,,
97,tle ui,desole,Le soleil,le soleil,soleil,t le soleil,sOleil,,,,,,,,,,,,,,
98,Bourse,toujours:-  Ilfaut,rs,"au-
T
L
214
UNE vIE
tour de cette chair",Coursil,tOurs,Touraine,commetoujours,,,,,,,,,,,,,
99,Lorsquon,dore,Lor,Lopez,implora;mais,,,,,,,,,,,,,,,,
100,Godarville,Fourville,ouville,menuisier de Godarville,Yontivilliers,"bar-
ribery",Barville,terre de Barville,Goderville,Courville,,,,,,,,,,,
101,Villette,Varneville,gare de Beuzeville,Batteville,Watteville.29,Libreville,,,,,,,,,,,,,,,
102,Pertes,Gilherte,comtesse Gilberte,Gilberte,,,,,,,,,,,,,,,,,
103,Roi-Louis,ai eu froid,ROi-Louis,blouie,"loi,-la",,,,,,,,,,,,,,,,
104,U,Cest,- Reste,estauand,"ch-
t Est",Est,,,,,,,,,,,,,,,
105,sAcre-Leur,heuressans,namur,deurope,courbaturee,Impuret,murmure:4Ditesdsnc,eure,Cepteur,serrure,Harfleur,,,,,,,,,,
106,Pois,Chinois,SesCiSea,Trois-Mares,miserieorde,"ferme
oise",oise,bois bruni,,,,,,,,,,,,,
107,Rouen,G,Cen',en',,,,,,,,,,,,,,,,,
108,hein,-  Hein,,,,,,,,,,,,,,,,,,,
109,saisit126,detail,Nais,taillis,LMIais,Maisy,etais,Taisez,,,,,,,,,,,,,
110,"t

.E.
2

t",Madame.on,e.,E.sembla,,,,,,,,,,,,,,,,,
111,pr l,mer par-dessus,mer les suivraient,mer l-,mer sem6e,,,,,,,,,,,,,,,,
112,mignonne,Mignonne,,,,,,,,,,,,,,,,,,,
113,donn,Donc,renonc6,,,,,,,,,,,,,,,,,,
114,ar-,vert-de-gris,Cri-,Paris 7 A,tris6,paris,Paris,,,,,,,,,,,,,,
115,argonne,haron,Lbarone,garonne,La garonne,"ba-
ron",,,,,,,,,,,,,,,
116,"LI

N",amollis,oubli6,LIL,lituANIE,delivery,alIS,Lieu,LI,TLI,Julien,,,,,,,,,,
117,Vois-tu,N,Voie,Voil,,,,,,,,,,,,,,,,,
118,Autrot,Lectro,Crott,Ro-,trot,,,,,,,,,,,,,,,,
119,oeil,jei,obeir,neil.s',EI,,,,,,,,,,,,,,,,
120,se6-,d6-,,,,,,,,,,,,,,,,,,,
121,I.I,"eA
I","R.:I


E
i.
t.A
I",,,,,,,,,,,,,,,,,,
122,Jardin,-  Pas,-  Pardi,ricaner:-  Parler,,,,,,,,,,,,,,,,,
123,Bravo,Aa,Trange,Vitrail,trav,,,,,,,,,,,,,,,,
124,V1E,v1E,V1LE,,,,,,,,,,,,,,,,,,
125,Rosalie,d'Italie,Italie,,,,,,,,,,,,,,,,,,
126,".,-",sbbe?s,Thysbe,,,,,,,,,,,,,,,,,,
127,Yos,-  Voyons,Voyons,,,,,,,,,,,,,,,,,,
128,t0t,"S t0

h'
f 
gL",S t0,,,,,,,,,,,,,,,,,,
129,indemnis,Aeondes,Desire,inde,Indes,pides,,,,,,,,,,,,,,,
130,sa`casquette,bosquet,"E
E'
A",R,Quelquefois,Amerique,que',,,,,,,,,,,,,,
131,aK,Poulet,Voulez,paule,pOulet,,,,,,,,,,,,,,,,
132,nOuirent,Coment,Sainte-Helene,emea,Cemment,Couvrent,Uiente,Dentu,rie du departement,Largument,Entend,Lentement,,,,,,,,,
133,Traitait,Appartenait,"AI
-",nes-tu satisfaite7,aims,Cotait,Tait,Battait,,,,,,,,,,,,,
134,"1I
t
L'",T1I,rto  IT1,,,,,,,,,,,,,,,,,,
135,Loir,choire,Bonsoiro,loir.du,soiree,bir,SOir,,,,,,,,,,,,,,
136,eternuer.-,fetes,Tes,bete,Etes,,,,,,,,,,,,,,,,
137,P,Bastia,nigeria,Piana,dexia,"E

Ia
lan ah
ria",Ia,,,,,,,,,,,,,,
138,tomb6,tombo,,,,,,,,,,,,,,,,,,,
139,Llle,Bassolle,daille,Versailles,Ioille,Folle,Rollebose,"besoin.n
Llle",lle,,,,,,,,,,,,
140,Is,Pis,pise,,,,,,,,,,,,,,,,,,
141,Puison,puise6,UI,PuIs,,,,,,,,,,,,,,,,,
