cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
89,Cest,- Reste,estauand,"ch-
t Est",Est,,,,,,,,,,,,,,
90,sAcre-Leur,heuressans,namur,I,deurope,Peul,courbaturee,Impuret,murmure:4Ditesdsnc,eure,Cepteur,Harfleur,,,,,,,
91,Pois,Chinois,se6-,SesCiSea,miserieorde,Vois-tu,"ferme
oise",oise,bois bruni,Pis,pise,,,,,,,,
92,sen,aK,Cen',en',,,,,,,,,,,,,,,
93,detail,Nais,taillis,-,etais,Taisez,,,,,,,,,,,,,
94,sa`casquette,tE,hotel,Cettepauvre,Ila  Petite,fetes,cettelarve,Tete,Comptez,Cite,O,tete,bete crispee,tete  labri,bete,utte,Etes,,
95,Yeux,"y.

YE",yecu,Croyez-,yeu,YE,Voyez,Fuyez,,,,,,,,,,,
96,pr l,mer par-dessus,mer les suivraient,mer l-,mer sem6e,,,,,,,,,,,,,,
97,cueillie,Sacre-Corneille,loreille,ouville,Villette,Yontivilliers,laveille,Watteville.29,Vieille,,,,,,,,,,
98,donn,gascon,argonne,haron,Lbarone,garonne,La garonne,"ba-
ron",,,,,,,,,,,
99,Coutelier,Incolie,Religion,"LI

N",amollis,oubli6,LIL,delivery,Lieu,LI,TLI,Julien,,,,,,,
100,Autrot,Lectro,troyes,Crott,Ro-,trot,,,,,,,,,,,,,
101,oeil,jei,obeir,hein,neil.s',EI,-  Hein,,,,,,,,,,,,
102,I.I,"eA
I","R.:I


E
i.
t.A
I",,,,,,,,,,,,,,,,
103,Bravo,Trange,trav,,,,,,,,,,,,,,,,
104,grace,vinge milo francs,franais,R,france,France,,,,,,,,,,,,,
105,Rosalie,d'Italie,Aa,lituANIE,Oriental,Italie,,,,,,,,,,,,,
106,sbbe?s,Thysbe,,,,,,,,,,,,,,,,,
107,e21,Yos,-  Voyons,Voyons,,,,,,,,,,,,,,,
108,t0t,"S t0

h'
f 
gL",m-,S t0,,,,,,,,,,,,,,,
109,Indiff,candelabres,indemnis,Aeondes,Desire,inde,Indes,,,,,,,,,,,,
110,"rer du petit
d u",atterres,ns  terre,"nereeonnis
i petite re",Angleterre,perse,serrure,perret,,,,,,,,,,,
111,bosquet,"E
E'
A",Quelquefois,Amerique,que',,,,,,,,,,,,,,
112,nOuirent,Coment,Sainte-Helene,Cemment Elle,Cemment,Couvrent,Ressentit,Uiente,Dentu,Remonte,rie du departement,Largument,Entend,Lentement,,,,,
113,Loir,Aucunbesoin,choire,Bonsoiro,loir.du,soiree,bir,SOir,,,,,,,,,,,
114,indians,Bastia,nigeria,Hc,Piana,"abb
Tolbiae",Tolbiac,dexia,"E

Ia
lan ah
ria",Ia,,,,,,,,,
115,N,tomb6,tombo,,,,,,,,,,,,,,,,
116,Llle,Lllesentit,alle,Bassolle,Ioille,Folle,"n
Lllesentit",Rollebose,AlLergique,"besoin.n
Llle",Allez,V1LE,lle,,,,,,
117,Brise-,deBriseville,Rriseville,Libreville,Brisseville,,,,,,,,,,,,,,
118,Puison,Is,puise6,UI,Cequilui,PuIs,,,,,,,,,,,,,
