cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
75.0,angeles,echangee,trebuchant,Trange,,,,,,,,,,,,
76.0,Attend,utte,Entend,Leattendait,,,,,,,,,,,,
77.0,Yport,h Yport,Ykport,apporte-les-moi,Port,Apportez,Lepretreportele,,,,,,,,,
78.0,"I
I
ssII","II
I","II
I
N
DIen","II
D","I
N
A
R",,,,,,,,,,,
79.0,Malgre,Grece,piece,,,,,,,,,,,,,
80.0,eternuer.-,tete,tete  labri,Tete,,,,,,,,,,,,
81.0,rev6s,Ladultere,revolteo,emea,,,,,,,,,,,,
82.0,Sou-,Soudain,,,,,,,,,,,,,,
83.0,donn,Donc,renonc6,,,,,,,,,,,,,
84.0,Cemment Elle,Cemment,Immense,,,,,,,,,,,,,
85.0,PuIs,puise6,Puison,se6-,,,,,,,,,,,,
86.0,Jardin,-  Pas,-  Pardi,ricaner:-  Parler,,,,,,,,,,,,
87.0,Pre,l6preuve,,,,,,,,,,,,,,
88.0,Cest,Est,- Reste,"ch-
t Est",estauand,,,,,,,,,,,
89.0,ins,sapins,Instants,,,,,,,,,,,,,
90.0,plusqu',plus?n,Piqu',embusqu,,,,,,,,,,,,
91.0,consolait:-,considera,convulsee,gascon,,,,,,,,,,,,
92.0,AlLergique,lle,Allemagne,alle,ALLI,Allez,alluma,,,,,,,,,
93.0,Naples,Les,accables,ayssnsimpaesiblesIa,lesoitriers,LEs,lescopes,arles,,,,,,,,
94.0,oeil,seveiller,loreille,Vieille,laveille,cueillie,Ioille,,,,,,,,,
95.0,Bassolle,amollis,Folle,Rollebose,,,,,,,,,,,,
96.0,tle ui,etle,,,,,,,,,,,,,,
97.0,-  Voyons,Voyons,,,,,,,,,,,,,,
98.0,chteau,au chteau,teaudun,,,,,,,,,,,,,
99.0,Normande,1H0tel de Normandie,Normand,Normandie,,,,,,,,,,,,
100.0,crmonie,Homonyme,Remonte,mons,Lapons,,,,,,,,,,,
101.0,suva,"rue
saUvage",rue du Sauvage,,,,,,,,,,,,,
102.0,laches,Ganaehe,Ganache,Sachez,,,,,,,,,,,,
103.0,Sainte-Helene,Int,Interpr,,,,,,,,,,,,,
104.0,Picot,abbaye Picot,ab6 Pivot,,,,,,,,,,,,,
105.0,tOurs,coup.-,courbaturee,Coursil,Bourse,,,,,,,,,,,
106.0,lalande6,"lalande
 Artois",artois,rto  IT1,,,,,,,,,,,,
107.0,"fosse des
billard",Lexpertise des Vaud,Pertuis des Vaud,golfe de Sagone,Qrti,,,,,,,,,,,
108.0,val d'Ota,val d'0ta,,,,,,,,,,,,,,
109.0,taillis,Versailles,daille,Pail,,,,,,,,,,,,
110.0,sAcre-Leur,Sacre-Corneille,Mornes,baptisa  Massacre,neil.s',,,,,,,,,,,
111.0,Cana,etluidemana,Piana,Cany,,,,,,,,,,,,
112.0,Pois,oise,"ferme
oise",,,,,,,,,,,,,
113.0,jeanie,UNIE,tanzanie,lituANIE,,,,,,,,,,,,
114.0,v1E,V1E,,,,,,,,,,,,,,
115.0,moselle de la Roche-Aubert,nelle,mis.elle,femeLle,aelle,naelle,javelle.n,Ellecontinuait:-,abh6 Pelle,celle-l.,ELle,Ellen',Selles,Elley,Ellerentrait,Ellebuvait
116.0,rosinquil,Cequilui,,,,,,,,,,,,,,
117.0,detail,etais,Taisez,,,,,,,,,,,,,
118.0,pays de Ceux,"L
Cu","I
a3
2
L
Wit","pays de
L
Cu",Pays,,,,,,,,,,,
119.0,Bastia,Amerique,Lastique,Las,,,,,,,,,,,,
120.0,aid6,candelabres,ner,Adelaide,bade,,,,,,,,,,,
121.0,Elerecut,LEr,Lepere,colere,,,,,,,,,,,,
122.0,Le soleil,sOleil,desole,t le soleil,le soleil,soleil,,,,,,,,,,
123.0,Songe,Lison,Songez,,,,,,,,,,,,,
124.0,Italie,Asaln,d'Italie,alIS,Rosalie,,,,,,,,,,,
125.0,Loir,"loi,-la",loir.du,,,,,,,,,,,,,
126.0,el haut,Hauts,,,,,,,,,,,,,,
127.0,commetoujours,Ilfaut,toujours:-  Ilfaut,jou,,,,,,,,,,,,
128.0,MIis,Iis,,,,,,,,,,,,,,
129.0,Elas,Religion,Relev,relat,,,,,,,,,,,,
130.0,cambree,sambre,Chambre-aux-Demoiselles,,,,,,,,,,,,,
131.0,Leestendres,Londres,londRes,,,,,,,,,,,,,
132.0,troyes,Voyez,Fuyez,Croyez-,,,,,,,,,,,,
133.0,choire,choua,,,,,,,,,,,,,,
134.0,mre Couillard,bou6es,Bouillon,,,,,,,,,,,,,
135.0,nigeria,san regard,"E

Ia
lan ah
ria",,,,,,,,,,,,,
136.0,Poder-,Fourville,Courville,Barville,terre de Barville,menuisier de Godarville,Godarville,Goderville,,,,,,,,
137.0,abimee,Inhabit,,,,,,,,,,,,,,
138.0,"rer du petit
d u",I petite Corse,Ila  Petite,"nereeonnis
i petite re",,,,,,,,,,,,
139.0,hesita,Cite,hesiter,,,,,,,,,,,,,
140.0,siege,bois bruni,bois du siege,,,,,,,,,,,,,
141.0,inde,indemnis,pides,Indes,Aeondes,,,,,,,,,,,
142.0,Agee,exageree,geant,gagea,abregea,,,,,,,,,,,
143.0,"R.:I


E
i.
t.A
I","eA
I",,,,,,,,,,,,,,
144.0,d'0Ota,becota,mota,,,,,,,,,,,,,
145.0,Bravo,trav,Vitrail,,,,,,,,,,,,,
146.0,rhin,chine,Chinois,Chine,,,,,,,,,,,,
147.0,"Y
D

M",jEanne,one Jeanne,-  Jeanne,Or Jeanne,,,,,,,,,,,
148.0,san,C0te,Santo,Ioisant,,,,,,,,,,,,
149.0,hein,-  Hein,,,,,,,,,,,,,,
150.0,oceupees,quipes,qupes,,,,,,,,,,,,,
151.0,LMIais,implora;mais,saisit126,Maie,Maisy,Nais,,,,,,,,,,
152.0,mer par-dessus,mer sem6e,mer les suivraient,mer l-,pr l,,,,,,,,,,,
153.0,Peuple,etreindre,nix sime etre,nenetre,peut-etre7,Peul,,,,,,,,,,
154.0,ine,ostinee,Ine,tine,tina,,,,,,,,,,,
155.0,comtesse Gilberte,Pertes,Gilberte,Gilherte,,,,,,,,,,,,
156.0,grace,Lac,laceouchee,,,,,,,,,,,,,
157.0,calm6,calme-toi,Me-,,,,,,,,,,,,,
158.0,dore,reel,Chicorees,,,,,,,,,,,,,
159.0,Dentu,rie du departement,Comment es-tu,Couvrent,Largument,Comptez,Coment,Lentement,,,,,,,,
160.0,perse,Qestla Corse,la Corse,Corse,Corse d'Evisa,l-bas en Corse,La Corse,,,,,,,,,
161.0,VOus,nousaviserons,Savez,miserieorde,,,,,,,,,,,,
162.0,difformes,indians,Indiff,,,,,,,,,,,,,
163.0,Lbarone,haron,mignonne,Mignonne,argonne,La garonne,garonne,,,,,,,,,
164.0,Incolie,Julien,Lieu,,,,,,,,,,,,,
165.0,"S t0

h'
f 
gL",S t0,,,,,,,,,,,,,,
166.0,yecu,vecu,,,,,,,,,,,,,,
167.0,manche,chezla,meche,caleche,Corniche,lche,,,,,,,,,,
168.0,perle  Marseille,Marseille,Mle marseille,,,,,,,,,,,,,
169.0,lavie,denTE viE.,viE.,la-Vierge,VIE,,,,,,,,,,,
170.0,Ilbalbutia,Beelzebuth,balbutiont,,,,,,,,,,,,,
171.0,Tes,fetes,Etes,,,,,,,,,,,,,
172.0,Drnee,auteuil,Verneuil,,,,,,,,,,,,,
173.0,Visionnant,Visionnant...,,,,,,,,,,,,,,
174.0,M6diterraneel,"Me-
literrannee",Mediterranee,,,,,,,,,,,,,
