cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
26,Cest,Gravures,Suresnes,reseda,resume,aequies-,fresnes,,,,,,,,,,,,,,,,
27,Tyrol,Jerome,rome,Rome,,,,,,,,,,,,,,,,,,,
28,Ia2,N0PUBLIE,nobiliaire.6,Joubliais,troublejusqu',J6-,,,,,,,,,,,,,,,,,
29,Nb6us,Curieuse,creuse,v0US,reponse,mediocre,religieuses.7,,,,,,,,,,,,,,,,
30,cruaut,chteau,beaut,au-,,,,,,,,,,,,,,,,,,,
31,Aow,mer d'Aow,mer d'Henri,,,,,,,,,,,,,,,,,,,,
32,lunes bleues,paules des cannes,Lausanne,paule,Indes,,,,,,,,,,,,,,,,,,
33,N0QUELLE,le230,Seville,Relle,etincelnt elLA N0UVELLE,S,Celle-l,I0RIELLE,N0tUELLE,N0IUYELLB,ELle,velle,"pas,,.elle",N0UYELLE,Nulle,"LLL

L

I


LI",tulle,allegee,N0ELLE,lez,"N0ELLE E9PRANCB
Elle",vis-a-vis d'elle,N0eLLE
34,ceLA,cela',elan,Rozel,,,,,,,,,,,,,,,,,,,
35,lagonie,wagon,Wagon,H,,,,,,,,,,,,,,,,,,,
36,deUrope,Asie Mineure,Asie Mineure  Rien,A,Leurs-,,,,,,,,,,,,,,,,,,
37,Tabieh Mauri,Fabien,"chambre
deshabituee",Subie,,,,,,,,,,,,,,,,,,,
38,feuillage du Luxembourg,Luxembourg,Wurtemberg,Bourgogne,,,,,,,,,,,,,,,,,,,
39,savoie,Moindre,soire,wo  boi.28,oi,Soie,,,,,,,,,,,,,,,,,
40,N0ivILLE ESPERANCE,NOYELLE ESEnRANCB,N0UYELLE ESPERANCE,N0UYELLE ESPERANCE 11,LA NoUVELLE ESPERANCIE,N0NOUVELLE ESPERANCE,forceLA N0OUBLI ESPERANCE 79,ESPERANCB 87,N0UYELLE ESPERANCB,N0UVELLE ESPiRANCE 87,N0UYELLE EsPRANCE 57,N0UVELLE EsPERANCE,I0RIELLE ESPfEnRANCE,LA N0NOUVELLE ESPERANCE,"N0UVELLE EsPRANCE
Son existence reprenait",lA NOUVELLE ESPERANCE 8B5,N0UVELLE ESPfR ANCE,N0ELLE EsPERANCE,N0UVELLlL ESPERANCB,N0UVBLLB,LA NOUvELLE ESPERANCE 2871,,
41,- Nais,aimais,C'6tait,E,Jamais,etais,A07,Etat,,,,,,,,,,,,,,,
42,accabl6e,caf,ca,cahors,,,,,,,,,,,,,,,,,,,
43,A8,N0tUTELLE EsSPEnRANCE,A Henri,ESPfiRANCL,N0JUILLET ESPfEnRANCE,ESPEnRANCE,ESPEnANCB,BSPfnRANC,,,,,,,,,,,,,,,
44,htel,Terme,tete college,tete,Compte d'une Societe,bete,tetu,Quittez,,,,,,,,,,,,,,,
45,N0VELL,N0VELLE,LA NO0VELLE,NO0VELLE,N0,N0VELLE FRANCE,,,,,,,,,,,,,,,,,
46,bois de hoyer,Pologne,Bois de Boulogne,boules-de-neige,,,,,,,,,,,,,,,,,,,
47,A92,A9,,,,,,,,,,,,,,,,,,,,,
48,II,"II
I","II
H
I","II
I
LA",,,,,,,,,,,,,,,,,,,
49,Les20,Alsace,lesarbres,Versailles,Naples,Sales,,,,,,,,,,,,,,,,,
50,barcarolle,Rouen,garou,gardon,,,,,,,,,,,,,,,,,,,
51,de Saxe,- D6cide,vde,decidee,,,,,,,,,,,,,,,,,,,
52,NoUvILLB,I.A NOUvELLE,NOUVELLE FRANCE O1,",- Nou","T
L
LA N0NOUVELLE",NOUVELLE E8FRANCE,M0UVELLE,N0UVELLE,"NOUVELLE TENdANCE
- Moi",NoUVELLE,NOUVELLE FRANCE,retrouveront,N0NoUVELLE,LA N0NOUVEL,,,,,,,,,
53,Teloise,l'Oise,Is,Bois,Oise,oisivet,Sois,,,,,,,,,,,,,,,,
54,Ier0me,Il0me,Je0me,Jr0me,h Ier0me,R0me,J6r0me,,,,,,,,,,,,,,,,
55,Dominique,Quelquefois,Quelque,Paques,,,,,,,,,,,,,,,,,,,
56,Courbe,Touraine,Pour-,Tournon,tourmentait170,tournon,,,,,,,,,,,,,,,,,
57,vecu,avaitvecu,G:;avan,,,,,,,,,,,,,,,,,,,,
58,loranger,Flore,Florence,,,,,,,,,,,,,,,,,,,,
59,attirAit,cIT',Mossoul,y-,souffrait',,,,,,,,,,,,,,,,,,
60,"la
Seine bleue",Obstine,chine,Ferney,la Seine,Dauphine,maine,Eiyse,Anzin,seit,Messine,Seine,,,,,,,,,,,
61,endure,chateau des Bordures,Cordoue,Bordures,,,,,,,,,,,,,,,,,,,
62,inegal,Bengale,regal,,,,,,,,,,,,,,,,,,,,
63,port6,"rue Jean-
Bart","rue madame
Fortier","E
S",,,,,,,,,,,,,,,,,,,
64,A38,A3,A30,A335,,,,,,,,,,,,,,,,,,,
65,sillonnaient282,treizieme annee,rue de l'Ancienne-Pomedie,comdienne,Vienne,,,,,,,,,,,,,,,,,,
66,ILA NOELLIE,t4  LA,la252,uniLAT,"II

LILA",Il1,Latin,i-.LA,VILA,ILA,,,,,,,,,,,,,
