text,cluster
Gens,48
Paques,49
Dominique,49
Quelque,49
Quelquefois,49
Cordoue,49
troublejusqu',50
barcarolle,50
Rouen,50
garou,50
gardon,50
Il0me,51
Jr0me,51
Je0me,51
J6r0me,51
A,51
Ier0me,51
R0me,51
h Ier0me,51
ESPERANCB 87,52
BSPfnRANC,52
N0JUILLET ESPfEnRANCE,52
Cest,52
ESPfiRANCL,52
ESPIiRANCE,52
A Henri,52
ESPEnANCB,52
ESPEnRANCE,52
A8,53
A55,53
Rozel,54
rome,54
Jerome,54
Tombe,54
Rome,54
Tyrol,54
e1SeS,55
posees,55
verveine acidul,55
Lhiver,55
perse,55
Serves,55
"la
Seine bleue",56
Dauphine,56
A chemine,56
Obstine,56
seit,56
inegal,56
Eiyse,56
la Seine,56
chine,56
Seine,56
de France,57
loranger,57
iran,57
La France,57
grace,57
souffrait',57
ERRANCE,57
france,57
