cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
29,Dundas,Bundlegunge,Kunz,Begleitung,Lederlung,,,,,,,,,,,,,
30,Billingsgate,Washington,Wellington,Toeplitz,Wellingtons,Kensington,Islingtontown,,,,,,,,,,,
31,Salamanca,France,Lance,,,,,,,,,,,,,,,
32,XXXIII,XX,Pompeii,Louis XVIII,XXII,XXVII,,,,,,,,,,,,
33,Minden,Baden,golden auburn,Baden Baden,Wiesbaden,Dresden,Elba,Leadenhall,,,,,,,,,,
34,Monsieur Isidor,sir?—yes,Isidor,Monsieur,Monplaisir,monsignori,,,,,,,,,,,,
35,Grand Mogul,Gulielmo,gulf,Regulus,Gulf San Juan,,,,,,,,,,,,,
36,Ringwood,Longwood,Long Acre,,,,,,,,,,,,,,,
37,Rectory?—their,Timbuctoo,Rector,History,,,,,,,,,,,,,,
38,Jamaica,Cambridge,Cashmere,Piccadilly,America,Metternich,Africa,Jericho,,,,,,,,,,
39,the Red Book,the Rue Royale,the Prince Regent,Prince Charles,the Prince Regent’s,the Pincian Hill,the Prince of Wales,,,,,,,,,,,
40,Versailles,Achilles,Pineries,Squills,Tuileries,Goneril,Nile,Gillespie,Tiler,,,,,,,,,
41,Bierstadt,St. Peter’s,St. Petersburg,Osnaburgh,St. Michael of Pumpernickel,Canterbury,Strasburg,Schlossberg,,,,,,,,,,
42,byoo,New York,York,the Duke of York,Cork,New York Demagogue,,,,,,,,,,,,
43,"compliments,—if",Bantings,Continent,Ghent,Coventry,Maintenon,Montmorency,Flint,,,,,,,,,,
44,Zwieback,Brunswick,Chiswick,Munich,Which,Harwich,Dulwich,Christchurch,,,,,,,,,,
45,Thomson,Swampton,Roehampton,South,Brompton,Southampton Row,Southampton,Southampton Gaol,,,,,,,,,,
46,Jibbs,Cribb,Hobbs,,,,,,,,,,,,,,,
47,Marriages,Armada,Syriac,Mars,Egeria,Maria,Austria,Arcadia,Bulgaria,Caffraria,Carmarthenshire,Siberia,Whitefriars,,,,,
48,Pariser Hof,Parc,Bonaparty,Park,Paris,Parisot,Hâtel du Parc,,,,,,,,,,,
49,Bruges,St. George’s,Bourgeois,Dearest George,Dearest,Bareacres,Greek Georgy,,,,,,,,,,,
50,Boompjes,Bay,Bombay,Bolkum,Sambo,,,,,,,,,,,,,
51,Bagshot,Archbishop,Bowls,Show,she’s,Glowry,,,,,,,,,,,,
52,Kildare,Wild,Wildbad,,,,,,,,,,,,,,,
53,Mosquetaires Gris,Great,Club,Great Britain,Britain,,,,,,,,,,,,,
54,Morocco,Grocer,Rome,Royal,morocco,Roc,Troy,Faro,Rosa,,,,,,,,,
55,Rebecca,Quebec,Debrett,Rebeca,,,,,,,,,,,,,,
56,Montmirail,the Strait-Waistcoat,Brazil,Trail,Snaily,Trafalgar,,,,,,,,,,,,
57,Pardon,Babylon,Baronet,Circuit?—Don’t,Corydon,Saxony,Londonderry,Boney,LONDON,London City,London,Curzon,Polonia,Wimbledon,Golconda,Richmond,Simeon,Consul
58,Cape Town,Tape,Japan,the Cape of Good Hope,Cape,Cato,Puppets,,,,,,,,,,,
59,Kew Gardens,Hyde Park,"Covent Garden
                        Market",Hardenberg,Hyde Park Gardens,Kensington Gardens,the Aurelius Garden,the Hyde Park,Denmark Hill,,,,,,,,,
60,Surrey,turkey,Turkey,,,,,,,,,,,,,,,
61,H.H.,Bramah,Ems,Malmsey-Madeira,Madeira,Malmsey,,,,,,,,,,,,
62,Waterloo,swan,Bayswater,Batavier,,,,,,,,,,,,,,
63,Cornhill,Osborne,Hornsey,Soho,Horn,Holborn,,,,,,,,,,,,
64,Stere,Potentate,States,d’hôte,Manchester,Rochester,Butes,Temple,Wittgenstein,Easter,interest;)—if,Ste,Booterstown,Ostend,Castle,Steyne,,
65,Noir,Kibobjee,Nob,No.90,her?—no,Munoz,,,,,,,,,,,,
66,Bulbul,Yellowjack,Hollyock,Bullock,Shylock,,,,,,,,,,,,,
67,Fairs,Devonshire,Buckinghamshire,Somersetshire,Wiltshire,Yorkshire and Somersetshire,Yorkshire,Hampshire,,,,,,,,,,
68,scarfs,red scarfs,Red Seas,,,,,,,,,,,,,,,
69,Lewes,Wesleyan,Eagles,Walpole,Palermo,Middlesex,Esq,Omphale,Leeds,Wales,Naples,,,,,,,
70,sospiri,Major,Moscow,Meejor,hosses,Jos,Argos,,,,,,,,,,,
71,Italy,Malonys,Albany,Ballinasloe,Glenmalony,Calumny,Pall Mall,Ballymalony,Kalydor,Albums,,,,,,,,
72,Bart,écarté,Rotterdam,Jupiter,Desert,Garter,quarters.—And,Ramsgate,Margate,Schwartzenberg,Sugar,Gazette,,,,,,
73,Trenck,Florence,Queen,Frenchmen,Caen,Greenwich,,,,,,,,,,,,
74,Finchley,china,China,Glorvina,Maraschino,,,,,,,,,,,,,
75,Burschen,Edinburgh,Cracksman,Highbury Barn,Bloomsbury,Old Burcke,Macmurdo,Crackenbury,Mudbury,,,,,,,,,
76,Stillbrook,Becky,"Stillbrook, Becky",,,,,,,,,,,,,,,
77,Holland,the South Sea Islands,Shetland,the Cannibal Islands,Flanders,Long Island,Poland,Coventry Island,Switzerland,Friedland,Scotland,”—And,Island,Newfoundland,Sands,,,
78,Jingo,Kangaroo,Spiggot,Marengo,Jemima,Germany,Mango,,,,,,,,,,,
79,St. Kitts,St. Vincent’s,Saint Kitt’s,St. Kitt’s,,,,,,,,,,,,,,
80,Saint Helena,St. Helena,Napoleon,Jena,Vienna,Athens,Blenheim,Helena,,,,,,,,,,
81,Ricketts,Calcutta,Cutts,,,,,,,,,,,,,,,
82,Belgravia,Prague,Gayd,Geography,"prayers,—oh",Brava,Grady,Gray,,,,,,,,,,
83,the New Road,Madras,the Madras Roads,,,,,,,,,,,,,,,
84,Dover,Silvery,Nineveh,Sovereigns,Severe,,,,,,,,,,,,,
85,Cavendish Square,the Russell Square,Quashyboos,Warren,Quarrel,,,,,,,,,,,,,
86,Nassau,kiss,Miss.,,,,,,,,,,,,,,,
87,Binkie,Abingdon,Dob,Kingdom,Dobbin,Madame Bobbin,,,,,,,,,,,,
88,"night,—and",Knightsbridge,"Brighton?—for
                        Brighton",Brighton,,,,,,,,,,,,,,
89,Bordeaux,beaux,,,,,,,,,,,,,,,,
90,Rawdon Crawley,Crawley,motley,Talleyrand,CRAWLEY,Boggley,,,,,,,,,,,,
91,East India,East Indiaman,"the
                        West Indies",West Indian,India,West Indies,Destiny,the West Indies,West India,,,,,,,,,
92,protégée,Venice,Providence,Provence,,,,,,,,,,,,,,
93,Tours,Pompadour,thou,Houri,,,,,,,,,,,,,,
94,Porteus,Oporto,pomatum,Portsmouth,Portland,Popish,Portansherry,Fort,Port,,,,,,,,,
95,East,St. Leger,St. Just,Oystherstown,St. Acheul,St.,St. Pancras,,,,,,,,,,,
96,New Orleans,Egalité Orleans,Levant,Orleans,,,,,,,,,,,,,,
