cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
63,Fuddleston,Lewes,Destiny,Cowes,Wesleyan,Esq,interest;)—if,West,,,,,,,
64,Becky,Stillbrook,"Stillbrook, Becky",,,,,,,,,,,,
65,Caen,Cato,Cape,Tape,Cape Town,the Cape of Good Hope,,,,,,,,,
66,Troy,Royal,the Rue Royale,,,,,,,,,,,,
67,Camelot,Cornelia,Melibœus,Amelia,Dearest Amelia,,,,,,,,,,
68,Snaily,Trail,Trafalgar,the Strait-Waistcoat,Montmirail,,,,,,,,,,
69,Yellowjack,Shylock,Bulbul,Bullock,Hollyock,,,,,,,,,,
70,Coventry,protégée,Providence,Provence,,,,,,,,,,,
71,the Temple of Concord,Ems,Temple,"compliments,—if",Empire,,,,,,,,,,
72,Faro,Boney,Baronet,,,,,,,,,,,,
73,Moscow,morocco,Morocco,,,,,,,,,,,,
74,monsignori,Monsieur Isidor,Monsieur,Isidor,Monplaisir,,,,,,,,,,
75,golden auburn,Baden Baden,Leadenhall,Minden,Wiesbaden,H.H.,Baden,Dresden,,,,,,,
76,beaux,Bordeaux,,,,,,,,,,,,,
77,scarfs,red scarfs,Red Seas,,,,,,,,,,,,
78,Gayd,Bombay,Zwieback,Bay,,,,,,,,,,,
79,the West End,"West End hotels,—nevertheless",West End Swell,West End,,,,,,,,,,,
80,Desert,Derby,Alderney,Podder,Ramchunder,Loder,Goddem,,,,,,,,
81,Kalydor,Glenmalony,Ballymalony,Pall Mall,Saxony,Malonys,Ballinasloe,,,,,,,,
82,Club,Clapham,Clapp,,,,,,,,,,,,
83,Gillespie,Machiavellian,Denmark Hill,Squills,Versailles,Piccadilly,Achilles,Cornhill,Muswell Hill,,,,,,
84,Parisot,Pariser Hof,Paris,,,,,,,,,,,,
85,Cognac,Boulogne,Colony,Cologne,Bolkum,,,,,,,,,,
86,Kildare,Wild,Wildbad,,,,,,,,,,,,
87,R.A.,Egalité Orleans,New Orleans,Orleans,,,,,,,,,,,
88,Dulwich,Great,Greenwich,Queen,Harwich,,,,,,,,,,
89,Knightsbridge,"night,—and",Brighton,"Brighton?—for
                        Brighton",,,,,,,,,,,
90,Washington,Islingtontown,Wellingtons,Wellington,Dublin,,,,,,,,,,
91,Wollah,Laeken,Ladyship,Loyola,Bethesda Place,Palais,"place,—in",La,Latin,Talavera,Medulla,,,,
92,Popish,Fort,Porteus,Portsmouth,Portansherry,Port,Oporto,Portland,,,,,,,
93,Great Gaunt Street,Gaunt Square,New Gaunt Street,Gaunt,Gaunt Street,Greek Street,St. James’s Street,Threadneedle Street,,,,,,,
94,Hornsey,Holborn,Osborne,Horn,,,,,,,,,,,
95,Caffraria,Syriac,Vittoria,Bulgaria,Siberia,Mars,Marriages,Egeria,Maria,Whitefriars,,,,,
96,Kew Gardens,"Covent Garden
                        Market",Kensington Gardens,the Aurelius Garden,Kensington,,,,,,,,,,
97,Omphale,Pompadour,Boompjes,pomatum,Pompeii,,,,,,,,,,
98,Higham,Fulham,Thames St.,Thames,Feltham,Chatham,,,,,,,,,
99,St. Helena,Blenheim,Cheltenham,Jena,Saint Helena,Helena,,,,,,,,,
100,Nineveh,Goneril,sospiri,Janizaries,Pineries,Tuileries,,,,,,,,,
101,Mudbury,Burschen,Cracksman,Highbury Barn,Bloomsbury,Macmurdo,Old Burcke,Crackenbury,Canterbury,,,,,,
102,Tours,Houri,Thomson,Soho,thou,Methodist,,,,,,,,,
103,d’hôte,Wittgenstein,Rochester,Potentate,States,Ostend,Manchester,Stere,Ste,Butes,Steyne,,,,
104,Bierstadt,Booterstown,Oystherstown,,,,,,,,,,,,
105,Flint,Saint Jean,Sambo,Rio Janeiro,Maintenon,Saint Jams,,,,,,,,,
106,Albums,Calumny,Elba,Albany,,,,,,,,,,,
107,Fairs,Smithfield,Faithful,,,,,,,,,,,,
108,nubibus,Venice,Silenus,us,Venus,the Green Avenue,Avernus,,,,,,,,
109,Madras,the New Road,the Madras Roads,,,,,,,,,,,,
110,Montcalm,Osbaldiston,Wealth,Buxton,Alton,Stilton,,,,,,,,,
111,Dover,Severe,Sovereigns,,,,,,,,,,,,
112,Armada,Athens,écarté,Carmarthenshire,Devonshire,,,,,,,,,,
113,Black Bess,the Valley of Diamonds,the dark sea,the Black Hole,the Black Diamond,,,,,,,,,,
114,Curzon,Curio Street,Curzon Street,,,,,,,,,,,,
115,Hants,Continent,Atlantic,Levant,Bantings,,,,,,,,,,
116,the Prince Regent’s,the Pincian Hill,the Prince of Wales,Prince Charles,Ghent,the Red Book,the Prince Regent,,,,,,,,
117,Swampton,Southampton Row,South,Brompton,Roehampton,Southampton,Southampton Gaol,,,,,,,,
118,quarters.—And,Jupiter,Sugar,Garter,Bart,,,,,,,,,,
119,Bengal,Old England,Anglais,English Colonies,England,,,,,,,,,,
120,Jos,Meejor,Major,,,,,,,,,,,,
121,the Hyde Park,Park,Hyde Park Gardens,St. James’s Park,Hyde Park,,,,,,,,,,
122,Mount Saint John,St. John’s Wood,Mount St.,Johnes,St. Just,Mount St. John,,,,,,,,,
123,St. Pancras,St. Leger,St. Petersburg,Peterwaradin,Puppets,St. Peter’s,,,,,,,,,
124,P.S.,M.D.,M.P.,,,,,,,,,,,,
125,Demerara,Persia,Peerage,Europe,Perdita,Opera,,,,,,,,,
