cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
64,Glorvima,Jemima,Glorvina,,,,,,,,,,,,,
65,Rawdon,Babylon,Corydon,Londonderry,Don Juan,Long Acre,LONDON,London City,london,London,Curzon,Wimbledon,Golconda,Richmond,Brandon,Abandon
66,Slacken,the Black Hole,Cackle,Lacken,Crackenbury,,,,,,,,,,,
67,"West End Hotels,—nevertheless",West End,the West End,the West Ladies,West,West End Swell,the West Winds,,,,,,,,,
68,Bagshot,Hornby,Forlorn,Udolpho,Soho,Horn,,,,,,,,,,
69,Noir,Notgeung,Nob,,,,,,,,,,,,,
70,Somersetshire,Wiltshire,Yorkshire and Somersetshire,Yorkshire,,,,,,,,,,,,
71,Pineries,ne&t,Corner,Scorned,Borne,Cornelia,Alderney,,,,,,,,,
72,Cologne,H.H.,Glenmalony,Polonia,Colony,archeologian,,,,,,,,,,
73,Boggleywollah,Bogglywollah,motley,,,,,,,,,,,,,
74,CHISWICK,Chiswick,china,China,Maraschino,Christchurch,,,,,,,,,,
75,Cape Town,Japan,Cape,CAPE,,,,,,,,,,,,
76,Rector,Cato,Quatorze,History,,,,,,,,,,,,
77,Wesleyan,Stubbles,Nile,Esq,Tiles,Naples,,,,,,,,,,
78,n’t,in’t,,,,,,,,,,,,,,
79,Bierstadt,Rotterdam,Oystherstown,Booth,Booterstown,,,,,,,,,,,
80,Harrogate,Negation,Ramsgate,Margate,,,,,,,,,,,,
81,Rowson,Moscow,Bowls,now*tYrant,know-,Lowood,OW,Cowes,,,,,,,,
82,Amelia,Dearest Amelia,Goliah,Dearest,,,,,,,,,,,,
83,Edinburgh,golden auburn,Highbury Barn,Canterbury,Macmurdo,ZZ,Mudbury,,,,,,,,,
84,Potentate,Bevetendt,Wittgenstein,Ostend,,,,,,,,,,,,
85,White Hermitage,WHITEFRIARS,Whitefriars,,,,,,,,,,,,,
86,Quashyboos,Bullock,Shylock,,,,,,,,,,,,,
87,the Prince of Wales’s,the Marquis of Stone’s,the Prince Regent,the Residence of Madame,the Valley of Diamonds,Wales,the Prince of Wales,the Queen of She,,,,,,,,
88,Rebecca,Bedad,the Red Book,Pictures,Surrey,red scarfs,Red,Red Seas,,,,,,,,
89,Major,Enjoy,Joy.,Joy,,,,,,,,,,,,
90,Knightsbridge,Spiggot,Brighten,BRIGHTON,Brighton,,,,,,,,,,,
91,Salamanca,Manon,pomatum,Rome,Domain,Cracksman,Germany,nan,oman,,,,,,,
92,¢found,the County Dark,Viscount Hellborough,County Mildred,Mount,County,,,,,,,,,,
93,Swamp Town,swan,Swamptown,"Swamp Town
Gazette",Gazette,,,,,,,,,,,
94,Harwich,Greece,Dulwich,Greenwich,Greenwood,,,,,,,,,,,
95,"St. John’s
Wood","Mount
St. John",St. John’s,,,,,,,,,,,,,
96,Fairs,MR,Mrs,,,,,,,,,,,,,
97,Devonshire,Buckinghamshire,HAMPSHIRE,Shropshire,Empire,Hampshire,,,,,,,,,,
98,protégée,France,Providence,Provence,,,,,,,,,,,,
99,Porteus,fort,po,Portsmouth,Portland,Portansherry,Port,,,,,,,,,
100,Coursing,Humours,NURSE,Fitzjurld,Pompadour,Ours,,,,,,,,,,
101,St. Pitt’s,Thames St.,St. Kitts,Mount St.,St. Petersburg,St. Just,St. Mary’s,ST,St. Helen,St. Paul’s,St.,St. Pancras,,,,
102,the Niagara cataract,écarté,Pharaoh,Arcadia,Madeira,Kalydor,Peterwaradin,Scarce,curacao,Caradori,,,,,,
103,Wealthé Orleans,New Orleans,Orleans,,,,,,,,,,,,,
