cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
66,Coventry,"Coventry
Island",Long Island,Coventry Island,,,,,,,,,,,,,,,
67,Brazil,Montmirail,Snaily,Trail,,,,,,,,,,,,,,,
68,n’t,in’t,,,,,,,,,,,,,,,,,
69,BRIGHTON,"night,—and",Knightsbridge,Brighten,Brighton,,,,,,,,,,,,,,
70,H.H.,St. Helen,the H. H.,the Hyde Park,the Black Hole,,,,,,,,,,,,,,
71,paragon,St.James’s Park,the dark sea,Hyde Park,Park,Far,"Park
Lane",Paris,Compare,Bonaparty,,,,,,,,,
72,Red Seas,Pictures,Rector,red scarfs,Bedad,Rebecca,Red,Surrey,,,,,,,,,,,
73,Street,St. James’s Street,Ak,Gaunt Street,Hart Street,"Great Live
Street",Curzon Street,Greek Street,Greece,Threadneedle Street,Greenwood,,,,,,,,
74,Combat,Zwieback,Contact,Bacon,Balcony,Baronet,,,,,,,,,,,,,
75,Music,Asia,Austria,Strasburg,Australasia,,,,,,,,,,,,,,
76,Magnificent,Bevetendt,Munich,Nineveh,Iphigenia,Venice,Venus,,,,,,,,,,,,
77,Desert,Ramchunder,Derby,Podder,Lederlung,,,,,,,,,,,,,,
78,the Cannibal Islands,Grand Uncle,handkerchiefs,Sands,Windsor,Hands,Casgandra,,,,,,,,,,,,
79,Glorvina,Jemima,Major,Glorvima,,,,,,,,,,,,,,,
80,Machiavellian,Angelséme,Camelot,Cecilia,Richelieu,Amelia,Dearest Amelia,Goliah,,,,,,,,,,,
81,P.S.,M.P.,M.D.,,,,,,,,,,,,,,,,
82,the Marquis of Stone’s,the Valley of Diamonds,Bethesda Place,the Prince of Wales’s,the Residence of Madame,the Prince Regent,Methusalem,the Prince of Wales,the Russian Order of Saint Nicholas,,,,,,,,,,
83,Scorned,Cologne,Alderney,Borne,Corner,Cornelia,,,,,,,,,,,,,
84,Wiesbaden,Sugar,Kangaroo,Quadrant gardens,the Aurelius Garden,"Kensington
Gardens",New Gardens,Gardens,Kensington Gardens,Boulevard de,Judenstadt,,,,,,,,
85,Ladyship,Tadyship,,,,,,,,,,,,,,,,,
86,Harrogate,Ramsgate,Gazette,Potentate,Margate,,,,,,,,,,,,,,
87,Domain,nan,Manon,Cracksman,Japan,Germany,pomatum,Rome,oman,,,,,,,,,,
88,Cape,Cato,Cape Town,Chapelle,CAPE,Chapels,,,,,,,,,,,,,
89,New,Leeds,ne&t,Threadneedle,Need,,,,,,,,,,,,,,
90,Oxford,beaux,Bordeaux,,,,,,,,,,,,,,,,
91,Slacken,Crackenbury,Lacken,Cackle,,,,,,,,,,,,,,,
92,East Indiaman,West Indian,India,East India,West India,,,,,,,,,,,,,,
93,Somersetshire,Wiltshire,Yorkshire,Yorkshire and Somersetshire,,,,,,,,,,,,,,,
