cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
55,Cumbrilge,Brilge,,,,,,,,,,,,,,,,,,,,
56,Captsin,Cnptsin,"Cnptain
Dobbsin",,,,,,,,,,,,,,,,,,,
57,East India,India,"tlc
East India Company's",bDidn't,Indisn,wy,India1,Indin,the Chickasaw Indians,Irdia,,,,,,,,,,,,
58,"L
-a--",H.H.,LE-----7s,----LLf,x--,,,,,,,,,,,,,,,,,
59,Cape Town,Cape,Cato,Cafd,,,,,,,,,,,,,,,,,,
60,Belgravia,Belgium iu,Belgium,Belginns,,,,,,,,,,,,,,,,,,
61,Jovc,Meejor,Msjor,Nsjor,Major,,,,,,,,,,,,,,,,,
62,New Gnunt-street,New York,New Gnunt,,,,,,,,,,,,,,,,,,,
63,St. Peter's,St. Paul's,"St.
aul's",St. Paneras,,,,,,,,,,,,,,,,,,
64,Mliss lBullock,Bulloeks,Bullock,Hollyock,Bulloeck,Shylock,,,,,,,,,,,,,,,,
65,"L
l
e.","L
L","rv
l","L

l
-'Y","Lf
L","Yis
l
l
- .",,,,,,,,,,,,,,,,
66,Bombay,Bombasy,dasys,,,,,,,,,,,,,,,,,,,
67,Bccky,Beocky,Becky,lecky,Iecky,IBecky,"Stillbrook, Becky",Decky,Mt,,,,,,,,,,,,,
68,oaly,realy,Laly,Ialy,Polal,Laly Emily,Italy,Vnuslall,lalies,Kalydor,,,,,,,,,,,,
69,Amelin,Camelot,Aelin,Amnelin,Amelina,Mmelin,a few lincs,,,,,,,,,,,,,,,
70,handkerchiefs,wherc,whitherP,brother--,nnother,Therc,thein,hepherd,Oystherstown,,,,,,,,,,,,,
71,sueh,Lsdy Steyue,Wiuehester,niue,Manchester,"Lcicester
Bquare",,,,,,,,,,,,,,,,
72,China,Schiool,chino,china,Maraschino,,,,,,,,,,,,,,,,,
73,Great Britain,Britain,Cnaptain,Cuptain,obtainel,,,,,,,,,,,,,,,,,
74,8he,wretehe,Sheba,eHe,Shehas,wteh,whef,,,,,,,,,,,,,,,
75,Slnve,slc,Slc,,,,,,,,,,,,,,,,,,,
76,O'Dow,know-,Rowlnand,OW,Rowson,Dowsger,Glowry,,,,,,,,,,,,,,,
77,Amelia,Melia,Aielia,Mmelia,Inlia,Aelia,Auelia,Goliah,melia,MAmelia,Amcelia,Anelia,Mmeli,lelia,Armelia,Lndy Amelia,,,,,,
78,West End,Westminster,Lewes,ACESIO8a,West,Cowes,Fuddleston,Wesleyan,Fulam Road West,Miesty,West End Swell,,,,,,,,,,,
79,Soereign,Dover,Sovecreign,Sovereigns,,,,,,,,,,,,,,,,,,
80,Geograply,Grady,Gray,Grays Inn,Gayd,,,,,,,,,,,,,,,,,
81,Crnwley,Lidy Crawley,Lndy Crawley,Crasley,Crawley,Crawlcey,"Lsdy
Crawley",Hawdon Crawley,ns Crawley,cr,Crawlcey avenue,Laly Crawley,,,,,,,,,,
82,Hussell,RBussell-square,Russell,Brssels,Brussels,Schliisselback,Russell squre,,,,,,,,,,,,,,,
83,Younr,Pountain,"Mount
St. Jolmn",bounl,Mount,Mount Saint John,Mount St.,,,,,,,,,,,,,,,
84,Madeira,Maleira,Mlaleira,Mndeira,,,,,,,,,,,,,,,,,,
85,Brighton,lrighton,Briglton,,,,,,,,,,,,,,,,,,,
86,pomatum,Manton,Germany,Mahometan,oman,Salamanca,accompanicd,Cracksman,Manmma,Mango,,,,,,,,,,,,
87,Bordeaux,Eaut,beaux,,,,,,,,,,,,,,,,,,,
88,abot county,Counceil,County,naccounts,Countcss,County Kildnre,,,,,,,,,,,,,,,,
89,papa2,Japan,A20,,,,,,,,,,,,,,,,,,,
90,Bagshot,thosc,thou,Thomson,hounls,withont,Soho,Houri,,,,,,,,,,,,,,
91,hpril,Dalilah,Ili,Ile,Mutila,IL,IILRO,Cupil,Cecilia,il,Ilnr,Iamily,Pilt,,,,,,,,,
92,pubkic,Binkie,Binkic,,,,,,,,,,,,,,,,,,,
93,Nob,oboy,lBoth,Bois,Kibob bBey,boyl kHe,,,,,,,,,,,,,,,,
94,respecetful virgin,Notre,Bicetre,eTry,,,,,,,,,,,,,,,,,,
95,calle,Albion,salut.,Trafalgar,Albums,Al,Hall,Albany,Mal,talkativc,Alderney,,,,,,,,,,,
96,"Jos,-and","night,-and","suffers,-and",Jos,,,,,,,,,,,,,,,,,,
97,the Russian Order of Sint Nicholas,rufs,Russia,Ilussia,Prussin,,,,,,,,,,,,,,,,,
98,Darton,Barbar,Bart,HIoggarty,,,,,,,,,,,,,,,,,,
99,IM,Impire,Empire,tres spirituelle,Jabotiire,,,,,,,,,,,,,,,,,
100,St. Helena,Saint IIelena,Maintenon,Saint Helena,Sainut Martin's,Suint Helena,Saint Jean,,,,,,,,,,,,,,,
101,Rawdon,"Hawdon
nnd",Abingdon,Rnwdon,do't,llawdon,wdon,Iodon,Armageddon,kawdon,Don Juan,,,,,,,,,,,
102,IHIul,Ihh,"Ih
'",,,,,,,,,,,,,,,,,,,
103,SB,Cnptain George Osborue,Osbome,Osborue,Oslorue,deeorum,,,,,,,,,,,,,,,,
104,Threadneedle,Threadneedle Street,ahre,,,,,,,,,,,,,,,,,,,
105,los,los.,Udolplo,,,,,,,,,,,,,,,,,,,
106,Booterstown,Batavier,Bierstadt,Stadthnus,,,,,,,,,,,,,,,,,,
107,Thecn,thecn,uecn,,,,,,,,,,,,,,,,,,,
108,Dnblin,bDulin,Dubliu,Dublin,Pnrlinmcnt,,,,,,,,,,,,,,,,,
109,Clapham,Ilave,Mlelulla,Culais,las,Prk Lane,"La u
t",Clapp,La,LA,Black Bess,Bogglywollah,lawycrs,,,,,,,,,
110,Valencicnnes,Canada,Lausanne,Cannes,,,,,,,,,,,,,,,,,,
111,Shetland,Sootland,Scotland,,,,,,,,,,,,,,,,,,,
112,tle City nt,City,the City:,the City of London,thie City,thc city,the City,the Fre City of JudenstuIt,"the City, Sir",tle City,1he city,thce city,ths City,us City,,,,,,,,
113,Vittoria,TT,Pitt,Wittgenstein,Jupiter,,,,,,,,,,,,,,,,,
114,plaee,Moira Plaee,Pulaee,Bethesda Place,,,,,,,,,,,,,,,,,,
115,Finchley,HLEBO,pule,Stubbles,cople,Wales,ie.ele g-s,Lederlung,Blecss,Wlere,Legaey,Omplle,LE,Temple,Cackle,anele,Nile,nolle,Leeds,Naples,the Ale-Verle,
116,Osbaldiston,Buxton,Stilton,Alton,,,,,,,,,,,,,,,,,,
117,Moseow,Moorish,Montmoreucy,mo,Moscow,Mozurt,"ceremony,-I",,,,,,,,,,,,,,,
118,Caven-,Grosvenor,Yenus,Avernus,Silenus,Venus,Henven,Snuf,,,,,,,,,,,,,,
119,Beeky,Beuty,Beek,,,,,,,,,,,,,,,,,,,
120,&c.,C.B.,c.,,,,,,,,,,,,,,,,,,,
121,usunl,Molyneus,Us,Regulus,Iused,,,,,,,,,,,,,,,,,
122,"iittlo
linner",Thavies Inn,inn,Inn,Trnncis,Inn of,linnr,pekin,,,,,,,,,,,,,,
123,lome,Iromn,Rome,,,,,,,,,,,,,,,,,,,
124,nona,Nnpoleon,Nanoleon,,,,,,,,,,,,,,,,,,,
125,Prinee Polonia's,Colonies,Polonis,Colony,,,,,,,,,,,,,,,,,,
126,Relccca,Ielccca,llebccca,Hnd Relccca's,Rebccca,,,,,,,,,,,,,,,,,
127,L1,Opera,France,Perhnps,personasge,Liverpool,perseverancc,Persia,Geran,,,,,,,,,,,,,
128,Ealing,Ballinasloe,Wcllington,Billingsgate,Wellington,Wellingtons,Islington,Slingstone,,,,,,,,,,,,,,
129,Calcutta,Caleutta,Cutts,,,,,,,,,,,,,,,,,,,
130,hwve yoeu,Yonder,Yon'rc,Yon'll,yong,Longwood,Long Acre,,,,,,,,,,,,,,,
131,Guarsmmn,nursemnid,Mn,Mammn,Cnlumny,mn,,,,,,,,,,,,,,,,
132,Wiesbaden,"Baden
Baden",Baden,,,,,,,,,,,,,,,,,,,
133,Montmirail,aflairs tn,Iirst,Fairs,MIrs,"Wapping Old
Btairs",MIrs.,Mi,,,,,,,,,,,,,,
134,Siberia,EG,the St. Leger,Egeria,EEGE,Iodgers,,,,,,,,,,,,,,,,
135,Williamn,Willia,Parliamnent,,,,,,,,,,,,,,,,,,,
136,Piccadilly,LLxE,LLLLE,Versailles,Achilles,Stillbrook,Cornhill,Squills,IIlIll,Ill,Gillespie,Ill.,,,,,,,,,,
137,the Pariser Hof,the Prince Regent,Regent,the Prince of Wales,,,,,,,,,,,,,,,,,,
138,ark,Parc,Paris,Park lLane,Bonaparty,Hyde Park,Park,the Ring of yde Park,paragon,"Park
Lane",Transpareney,Hyle Park,,,,,,,,,,
139,Machiavellian,Iphigenia,MrIao,Iahimo,Iatin,MIaras,meditatiaon,ia,IA,Asia,Iudia,"ia
1

2",,,,,,,,,,
140,Brunswick,History,Chiswick,,,,,,,,,,,,,,,,,,,
141,Southanpton Row,Roehampton,Nuthan,Southamptou,Swamptown,UK,Southampton Row,Southampton,Southampton Gaol,,,,,,,,,,,,,
142,Dundas,bund,Buuday,daya,nnd,nda,Belinda,Mirnnda,,,,,,,,,,,,,,
143,Jemia,Jemima,,,,,,,,,,,,,,,,,,,,
144,Roc,Morocco,morocco,W1,moro,,,,,,,,,,,,,,,,,
145,Mareh,Marin,Miaria,Maria,Bulgaria,Margate,Whitefriars,,,,,,,,,,,,,,,
146,Punjaub,Tomeuvesiun,Iun,MIud-,Munoz,,,,,,,,,,,,,,,,,
147,Podder,Derby,Loder,Desert,Good Gol,,,,,,,,,,,,,,,,,
148,Brienne,Jena,Vienna,,,,,,,,,,,,,,,,,,,
149,IHERO,HEERO,whero,Neamero,ero,Troy,Servt,YERY,IIERO,,,,,,,,,,,,,
150,Caradoes,Pharaoh,Caradori,,,,,,,,,,,,,,,,,,,
151,WHICII JO3 TAKEs,whiceh,WHICII,WRICII,,,,,,,,,,,,,,,,,,
152,Spooney,Funey,"onee
ore",bont,Boney,Steyne,,,,,,,,,,,,,,,,
153,Chapelle,pcrhaps,Chapels,MIichael,,,,,,,,,,,,,,,,,,
154,thcm iu,Athcns,thcm,thc kingdom,,,,,,,,,,,,,,,,,,
155,"fell,-she",mel,"Hushl
sileneel",Elba,Sehxueuelt,Smithfield,Felthm,Jovel,NoEL,EL,nnswerel,Rel Seas,,,,,,,,,,
156,nucl wickeder,"L 
ti

e:",L W,,,,,,,,,,,,,,,,,,,
157,M1AEPIEA,heaen,Caen,,,,,,,,,,,,,,,,,,,
158,Baronet,abrond libcrally,PINETON,Iront,Bronet,,,,,,,,,,,,,,,,,
159,"L
II",XXII,XVII,LVI,II.R.II,CIII9WICK,"MD COIIDMTtAD
--IIIYr",XVIII,Louis XVIII,,,,,,,,,,,,,
160,Loudon,Babylon,Mlonplaisir,Londonderry,LONDON,Londou,iu London,nlone,london,London,YAGABOND,,,,,,,,,,,
161,Eny,Ny,"dnys,-",cn lny,nys,mny,Sundny,ny,,,,,,,,,,,,,,
162,Eagles,eagles,,,,,,,,,,,,,,,,,,,,
163,lEurope,Lurope,Humbourg-Schlippensehloppen,Europe,,,,,,,,,,,,,,,,,,
164,Goernorship,Ladyslip,Lnadyship,Lorlship,Ladyship,,,,,,,,,,,,,,,,,
165,Kew Gardens,Hardenberg,the Aurelius Garden,"Kensington
Gardens",kensington Gardens,inn-gardens,Kensington,Kensington Gardens,,,,,,,,,,,,,,
166,wasa,Hawaon,awarl,Euarl,,,,,,,,,,,,,,,,,,
167,Io,ks,HIorroeks,froek,,,,,,,,,,,,,,,,,,
168,Rotterdam,Charlotte hnd,Charlotte,Gazette,Charing,,,,,,,,,,,,,,,,,
169,wonld,wonlerful,chieerful,,,,,,,,,,,,,,,,,,,
170,THIE P1YIILY,HIE0,mo thie,,,,,,,,,,,,,,,,,,,
171,Rcecca,Rcbecea,Recbecca,Ilcbecca,Rcbecca,,,,,,,,,,,,,,,,,
172,Bulbul,Canterbury,Bbur,Edinburgh,Macmurdo,Mulbury,Mudbury,,,,,,,,,,,,,,,
173,Mls,kiss,Miss.,lis cen,livcd,Mliss,,,,,,,,,,,,,,,,
174,Sereuities,seeret,Iereditary,Eerybody,Debrett,bDixonary,Seeretary,,,,,,,,,,,,,,,
175,grin-'`Brazil,AZ,Bramah,Brazil,brazil,,,,,,,,,,,,,,,,,
176,Aeis,Begleitung,Oliseick,Pompeii,Blenheim,EI,,,,,,,,,,,,,,,,
177,Peterwaradin,I1l,Peterwaralin,,,,,,,,,,,,,,,,,,,
178,Vnnity,Vanity,YANITY AIR,May Fuir,Fuir,Vanity Fuir,,,,,,,,,,,,,,,,
179,Glorina,Glorvinn,Glorvina,,,,,,,,,,,,,,,,,,,
180,"the West
Eul-Capting Ragg",the West Indics,Lndies,West Indian,the West Inies,the West End,West Indies,the West Inlies,the West Indies,West India,,,,,,,,,,,,
181,Gaunt Street,Gaunt IHouse-,Grcat Gaunt Street,Great Gaunt Strcet,Hart Street,Great Gaunt-,Gaunt,Great Gaunt Street,,,,,,,,,,,,,,
182,"aD OIWIE
lL",Bgwig,Wildbad,Zwieback,Dulwich,WI,eWIy,,,,,,,,,,,,,,,
183,Soutludown,"Lady
Southdown's",South-,Southdowu,Lorlsouthdown,,,,,,,,,,,,,,,,,
184,the Britisl female,lBritish,bBritish,,,,,,,,,,,,,,,,,,,
185,Thrump,Stumpy,Pump,,,,,,,,,,,,,,,,,,,
186,Litfe Gurds,Ritles,Fitzjurld,Ites,"itl
A",It'as,itl,,,,,,,,,,,,,,,
187,Club,quurtera,Lnura,Luura,,,,,,,,,,,,,,,,,,
188,Peninsula,Sultan,consin,Consul,,,,,,,,,,,,,,,,,,
189,Faro,Maakou,Cimarosa,Louis,Marouis,,,,,,,,,,,,,,,,,
190,Prague,Wuen,bDemagogue,ueen,Gueen,Greenwich,,,,,,,,,,,,,,,,
191,Dobbsin,Dolbin,Dobin,ye Dob,Dobbinu,Dob,Dobbin,,,,,,,,,,,,,,,
192,Hampsteud,IInmpshire,Yorkshire,Iapshire,Crmrthenshire,Devonshire,Hnmshire,Buckinghamshire,IIampshire,Somersetshire,Wiltshire,That Hampshire,HIampshire,Hampshire,,,,,,,,
193,Curzon,mistrees,Baker Street,postre,Greek Street,"Half Moon
Street",Curzon Street,,,,,,,,,,,,,,,
194,Portland,Corporal,Portansherry,Porteus,Portlnnd Place,Port,,,,,,,,,,,,,,,,
195,Strasburg,Blooms-,Bloomnsbury,,,,,,,,,,,,,,,,,,,
196,trgg,ggy,,,,,,,,,,,,,,,,,,,,
197,the Duke of Orleans,lEarl,Orlenns,New Orleans,Egnlite Orleans,Ocean,bDean,Orleans,,,,,,,,,,,,,,
